longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.036,28.766,2.505418478904176e-06,,,3.644861135398969e-05,,3.947287405026145e-05,,,,8.685792636242695e-06,,2.550254976085853e-06,1.8116599676432088e-05,0.0002604451146908,1.501066617493052e-05
77.046,28.766,8.579078894399572e-06,,,,,,,,,1.7083450075006112e-05,,1.126324241340626e-05,2.3831389626138844e-06,0.0005880022654309,1.9198576410417445e-05
77.057,28.766,3.94821836380288e-06,,,0.0002100212004734,,2.3876260456745516e-05,,1.0194351489190012e-05,,2.7007029075321043e-06,,-4.907639322482282e-06,7.01548378856387e-06,0.0004650033661164,3.3993714168900624e-05
77.067,28.766,-3.6205426567903487e-06,,,9.827990288613364e-05,,2.3876260456745516e-05,,2.2157784769660797e-05,,1.756418168952223e-05,,6.154144557513064e-06,2.6375385004939744e-06,0.0007301087607629,1.1403752978367264e-05
77.078,28.766,1.3651432709593792e-05,,,7.72862767917104e-05,1.5821235137991607e-05,,,,,2.402374957455322e-05,,1.275054910365725e-05,1.2272425919945816e-05,4.569827069644816e-05,5.559410965361167e-06
77.088,28.766,0.0001052209190675,,,,,,,,,1.0487894542166032e-05,,1.2575836990436072e-05,3.88283797292388e-06,,1.3021993936490617e-06
77.098,28.766,2.56485327554401e-06,,,0.0013268337352201,,2.6611816792865284e-05,,3.1794028473086655e-05,,8.75059595273342e-06,,5.055505880591227e-06,9.257704732590357e-06,7.924678357085213e-05,9.720943126012571e-07
77.109,28.766,0.0001001743148663,,,7.04706371834618e-06,,,,,,4.706312211055774e-06,,9.755356131790904e-07,5.097193479741691e-06,4.326738780946471e-05,3.179865234415047e-05
77.119,28.766,,,,,,,,,,-1.125486505770823e-05,,1.2104624147468712e-06,1.4808972991886549e-05,-6.3039483393367846e-06,1.8897091649705544e-05
77.129,28.766,,,,2.058301652141381e-05,,1.9808448996627703e-05,,,,8.564627933083102e-06,,2.0743798813782632e-05,4.396526946948143e-06,0.0006113242125138,1.1252492186031304e-05
77.14,28.766,0.0001380658650305,,,,,,,9.041782504937146e-06,,2.062239445876912e-06,,6.538049547089031e-06,8.118152436509263e-06,0.0001540261291665,1.808309752959758e-05
77.15,28.766,7.509464012400713e-06,,,2.9134766009519808e-05,2.2171458113007247e-05,1.8833228750736453e-05,,1.4144952729111536e-05,,2.327527454326628e-06,,8.50796186568914e-06,3.071602986892685e-05,2.811614285747055e-05,0.0002410518936812
77.161,28.766,8.588864875491709e-05,,,,,,,,,-1.350486490991898e-05,,6.57815962767927e-06,5.825846187690331e-07,5.028300802223384e-05,5.795919059892185e-05
77.171,28.766,,,,2.177308670070488e-05,,,,1.6854866771609522e-05,,4.004888523923e-06,,9.765335562406108e-06,1.9875154976034537e-05,0.0004338031867519,9.443770977668464e-06
77.181,28.766,1.3783136409983854e-06,,,1.0235622539767064e-05,,,,1.773066287569236e-05,,8.730879017093685e-06,,1.562206307426095e-05,1.053103346748685e-06,0.0001736145495669,2.11595329346892e-06
77.192,28.766,2.0530720576061867e-05,,,0.0001517595374025,2.6086790967383425e-05,,,,,1.915630855364725e-05,,-2.3849595436331583e-06,1.3055565432296136e-05,0.0001938760688062,8.12570760899689e-06
77.202,28.766,1.392778699482733e-06,,,0.0001029738341458,,2.530841447878629e-05,,1.6040470654843375e-05,,-3.623910060923663e-06,,1.526410414953716e-05,6.16936313235783e-06,0.0003412455844227,7.065947897899605e-07
77.213,28.766,1.1387635822757147e-05,,,3.823892257059924e-05,,3.503053085296415e-05,,2.2311758584692143e-05,,9.93052981357323e-06,,9.9538547146949e-06,4.09926315114717e-06,3.324389035697095e-05,-3.2107218430610374e-06
77.223,28.766,9.747737749421503e-06,,,2.5007029762491584e-05,1.659255394770298e-05,,,,,-1.0111217306985054e-05,,4.834419087274e-06,2.090397174470126e-06,0.0002981417346745,1.1922354133275803e-05
76.953,28.776,0.0001065701799234,,,0.0002632631221786,,3.2550775358686224e-05,,1.5078058822837193e-05,,-4.535574134933995e-06,,4.825212727155304e-06,5.455214704852551e-06,2.391222915321123e-05,-2.819187557179248e-06
76.963,28.776,-1.1125512173748575e-06,,,2.691599729587324e-05,,,,,,1.5738643924123608e-05,,6.1487025959650055e-06,5.242093720880803e-06,6.220914656296372e-05,1.3152557585272008e-05
76.974,28.776,6.900848802615656e-06,,,,,,,,,-3.4785796287906123e-06,,2.752557065832661e-06,1.203143438033294e-05,0.0001755586999934,2.740137824730482e-05
76.984,28.776,1.4467134860751685e-05,,,2.1067055058665574e-05,2.927912464656401e-05,,,,,9.014043826027772e-06,,1.2266311387065798e-05,9.367035431750992e-07,0.0004248955519869,1.757543759595137e-05
76.994,28.776,1.4226839994080365e-05,,,0.0008558561094105,1.690588760538958e-05,,,,,4.599949534167536e-06,,-2.008564706557081e-06,8.739907570998184e-06,2.5419371013413183e-05,1.6317442714353092e-05
77.005,28.776,3.4174856409663334e-05,,,-1.2050818440911826e-05,3.16703699354548e-05,,,,,-6.789325198042207e-06,,6.658554411842488e-06,3.6213705243426375e-06,6.083065090933815e-05,1.212137249240186e-05
77.015,28.776,2.9561859264504164e-05,,,3.468084105406888e-05,,,,,,1.1796486433013342e-05,,3.4458967093087267e-06,2.139532625733409e-05,0.000451356783742,1.59208029799629e-05
77.026,28.776,5.00525993629708e-06,,,-1.2702335880021565e-05,3.7374036764958873e-05,,,,,-1.3787808939014212e-06,,-1.4147178717394129e-06,1.393307866237592e-05,3.9686212403466925e-05,1.581685137352906e-05
77.036,28.776,3.917559183719277e-07,,,1.1206468116142789e-05,,,,2.721711825870443e-05,,6.566975116584217e-06,,-4.907639322482282e-06,-4.168076088717498e-07,4.295925828046165e-05,8.347808034159243e-06
77.046,28.776,1.145643454947276e-05,,,2.9161536076571792e-05,3.032380118384026e-05,2.616370693431236e-05,,2.6629493731888942e-05,,1.3873005627829116e-05,,3.114371338597266e-06,8.146866093738936e-06,1.6224901628447697e-05,0.0003559195029083
77.057,28.776,,,,,,2.616370693431236e-05,,,,-1.150158482232655e-06,,3.039845068997238e-05,1.1954468391195404e-05,-3.057114372495562e-05,2.3398642952088267e-05
77.067,28.776,-3.867528903356288e-06,,,-5.923837306909263e-06,,,,,,1.0495712558622472e-05,,-3.805706001003273e-06,1.1137855835841036e-05,2.3132297428674065e-05,8.736486051930115e-05
77.078,28.776,-2.4257003587990766e-06,,,5.69214898860082e-05,4.8643225454725325e-05,,,1.0194351489190012e-05,,1.038560367305763e-05,,1.5590690964017995e-05,2.639322474351502e-06,0.0001239759149029,1.5516938219661824e-05
77.088,28.776,1.74433580468758e-06,,,2.6269755835528485e-05,,2.3876260456745516e-05,,,,1.564090052852407e-05,,1.435085323464591e-05,2.001197572099045e-06,0.0001346050266874,0.0001114552869694
77.098,28.776,7.758038918836974e-06,,,3.337493762956001e-05,,2.3876260456745516e-05,,2.2157784769660797e-05,,2.2179588995641097e-05,,4.513882686296711e-06,5.5234922911040485e-06,8.431461174041033e-05,1.3633890375785995e-05
77.109,28.776,5.109821813675808e-06,,,4.97387045470532e-05,,,,,,-2.5265376280003693e-06,,7.538338195445249e-06,1.410495588061167e-05,6.502108590211719e-05,9.71722874965053e-06
77.119,28.776,8.522420102963224e-06,,,4.4404572690837085e-05,,3.928120713680983e-05,,,,4.018304025521502e-06,,-5.822390903631458e-06,-1.6183398656721693e-06,0.0002674571296665,7.11040775058791e-05
77.129,28.776,-8.736637369111122e-07,,,7.735942199360579e-05,1.4718089005327784e-05,,,,,-8.588461241743062e-06,,-2.29533065976284e-06,3.1844481327425456e-06,4.982958853361197e-05,1.9135468392050825e-05
77.14,28.776,9.852669791143852e-06,,,0.000145275160321,,,,,,1.4552135780832032e-06,,1.4926060885045445e-06,2.4135172225214774e-06,4.1994899220298976e-05,1.4625526091549546e-05
77.15,28.776,2.0303956262068823e-05,,,,,,,1.6417816368630156e-05,,9.996872904594056e-06,,4.099643774679862e-06,-4.842150360673259e-07,3.609031409723684e-05,-3.583346369850915e-06
77.161,28.776,0.0001416596205672,,,0.0001377923617837,,,,1.86555535037769e-05,,-5.794384378532413e-06,,9.62763533607358e-06,-8.473369234707206e-06,1.853950016084127e-05,7.539212674601004e-05
77.171,28.776,7.610086640852387e-07,,,-5.153754955244949e-06,,,,1.4930457837181166e-05,,6.571976882696617e-06,,1.5451290892087854e-05,2.0968804165022448e-05,7.478752377210185e-05,4.202823765808717e-05
77.181,28.776,8.215787602239288e-06,,,2.2795287804910916e-05,4.818262459593825e-05,,,2.795322870952077e-05,,1.0597466825856827e-05,,1.3043447324889712e-05,8.888511729310267e-06,0.0002920292317867,1.593269871591474e-06
77.192,28.776,5.616788257611916e-05,,,3.1578434573020786e-05,,,,,,2.4196240701712668e-05,,1.0025650709621915e-07,1.004279238259187e-05,3.242586535634473e-05,2.6167594114667736e-05
77.202,28.776,2.5752035071491264e-05,,,,,,,1.6051079001044855e-05,,5.376459284889279e-06,,2.8446777378121624e-06,1.1563898624444846e-05,2.034412136708852e-05,6.626218237215653e-05
77.213,28.776,1.2163362043793312e-05,,,4.0080809412756935e-05,2.036727346421685e-05,,,1.3211225450504571e-05,,1.1220025953662116e-05,,-4.003825779363979e-06,1.8376090338279027e-06,2.1292049495968968e-05,5.204442004469456e-06
77.223,28.776,-6.5299805100949015e-06,,,0.0001202325584017,,2.530841447878629e-05,,,,3.020367330464069e-06,,1.5331985196098685e-05,1.8892722437158227e-05,2.1048050257377326e-05,1.6168529327842407e-05
76.953,28.786,-6.230101917026332e-06,,,-4.255603471392533e-06,1.530144436401315e-05,,,,,1.7966163795790635e-05,,7.80467325967038e-06,3.1009922167868358e-06,0.0004790014354512,8.244456694228575e-05
76.963,28.786,2.7777401555795223e-05,,,0.0007551835733465,,,,,,6.3683942244097125e-06,,5.118803073855816e-06,1.1702955816872418e-05,0.000111840206955,4.424773942446336e-05
76.974,28.786,-4.232223545841407e-06,,,4.16635202782345e-06,,,,,,1.81780615093885e-05,,-1.137995241151657e-06,8.07940523372963e-06,,2.1321056919987317e-05
76.984,28.786,1.5024063031887636e-05,,,,7.183143316069618e-05,,,2.5186904167640023e-05,,1.5185293705144431e-05,,-1.0788744475576095e-05,1.323097512795357e-05,0.0003204274980816,1.520490968687227e-05
76.994,28.786,3.332297274027951e-05,,,0.0005311669083312,,1.8604070646688345e-05,,,,-1.7472790204919875e-05,,3.531142510837526e-06,-2.11130827665329e-06,4.073971649631858e-05,2.803925053740386e-05
77.005,28.786,,,,1.2196544048492797e-05,,,,,,2.647941300892853e-06,,-1.3308556845004205e-05,4.477648872125428e-06,0.0003554026479832,0.0001724307221593
77.015,28.786,0.0001283173769479,,,5.534497176995501e-05,,,,,,2.5007359454320977e-06,,9.334252354165072e-06,4.174493824393721e-06,0.0003327276499476,1.244382201548433e-05
77.026,28.786,4.648372487281449e-05,,,-1.138700554292882e-05,,,,2.4350987587240525e-05,,2.173676148231607e-05,,2.079535806842614e-05,1.2392976714181714e-05,4.143253136135172e-06,2.9110706236679107e-05
77.036,28.786,1.209421952808043e-05,,,-5.99346265062195e-07,,4.0927367081167176e-05,,,,1.061462808138458e-05,,1.0865011063287966e-05,3.7356571738200728e-06,-2.3149517801357437e-05,9.12567338673398e-05
77.046,28.786,5.059110844740644e-05,,,5.3475367167266086e-05,,,,,,-1.3721196410187986e-06,,-7.328244464588351e-06,1.1709293175954372e-05,0.0002290579723194,8.017706022656057e-06
77.057,28.786,0.0001052209190675,,,2.947842949652113e-05,2.459863753756508e-05,,,,,3.163540327477677e-07,,-1.6805398672659069e-06,1.1940904187213164e-05,0.0001616322551853,1.1579851161513943e-05
77.067,28.786,2.2756112230126743e-05,,,5.827882341691293e-05,,,,,,1.449272986064898e-05,,5.778394097433193e-06,3.773890512093203e-06,0.0003594773297663,0.0001344948250334
77.078,28.786,,,,1.7435291738365777e-05,,2.616370693431236e-05,,,,7.634573194081895e-06,,2.65910614416498e-07,1.6275493180728517e-05,1.7499860405223444e-05,0.0001272077352041
77.088,28.786,-4.634565812011715e-06,,,7.757764251437038e-05,,,,,,9.1839592641918e-06,,5.122197308082832e-06,4.271681063983124e-06,0.0003456949489191,2.219546331616584e-05
77.098,28.786,1.4735894183104392e-05,,,5.198581129661761e-05,,,,,,2.417524001430138e-06,,-8.266532859124709e-06,1.0380958883615676e-05,-1.3519928870664444e-05,0.0002384333201916
77.109,28.786,-3.59267255589657e-06,,,7.735942199360579e-05,,2.3876260456745516e-05,,1.0194351489190012e-05,,9.646406397223473e-06,,1.7456113710068166e-06,6.8744743657589424e-06,2.410644265182782e-05,1.4043972441868393e-05
77.119,28.786,,,,-6.842735274403822e-06,,2.3876260456745516e-05,,,,1.3738279449171388e-05,,9.542913176119328e-06,6.1384607761283405e-06,2.783386298688129e-05,0.0001259130513062
77.129,28.786,,,,2.0326566300354895e-05,2.3068896553013477e-05,,,2.2157784769660797e-05,,5.743566816818202e-06,,2.607032911328133e-06,1.370652171317488e-05,0.0004772703978233,8.060293475864455e-05
77.14,28.786,3.495154669508338e-05,,,9.409929771209136e-05,,,,,,1.1066309525631368e-05,,9.91437082120683e-06,6.08261143497657e-06,0.0007624320569448,1.5749585145385936e-05
77.15,28.786,3.89242040910176e-06,,,,,,,,,2.796301941998536e-06,,9.612349458620884e-06,8.888511729310267e-06,2.3810081984265707e-05,2.866419163183309e-05
77.161,28.786,-1.455299809549615e-07,,,9.457143460167572e-05,,,,,,7.383312095043948e-07,,-1.73221887962427e-05,2.090397174470126e-06,0.0005386461270973,8.318557775055524e-06
77.171,28.786,1.6891131963348016e-05,,,5.172155215404928e-05,,,,,,-2.792389523165184e-06,,5.733633315685438e-06,1.1563898624444846e-05,1.7273165212827735e-05,7.89867845014669e-05
77.181,28.786,-6.9733814598293975e-06,,,0.0001776286808308,3.066796125494875e-05,,,,,8.328349395014811e-06,,1.1191034445801051e-06,2.506634928067797e-06,7.902390643721446e-05,1.2052140846208204e-05
77.192,28.786,1.1070531400036998e-05,,,2.590034910099348e-06,,,,9.041782504937146e-06,,5.971927294012858e-06,,8.290807613775542e-07,1.1829919458250515e-05,0.0002222718758275,1.3945405044069048e-05
77.202,28.786,8.91622494236799e-06,,,5.501315536093898e-05,,1.8833228750736453e-05,,1.4144952729111536e-05,,1.0752969501481855e-05,,1.060948216036195e-05,1.463028456782922e-05,0.0004759009461849,3.354828731971793e-05
77.213,28.786,4.237376924720593e-05,,,5.1307829380675685e-06,,,,,,-4.129542958253296e-06,,2.059565667877905e-05,1.1736734450096264e-05,,1.545956365589518e-05
77.223,28.786,2.7535311346582603e-06,,,6.072535597922979e-06,,,,,,8.630995580460876e-06,,6.615401161980117e-06,1.0411751645733602e-05,0.0002602704043965,1.7219887013197877e-05
76.953,28.795,7.423248916893499e-06,,,,3.217613630113192e-05,,,1.546902785776183e-05,,9.014043826027772e-06,,1.0056654900836293e-05,1.8116599676432088e-05,0.0004248955519869,1.890280873340089e-05
76.963,28.795,0.0001096892519854,,,7.793882832629606e-05,2.0153385776211508e-05,,,1.4411873962671962e-05,,-4.86794806420221e-06,,2.434447651467053e-06,9.18533442018088e-06,2.6542471459833905e-05,5.989383134874515e-05
76.974,28.795,9.587576641933993e-06,,,,,,,,,1.526430969533976e-05,,1.9849289856210817e-06,1.573825102241244e-05,3.946414653910324e-05,9.918384421325754e-06
76.984,28.795,8.801811418379657e-06,,,4.0852317084727474e-08,1.3915097952121869e-05,,,1.135931506723864e-05,,-9.306243555329274e-06,,1.3344581020646729e-05,8.146866093738936e-06,0.0003554282011464,2.3892882381915115e-05
76.994,28.795,5.988450357108377e-05,,,,,,,,,-1.3787808939014212e-06,,1.7767899407772347e-05,4.088127752766013e-06,0.0003628339327406,1.0620139619277325e-05
77.005,28.795,4.156747672823258e-05,,,1.58590391947655e-05,,3.2550775358686224e-05,,,,4.853280643146718e-06,,-5.064513857178099e-07,1.081424761650851e-05,-8.438748409389518e-06,0.0001077113483916
77.015,28.795,3.973598722950555e-06,,,9.035602124640718e-05,,,,,,2.5893134534271667e-06,,1.90536718491785e-06,-2.811170134009444e-06,,8.681872714078054e-06
77.026,28.795,1.4553739674738608e-05,,,5.3475367167266086e-05,,,,2.1791453036712483e-05,,1.4541313248628285e-05,,-3.9516812648798805e-06,2.001197572099045e-06,0.0004909366252832,1.2192115718789864e-05
77.036,28.795,3.737221504707122e-06,,,1.0423784260638058e-05,8.451558096567169e-05,,,,,1.0336882041883657e-05,,-2.1060750441392884e-05,5.5234922911040485e-06,8.403525862377137e-05,1.4697443475597538e-05
77.046,28.795,1.077956949302461e-05,,,3.623253360274248e-05,,,,2.3643944587092847e-05,,2.6750446977530373e-06,,2.2614387944486225e-06,-3.685955789478612e-07,0.0007247869507409,1.896702633530367e-05
77.057,28.795,-5.121680715092225e-06,,,0.0004764155310112,,4.0927367081167176e-05,,,,-3.661126811493887e-06,,2.65910614416498e-07,7.697472938161809e-06,2.1851597921340726e-05,2.378118188062217e-05
77.067,28.795,8.400190563406795e-05,,,0.0002251329860882,,,,,,1.2881906741313287e-06,,7.681358511035796e-06,-3.359269840075285e-07,0.0002642954641487,3.743074194062501e-05
77.078,28.795,4.837604137719609e-05,,,3.898431532434188e-05,,,,,,-1.4398606253962498e-05,,-5.822390903631458e-06,4.439953954715747e-06,-1.3519928870664444e-05,7.669092155992985e-05
77.088,28.795,9.027095802593976e-05,,,4.155849092057906e-05,,,,2.721711825870443e-05,,8.210707164835185e-06,,-2.29533065976284e-06,8.133096343954094e-06,0.0002983678714372,2.2999745397100924e-06
77.098,28.795,5.633127784676617e-06,,,5.063793287263252e-05,,2.616370693431236e-05,,,,1.7215406842296943e-05,,-2.918212203439907e-06,2.4192361252062256e-06,3.756917067221366e-05,9.464089998800771e-06
77.109,28.795,2.671667516551679e-06,,,1.4285552424553316e-05,,2.616370693431236e-05,,,,7.23818311598734e-06,,-4.281035671738209e-06,3.195749968654127e-06,0.0005284759099595,1.850320404628292e-05
77.119,28.795,6.610997388634132e-06,,,0.0002312300348421,2.13529074244434e-05,,,1.692148725851439e-05,,1.486577184550697e-05,,9.91437082120683e-06,4.6954887693573255e-06,0.0001444977533537,2.130923530785367e-05
77.129,28.795,8.573324521421455e-06,,,4.2716244934126735e-05,,,,,,9.338479685538914e-06,,-7.11758957550046e-07,3.419095037315856e-06,0.0001235542586073,8.441279533144552e-06
77.14,28.795,0.000137774986797,,,0.0001517595374025,,2.3876260456745516e-05,,1.0194351489190012e-05,,-5.30759098182898e-06,,1.526410414953716e-05,1.572070505062584e-05,2.020911233557854e-05,7.17265902494546e-06
77.15,28.795,2.0339396087365458e-06,,,1.862614453784772e-06,2.3370364942820743e-05,2.3876260456745516e-05,,2.2157784769660797e-05,,8.170986802724656e-06,,5.733633315685438e-06,-4.5924957703391566e-07,8.347597031388432e-05,2.787631456158124e-05
77.161,28.795,-1.7848008155851858e-06,,,5.582725407293765e-06,,,,,,5.696300831914414e-06,,-3.968908913520863e-06,1.0246056262985803e-05,0.0001037762558553,1.1167398042744026e-05
77.171,28.795,,,,0.0002635428390931,,,,,,-7.337146143981954e-06,,-1.199286771225161e-06,3.145407163174241e-06,5.259415411273949e-05,4.013493253296474e-06
77.181,28.795,1.08276835817378e-05,,,,1.4718089005327784e-05,,,,,1.319031525781611e-06,,1.0026275049312972e-05,2.183198375860229e-06,0.0002017125370912,2.94288583972957e-05
77.192,28.795,,,,0.0002143352903658,,,,,,2.745254278124776e-06,,-1.7598440535948612e-06,1.0506258149689527e-05,0.0002182646712753,6.740863318555057e-05
77.202,28.795,4.963449100614525e-05,,,4.257467298884876e-05,,1.9808448996627703e-05,,1.6417816368630156e-05,,9.729033990879545e-06,,9.45424471865408e-06,-9.733812476042658e-07,0.0003807890170719,2.324878187209833e-05
76.953,28.805,4.456701844901545e-06,,,2.579634838184574e-06,,,,,,2.075280463031959e-06,,1.5053799870656803e-05,7.01548378856387e-06,3.976560037699528e-05,-1.8396902305539697e-05
76.963,28.805,6.541220500366762e-06,,,0.0001685784955043,,3.294282214483246e-05,,,,-4.03774038204574e-06,,1.3344581020646729e-05,1.7088440245061063e-06,0.0001981136447284,1.9547813280951232e-05
76.974,28.805,1.1395703580774352e-07,,,7.743128662696108e-06,,,,1.546902785776183e-05,,,,2.190950709746176e-08,1.0037980246124787e-05,0.0003605441597755,1.4858535905659664e-05
76.984,28.805,3.67826760339085e-05,,,-4.190513209323399e-06,,,,1.546902785776183e-05,,9.293353286921048e-06,,9.636113645683508e-06,3.487030539872649e-07,9.13949916139245e-05,7.383168122032657e-05
76.994,28.805,2.150359796360135e-05,,,3.2067975553218275e-05,,,,1.4411873962671962e-05,,1.7561671484145336e-05,,1.3759696230408736e-05,1.0484207450645044e-05,0.000322609586874,6.843546088930452e-06
