longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
76.994,28.629,1.0747972737590317e-05,,,2.9173434086260382e-05,,,,,,2.8562030820467044e-06,,8.758206604397856e-06,7.890893357398454e-06,5.9587223404378165e-06,1.3230430340627208e-05
77.005,28.629,1.2159470315964429e-05,,,,,,,,,8.503830599693174e-07,,7.6047799666412175e-06,1.2960710591869429e-05,0.0003259595832787,2.161136217182502e-05
77.015,28.629,3.563151039998047e-05,,,0.0003247274726163,,,,3.245896004955284e-05,,-1.6506884321643156e-06,,1.6066362150013447e-05,3.663523102659383e-06,9.07971043488942e-05,9.746334399096668e-06
77.026,28.629,1.571184111526236e-05,,,5.9368474467191845e-05,,,,1.6060052075772546e-05,,1.3663684512721376e-05,,-7.473177561223565e-07,4.628308033716166e-06,6.493813270935789e-05,1.9907532987417653e-05
77.036,28.629,3.7703526345467253e-07,,,0.0004420872719492,,2.1362035113270395e-05,,,,-8.77522506925743e-06,,-2.6176735445915256e-06,3.5575842503021704e-06,0.0001291036023758,1.199876805912936e-05
77.046,28.629,2.5624967747717164e-05,,,1.547889769426547e-05,,,,1.666805474087596e-05,,1.3571196177508682e-05,,5.651624633173924e-06,1.2349978533165995e-06,0.0004783012846019,1.762426290952135e-05
77.057,28.629,1.9744740711757917e-05,,,,2.007897455769125e-05,1.4799018572375644e-05,,3.165666203130968e-05,,1.0466996172908694e-05,,-1.3348760603548726e-06,1.006795537250582e-05,-3.4946228879562118e-06,2.5542572984704748e-05
77.067,28.629,1.9417650037212297e-05,,,2.703609789023176e-05,1.4531826309394091e-05,,,,,8.65259426063858e-06,,-1.6900662558327897e-07,3.897755959769711e-06,0.000138044313644,1.2647716175706591e-05
77.078,28.629,3.1586616842105286e-06,,,1.274854412258719e-06,,,,,,1.8067067912852508e-06,,-7.030014785414096e-06,1.2745146705128718e-05,7.166224531829357e-05,9.995124855777249e-06
77.088,28.629,-1.2274542314116845e-05,,,3.4016582503682e-05,1.1952611203014383e-05,,,,,9.517729267827235e-06,,7.681122951908037e-06,8.45966405904619e-06,0.0001525548723293,8.737963798921555e-05
77.098,28.629,2.55042277785833e-06,,,5.2778259487240575e-06,,,,2.985630271723494e-05,,1.720366344670765e-05,,2.9789012842229567e-05,1.1835968507512009e-05,0.0001115969425882,1.640363916521892e-05
77.109,28.629,2.039560422417708e-05,,,,,1.69346258189762e-05,,,,1.7272830518777482e-05,,2.591910288174404e-06,7.63281605031807e-06,4.9206882977159694e-05,5.973235965939239e-05
77.119,28.629,2.8676304282271303e-06,,,0.0001959920627996,,,,3.9114525861805305e-05,,3.399730303499382e-06,,2.74247872766864e-06,1.9558387975848746e-06,5.2310155297163874e-05,0.000175713765202
77.129,28.629,3.107280281255953e-05,,,0.0010652935598045,6.140044570202008e-05,,,,,6.775621272936405e-07,,9.969745406124275e-06,2.370197989876033e-06,4.082401937921532e-05,3.915149136446416e-05
77.14,28.629,-9.593559298082257e-06,,,3.9717859181109816e-05,,2.106487227138132e-05,,1.2481843441491948e-05,,3.3950027500395663e-06,,-9.709313417261e-06,-3.972410468122689e-06,0.0002005852147703,0.000126621016534
77.15,28.629,4.028098192065954e-05,,,0.000808838289231,,4.151238681515679e-05,,,,2.1450812710099854e-05,,6.125197160145035e-06,7.098226433299715e-06,2.646766006364487e-05,9.289575245929882e-06
77.161,28.629,1.5509393051615916e-05,,,5.7387336710235104e-05,1.2624703231267633e-05,,,,,-1.170965447272465e-06,,1.0760073564597404e-05,4.75021170132095e-06,,1.8490993170416917e-05
77.171,28.629,1.4496272342512384e-05,,,2.9686547350138422e-05,4.739848372992128e-05,3.4180811780970544e-05,,,,6.282245976763079e-06,,6.726903848175425e-06,-5.102506293042097e-06,0.0004131307359784,5.188316208659671e-05
77.181,28.629,-4.232223545841407e-06,,,1.042363601300167e-05,,,,2.5035866201506e-05,,-1.5089225371411883e-06,,2.7087528451374965e-06,4.681163773057051e-06,0.0001175223951577,3.577763709472492e-05
77.192,28.629,4.0749189793132246e-05,,,1.0787003702716902e-05,3.6023524444317445e-05,,,1.5199520930764264e-05,,2.097966444125632e-06,,2.6214052013529e-06,9.10697508516023e-06,-3.0396940928767435e-05,1.9547813280951232e-05
77.202,28.629,4.065069515490905e-05,,,2.6245075787301172e-05,,2.7362177206669003e-05,,,,1.5312782579712805e-06,,4.368038844404509e-06,8.394794349442236e-06,0.0005141845322214,2.583492641861085e-05
77.213,28.629,1.527059248473961e-05,,,2.113632945111021e-05,,2.9182441721786745e-05,,,,6.332726570690284e-06,,2.9053239813947584e-06,4.770117811858654e-06,0.0004790014354512,1.4858535905659664e-05
77.223,28.629,-2.5176393592118984e-06,,,4.128873843001202e-05,,,,2.090071029670071e-05,,1.4869891856506e-05,,1.6907772078411654e-05,1.801955659175292e-05,0.0001756621350068,-4.986455223843223e-06
77.233,28.629,4.005996015621349e-05,,,-8.751541827223264e-06,,,,,,1.3268815564515536e-05,,6.30823478786624e-06,1.3873877833248116e-06,0.0003038334252778,3.724225280166138e-06
77.244,28.629,7.266954344231635e-05,,,-1.1812984666903503e-05,6.020979708409868e-05,,,5.59952313778922e-05,,1.5132934095163364e-05,,8.290770892926957e-06,8.331880962941796e-06,0.0001981136447284,0.0002819377405103
77.254,28.629,0.0001209317852044,,,1.1522607564984357e-05,,,,1.7606049368623644e-05,,1.3973324712424072e-05,,1.4334464140119962e-06,8.31638044473948e-06,2.1322877728380263e-05,1.6162737665581517e-05
77.264,28.629,3.698549335240386e-05,,,3.185962123097852e-05,,,,,,1.3443859643302858e-05,,3.2705856938264333e-06,9.31213071453385e-06,0.0004059041966684,6.404200576071162e-06
77.275,28.629,1.134230933530489e-05,,,,4.2800791561603546e-05,,,2.0844126993324608e-05,,5.197752216190565e-06,,3.579103577067144e-06,1.536033596494235e-05,-1.8948396245832555e-05,-2.994518808918656e-06
77.285,28.629,4.946512945025461e-06,,,1.759070801199414e-05,4.4885306124342605e-05,,,,,3.6359713249112247e-06,,4.304856702219695e-06,-4.549742243398214e-06,0.0005388174322433,3.612238651840016e-05
77.296,28.629,7.312184152397094e-06,,,2.981096440635156e-05,2.323006083315704e-05,2.225388197985012e-05,,,,1.564090052852407e-05,,1.2672506272792816e-05,-1.967386879186961e-06,0.0007301087607629,3.03727611026261e-05
77.306,28.629,5.204550234338967e-06,,,5.436822539195418e-05,,,,1.1422816896811128e-05,,2.168543687730562e-06,,7.73151532484917e-06,1.3490135643223766e-05,1.4359643500938546e-06,2.2004862330504693e-05
77.316,28.629,3.385804802746861e-06,,,2.414109303572332e-06,,,,,,-1.0136178389075212e-05,,4.940452072332846e-06,3.383284479241411e-07,0.0003672531747724,9.670077815826517e-06
77.327,28.629,-3.12740849039983e-06,,,2.404518454568461e-05,,,,,,-5.1573942982940935e-06,,1.2218391930218786e-05,5.479711944644805e-06,6.164218939375132e-05,-8.104951234599866e-07
76.943,28.639,3.7607726426358568e-06,,,3.76213611161802e-05,,2.0654617401305583e-05,,,,-1.1064599675592037e-05,,1.1107458703918384e-05,-3.044238383154152e-06,,4.129788794671185e-05
76.953,28.639,9.951859101420268e-05,,,1.609011087566614e-05,,,,2.498387766536325e-05,,1.4194060895533768e-05,,9.28575263969833e-06,1.2149322174082045e-05,5.304974183673039e-05,4.7258095214886e-09
76.963,28.639,8.738998440094292e-05,,,0.0001051945146173,,,,,,6.3457559917878825e-06,,-9.269987799598312e-07,2.513935669412604e-06,2.2827473003417253e-05,2.285447408212349e-06
76.974,28.639,4.84376068925485e-05,,,3.4464408145140624e-06,,,,1.3139789189153817e-05,,-5.831956059410004e-06,,9.13305427729938e-07,5.969734957034234e-06,-2.0727124137920327e-05,2.104082523146644e-05
76.984,28.639,3.907863356289454e-05,,,8.675039134686813e-05,,,,,,4.326196631154744e-06,,1.261931629414903e-05,1.1479192835395224e-05,4.698176417150535e-05,1.1385772268113216e-05
76.994,28.639,5.166468326933682e-06,,,1.2295331544009969e-05,,,,,,-7.764152542222291e-06,,5.211536972637987e-06,4.628308033716166e-06,8.982234430732206e-05,1.0265362107020335e-05
77.005,28.639,5.503410989149415e-07,,,3.416481922613457e-05,3.4999426134163514e-05,,,,,3.567507746993215e-06,,5.882932327949675e-06,8.370636351173744e-06,0.0002515029918868,1.3190723620937206e-05
77.015,28.639,1.1138160516566131e-05,,,7.347601240326185e-06,,,,,,4.612931206793292e-06,,5.885131486138562e-06,1.856046219472773e-05,0.0004848385578952,0.0001138180014095
77.026,28.639,6.069304845368606e-07,,,1.547889769426547e-05,,,,,,3.985795501648681e-06,,5.0282264965062495e-06,1.006795537250582e-05,0.0003894083201885,2.058409700111952e-05
77.036,28.639,-6.694901912851492e-06,,,1.4870929589960724e-05,,,,,,8.753127076488454e-06,,3.5198847854189808e-06,7.553093837486813e-06,0.0005721519701182,9.466625488130376e-05
77.046,28.639,,,,1.590760803082958e-05,,,,2.2980997528065927e-05,,-8.321493396579172e-07,,-3.170149739162298e-06,1.5966303408276872e-06,0.0004765571211464,0.0001347094075754
77.057,28.639,2.28130302275531e-05,,,,1.6842448530951515e-05,,,1.6060052075772546e-05,,1.0224506695521995e-05,,2.1553898477577604e-05,-3.847802418022184e-06,8.977115794550627e-05,2.0006382328574546e-06
77.067,28.639,2.07824596145656e-05,,,0.0002731445129029,,2.379774196015205e-05,,,,-2.6368384169472847e-06,,-3.046276560780825e-06,3.173423237967654e-06,0.0001324156328337,1.4886856661178172e-05
77.078,28.639,3.108208693447523e-05,,,,,,,1.666805474087596e-05,,,,1.2609606528712902e-05,4.530576461547753e-06,3.471512900432572e-05,1.2867026271123905e-05
77.088,28.639,3.536298390827142e-05,,,,,1.4799018572375644e-05,,,,1.4805273167439736e-05,,1.061977764038602e-05,8.701214028405957e-06,4.055580939166248e-05,4.633763455785811e-05
77.098,28.639,2.708107240323443e-05,,,2.6733730919659134e-05,,,,1.9243248971179128e-05,,2.329597919015214e-06,,7.357879439950921e-06,1.1367875231371729e-05,0.0001052651787176,1.880785134744656e-06
77.109,28.639,1.9108558262814768e-05,,,,2.293810757691972e-05,,,,,8.226593877225241e-07,,9.166799827653447e-06,2.9880345664423658e-06,0.0006590145057998,1.4058086890145203e-05
77.119,28.639,2.620756822580006e-05,,,3.634273889474571e-05,1.1952611203014383e-05,2.5842477043624967e-05,,,,1.4518029274768196e-05,,1.1572823495953344e-05,1.3978471997688755e-06,2.959261655632872e-05,1.5562251064693555e-05
77.129,28.639,8.341451575688552e-06,,,2.4896373815863626e-06,1.7998090697801672e-05,1.69346258189762e-05,,2.985630271723494e-05,,1.3514549209503455e-05,,1.0938741070276592e-05,1.467900460738747e-06,4.965258631273173e-05,1.5780491594341584e-05
77.14,28.639,2.4264771127491255e-05,,,7.544372783740982e-05,,,,2.637454599607736e-05,,-6.605313956242753e-06,,5.236177003098419e-06,2.267799027322326e-05,4.523007373791188e-05,4.172550325165503e-05
77.15,28.639,-7.478931252080656e-07,,,2.9686547350138422e-05,4.750154403154738e-05,,,,,4.470065050554695e-06,,3.4182501167379087e-06,4.681163773057051e-06,0.0004096951452083,7.659175935259555e-06
77.161,28.639,-1.317939313594252e-05,,,0.0002280469343531,,,,,,-3.6570054362528026e-06,,7.888303116487805e-06,9.10697508516023e-06,0.0005451367469504,8.59204646985745e-06
77.171,28.639,1.718418388918508e-05,,,9.288585715694352e-05,,,,1.2481843441491948e-05,,2.169136314478237e-05,,-6.508124897663947e-06,7.158528205764014e-06,0.0004806499637197,1.70710300153587e-05
77.181,28.639,1.3595504242402969e-05,,,0.0002202305477112,,,,,,-6.424057801268646e-07,,8.361327672901098e-06,8.780814823694527e-06,5.6753127864794806e-05,1.829817847465165e-05
77.192,28.639,-2.170855850636144e-06,,,2.931171002273913e-05,,,,1.4019043192092797e-05,,5.380879429139895e-06,,1.7846892660600133e-05,5.21931042385404e-06,6.464056059485301e-05,2.4345948986592703e-05
77.202,28.639,2.9341817935346622e-05,,,3.8044572647777386e-06,1.9522422007867132e-05,3.4180811780970544e-05,,,,1.0273644875269383e-05,,2.490953932010598e-07,-1.6095561932161218e-06,-1.7471065802965313e-05,3.3545653423061594e-05
77.213,28.639,7.881099918449763e-06,,,0.0014348669210448,,,,,,-9.440730536880436e-06,,4.950623520016961e-07,1.888992846943438e-05,0.0005810457514598,2.5066123271244575e-05
77.223,28.639,0.0001652125502005,,,6.889135693199933e-05,,,,,,5.634273065879825e-07,,6.4178238972090185e-06,3.429597882131929e-06,0.0004747566999867,0.0002243129129055
77.233,28.639,8.28456541057676e-06,,,0.0002451571344863,4.2912961362162605e-05,2.7362177206669003e-05,,,,-1.1274449207121506e-05,,-1.7167752730529173e-07,1.0969532013405114e-05,0.0003884942852891,1.2192115718789864e-05
77.244,28.639,1.3121996744303033e-05,,,,,,,2.4006387320696376e-05,,1.6549953215871938e-05,,5.201303793000989e-06,9.776475053513424e-06,0.0006244396208785,3.570835906430148e-05
77.254,28.639,9.465065886615776e-07,,,7.281737634912133e-05,1.094995968742296e-05,,,,,-1.00586214557552e-06,,1.132247234636452e-05,-3.264708254846483e-07,0.0005551041685976,1.908214107970707e-05
77.264,28.639,5.932407293585129e-05,,,0.0003439146967139,,1.7920061509357765e-05,,,,1.1989022823399864e-05,,1.0931041288131382e-05,9.930854503181765e-06,8.717075979802758e-05,1.517734744993504e-05
77.275,28.639,,,,0.0002042847918346,,,,,,4.710541816166369e-06,,8.281665941467509e-06,1.251461526408093e-05,,1.3828422197548209e-05
77.285,28.639,0.0001052209190675,,,,,,,1.835052535170689e-05,,1.1363037629052997e-05,,3.0448841243924107e-06,4.503448508330621e-06,-1.8288439605385065e-05,2.1606088921544145e-05
77.296,28.639,-9.968893209588714e-06,,,2.703179598029237e-05,1.5666879335185513e-05,,,8.729651199246291e-06,,-5.8908080973196775e-06,,1.8843576981453225e-05,6.269280675041955e-06,-2.8548283808049742e-05,1.740071820677258e-05
77.306,28.639,1.4310996448330116e-05,,,-4.190513209323399e-06,,,,1.9185581550118517e-05,,1.0589813427941408e-05,,1.3822485016135032e-05,7.599438959005056e-06,0.0001346050266874,1.740562220220454e-05
77.316,28.639,7.340625415963586e-06,,,-1.5193649005595944e-06,,,,,,9.1839592641918e-06,,3.9104261304601096e-06,1.2933824109495616e-05,0.0001183083295472,2.4697455955902115e-05
76.932,28.649,3.957128501497209e-05,,,0.0006256170454435,,,,,,3.743603201655787e-06,,7.629406354681123e-06,6.895282240293454e-06,5.876903378521092e-05,2.9873661333112977e-05
76.943,28.649,-1.829300003919343e-06,,,-6.212535481608938e-06,,,,,,-2.58325962931849e-06,,1.1499470929265954e-05,7.767759598209523e-06,0.000507436634507,2.646917891979683e-06
76.953,28.649,7.759347681712825e-06,,,0.0003723839181475,,,,,,-7.646821359230671e-06,,2.258284621348139e-05,6.293935257417616e-06,0.000160129595315,3.554073555278592e-05
76.963,28.649,5.718702595913783e-06,,,8.422644168604165e-05,,2.0654617401305583e-05,,,,-2.1952598672214663e-06,,1.9718213479791302e-06,1.3472023056237958e-05,1.9617515135905705e-05,2.818704342644196e-05
76.974,28.649,1.2948305084137246e-05,,,1.550210618006531e-05,,,,,,8.634162327325612e-07,,5.12149881615187e-06,2.272658775837044e-06,0.0006745918653905,2.7481750294100493e-05
76.984,28.649,2.9087343591527315e-06,,,0.0001128614458139,,,,,,5.462369699671399e-06,,4.702502337750048e-06,2.0763925931532867e-05,0.0004293132806196,1.5858347978792153e-05
76.994,28.649,2.555262426540139e-06,,,,7.324095349758863e-05,,,2.276107079524081e-05,,-1.9669028915814124e-05,,-2.21161326408037e-06,1.006795537250582e-05,0.0001594100467627,5.331790089257993e-05
77.005,28.649,2.663032546479372e-06,,,0.0007923220400698,,,,,,1.0574701263976747e-05,,4.188938419247279e-06,-3.533181427428645e-07,0.0006152789574116,1.2364420399535447e-05
77.015,28.649,8.863065886544064e-05,,,2.670990579645149e-05,2.3961472834344025e-05,,,,,-2.049968088613241e-06,,9.216480066243092e-06,1.1289811482129151e-05,0.0006387499161064,9.465968105359934e-06
77.026,28.649,1.3911647329223342e-05,,,-4.30090153713536e-07,1.5458410416613333e-05,,,,,-6.792782642150996e-06,,-2.086993163175066e-06,-3.847802418022184e-06,0.0001132110701291,2.0560304619721137e-05
77.036,28.649,2.767212754406501e-05,,,0.0001012308057397,,2.4536342607461847e-05,,2.2999935026746243e-05,,1.0847067642316688e-05,,6.987878009567794e-07,5.489633167599095e-06,,2.3070473616826348e-05
77.046,28.649,4.227150202495977e-05,,,4.328296563471668e-05,,,,,,9.557682460581418e-06,,2.5572787762939697e-06,7.63281605031807e-06,0.0004027083923574,1.1928092135349289e-05
77.057,28.649,3.869972351822071e-05,,,1.9004824935109355e-05,,,,,,-1.8815668454408296e-06,,4.69950782644446e-06,2.62648632087803e-06,2.041501647909172e-05,-6.423926151910564e-06
77.067,28.649,6.231337920326041e-06,,,7.932545122457668e-05,,,,,,-7.046520750009222e-06,,3.526320597302401e-06,6.402960480045294e-06,0.00048039550893,2.93124612653628e-05
77.078,28.649,3.421590008656494e-05,,,1.9249684555688876e-05,,,,,,5.240065092948498e-06,,1.211099424835993e-05,9.957823749573436e-06,0.0005779238417744,2.0703893824247643e-05
77.088,28.649,0.0001372937549604,,,3.3484597224742174e-05,,,,1.6060052075772546e-05,,1.4886343706166372e-05,,5.779479579359759e-06,3.304770416434621e-06,1.890415296657011e-05,1.7236479834537022e-05
77.098,28.649,2.7280180802335963e-05,,,2.6390482162241824e-05,,,,,,-4.203593562124297e-06,,2.022164608206367e-06,-3.59752164058591e-07,5.548290209844709e-05,2.043451058852952e-05
77.109,28.649,5.680528556695208e-05,,,5.8949433878296986e-05,,1.4799018572375644e-05,,3.165666203130968e-05,,-4.694186372944387e-06,,3.625821591413114e-06,1.5537931176368147e-05,0.0004479670024011,1.743108623486478e-05
77.119,28.649,3.5578752431320027e-05,,,1.9155109839630317e-05,1.4531826309394091e-05,,,2.814788604155183e-05,,1.568074912938755e-05,,4.119236109545454e-06,6.161651981528848e-06,2.3647533453186043e-05,2.6925172278424725e-05
77.129,28.649,8.547979632567149e-06,,,3.0256724130595103e-05,,,,,,1.1715615983121095e-05,,6.717227279295912e-06,5.781821982964175e-06,0.0004098053032066,2.140863580279984e-05
77.14,28.649,2.499901529517956e-05,,,0.0001053857195074,,,,,,-4.848245112043514e-07,,3.1008825317258015e-05,6.766017122572521e-06,-3.851993096759543e-05,1.85458757187007e-05
77.15,28.649,-3.932781964977039e-06,,,,,2.5842477043624967e-05,,2.985630271723494e-05,,1.0964000466628931e-05,,7.583623300888576e-06,1.5442135918419808e-05,0.0005076164379715,1.6714877347112633e-05
77.161,28.649,3.445394759182818e-05,,,3.4609256545081735e-05,,1.69346258189762e-05,,,,8.886188879841939e-06,,1.0134836884390095e-05,8.29789769341005e-06,0.0005390619044192,2.1669598936568946e-05
77.171,28.649,1.9076331227552142e-05,,,4.468054976314306e-05,,,,2.637454599607736e-05,,3.0198696549632587e-05,,1.2608852557605132e-06,1.9188033547834493e-05,-3.431576260481961e-05,7.022666522971122e-06
77.181,28.649,2.8463500711950477e-05,,,-9.692450475995427e-06,,,,,,1.4574882243323373e-06,,2.749570967353065e-06,1.0947524060611611e-05,-1.7471065802965313e-05,1.3078154552204069e-05
77.192,28.649,1.35866976052057e-05,,,0.0001101274610846,4.266625182935968e-05,,,1.2481843441491948e-05,,9.014043826027772e-06,,8.290770892926957e-06,1.6446061863462091e-06,1.7386029867338948e-05,2.097955803037621e-05
77.202,28.649,-9.417395858690724e-07,,,0.000631601200439,,,,1.2481843441491948e-05,,7.699462003074586e-06,,1.0730515896284489e-05,-4.584107955452055e-06,1.5313369658542797e-05,-1.48289027492865e-05
77.213,28.649,4.198159786028555e-06,,,7.265677140821936e-06,,,,,,1.0023833056038711e-05,,5.433398655441124e-07,2.563441194070037e-05,4.6296834625536576e-05,6.658963684458286e-05
77.223,28.649,1.6707526810932904e-05,,,3.290587119408883e-05,2.509822843421716e-05,3.4180811780970544e-05,,1.4019043192092797e-05,,1.6403540939791128e-05,,9.041839803103358e-06,-3.264708254846483e-07,2.6390738639747724e-05,1.3308386769494971e-05
77.233,28.649,1.3651432709593792e-05,,,,,,,2.5035866201506e-05,,3.0085509479249595e-06,,2.4880297132767737e-05,8.17873024061555e-06,0.0001729158975649,4.017709215986542e-06
77.244,28.649,2.4992589260364184e-06,,,,,,,1.5199520930764264e-05,,8.607713425590191e-06,,-6.760960332030663e-06,9.399349920613532e-08,4.264049039193196e-06,1.6594238331890665e-05
77.254,28.649,3.375799133209512e-05,,,3.973453931394033e-05,,2.7362177206669003e-05,,,,4.110806912649423e-06,,2.9631037250510417e-06,2.5468403691775165e-05,0.0004650033661164,1.678583794273436e-05
77.264,28.649,7.604576694575371e-06,,,-1.5269250070559792e-05,,,,,,-6.016105999151478e-06,,-5.734475053031929e-06,6.269280675041955e-06,2.1298328647390008e-05,1.8775832359096967e-05
77.275,28.649,2.036788646364585e-05,,,,,,,2.4006387320696376e-05,,-1.5806922419869809e-06,,1.8843576981453225e-05,-5.6319322538911365e-06,3.685791671159677e-05,2.079862679238431e-05
77.285,28.649,6.245450640562922e-05,,,0.0002676373114809,2.613052311062347e-05,,,,,1.4670254699922225e-07,,2.512277887944947e-06,8.238132068072446e-06,,1.0807847502292134e-05
77.296,28.649,2.3816677639842965e-05,,,2.9185437597334385e-05,2.2470459953183308e-05,,,,,7.209998784674099e-06,,5.588882686424768e-06,1.3492459402186796e-05,0.0001111795645556,2.693848546186928e-05
77.306,28.649,1.139177470577124e-06,,,1.5028363122837618e-05,3.341196133987978e-05,,,1.7606049368623644e-05,,-3.4677439089136897e-06,,3.076149369007908e-06,3.919298706023255e-06,0.0007865584921091,1.3883331121178344e-05
77.316,28.649,2.1826845113537278e-05,,,-1.4080709661357105e-05,1.4206473679223564e-05,4.4182663259562105e-05,,1.2221351425978357e-05,,1.3753851817455145e-06,,3.253760951338336e-06,1.8896924302680415e-05,7.550210284534842e-05,1.687585245235823e-05
76.932,28.659,-4.985867690265877e-06,,,0.0001805226929718,,3.503053085296415e-05,,,,3.390797019164893e-06,,1.0344888323743362e-05,1.1479192835395224e-05,5.165788752492517e-05,4.843511305807624e-06
76.943,28.659,2.3221500669023957e-05,,,1.4775332601857372e-06,,,,,,2.0676163785537938e-06,,6.920925898157293e-06,7.792737960699014e-06,9.579953621141613e-05,1.9054356016567908e-05
76.953,28.659,0.0001064269526978,,,0.0003013782261405,1.694205275271088e-05,,,,,-2.7397563826525584e-06,,1.0851620572793765e-05,6.727375421178294e-06,0.0001095801635528,0.0001863468351075
76.963,28.659,5.885260179638863e-06,,,6.533979467349127e-05,,,,2.0222720195306465e-05,,1.0212547749688383e-05,,9.687879355624318e-06,8.444386367045809e-06,0.0004959504003636,1.453749428037554e-05
76.974,28.659,4.513760359259322e-05,,,7.347601240326185e-06,,,,2.163116005249321e-05,,1.6993484450722462e-06,,5.299439180816989e-07,1.1390775398467667e-05,0.0004049215349368,6.52694279779098e-06
76.984,28.659,1.4203169484972022e-05,,,0.0001452453288948,5.410024095908739e-05,,,,,4.351078132458497e-06,,-1.2596321994351456e-06,4.903620265395148e-06,6.738070806022733e-05,1.4751637536392082e-05
76.994,28.659,8.350919415534008e-06,,,-4.1783982851484325e-06,,2.0654617401305583e-05,,,,1.0506680155231152e-05,,2.554640104790451e-06,1.003790930553805e-05,7.623559940839186e-05,9.877236152533442e-06
77.005,28.659,3.7268720916472375e-05,,,2.703609789023176e-05,2.968418993987143e-05,,,,,-1.072790610123775e-06,,7.756091690680478e-06,9.740062523633242e-06,0.0004376921569928,8.22321671876125e-05
77.015,28.659,3.928428668587003e-06,,,0.0006470732041634,,4.039820851176046e-05,,,,-3.987870059063425e-06,,4.652831194107421e-06,7.63281605031807e-06,,1.8569167878013104e-05
77.026,28.659,4.69928709208034e-05,,,,7.324095349758863e-05,,,1.3139789189153817e-05,,3.113568936896627e-06,,5.307387255015783e-06,1.689022496975667e-06,-1.4453257790592032e-05,8.667883230373263e-05
77.036,28.659,9.22259278013371e-06,,,8.955296834756155e-06,2.2526251996168867e-05,,,1.0237803508061916e-05,,1.362872262689052e-05,,9.830660019360948e-07,6.402960480045294e-06,7.757594721624628e-05,9.403682270203715e-06
77.046,28.659,2.2482585336547345e-05,,,7.932545122457668e-05,,,,,,7.805901987012476e-06,,3.6503022329270607e-06,9.75641069089761e-06,0.00019496375171,1.3710098755836952e-05
77.057,28.659,2.155193215003237e-06,,,6.0362111980794e-05,3.873679816024378e-05,,,,,7.226698471640702e-06,,-1.1472349797259083e-05,3.304770416434621e-06,0.0004712029185611,2.1700481738662347e-05
77.067,28.659,1.787627525118296e-06,,,3.112497506663203e-05,,,,2.2999935026746243e-05,,4.3438564034659066e-07,,4.8718147809267975e-06,2.3724471702735173e-06,3.868621206493117e-05,1.2795688235200942e-05
77.078,28.659,-5.632504326058552e-06,,,-2.5420275051146746e-05,1.3066549399809446e-05,,,,,1.5609388356097043e-05,,-1.627462188480422e-05,7.507729151257081e-06,2.04077714442974e-05,1.9405853890930302e-05
77.088,28.659,1.0946727115879185e-06,,,0.0001737870043143,,,,,,2.144871814380167e-06,,8.227607963817718e-07,1.182437608804321e-05,0.0001169136012322,1.6641550246276893e-05
77.098,28.659,3.6884966903016894e-06,,,4.989943772670813e-05,,,,2.2980997528065927e-05,,1.560530836286489e-05,,-5.124206836626399e-06,9.509538358543068e-06,0.0003421786532271,0.0001082569069694
77.109,28.659,,,,3.0256724130595103e-05,,,,1.6060052075772546e-05,,1.6942260117502883e-05,,3.285367483840673e-06,7.565429314126959e-06,0.0001408306270604,0.0002239654422737
77.119,28.659,1.2060959306836594e-05,,,4.233626532368362e-05,,,,,,4.470065050554695e-06,,1.3432747437036596e-05,8.306096788146533e-06,0.0005409878212958,2.4483597371727228e-05
77.129,28.659,1.5957863070070744e-05,,,-8.014490049390588e-06,,,,,,5.122653874423122e-06,,1.119822536566062e-05,6.968541129026562e-06,0.000339095655363,1.3316232980287168e-05
77.14,28.659,1.5898522178758867e-05,,,3.4609256545081735e-05,,,,,,1.0506660146347713e-05,,1.3351087545743212e-05,8.092551070149057e-06,3.154145088046789e-05,5.9860867622774094e-05
77.15,28.659,-6.143515292933444e-06,,,3.6985904444009066e-05,,,,1.9243248971179128e-05,,1.04133923741756e-05,,4.631249794329051e-06,6.943050266272621e-06,0.0001376894215354,1.759931728884112e-05
77.161,28.659,2.733676774369087e-05,,,3.488516449579038e-05,2.293810757691972e-05,,,,,1.990516693695099e-06,,1.5564532077405602e-05,-3.351596433276427e-06,6.464056059485301e-05,2.3892882381915115e-05
77.171,28.659,3.9961934817256406e-05,,,,,,,1.6408839655923657e-05,,-2.701100356716779e-06,,1.0251203093503136e-05,2.693311671464471e-06,0.0001656180102145,2.6562702259980146e-05
77.181,28.659,6.4797136474226136e-06,,,-6.7780106292048e-06,,1.69346258189762e-05,,,,4.639606686396292e-06,,5.779672846983885e-06,1.187935322377598e-05,1.264537058887072e-05,1.1538453691173343e-05
77.192,28.659,5.192554453969933e-05,,,0.000247973279329,,,,,,1.326514029642567e-05,,6.1487025959650055e-06,-4.142686520935968e-06,3.076050052186474e-05,1.90428090718342e-05
77.202,28.659,3.67826760339085e-05,,,6.197961192810908e-05,,,,3.9114525861805305e-05,,-2.95920676762762e-06,,5.537111064768396e-06,5.076456545793917e-06,2.5017341613420285e-05,3.0716866604052484e-05
