longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.213,28.424,,1.340459130005911e-05,1.593236629560124e-05,,,1.1970472769462503e-05,,,,,3.065045893890783e-05,,1.6216359654208645e-05,2.965382009278983e-06
77.223,28.424,1.596669972059317e-05,5.379500635172008e-06,8.194982910936233e-06,5.455750397231896e-06,,1.932514169311617e-05,,,,,9.817137652134988e-06,7.052315049804747e-05,2.632783071021549e-05,1.9230616089771505e-05
77.233,28.424,,-2.809897750921664e-06,8.837694622343406e-06,,,1.4123411347100046e-05,,,,,0.0001846881350502,0.000113575006253,2.72958968707826e-05,8.355128557013813e-06
77.244,28.424,2.3388100089505315e-05,-1.8703698515309952e-05,1.2322898328420706e-05,,,1.205581247631926e-05,,,,,6.103001942392439e-05,8.399641956202686e-05,1.922038427437656e-05,-1.1602220183704048e-05
77.161,28.434,,-3.70883162759128e-06,5.588605745288078e-06,,,1.728083987018181e-07,,,,,4.051609357702546e-05,3.057909634662792e-05,5.2342438721098006e-05,1.1653492947516496e-05
77.171,28.434,,-5.952828814770328e-06,6.395308901119279e-06,,,4.67244262836175e-06,,,,,3.966896838392131e-05,1.6619234884274192e-05,3.806610038736835e-05,1.179217088065343e-05
77.181,28.434,4.051882206113078e-05,3.713078513101209e-06,1.593236629560124e-05,,,4.617786544258706e-06,,,,,2.7814667191705663e-05,0.0001097472777473,3.324261706438847e-05,2.673243943718262e-05
77.192,28.434,2.5439394448767416e-05,-2.5980127702496247e-06,7.355210982495919e-06,1.1441399010436726e-06,,8.048150448303204e-06,,,,,0.0001075309119187,0.0002860676613636,2.1643683794536628e-05,6.034049874870107e-06
77.202,28.434,1.900466668303125e-05,-8.849471555549827e-08,1.808527827051876e-06,-1.0565292285491525e-07,,4.616722890204983e-06,,,,,9.817137652134988e-06,0.0001927048288052,1.3046320418652613e-05,3.406204541533953e-06
77.213,28.434,,7.43893178878352e-06,1.7225109331775457e-05,,,2.4640980882395525e-06,,,,,0.0001189067261293,0.0001328478829236,-3.4446320569259115e-06,6.552747890964383e-06
77.223,28.434,8.67501239554258e-06,6.218300313776126e-06,9.846734428720085e-06,-3.0844662433082704e-06,,-5.028849045629613e-06,,,,,2.8456668587750755e-05,1.3392534128797706e-05,-1.6471188928335323e-06,-3.0956089176470414e-05
77.233,28.434,1.8623772120918147e-05,4.1515822886140086e-06,1.7403366427970468e-06,,,3.0366450118890498e-06,,,,,0.0001411051780451,4.85747295897454e-05,2.336632678634487e-05,-2.165017394872848e-05
77.244,28.434,2.1349031158024445e-05,-2.5349445422762078e-06,1.2335965038801078e-05,,,3.8949979170865845e-06,,,,,7.124036346795037e-05,5.92627729929518e-05,2.291854798386339e-05,1.095145671570208e-05
77.129,28.443,,6.321675755316392e-06,2.4254093204945093e-06,,,5.607956154562999e-06,,,,,4.04613783757668e-05,0.0002021535328822,4.059765706188045e-05,7.867166459618602e-06
77.14,28.443,1.7773165382095613e-05,1.103752583730966e-05,-1.1303925475658616e-06,2.3049196897773072e-06,,-5.031317868997576e-06,,,,,0.0001715194666758,0.0001491160364821,1.814910501707345e-05,-2.4492808279319438e-06
77.15,28.443,1.845584120019339e-05,6.044818405825936e-07,8.68081406224519e-06,,,-9.803609827940818e-06,,,,,0.0002430139575153,1.7961105186259374e-05,1.5581703337375075e-05,2.228539869975066e-06
77.161,28.443,2.0207253328408115e-05,6.4877326622081455e-06,3.3924118270078907e-06,3.26412805407017e-06,,-2.588130655567511e-06,,,,,4.299933061702177e-05,0.0001017287140712,2.531439531594515e-05,1.1905586688953916e-05
77.171,28.443,2.2270709450822324e-05,2.432646397210192e-05,3.721139137269347e-06,,,9.196962309943046e-06,,,,,8.645482921565417e-06,0.0001278747367905,3.0279128623078577e-05,1.002316548692761e-05
77.181,28.443,,4.865576102019986e-06,-1.045795329446264e-06,,,-1.0149185527552618e-06,,,,,2.454221248626709e-05,0.0001695588434813,3.445318361627869e-05,-3.2221678338828497e-06
77.192,28.443,,-2.4331795884791063e-06,-5.150141078047454e-07,,,6.670934453723021e-07,,,,,9.817137652134988e-06,7.49903847463429e-05,1.5504288967349567e-05,1.168306334875524e-05
77.202,28.443,,3.256983063693042e-06,-6.400792074146011e-08,3.870620162160776e-07,,1.0447055501572322e-05,,,,,0.000100911129266,3.6453522625379264e-05,-1.570966219333059e-06,1.5404959867737489e-06
77.213,28.443,,3.499168769849348e-06,-1.877470253930369e-06,,,-3.805059805017663e-06,,,,,0.0001251193752977,0.0002118121046805,2.3738148229313083e-05,-2.6090731353178853e-07
77.223,28.443,2.408973705314565e-05,1.094955950975418e-05,-1.1375857411621837e-06,,,-3.993420978076756e-05,,,,,3.576514427550137e-05,8.298530883621424e-05,1.1932473171327729e-05,8.510264706274029e-06
77.233,28.443,1.9222323317080736e-05,-2.0152690467512e-06,-3.7239819903334137e-06,,,9.520110324956477e-06,,,,,0.0001193667776533,8.821515802992508e-05,5.380438324209536e-06,5.6550229601270985e-06
77.244,28.443,,6.273701842474111e-07,5.511040399142075e-06,,,3.165216412526206e-06,,,,,3.0047936888877302e-05,0.0001561282988404,1.5448957128683105e-05,1.0458680662850384e-05
77.129,28.453,,1.3783420399704482e-05,-2.9346097107918467e-06,,,-2.2911106043466134e-06,,,,,1.7679180018603802e-05,3.90485001844354e-05,0.0001063310992321,1.2106184840376956e-05
77.14,28.453,3.1240055250236765e-05,-4.728768089989899e-06,4.326973339630058e-06,1.1441399010436726e-06,,-1.8391721141597368e-06,,,,,0.0001808085071388,0.0001026359241222,1.215246243191359e-06,2.97815386147704e-05
77.15,28.453,1.3791915080219042e-05,-5.766697768194717e-07,1.808527827051876e-06,,,2.5718127290019765e-05,,,,,5.754756057285704e-05,6.353940989356488e-05,8.9190827566199e-05,0.0002876851940527
77.161,28.453,,5.071823125035735e-06,7.102022209437564e-06,,,2.2213984266272743e-05,,,,,2.454221248626709e-05,-1.4122765605861789e-06,3.605251549743116e-05,0.0002553331141825
77.171,28.453,,-5.951535513304407e-06,1.5369489574368345e-06,,,1.0065376955026297e-05,,,,,9.817137652134988e-06,-4.7722787712700665e-05,2.2686812371830456e-05,2.92281515612558e-06
77.181,28.453,1.845584120019339e-05,1.303735871260869e-06,1.0454774383106267e-05,,,2.7070293072029017e-05,,,,,0.0001189067261293,,6.870267679914832e-05,0.0001648063916945
77.192,28.453,,-1.9516942302288957e-06,1.2598746252479032e-05,,,-1.354388359686709e-06,,,,,0.0001247842301381,0.0003188582777511,5.394668278313475e-06,7.09433588781394e-05
77.202,28.453,,5.012102519685868e-06,3.579891938443325e-07,,,-1.2478052440201282e-06,,,,,0.0001833603309933,0.0002249633835162,3.432975063333288e-05,-5.448154297482688e-06
77.213,28.453,,-4.751334472530289e-06,8.286110642075073e-06,,,8.430248271906748e-06,,,,,0.0002600546868052,6.757010851288214e-05,0.0001338073343504,3.8612533899140544e-06
77.223,28.453,,-5.827882887388114e-06,8.669392627780326e-06,,,5.134091679792618e-06,,,,,3.0047936888877302e-05,4.258640183252282e-05,7.98988276073942e-06,7.092300620570313e-06
77.233,28.453,,1.6181143109861296e-06,3.067765419473289e-06,,,-1.2236546353960875e-05,,,,,5.8052828535437584e-05,0.0002368653513258,1.5456691471626982e-05,5.194762343307957e-05
77.119,28.463,1.558623625896871e-05,5.562286560234497e-07,5.840438461746089e-06,,,7.993893632374238e-06,,,,,2.801998016366269e-05,0.0001745668123476,2.15033160202438e-05,1.1653492947516496e-05
77.129,28.463,,1.5150620811255069e-06,2.468106004016591e-07,1.4336675121739972e-05,,1.318726845056517e-05,,,,,2.7814667191705663e-05,6.881941226311028e-05,5.09364326717332e-06,5.310484539222671e-06
77.14,28.463,2.0692661564680748e-05,5.23756261827657e-06,-9.71617737377528e-07,,,7.488109531550435e-06,,,,,3.065045893890783e-05,0.0001100927984225,3.343378921272233e-06,4.657761019188911e-05
77.15,28.463,,1.2704710570687894e-05,-4.3745185394072905e-06,4.1878024603647646e-06,,-7.949581231514458e-06,,,,,9.817137652134988e-06,0.0003318997623864,8.164455357473344e-05,5.307183073455235e-06
77.161,28.463,1.4683483641420024e-05,2.629863956826739e-06,-4.276774689060403e-06,-1.966899844774161e-06,,4.972197530150879e-06,,,,,0.0001189067261293,4.019190964754671e-05,9.768034215085208e-05,1.4027165889274327e-05
77.171,28.463,,1.2909928045701236e-05,3.463218945398694e-06,,,-1.4582443554900235e-06,,,,,0.0001247842301381,1.9677339878398925e-05,2.156391019525472e-05,-4.232492756273132e-06
77.181,28.463,,-2.247785914732958e-06,2.9077011731715174e-07,5.775280442321673e-06,,-7.843017556297127e-06,,,,,0.0001411051780451,2.1378737073973756e-05,8.496957161696628e-05,3.7958548091410194e-06
77.192,28.463,,1.4378091691469308e-05,8.620230801170692e-06,,,1.793507362890523e-05,,,,,7.124036346795037e-05,8.509530744049698e-05,4.4299533328739926e-05,-8.233661901613232e-06
77.202,28.463,,9.81144921752275e-07,1.8643830117071047e-05,,,1.1975484994763974e-05,,,,,4.156833892920986e-05,8.40828797663562e-05,2.9875418476876803e-05,2.5234505756088765e-06
77.213,28.463,,1.6181143109861296e-06,1.6048206816776656e-05,,,1.5420819181599654e-05,,,,,9.54580245888792e-05,0.0001782762701623,3.609007762861438e-05,0.0001421332417521
77.223,28.463,2.676533222256694e-05,3.962971277360339e-06,5.690627858712105e-06,-9.722192771732807e-06,,1.7272728655370884e-05,,,,,3.3450960472691804e-05,0.000144063407788,2.671430365808192e-06,2.2274198272498325e-05
77.119,28.473,2.679659337445628e-05,7.873921070711276e-09,7.5765265137306415e-06,,,1.514037103333976e-05,,,,,3.065045893890783e-05,0.0001249366760021,8.7100079326774e-06,0.0003941975301131
77.129,28.473,,7.43893178878352e-06,6.260642294364516e-06,,,1.7338463294436224e-05,,,,,0.0001921443763421,1.5553951016045175e-06,2.428522748232353e-06,0.0001285687612835
77.14,28.473,,4.929650003759889e-06,1.4574310398529633e-06,,,-1.3719476555706931e-05,,,,,8.127988257911056e-05,-2.983553258673055e-06,-7.643094249942806e-06,-5.506263278221013e-06
77.15,28.473,2.2559224817086942e-05,-8.709189387445804e-06,1.4651351193606388e-05,,,4.79489088434093e-08,,,,,3.352997009642422e-05,2.015219615714159e-05,4.5935037633171305e-05,0.0004537538334261
77.161,28.473,,5.027892257203348e-06,5.019555374019546e-06,,,-4.56948009741609e-06,,,,,0.0001251193752977,0.0003188582777511,1.0641668268362992e-05,-7.176037797762547e-06
77.171,28.473,,-4.582896508509293e-06,6.45043564873049e-06,,,-5.847575721418252e-06,,,,,7.124036346795037e-05,8.800446812529117e-05,8.80259249242954e-05,0.0003367007593624
77.181,28.473,,3.377400207682513e-05,1.2352001249382738e-05,,,1.3908238543081096e-05,,,,,5.464030982693657e-05,0.000365640502423,0.0002967962063848,8.510264706274029e-06
77.192,28.473,,1.557414907438215e-05,3.829047273029573e-06,,,1.2611704732989892e-05,,,,,0.000192585386685,0.0002942775608971,1.5047935448819771e-05,
77.202,28.473,1.3791915080219042e-05,2.781480134217418e-06,-2.053389835054986e-06,2.1824833311256956e-05,,-5.5794303079892416e-06,,,,,3.47003442584537e-05,0.0002168696664739,1.425909977115225e-05,3.4693977795541286e-05
77.213,28.473,,4.4647545109910425e-06,1.1609167813730892e-05,,,2.106532974721631e-06,,,,,2.621550629555713e-05,8.138264092849568e-05,2.0851726731052626e-05,2.5346598704345524e-06
77.223,28.473,,2.097720789606683e-05,8.720841833564918e-06,-9.667244739830494e-06,,1.1460705536592286e-05,,,,,2.8877997465315275e-05,0.0001676964602665,1.123387391999131e-05,1.0115496479556896e-05
77.233,28.473,,-7.10653466740041e-06,-5.852362392033683e-06,,,1.986376082641073e-05,,,,,0.0002250919060315,8.201684249797836e-05,1.0986805136781186e-05,0.0004138429067097
77.119,28.482,,,7.07728645465977e-07,9.31946033233544e-06,,9.944427802111022e-06,,,,,3.7488916859729216e-05,0.0003318997623864,3.324261706438847e-05,8.064221037784591e-05
77.129,28.482,,4.834046194446273e-06,-3.857146566588199e-06,-2.2513081603392493e-06,,1.0165405001316684e-05,,,,,8.127988257911056e-05,-4.7722787712700665e-05,6.577387830475345e-05,2.5282993192377035e-06
77.14,28.482,,-3.397389946258045e-06,8.228177648561541e-06,,,4.142692944242299e-07,,,,,0.0001247842301381,8.442669786745682e-05,0.0001282898156205,0.000268454052275
77.15,28.482,,4.1515822886140086e-06,5.965799118712312e-06,,,1.3160045455151703e-05,,,,,3.576514427550137e-05,2.637608668010216e-05,-3.4446320569259115e-06,1.07014366221847e-05
77.161,28.482,1.6436852092738263e-05,6.408413355529774e-06,2.413128186162794e-06,4.663801973947557e-06,,-6.597446144951391e-07,,,,,7.124036346795037e-05,0.0001076296030078,4.023611836601049e-05,0.0001193786301882
77.171,28.482,,-1.172029328699864e-06,4.301173703424865e-06,,,2.2581727534998208e-05,,,,,5.402500391937792e-05,,3.2174441003007814e-05,7.874283619457856e-05
77.181,28.482,,2.875197822049813e-07,7.193464625743218e-06,1.549507260278915e-06,,1.5929907021927647e-05,,,,,3.47003442584537e-05,6.881204626552062e-06,1.845929909904953e-05,1.2884954685432604e-06
77.192,28.482,,-3.967047632613685e-06,5.54132475372171e-06,,,7.106312750693178e-06,,,,,2.621550629555713e-05,5.023823177907616e-05,9.33495266508544e-06,1.6286465324810706e-05
77.202,28.482,1.9561479348340072e-05,1.055031953001162e-05,3.36975517711835e-06,,,5.3948974709783215e-06,,,,,9.17995857889764e-05,9.260955266654491e-05,6.3574352680007e-06,1.6333844996552216e-06
77.213,28.482,,3.0542942113243043e-06,8.631711239104334e-07,1.3781615962216163e-05,,2.9761587938992307e-05,,,,,2.8437538276193663e-05,1.755406628944911e-05,2.7473175578052175e-05,0.0002146920451195
77.223,28.482,,5.6675835367059335e-06,8.679552593093831e-06,,,-2.0329262042650957e-06,,,,,0.0001549690496176,1.489664919063216e-05,1.2500321645347867e-05,0.0001195580844068
77.233,28.482,2.798573586915154e-05,1.1332155736454295e-05,1.3121431948093232e-05,-2.8972542622796027e-06,,1.6867194062797353e-05,,,,,4.40002913819626e-05,5.3566607675747946e-05,1.6767235138104297e-05,5.729327313019894e-06
77.244,28.482,,7.885418199293781e-06,-3.1555980513076065e-06,,,9.829751434153876e-06,,,,,9.472263627685606e-05,0.0002164548059226,2.6617286494001743e-05,3.80978030989354e-06
77.129,28.492,,1.094955950975418e-05,-1.1157571861986073e-05,,,-1.1826929039671086e-05,,,,,0.0001411051780451,7.807245128788054e-05,2.298465733474586e-05,6.939890681678662e-06
77.14,28.492,,5.88464308748371e-06,2.7914214228985657e-07,2.2616379737883108e-06,,1.7318201571470127e-05,,,,,0.0001166907968581,5.28881028003525e-05,1.6054957086453214e-05,6.9686070673924405e-06
77.15,28.492,2.384636536589824e-05,4.8762367441668175e-06,5.243306532065617e-06,,,2.4782906621112488e-05,,,,,4.156833892920986e-05,8.509530744049698e-05,1.5495243133045733e-05,-9.218359991791658e-06
77.161,28.492,,1.681957201071782e-06,4.006809376733145e-06,,,1.2190022971481085e-05,,,,,9.54580245888792e-05,9.188120748149232e-05,3.255466708651511e-06,0.0002323889784747
77.171,28.492,1.4499638382403646e-05,9.691444574855268e-06,3.380620682946756e-06,,,1.1767691830755211e-05,,,,,3.331787229399197e-05,5.32488375029061e-05,7.98988276073942e-06,9.568567475071176e-05
77.181,28.492,,9.680878974904772e-06,4.666451332013821e-06,,,1.6075598978204653e-05,,,,,2.1164340068935417e-05,0.0001202602725243,2.5287921744165945e-05,0.0002371325535932
77.192,28.492,1.6436852092738263e-05,1.839708238549065e-05,6.364788987411885e-06,,,6.301071380221401e-07,,,,,3.5674824175657704e-05,1.9779767171712592e-05,3.021935981450952e-06,9.61951445788145e-05
77.202,28.492,,2.9851878480258165e-06,2.4646096790093e-06,-8.324087502842303e-06,,7.559598088846542e-06,,,,,2.715719529078342e-05,0.0001455954188713,1.863038414740004e-05,-1.2560151844809296e-05
77.213,28.492,2.23257920879405e-05,-1.9435972262726864e-06,1.0694750017137268e-05,,,1.2894828387288726e-06,,,,,4.40002913819626e-05,6.980617763474584e-05,2.5608984287828207e-05,0.0004771895182784
77.223,28.492,,7.885418199293781e-06,4.561132300295867e-06,,,8.065269867074676e-06,,,,,9.90476182778366e-05,2.2307482140604407e-05,2.058097925328184e-05,0.0003933110856451
77.233,28.492,2.333026532141957e-05,1.0093051969306543e-05,8.94556342245778e-06,-6.608854619116755e-06,,-4.950835318595637e-06,,,,,0.0001262529403902,0.0001751761155901,1.5158492715272588e-05,7.012490186752984e-06
77.244,28.492,,9.654442010287312e-07,1.1080339390900916e-05,,,6.877139639982488e-06,,,,,0.0001850729167927,4.753461689688265e-05,4.100089427083731e-05,1.2717566278297454e-05
77.254,28.492,,7.269242814800236e-06,5.553752089326736e-06,,,1.0743242455646396e-05,,,,,,0.0001485591637901,2.254980972793419e-05,-6.075589681131532e-06
77.264,28.492,2.798573586915154e-05,6.003855560265947e-06,6.761289114365354e-06,,,1.6797643183963373e-05,,,,,6.896661943756044e-05,,2.2299534975900315e-05,-3.048269036298734e-06
77.275,28.492,1.7773165382095613e-05,5.308319941832451e-06,1.189368595078122e-05,,,6.918281997059239e-06,,,,,0.0001067970442818,1.987084215215873e-05,1.0921943612629548e-05,0.0001725585461826
77.306,28.492,,4.989397439203458e-06,6.665888122370234e-06,8.279166650027037e-06,,8.76806825544918e-06,,,,,6.251279046409763e-06,4.396854637889192e-05,1.8897357222158465e-05,8.959484148363117e-06
77.316,28.492,,9.97189181362046e-06,4.875542799709365e-06,,,5.173599674890284e-06,,,,,6.878693966427818e-05,0.0002394105831626,0.0001407611562171,0.0001361793256364
77.327,28.492,1.857353345258161e-05,3.013793730133329e-06,4.243729563313536e-06,-5.163489277038025e-06,,2.830116955010453e-06,,,,,0.0001130109958467,0.0001508518034825,1.45811809488805e-05,-4.523365532804746e-06
76.891,28.502,,7.604839083796833e-06,2.056286393781193e-05,1.657375651120674e-05,,1.1835732038889546e-05,,,,,7.981312955962494e-05,7.966534030856565e-05,5.567009111473453e-07,2.0746421796502545e-05
77.109,28.502,4.784101110999472e-05,6.338708317343844e-06,5.690627858712105e-06,,,1.5929177607176825e-05,,,,,6.97089999448508e-05,4.519648791756481e-05,5.0730141083477065e-05,0.000268454052275
77.119,28.502,2.0424977265065536e-05,1.227938810188789e-05,2.965892235806677e-06,,,-8.576268555771094e-06,,,,,0.0001166907968581,0.0003469338989816,1.1322980753902812e-05,8.87061560206348e-06
77.129,28.502,,9.72702673607273e-06,-5.913112204325444e-07,2.1824833311256956e-05,,1.7976299204747193e-05,,,,,7.126726268325001e-05,0.0001215790907735,-1.7039935755747138e-06,0.0003116551088169
77.14,28.502,1.3984396900923455e-05,6.742154710082104e-06,1.1609167813730892e-05,-9.667244739830494e-06,,-2.767365231193253e-06,,,,,0.000192585386685,1.8381659174337983e-05,1.5190088561212178e-05,8.595470717409626e-06
77.15,28.502,,6.716427833453054e-06,1.5157063899096102e-05,,,1.2110017451050226e-05,,,,,3.331787229399197e-05,7.846960943425074e-05,5.434995546238497e-05,2.5234505756088765e-06
77.161,28.502,3.174238736391999e-05,-7.081312674017681e-07,2.2098724912211765e-06,,,7.102642939571524e-06,,,,,0.0001007673417916,7.926204125396907e-05,2.450685542498832e-06,3.4693977795541286e-05
77.171,28.502,,9.50749199546408e-06,,,,1.9399531083763577e-05,,,,,3.5674824175657704e-05,3.884471152559854e-05,1.3113109162077308e-05,5.464313744596439e-06
77.181,28.502,2.2235510186874308e-05,3.964563802583143e-06,-4.271380475984188e-06,,,7.982842362252995e-06,,,,,0.0002250919060315,0.0001399296452291,5.1784581955871545e-06,0.0001027859325404
77.192,28.502,,3.994545295427088e-06,1.916247492772527e-05,7.509265742555726e-07,,5.365660854295129e-06,,,,,0.0001013892688206,3.638742055045441e-05,1.3243979424260033e-07,4.904187517240644e-05
77.202,28.502,,9.428559678781312e-06,9.8260318281973e-07,,,-9.98511768557364e-06,,,,,7.008043758105487e-05,0.0004350485396571,1.259007058251882e-05,2.0684481569333e-05
77.213,28.502,,7.431266340063303e-07,5.049650098953862e-06,,,-4.065107077622088e-06,,,,,0.0001262529403902,0.0002058551326626,2.693191891012248e-05,1.0688007023418322e-05
77.223,28.502,,1.3663573554367758e-05,7.0868040893401485e-06,,,5.74653586227214e-06,,,,,2.286836752318777e-05,0.0002738800249062,2.097515607601963e-05,4.2061628846568055e-06
77.233,28.502,3.914573971997015e-05,1.2514923582784832e-05,6.688937446597265e-06,,,7.403547897411045e-06,,,,,7.17726579750888e-05,,2.344255153730046e-05,4.593589892465388e-06
77.244,28.502,2.0692661564680748e-05,6.003855560265947e-06,7.489793460990768e-06,-4.016393631900428e-06,,6.30545946478378e-06,,,,,6.896661943756044e-05,0.0002195194247178,1.407478248438565e-05,0.0001213061550515
77.254,28.502,,5.1792522270943664e-08,9.561749720887748e-06,,,8.071790944086388e-06,,,,,0.0001067970442818,2.055316144833341e-05,-3.988287062384188e-06,0.0002473676868248
77.264,28.502,1.9861450709868222e-05,-2.858779589587357e-05,1.7804350136430003e-05,,,-6.041302071935206e-07,,,,,2.5129213099717163e-05,0.0001448013354092,3.3801732115534837e-06,-1.0746578027465148e-06
77.275,28.502,,2.6086136131198145e-05,4.340603027230827e-06,,,-3.280965756857768e-06,,,,,3.0370956665137783e-05,8.746624371269718e-05,0.0001432419230695,-1.4164792894177936e-08
77.285,28.502,,2.5330202788609317e-06,-1.064394865579743e-07,,,-5.7938073041441385e-06,,,,,3.436517727095634e-05,0.000116334791528,2.9201691731373106e-08,2.786382174235769e-05
77.296,28.502,2.798573586915154e-05,-4.409757821122184e-06,1.2029910067212768e-05,-5.163489277038025e-06,,1.2251167390786575e-05,,,,,6.878693966427818e-05,1.848733336373698e-05,4.120132143725641e-05,0.0001149346062447
77.306,28.502,,1.3631601177621633e-05,-3.193943712176406e-06,1.741379310260527e-05,,1.0395593562861905e-05,,,,,2.7063932066084817e-05,-1.3477575521392282e-05,2.835872510331683e-05,7.645575351489242e-06
77.316,28.502,,-1.5003523003542796e-05,4.967360837326851e-06,1.8129212548956275e-05,,1.2722964903844058e-08,,,,,4.458599505596794e-05,5.7395314797759056e-05,3.7285357393557206e-05,1.6698042600182816e-05
77.327,28.502,,5.00786109114415e-06,1.6376325220335277e-06,,,2.621863586682593e-06,,,,,3.671310332720168e-05,0.0001055903194355,6.825818127254024e-05,1.248947864951333e-05
76.891,28.512,,1.056652945408132e-05,-3.245794687245507e-06,,,9.281676284444984e-06,,,,,2.824714465532452e-05,0.0001429465628461,2.735129055508878e-05,-6.172952271299437e-05
76.901,28.512,,8.46925649966579e-06,-2.8209706215420738e-06,,,1.4146499779599251e-05,,,,,1.745493136695586e-05,6.530137034133077e-05,3.854291935567744e-05,1.637002242205199e-05
76.922,28.512,,-2.9432387194106013e-08,2.4254093204945093e-06,,,2.2085436057750485e-07,,,,,7.58146052248776e-05,3.912110332748853e-05,5.744934605900198e-05,0.0001131471071857
76.932,28.512,,-3.174196763211512e-06,9.778338608157355e-06,,,-6.5737349359551445e-06,,,,,8.180332952179015e-05,0.0002061704581137,1.2566070836328436e-05,4.248484401614405e-06
76.943,28.512,1.6384112313971855e-05,4.48397486252361e-06,9.441929250897374e-06,,,-6.473030680353986e-06,,,,,8.356396574527025e-05,0.0002577801933512,4.5278713514562696e-05,5.395309199229814e-05
76.953,28.512,2.7929385396419093e-05,1.4942505913495552e-05,9.318181582784746e-06,,,5.957737357675796e-06,,,,,0.0001986141433008,0.000195697939489,0.000203671559575,9.856224096438382e-06
76.963,28.512,2.518061228329316e-05,-7.499106686736923e-06,-5.155958149316575e-08,,,1.15505890789791e-05,,,,,0.0001862264762166,2.116644282068592e-05,3.645025208243169e-05,4.108636858290993e-06
77.098,28.512,,-6.910507636348484e-06,5.243306532065617e-06,,,-3.805059805017663e-06,,,,,0.0001166907968581,6.799903349019587e-05,5.383221650845371e-05,7.052560977172107e-05
77.109,28.512,2.2586582417716272e-05,3.0925305054552155e-06,7.187674782471731e-06,4.264501967554679e-06,,8.75149362400407e-06,,,,,0.0001193667776533,0.000102376070572,8.623735084256623e-06,9.675359615357591e-05
77.119,28.512,,2.099621951856534e-06,4.2581918933137786e-06,-3.018197503479314e-06,,9.275373486161698e-06,,,,,0.000192585386685,6.881204626552062e-06,-1.5011439700174378e-06,6.846541964478092e-06
77.129,28.512,,7.766709131828975e-06,1.112981408368796e-05,,,2.490364295226754e-06,,,,,2.2660553440800868e-05,0.0001541951642138,5.961741408100352e-05,0.0002327543334104
77.14,28.512,,3.924906195607036e-06,1.523480204923544e-05,,,2.824413604685105e-05,,,,,5.3433061111718416e-05,0.0001365379866911,2.3355603843810968e-05,9.12067753233714e-06
77.15,28.512,2.0424977265065536e-05,1.4593853848055003e-05,6.814584139647195e-06,,,-8.556025022699032e-06,,,,,9.17995857889764e-05,-5.141175734024728e-06,0.0001124843038269,1.6286465324810706e-05
77.161,28.512,,-3.916771220247028e-06,-4.003481706149614e-07,,,1.1020744750567246e-05,,,,,2.715719529078342e-05,4.46852354798466e-05,-5.33272213942837e-07,8.057770173763856e-06
