longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.306,28.649,1.1110302693850826e-05,-1.8517170246923342e-05,2.500027221685741e-05,3.8228288758546114e-05,,,-2.3216509362100624e-05,3.453491081018001e-05,2.9258883387228707e-06,,2.428194193271338e-06
77.316,28.649,4.230599370202981e-05,-1.6755557226133533e-05,-1.110338416765444e-05,6.603374004043872e-06,3.973223647335544e-05,,-1.2569485079438891e-05,0.0001588711165823,,,1.2070018783560954e-05
76.932,28.659,2.165254954888951e-06,-5.46755654795561e-06,1.0613941412884742e-05,2.30548012041254e-05,-3.466558609943604e-06,-1.4353654478327371e-05,-1.1573948768273112e-06,-4.082649411429884e-06,,,1.033827447827207e-05
76.943,28.659,2.710826629481744e-05,-5.46755654795561e-06,-4.182733448487852e-07,1.7195017790072598e-05,5.390672231442295e-05,-1.2497536772571038e-05,-1.7376803498336812e-06,8.574564162699971e-06,2.1462841687025502e-05,,4.825740688829683e-05
76.953,28.659,1.7583102817297913e-05,-5.46755654795561e-06,7.818921403668355e-06,,2.3553646315122023e-05,-7.268260560522322e-06,1.054986000781355e-06,,-7.400239610433346e-06,,3.4815868275472894e-05
76.963,28.659,0.0001316356647294,,2.5237604859285057e-05,3.897368515026756e-05,-1.5405346857733093e-05,-1.2821878044633196e-05,-9.932878128893208e-06,2.4020546334213577e-05,-7.400239610433346e-06,,4.621859989129007e-05
76.974,28.659,0.0001295479742111,-1.3400080206338316e-05,8.929036084737163e-06,5.183275425224565e-05,5.5008165134040616e-08,8.385427463508677e-06,-1.0982629646605346e-05,0.0005005265702493,-7.400239610433346e-06,,9.954771667253226e-05
76.984,28.659,4.861933848587796e-05,-2.360427970415913e-05,1.1983041986241004e-05,5.183275425224565e-05,3.912297415809007e-06,6.7401319938653614e-06,3.924818429368315e-06,0.0001968940923688,-5.309478183335159e-06,,0.0001155682766693
76.994,28.659,7.378942973446101e-05,-3.119793473160826e-05,2.214949927292764e-05,1.705270005913917e-05,3.2696803828002885e-05,-1.982616595341824e-05,4.32003889727639e-06,1.7444375771447085e-05,2.6172379875788465e-05,,1.2758233651766204e-06
77.005,28.659,2.8896101866848767e-06,-1.45231615533703e-05,9.40005247684894e-06,1.4109420590102673e-05,1.7984299120143987e-05,-1.092353068088414e-05,-9.633587069401983e-06,3.682302485685796e-05,-3.374724656168837e-06,,1.9476319721434265e-05
77.015,28.659,-1.9142562450724654e-06,-2.2066329620429315e-05,-1.5064584886204102e-06,4.310042641009204e-05,-1.5056078154884744e-05,-2.5283055947511457e-05,4.36858317698352e-06,-2.964524810522562e-06,-5.375447017286206e-06,,9.37190907279728e-06
77.026,28.659,3.7888294173171744e-05,-1.9447763406788e-05,9.03353611647617e-06,3.069675585720688e-06,5.435656476038275e-06,-4.297930900065694e-06,-8.123396582959685e-06,2.206435237894766e-05,3.790759365074337e-06,,4.201791398372734e-06
77.036,28.659,4.420436141572282e-07,-1.652198079682421e-05,1.2785426406480838e-06,2.2297852410702035e-05,5.273028818919556e-06,-2.1023548470111564e-05,1.4201359590515494e-05,9.935624802892562e-06,,,1.443638393539004e-05
77.046,28.659,3.471715535852127e-05,-6.580913577636238e-06,4.075895958521869e-06,2.5229097445844676e-05,4.637289293896174e-06,-2.6264016923960295e-05,1.1152355909871403e-06,0.0001456297322874,-3.89677052226034e-06,,3.45295193255879e-05
77.057,28.659,3.195348881490645e-06,-6.580913577636238e-06,2.176488487748429e-05,5.056664667790756e-05,,-2.6682726456783712e-05,1.785066160664428e-06,-4.792399522557389e-06,,,2.289586518600117e-05
77.067,28.659,8.22095898911357e-06,-1.334021544607822e-05,1.3700913768843748e-05,5.056664667790756e-05,2.0560753910103813e-05,-1.1938337820538436e-06,-1.2295025044295471e-05,-1.047909609042108e-05,,,1.346566205029376e-05
77.078,28.659,-7.340639740505139e-07,-4.568004897009814e-06,1.8447040929459035e-05,1.5641810023225844e-05,4.699669716501376e-06,,1.1241670108574908e-05,1.2753090231854005e-05,,,1.0141724487766623e-05
77.088,28.659,2.155326455977047e-06,-1.1673122571664862e-05,1.1539965271367691e-05,3.772544005187228e-05,3.507905603328254e-06,-1.559794691274874e-05,2.999578555318294e-06,8.98088273970643e-06,6.21818435320165e-06,,3.2585273856966523e-06
77.098,28.659,2.2906126105226576e-05,,3.1636140192858875e-05,5.436355422716588e-05,5.467478558784933e-07,-1.3319588106242009e-05,-6.194591605890309e-06,-1.3348735592444427e-05,1.814797724364325e-05,,2.466634578013327e-05
77.109,28.659,1.612563391972799e-05,-4.568004897009814e-06,2.688069071155041e-05,3.805678352364339e-05,3.417949756112648e-06,-1.9541654182830825e-05,-9.27680594031699e-06,4.7369609092129394e-05,-6.570856839971384e-06,,6.806700639572227e-06
77.119,28.659,1.0011205631599296e-05,-4.568004897009814e-06,5.543627594306599e-06,2.4786864742054604e-05,5.617340138996951e-05,-1.3521890878109843e-06,1.0272592589899432e-06,3.9239828765857965e-05,1.2993526070204098e-05,,2.0471175957936797e-05
77.129,28.659,6.734186899848282e-05,-8.229859304265119e-06,5.967452580080135e-06,5.988469638396055e-06,1.6104095266200602e-05,-1.5630273992428556e-05,-2.426533501420636e-05,7.498339255107567e-05,1.1137988622067496e-05,,1.230996304002474e-06
77.14,28.659,1.2685244655585848e-05,-1.45231615533703e-05,8.951475138019305e-06,3.744757486856543e-05,5.155816324986517e-06,-2.656464494066313e-05,4.654690656025196e-06,-7.633074346813373e-06,,,6.998747721809195e-06
77.15,28.659,4.4336160499369726e-05,-9.517945727566255e-06,3.6422600260266336e-06,4.4062475353712216e-05,1.8830021872418e-05,,1.245099383595516e-06,1.557188261358533e-05,4.979527830073494e-07,,2.6226171030430123e-05
77.161,28.659,8.226164027291816e-06,-2.59255466517061e-05,1.3617568583867978e-06,4.658186662709341e-05,1.255210918316152e-05,-1.7670998204266652e-05,-3.337762109367759e-06,,4.979527830073494e-07,,8.502724995196331e-06
77.171,28.659,9.002464503282681e-05,-9.517945727566255e-06,2.2019508833182044e-05,4.658186662709341e-05,1.4443649888562504e-05,,-2.459187953718356e-06,5.48075604456244e-06,-4.235920982864627e-07,,1.9855127902701497e-05
77.181,28.659,4.1049494029721245e-05,-1.3209652934165206e-05,8.676983270561323e-06,3.037316128029488e-05,2.153838977392297e-06,-1.878413968370296e-05,,-2.6181101929978468e-05,-3.842898877337575e-06,,1.3730710634263232e-05
77.192,28.659,4.625785095413448e-06,-2.4579905584687367e-05,1.7744050637702458e-05,3.248408029321581e-05,9.998984023695812e-05,-2.155618130927905e-05,-6.492929514934076e-06,-2.968985245388467e-05,-3.842898877337575e-06,,6.570255663973512e-06
77.202,28.659,3.271411333116703e-05,,9.704107242214377e-07,4.13118141295854e-05,-3.247006361561944e-06,-7.63538628234528e-06,1.0941064829239622e-05,1.9128327039652504e-05,-4.212494786770549e-06,,1.2210390195832588e-05
77.213,28.659,8.921643893700093e-05,-1.6755557226133533e-05,3.366408054716885e-05,3.5333967389306054e-05,1.167536902357824e-05,-1.835851617215667e-05,5.678316938428907e-06,5.957035227766028e-06,1.1715399523382077e-05,,7.559624464192893e-06
77.223,28.659,2.373714596615173e-05,-1.6755557226133533e-05,3.1832506408591144e-08,1.2027971024508588e-05,-3.647036237452994e-07,-1.84172185981879e-05,-3.5090240544377598e-06,4.779189566761488e-06,-4.212494786770549e-06,,6.022508841851959e-06
77.233,28.659,1.7495998690719716e-05,,5.587517989624757e-06,2.6966074074152857e-05,5.2136627346044406e-05,,1.4669562006019987e-05,,2.524531191738788e-05,,3.8762198528274894e-05
77.244,28.659,1.8007716789725237e-05,,1.505121531408804e-06,1.6572534150327556e-05,3.7525031075347215e-05,-8.507022357662208e-06,,5.8123579947277904e-05,-1.7691676248432486e-06,,3.3873234315251466e-06
77.254,28.659,8.545135642634705e-05,,3.9542923332192e-05,3.020030453626532e-05,-5.831062935612863e-06,-1.6513273294549435e-05,-3.760834204058483e-07,,-1.7691676248432486e-06,,5.153977690497413e-05
77.264,28.659,1.0988886970153544e-05,-3.731252581928857e-05,1.3988039427204058e-05,3.020030453626532e-05,,-1.3772443708148783e-05,,6.682495950371958e-06,,,8.702561899553984e-06
77.275,28.659,2.06983295356622e-05,,-7.737400551377505e-07,6.603374004043872e-06,1.3904311344958842e-05,-2.284108086314518e-05,-5.131772468303097e-06,0.0001945196709129,-5.248934030532837e-06,,1.2001329196209554e-05
77.285,28.659,1.3554845281760208e-05,-7.213157459773356e-06,8.663903827255126e-06,2.8509219191619195e-05,8.497434009768767e-07,,1.2253125532879494e-05,1.2033288840029854e-05,,,4.123540747968946e-06
77.296,28.659,8.139364581438713e-06,-2.432218207104597e-05,1.2804878224415006e-06,,1.222535047418205e-05,,-7.907597705525404e-07,-1.9018763850908726e-05,1.0233881084786844e-06,,5.7427525462117046e-05
77.306,28.659,8.651492862554733e-06,,1.0906109082498006e-06,3.786218076129444e-05,-8.85108602233231e-06,-1.2834626431867946e-05,-6.305316674115602e-06,0.000166767189512,2.171272535633761e-05,,0.0001212011338793
77.316,28.659,5.407017670222558e-05,-2.2114541934570298e-05,2.2028783860150725e-05,4.254503073752858e-05,,-1.6775918993516825e-05,,-4.351635197963333e-06,5.905622856516857e-06,,1.141682059824234e-05
76.953,28.668,3.5754419513978064e-05,-1.3630165085487532e-05,5.561328634939855e-06,2.30548012041254e-05,4.285261184122646e-06,-1.2099167179258076e-05,2.2212368548935046e-06,,2.8310871130088344e-05,,7.3123665060848e-06
76.963,28.668,4.782311225426383e-05,-1.3630165085487532e-05,1.0995721822837368e-05,2.30548012041254e-05,3.6020414881932084e-06,-1.5103917576198e-05,1.0782147001009434e-05,-3.151371856802143e-06,,,9.088890692510176e-06
76.974,28.668,1.140062067861436e-05,-1.7024707631208003e-05,-4.9097129704023246e-06,9.376533853355797e-06,4.436510607774835e-06,-1.4725491382705512e-05,-7.539085800090106e-06,1.650957415222365e-06,-4.162006462138379e-06,,2.8138158086221665e-05
76.984,28.668,2.7455400413600728e-05,,2.406364910712e-05,3.897368515026756e-05,5.399715519160964e-06,-2.6682726456783712e-05,-9.427601980860343e-06,7.967968849698082e-05,1.3970957297715358e-05,,7.83662744652247e-06
76.994,28.668,3.1378327548736706e-05,-1.3630165085487532e-05,1.2081616659997962e-05,3.069675585720688e-06,1.3136840607330669e-05,-1.8646989701665007e-05,-2.436985141685e-06,2.4020546334213577e-05,7.53143376641674e-06,,2.61659843090456e-05
77.005,28.668,7.962221570778638e-05,-1.3630165085487532e-05,3.37735514222004e-07,5.183275425224565e-05,1.7111285615101224e-06,-1.5630273992428556e-05,-4.093079041922465e-05,1.6442789274151437e-05,7.4079184742004145e-06,,1.6801599485916086e-05
77.015,28.668,1.1373908819223288e-05,,-2.613630385894794e-05,3.805987716987147e-06,-1.43267370731337e-05,-7.080807336024009e-06,-5.623542165267281e-07,-1.837423155848228e-06,,,1.2077784958819391e-05
77.026,28.668,1.7279864550800994e-05,-1.3630165085487532e-05,2.803841016429942e-05,1.4109420590102673e-05,,-1.8888949853135276e-05,-8.84162091097096e-06,,-1.2220962162245996e-05,,7.974634172569495e-06
77.036,28.668,4.2532010411378e-05,,1.1782825822592711e-05,1.2411594525474356e-06,1.207915829581907e-05,-1.1938337820538436e-06,2.5565577743691392e-06,1.6643576600472443e-05,-4.938808160659392e-06,,2.41394172917353e-05
77.046,28.668,2.365152340644272e-07,-2.944514017144684e-05,1.087253349396633e-05,1.714289624032972e-06,3.602536708058324e-06,-1.94100593944313e-05,-2.7647633032756858e-05,3.57649041689001e-05,-4.938808160659392e-06,,4.799601356353378e-06
77.057,28.668,5.558251814363757e-06,-1.3630165085487532e-05,9.335980394098442e-06,1.811828587960917e-05,4.805012395081576e-06,-2.883056367863901e-05,1.1241670108574908e-05,-3.548990662238793e-06,2.196589957748074e-05,,1.019479623209918e-05
77.067,28.668,9.24745254451409e-05,-2.068674803012982e-05,3.3193537092301995e-06,2.2297852410702035e-05,3.507905603328254e-06,-1.6277810573228635e-05,-2.5000814275699668e-05,0.0001483557571191,-6.5413596530561335e-06,,1.911523395392578e-05
77.078,28.668,8.748016261961311e-05,-6.157445568533149e-06,1.749866896716412e-05,1.6584901459282264e-05,-1.0527979611651972e-05,-2.1135823772056028e-05,1.007226615001855e-06,-1.4655855920864267e-05,,,5.234225682215765e-06
77.088,28.668,2.6465932023711503e-05,,8.084432920441031e-06,1.351963419438107e-05,,-2.018291888816748e-05,4.096505108464044e-06,,-9.598585165804252e-06,,8.100809282041155e-06
77.098,28.668,9.50553294387646e-05,,8.777072798693553e-05,,2.37850167650322e-06,-2.284108086314518e-05,-4.413258284330368e-05,,-7.400239610433346e-06,,1.0373141776653938e-05
77.109,28.668,3.324178578623105e-06,-2.59255466517061e-05,3.601823118515313e-05,5.056664667790756e-05,1.385660743835615e-05,-1.692654586804565e-05,-1.756510573613923e-05,0.0003082405601162,-9.74047179624904e-06,,3.795330849243328e-05
77.119,28.668,3.61895545211155e-05,-2.350599788769614e-05,9.248546120943502e-06,3.772544005187228e-05,2.754824663497857e-06,-1.7670998204266652e-05,2.874252459150739e-06,1.90961350199359e-06,-9.74047179624904e-06,,4.061337222083239e-06
77.129,28.668,8.525676093995571e-06,-2.350599788769614e-05,-5.411381607700605e-06,1.3457507520797662e-05,1.2010141290375032e-06,-2.430216954962816e-05,,1.0156140888284426e-05,-3.922554697055602e-06,,1.341347615380073e-05
77.14,28.668,1.5442268704646267e-05,-1.6755557226133533e-05,-1.766770765243564e-07,2.4786864742054604e-05,5.294812581269071e-06,-8.66777918417938e-06,-2.459187953718356e-06,,-1.6978570783976465e-05,,1.0652583114278968e-05
77.15,28.668,3.556046067387797e-05,,-1.6200850950554013e-05,2.6736047402664558e-06,3.569679620341049e-06,-1.7562126231496222e-05,,5.980394780635834e-05,,,1.2655510545300784e-05
77.161,28.668,5.973699444439262e-05,,1.972783536530187e-07,2.4786864742054604e-05,6.242928975552786e-06,-7.63538628234528e-06,-3.747676237253472e-05,-3.231019218219444e-05,-5.309478183335159e-06,,4.774597073264886e-06
77.171,28.668,8.609964424977079e-06,-2.432218207104597e-05,2.9382419597823173e-05,3.744757486856543e-05,7.367058060481213e-06,-1.84172185981879e-05,-4.329239891376346e-05,1.983935908356216e-05,,,7.486508366127964e-06
77.181,28.668,1.7373871742165647e-05,-2.432218207104597e-05,1.803562008717563e-05,4.658186662709341e-05,-6.597220476578514e-07,-1.611663122957907e-07,-3.406074256417924e-06,1.385597715852782e-05,,,6.986744210735196e-06
77.192,28.668,6.905666668899357e-05,-1.334021544607822e-05,5.882460300199455e-06,7.674788321310189e-06,1.6608417354291305e-05,-2.470379877195228e-05,-4.246843673172407e-05,1.557188261358533e-05,-3.922554697055602e-06,,1.9530774807208218e-05
77.202,28.668,1.974767292267643e-05,-1.4314626241684891e-05,-1.1159964742546435e-05,3.70455818483606e-05,5.408601282397285e-06,-1.867290302470792e-05,,6.429596851376118e-06,1.6396830687881447e-05,,0.0001971677847905
77.213,28.668,1.0137337994819973e-05,-3.731252581928857e-05,4.864234597334871e-06,9.3582739282283e-06,4.247515335009666e-06,-8.507022357662208e-06,-2.5452161935390905e-05,1.4467171240539756e-05,-1.1019686098734384e-05,,2.8189708245918155e-05
77.223,28.668,2.912903255491983e-05,-1.1947134225920308e-05,9.714962288853712e-06,1.6414467154390875e-06,,-2.359048812650144e-05,-2.3216509362100624e-05,0.0002526254102122,-6.8036679294891655e-06,,8.263130439445376e-06
77.233,28.668,4.411034024087712e-05,,2.8785473205061862e-06,3.5333967389306054e-05,1.7678999029158149e-06,-2.44650127569912e-05,-1.1887244909303265e-05,2.345714733564819e-07,-6.8036679294891655e-06,,8.090704795904458e-06
77.244,28.668,-1.1751749298127834e-06,-7.192252724053105e-06,1.1716259677996277e-06,3.5333967389306054e-05,-3.3653919672360644e-05,-3.3006008379743434e-06,-7.013827598711941e-07,6.295970524661243e-05,-6.8036679294891655e-06,,7.129991672627511e-07
77.254,28.668,2.360428152314853e-05,-7.192252724053105e-06,8.119383892335463e-06,6.603374004043872e-06,1.3904311344958842e-05,-1.6459183825645596e-05,2.290615384481498e-06,0.000177333378815,,,1.2488274478528185e-05
77.264,28.668,1.3554845281760208e-05,-2.414566915831529e-05,1.5834544683457352e-05,1.6572534150327556e-05,-1.1684104492815095e-06,-2.2659936803393063e-05,-7.907597705525404e-07,3.5999342799186707e-05,1.1715399523382077e-05,,2.8249845854588784e-05
77.275,28.668,1.740855077514425e-05,-3.1204104743665084e-05,2.078177021758165e-05,1.3416751244221814e-05,1.3916187526774593e-05,-2.7066998882219195e-05,,2.854941521945875e-05,-3.842898877337575e-06,,-2.456537686157389e-06
77.285,28.668,-1.3588172805611975e-05,-2.442655932100024e-05,9.529646376904566e-06,3.020030453626532e-05,-4.341372914495878e-06,-1.3363035577640405e-05,,,8.998023986350745e-06,,2.4569455490564e-05
77.296,28.668,1.534082184662111e-05,-7.040123364276951e-06,8.820869879855309e-06,3.020030453626532e-05,5.944583335804055e-06,3.6298529266787223e-06,1.333777390755131e-07,-2.6181101929978468e-05,4.933609488944057e-06,,4.586461727740243e-05
77.306,28.668,-2.612959406178561e-06,,-1.0359799489378927e-05,9.672238775237927e-06,-2.088495648422395e-06,1.0300011865638227e-07,-8.896294275473338e-06,-2.968985245388467e-05,4.933609488944057e-06,,3.407920303288847e-05
77.316,28.668,6.325789399852511e-06,,6.556186235684436e-06,2.8509219191619195e-05,,,9.28390591070638e-07,1.0870772712223696e-05,,,8.476345101371408e-06
76.963,28.678,5.686825716111343e-06,-7.192252724053105e-06,-5.055544988863403e-06,3.069675585720688e-06,6.201704309205525e-06,-1.2955602869624272e-05,-9.459853572479917e-06,1.1313341929053422e-05,-6.4943251345539466e-06,,2.5608389478293248e-05
76.974,28.678,8.840798386700044e-07,-7.192252724053105e-06,2.68231779045891e-05,4.001647175755352e-05,1.3136840607330669e-05,-1.6647834854666144e-05,6.349784598569386e-06,,-3.2767497941676997e-06,,4.966490087099373e-05
76.984,28.678,3.4495587897254154e-05,-1.7318221580353566e-05,1.5483075912925415e-05,3.805987716987147e-06,,-2.656464494066313e-05,,6.8479471337923314e-06,-3.6425697089725873e-06,,6.879848569951719e-06
76.994,28.678,4.420436141572282e-07,-1.566745231684763e-05,1.3828968803863972e-05,1.2411594525474356e-06,-2.5920046482497128e-06,-1.4130433555692434e-05,5.753765435656533e-06,8.144617822836153e-06,2.8290976842981763e-05,,1.0589837984298356e-05
77.005,28.678,3.136148734483868e-05,-7.192252724053105e-06,7.279968485818243e-06,1.714289624032972e-06,2.190625991715933e-06,,-2.7647633032756858e-05,,2.8310871130088344e-05,,9.127026032729192e-07
77.015,28.678,8.652090036775917e-05,-2.350599788769614e-05,1.618406486159074e-06,3.897368515026756e-05,7.3683618211362045e-06,-1.878413968370296e-05,-3.740463580470532e-05,3.607433245633729e-05,2.048195000270425e-07,,9.93304365692893e-06
77.026,28.678,1.3864454331269371e-06,-1.5531495591858402e-05,-3.1273177114599093e-07,3.897368515026756e-05,1.7073112985599437e-06,-2.027587470365688e-05,7.799410923325922e-06,0.0005005265702493,1.3970957297715358e-05,,3.4234471968375146e-05
77.036,28.678,3.633174856076948e-05,-8.467812222079374e-06,1.9187424186384305e-05,5.183275425224565e-05,6.318862688203808e-06,-1.8039640053757463e-05,4.693674782174639e-06,1.650957415222365e-06,-1.5851280750212029e-06,,1.3379005395108834e-05
77.046,28.678,5.379489448387176e-05,,9.294717528973706e-06,1.6584901459282264e-05,,-1.6459183825645596e-05,-7.522732630604878e-06,7.685051059524994e-06,9.277420758735389e-06,,1.5159295799094252e-05
77.057,28.678,0.0001540419325465,,1.2440856380635523e-06,1.977577267098241e-05,3.656848639366217e-05,5.705714102077764e-06,6.165920240164269e-06,1.112566314986907e-05,7.53143376641674e-06,,1.0208291314484086e-05
77.067,28.678,5.792657975689508e-05,-2.3198181224870492e-05,1.1426575838413555e-05,4.310042641009204e-05,4.272706519259373e-06,-1.450691979698604e-05,-4.6449576984741725e-06,8.500807598466054e-05,7.12169321559486e-06,,5.081482868263265e-06
77.078,28.678,1.9055150914937254e-05,-7.829622518329415e-06,9.773500551091274e-07,2.4174012651201338e-05,1.0917940471699694e-06,-7.525216915382771e-06,1.245099383595516e-06,-1.837423155848228e-06,-1.6199285255424911e-06,,5.343534212443046e-06
77.088,28.678,2.252039121231064e-05,-3.219502468709834e-05,1.3060517630947288e-05,2.2297852410702035e-05,3.819431185547728e-06,-2.430216954962816e-05,,1.7444375771447085e-05,-1.135138177232875e-06,,4.255904059391469e-06
77.098,28.678,9.959269846149256e-06,,-4.7375528993143234e-06,2.5229097445844676e-05,2.7201011107536036e-05,-1.867290302470792e-05,1.186250756290974e-06,9.916905582940672e-06,2.196589957748074e-05,,2.2872543922858316e-05
77.109,28.678,4.789122613146901e-05,,1.817768679757137e-05,5.056664667790756e-05,3.438969542912673e-06,,3.564378175724414e-06,,-7.271624326676829e-06,,-5.138726464792853e-06
77.119,28.678,-8.424530278716702e-06,-7.040123364276951e-06,5.080895789433271e-06,2.6736047402664558e-06,9.907220373861492e-06,-7.63538628234528e-06,,4.287111732992344e-05,-7.271624326676829e-06,,8.757832802075427e-06
77.129,28.678,5.636736023006961e-05,-7.040123364276951e-06,1.269670065084938e-05,5.056664667790756e-05,-1.960888312169118e-06,-1.835851617215667e-05,-1.2896265616291204e-05,-3.548990662238793e-06,1.5471596270799637e-05,,2.5002704205689952e-05
77.14,28.678,1.565733100505895e-06,,9.600613338989206e-06,-6.0851139096484985e-06,-3.622374606493395e-06,-1.611663122957907e-07,8.595404324296396e-06,3.0123808755888604e-05,-4.938808160659392e-06,,1.253668960998766e-05
77.15,28.678,5.485898782353615e-06,-2.597410457383376e-05,5.42034104000777e-06,3.772544005187228e-05,-2.5232087864424105e-05,-2.44650127569912e-05,,0.0001561838726047,3.790759365074337e-06,,4.873686975770397e-06
77.161,28.678,0.0001245035091415,-1.4467851542576682e-05,3.4252097975695506e-05,3.805678352364339e-05,3.510577153065242e-05,-3.566942950783414e-06,5.678316938428907e-06,,,,5.904614590690471e-05
77.171,28.678,4.712493137049023e-06,-1.2691774827544576e-05,2.8089702027500607e-05,2.4786864742054604e-05,6.047366241546115e-06,-2.0263327314751223e-05,-2.531141581130214e-05,,,,1.018092120830261e-06
77.181,28.678,3.430904689594172e-05,-1.2691774827544576e-05,4.143340902373893e-06,9.3582739282283e-06,-5.238844551058719e-06,-1.3612274415208958e-05,5.5596242418687325e-06,1.0156140888284426e-05,-5.375447017286206e-06,,4.9733057494449895e-06
77.192,28.678,0.0001270283246412,-3.1204104743665084e-05,3.060939343413338e-05,1.6414467154390875e-06,-7.443288268405013e-06,-1.6775918993516825e-05,-2.4049604689935222e-06,1.90961350199359e-06,-6.5413596530561335e-06,,2.1171043044887483e-05
77.202,28.678,2.701208904909436e-05,-2.243412382085808e-05,5.587517989624757e-06,3.744757486856543e-05,9.182766007143073e-06,-1.820925717765931e-05,-3.652762461570092e-05,0.0002821203088387,-9.598585165804252e-06,,2.356742152187508e-05
77.213,28.678,1.2312925719015766e-05,,8.24743983685039e-06,3.70455818483606e-05,4.62834068457596e-05,-9.081000825972296e-06,7.895401381574629e-07,9.18540172278881e-06,-7.973269930516835e-06,,5.039665211370448e-06
77.223,28.678,8.545135642634705e-05,,2.025375943048857e-05,6.603374004043872e-06,6.77795424053329e-06,-1.2834626431867946e-05,2.43938870880811e-06,0.0003610175917856,-1.0226764970866498e-05,,1.444064673705725e-05
77.233,28.678,2.6009520297520794e-06,-1.851539491326548e-05,1.793066803656984e-05,7.284484581759898e-06,,-1.0414916687295772e-05,-3.4942654565384146e-06,1.385597715852782e-05,-1.5291381714632735e-05,,8.411991075263359e-06
77.244,28.678,3.191285031789448e-06,-1.851539491326548e-05,4.132968115300173e-06,1.3416751244221814e-05,1.2247508493601345e-05,-2.089867484755814e-05,,0.0001569607120472,2.5212632408511126e-06,,8.321630957652815e-06
77.254,28.678,4.568646545521915e-05,-3.0099967261776328e-05,2.2425242605095264e-06,3.248408029321581e-05,-8.85108602233231e-06,-8.962792890088167e-06,3.689631057568477e-06,6.22865445620846e-06,1.6396830687881447e-05,,1.4083298992773052e-05
77.264,28.678,5.206425703363493e-05,-1.721645639918279e-05,1.094289564207429e-05,3.5333967389306054e-05,2.225046273451881e-06,3.6298529266787223e-06,-1.6041169601521688e-06,3.9010912587400526e-05,2.4665193905093474e-06,,2.362834129598923e-05
77.275,28.678,7.10211270416039e-06,-1.1559181984921452e-05,5.854344635736197e-06,1.602490374352783e-05,4.3258301047899295e-06,,2.9637146781169577e-06,-3.231019218219444e-05,-7.400239610433346e-06,,2.341613253520336e-05
77.285,28.678,5.191465970710851e-05,,3.7691538636863697e-06,2.6966074074152857e-05,1.2349654753052164e-05,,-1.8105507137988752e-07,1.5153132153500335e-05,-7.400239610433346e-06,,6.950896022317465e-06
77.296,28.678,5.970268830424175e-06,-2.3820201022317636e-05,9.994424908654764e-05,2.612595199025236e-05,1.543744292575866e-05,-1.4468749213847332e-05,-1.6408002920798026e-06,0.0004895192687399,2.3308552044909447e-05,,2.1233254301478155e-05
77.306,28.678,6.125373329268768e-05,-1.6467802197439596e-05,-1.5476764474442462e-06,3.020030453626532e-05,6.05462264502421e-06,,-5.3305361689126585e-06,1.1406249541323632e-05,,,1.242232337972382e-05
77.316,28.678,2.791412771330215e-05,-5.075204626336927e-06,5.203065029490972e-06,3.857253432215657e-06,4.063200776727172e-06,-1.988306757993996e-05,,-2.2216716388356872e-05,-4.235920982864627e-07,,1.230416046382743e-06
77.327,28.678,2.4787772417766973e-05,-1.587532096891664e-05,4.50750048912596e-05,3.020030453626532e-05,8.746585081098601e-06,,4.944084139424376e-06,1.5547635484836064e-05,2.0889658117084764e-05,,1.0493622539797798e-05
76.963,28.688,7.773506513331085e-05,-3.756745456939825e-07,1.6188192603294738e-05,1.2411594525474356e-06,5.273028818919556e-06,-2.1135823772056028e-05,-3.740463580470532e-05,1.0232283784716856e-05,,,1.8432960132486187e-05
76.974,28.688,1.463532134948764e-05,-1.5531495591858402e-05,1.959630026249215e-06,4.2777952330652624e-05,9.7133652161574e-06,-1.5765657735755667e-05,-3.306366124888882e-05,1.026066456688568e-05,,,1.8978422303916886e-05
76.984,28.688,4.010241354990285e-06,-3.756745456939825e-07,3.668947556434432e-06,4.115307820029557e-05,5.098769179312512e-05,,-1.0969783033942804e-05,0.0001190637631225,-3.2983668916131137e-06,,2.080524427583441e-05
76.994,28.688,7.175270729931071e-05,-3.756745456939825e-07,5.4917432862566784e-05,2.2592561435885727e-05,1.207915829581907e-05,-1.867290302470792e-05,8.95902246611513e-07,0.0001485731772845,,,1.443638393539004e-05
77.005,28.688,1.5654405842724373e-06,-2.59255466517061e-05,4.536342385108583e-05,2.30548012041254e-05,1.24977732411935e-05,,4.693674782174639e-06,1.1313341929053422e-05,,,4.530403657554416e-06
77.015,28.688,6.440243305405602e-05,-1.2836187124776188e-05,1.7971671695704572e-05,2.30548012041254e-05,7.815797289367765e-06,-1.450691979698604e-05,-9.27680594031699e-06,6.052988828741945e-05,-1.3404136325334548e-06,,3.475799530860968e-06
77.026,28.688,2.045961082330905e-05,-3.756745456939825e-07,5.928961854806403e-06,1.7001784726744518e-05,-8.1235066318186e-06,-1.40601359817083e-05,6.165920240164269e-06,6.8479471337923314e-06,-4.939650352753233e-06,,1.8942728274851103e-05
