longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
76.88,28.59,3.516738797770813e-05,-4.171632554061944e-06,-2.14332135328732e-06,2.5229097445844676e-05,3.392239023014554e-06,4.850811819778755e-06,,1.5547635484836064e-05,-3.539889576131827e-06,,4.737207746075001e-06
76.891,28.59,1.0296380423824305e-05,-2.2087640900281255e-05,-8.489331776218023e-06,5.75151716475375e-06,1.1607690794335213e-05,-1.5794039427419193e-05,,0.0002330920397071,-8.841453563945834e-06,,6.721167210343992e-06
76.901,28.59,2.041360130533576e-05,,8.62656543176854e-06,5.436355422716588e-05,-1.591606064721418e-06,-1.6162450265255757e-05,4.106063897779677e-07,-1.964089278772008e-05,-7.397939953079913e-06,,1.7858232240541838e-05
76.911,28.59,1.9306691683596e-05,-1.182292999146739e-05,-2.7334958758729044e-06,-2.264471277158009e-06,1.4707372429256791e-05,-1.0476897841726895e-05,4.135803010285599e-06,0.0002345475368201,-8.156741387210786e-06,,0.0001754603727022
76.922,28.59,5.1557573897298425e-05,-1.8846110833692364e-05,2.5906747396220453e-06,3.805678352364339e-05,8.278733730548993e-06,-2.0646377379307523e-05,1.0735845989984229e-07,1.84826240001712e-05,-8.156741387210786e-06,,5.951522780378582e-06
76.932,28.59,5.092706942377845e-06,-2.457110349496361e-05,1.111985147872474e-05,2.4786864742054604e-05,3.0514780519297343e-05,-1.0646846931194888e-05,,0.0002912807976827,-8.156741387210786e-06,,1.2289893675188068e-05
76.943,28.59,3.924396514776163e-05,,4.413220722199185e-06,5.371809038479114e-06,4.413101123645902e-05,,-4.948406058247201e-05,-1.015210091281915e-05,-1.0144880434381776e-05,,4.572180387185654e-06
76.953,28.59,-6.4224700508930255e-06,-1.654438892728649e-05,1.1529749826877378e-05,3.70455818483606e-05,2.577540544734802e-05,,,,9.061564014700708e-07,,1.4828108760411853e-05
76.963,28.59,2.948018300230615e-05,-1.654438892728649e-05,4.85884738736786e-05,4.658186662709341e-05,9.731830687087497e-06,-2.0915420464007184e-05,-6.993683655309724e-06,-1.1395538876968203e-06,-2.27896111937298e-06,,7.866125997679774e-06
76.974,28.59,-4.3646295466714957e-07,-2.1726556951762177e-05,2.2636155335931107e-05,-2.9238374281703727e-06,6.264834610192338e-06,-2.196629429818131e-05,-1.296862592425896e-06,1.034332763083512e-05,-2.27896111937298e-06,,5.2420258725760505e-05
76.984,28.59,2.340755963814445e-05,-2.376170959905721e-05,1.9847087969537824e-05,1.574167617945932e-05,2.5223866941814777e-06,-3.457965794950724e-05,,-9.63590900937561e-06,-1.8291331798536703e-05,,8.23458958620904e-06
76.994,28.59,5.6098258937709033e-05,-5.473739747685613e-06,5.0847425882238895e-05,3.037316128029488e-05,1.0470685083419085e-05,-2.7916639737668447e-05,-1.406365572620416e-05,2.854941521945875e-05,-8.158313903550152e-06,,8.16715692053549e-05
77.005,28.59,-2.248012606287375e-06,,6.773310451535508e-05,9.338034942629749e-06,5.7355351600563154e-05,-2.0329362087068148e-05,-1.82057897291088e-06,0.0002526254102122,-1.8291331798536703e-05,,1.0840885806828736e-05
77.015,28.59,1.5000930943642745e-05,-1.784698906703852e-05,3.966356962337159e-05,4.13118141295854e-05,1.3100084288453218e-05,-8.336970495292917e-06,-1.4046689784663613e-06,1.2820521988032851e-05,-7.4263107308070175e-06,,-7.274712174876186e-07
77.026,28.59,2.4874723749235272e-05,-1.4077210835239384e-05,4.40616968262475e-05,3.5333967389306054e-05,4.950069978804095e-06,-1.386180883855559e-05,,6.4746709540486336e-06,-7.4263107308070175e-06,,6.478402156062657e-06
77.036,28.59,2.518705059628701e-06,-1.4077210835239384e-05,2.1797513909405097e-05,3.5333967389306054e-05,1.474559849157231e-05,-2.087643588311039e-05,2.5465797079959884e-06,1.951322701643221e-05,-3.5430425668891985e-06,,4.662358151108492e-06
77.046,28.59,1.7814732927945442e-05,-1.4077210835239384e-05,2.3564542061649263e-05,1.602490374352783e-05,5.567391326621873e-06,-1.8539383745519444e-05,-2.079907517327229e-06,7.349028692260617e-06,-7.4263107308070175e-06,,2.01240909518674e-05
77.057,28.59,1.9337257981533185e-06,-2.0508659872575663e-05,3.544903847796377e-06,1.602490374352783e-05,1.0133452633454e-05,1.8562823242973536e-06,8.238991540565621e-06,0.0001945196709129,-2.9810034902766347e-06,,5.152080575498985e-06
77.067,28.59,3.0364144549821503e-05,-2.8057644158252515e-05,5.379177309805527e-05,1.6572534150327556e-05,1.13367741505499e-05,-2.4409087927779183e-05,-4.42960845248308e-06,2.5517592803225853e-05,-2.9810034902766347e-06,,1.4360234672494698e-05
77.078,28.59,3.4802884329110384e-05,-1.789648740668781e-05,1.5213177903206088e-05,3.020030453626532e-05,-5.616745511360932e-06,-1.83551965164952e-05,6.918248800502624e-06,1.061880357156042e-05,-2.9810034902766347e-06,,2.8947768441867083e-05
77.088,28.59,2.422615034447517e-05,-2.4600074539193884e-05,1.4524450307362711e-05,-9.282148312195204e-07,2.6266179702361114e-05,-1.1438150067988316e-05,-2.437360251406062e-07,2.286980270582717e-05,-2.9810034902766347e-06,,-1.522767320238927e-06
77.098,28.59,-1.0137219760508742e-05,-2.5710833142511547e-05,1.1225243724766187e-05,2.8509219191619195e-05,6.089005637477385e-06,-2.086365748255048e-05,-6.523185675177956e-06,3.1511186534771696e-05,-2.2549063487531384e-06,,5.302121735439869e-06
77.109,28.59,2.5259068934246894e-05,,1.1842193998745644e-05,3.786218076129444e-05,-1.1082676792284474e-05,-2.147025770682376e-05,6.3280685935751535e-06,2.9028307835687883e-05,-9.138368113781326e-06,,4.4771586544811726e-06
77.119,28.59,3.6960962461307645e-05,-2.1209396550148085e-07,3.3427291782572865e-05,4.254503073752858e-05,1.2265577424841467e-05,-2.65636044787243e-05,-1.1573948768273112e-06,,-1.242520852429152e-06,,3.928215301129967e-05
77.129,28.59,4.088532023160951e-06,-2.083707477140706e-05,1.5573039490845986e-05,1.7949088260138524e-06,,-1.3003175354242558e-06,-5.93636787016294e-06,2.1023055523983203e-05,2.4673792722751383e-05,,9.530687748338096e-06
77.14,28.59,5.481979678734206e-05,-1.0002150702348445e-05,-2.8713086521747755e-06,3.274051096013864e-06,0.0001004427249426,-1.6476209566462785e-05,-5.6291924011020456e-06,0.0001160251049441,-1.2270121260371525e-05,,9.00724535313202e-06
77.15,28.59,-3.2504258342669345e-06,-1.0002150702348445e-05,7.279968485818243e-06,6.314402071438963e-06,3.931039100280032e-05,,-1.529516521259211e-05,2.9388787879724987e-05,-1.2270121260371525e-05,,4.91372202304774e-06
77.161,28.59,-5.599412702395057e-07,,-8.650195582049491e-07,3.476037454674952e-05,3.6951234960724832e-06,,5.08611265104264e-06,3.4733708162093535e-05,,,3.026558715646388e-06
77.171,28.59,2.1433801521197893e-05,-1.925280776049476e-05,5.865341336175334e-06,1.7195017790072598e-05,1.9233557395637035e-06,,-2.4129622033797204e-06,-1.2215497008583044e-05,2.987255538755562e-05,,1.1328921800668468e-06
77.181,28.59,3.2732190447859466e-05,-5.7021575230464805e-06,2.0141884306212887e-05,-5.742918801843189e-06,6.6376114773447625e-06,,-4.1713883547345176e-05,0.0001166680158348,-9.606395906303078e-06,,5.796246114186943e-06
77.192,28.59,0.0001287638588109,-1.197987876366824e-05,3.18622805934865e-05,4.539763176580891e-05,1.49327834151336e-05,-1.6075691746664234e-05,1.7326559600405744e-06,2.150929140043445e-05,-8.924552275857423e-06,,5.081482868263265e-06
77.202,28.59,2.706070881686173e-05,-5.7021575230464805e-06,-2.32559727919579e-06,6.08518639637623e-05,0.0001991513272514,8.385427463508677e-06,-7.539085800090106e-06,9.63235470408108e-06,1.9033670923818136e-06,,6.806700639572227e-06
77.213,28.59,5.174533725949004e-05,-1.533322347313515e-06,2.6275120035279546e-05,2.324916931684129e-05,5.273028818919556e-06,,3.2547027331020217e-06,6.06752928433707e-06,-9.606395906303078e-06,,-2.298643039466697e-06
77.223,28.59,5.103498097014381e-06,,3.0049526685616e-05,4.218007597955875e-05,8.317554602399468e-06,-1.8562684999778867e-05,-9.459853572479917e-06,5.907267768634483e-05,,,8.557652108720504e-06
77.233,28.59,3.701338573591784e-05,,1.210152004205156e-05,4.218007597955875e-05,1.7111285615101224e-06,-2.02321261895122e-05,-3.767970702028833e-05,3.934494543500477e-06,,,0.0001452157739549
77.244,28.59,3.126432420685887e-05,-1.1412735148041976e-05,2.6771573175210502e-05,3.069675585720688e-06,,,2.3905568014015444e-06,2.2942625946598127e-05,-9.409652193426156e-06,,7.082366664690198e-06
77.254,28.59,8.727389649720863e-05,-5.854855771758594e-06,3.417442940190085e-06,4.218007597955875e-05,3.602536708058324e-06,-1.1343895494064782e-05,-8.84162091097096e-06,9.419046546099707e-05,7.611545697727706e-06,,2.564182250353042e-05
77.264,28.59,3.374542575329542e-05,-7.975949301908258e-06,,2.804445830406621e-05,1.385660743835615e-05,-2.4286488041980192e-05,-1.1915624781977384e-05,2.2459631509264e-05,-4.554787665256299e-06,,5.899496954953065e-06
77.275,28.59,2.816353116941173e-05,-5.854855771758594e-06,1.4288976672105491e-05,1.608431375643704e-05,1.9145214537275024e-05,-1.4384204405359924e-05,-3.287595518486341e-06,-5.7171611445028254e-08,-4.554787665256299e-06,,1.0195851245953236e-05
77.285,28.59,2.356889353904989e-06,,3.4252097975695506e-05,1.2261027222848496e-05,5.155816324986517e-06,,1.7446993751946138e-06,1.8950639059767127e-05,-8.195475857064594e-06,,-4.363281732366886e-06
77.296,28.59,1.4730534530826844e-05,,-2.627253888931591e-05,3.17161284328904e-05,1.7064849089365453e-06,,6.558628683706047e-06,8.890106073522475e-06,-7.225457920867484e-06,,2.368050627410412e-05
77.306,28.59,3.430019933148287e-05,-1.7872316675493494e-05,-1.852133095781028e-06,1.5641810023225844e-05,5.253495601209579e-06,-1.455851634091232e-05,,2.6173518563155085e-05,3.007987515957211e-06,,1.2647836229007224e-05
76.88,28.6,8.229652303270996e-05,-1.2404505469021387e-05,3.1285839213524014e-05,1.811828587960917e-05,,9.32035345613258e-06,5.8933956097462215e-06,1.557188261358533e-05,-1.5135821740841491e-05,,1.970102312043309e-05
76.891,28.6,0.0001366396463708,-1.2404505469021387e-05,6.381218099704711e-06,2.5229097445844676e-05,1.2429625712684356e-05,-1.386180883855559e-05,7.114711024769349e-06,4.363805419416167e-05,-1.709943899186328e-05,,3.298361843917519e-05
76.901,28.6,0.0001619773247512,-3.736057260539383e-05,6.125068466644734e-06,4.143578280491056e-06,1.3205391041992698e-05,-2.196629429818131e-05,,-3.948330231651198e-06,-1.709943899186328e-05,,3.5150122130289674e-05
76.911,28.6,5.162291927263141e-05,-2.151782246073708e-05,4.115964111406356e-05,5.342076292436104e-06,5.901034910493763e-06,-4.588689989759587e-06,1.4376513490788057e-06,1.180296931124758e-05,-1.709943899186328e-05,,2.829814775395789e-06
76.922,28.6,1.858982614066917e-05,-1.533322347313515e-06,1.722035085549578e-05,-8.264829602921964e-07,6.43405564915156e-06,-1.1732476195902564e-05,5.730272732762387e-06,6.134542218205752e-06,-1.709943899186328e-05,,6.048844807082787e-05
76.932,28.6,1.1651597560558002e-05,-1.533322347313515e-06,6.522697731270455e-06,-8.264829602921964e-07,3.286899072918459e-06,-1.6864241842995398e-05,-4.676994933561218e-07,,-1.709943899186328e-05,,1.983740003197454e-05
76.943,28.6,0.0001226532185683,-5.854855771758594e-06,3.257549542468041e-05,-2.9238374281703727e-06,9.731830687087497e-06,-1.4877361536491662e-05,9.436467735213228e-06,-6.893301815580344e-06,-1.709943899186328e-05,,6.195786227181088e-06
76.953,28.6,3.300116759419325e-06,,1.0422393643239047e-05,1.574167617945932e-05,6.264834610192338e-06,-3.457965794950724e-05,4.260201421857346e-06,-6.893301815580344e-06,-1.709943899186328e-05,,1.2380387488519771e-05
76.963,28.6,2.98325312542147e-06,-7.160697350627743e-06,6.827647666796111e-06,1.0304455827281345e-05,2.5223866941814777e-06,2.179149305447936e-07,4.880308551946655e-06,9.916790986608248e-06,-1.709943899186328e-05,,5.1076804084004834e-06
76.974,28.6,2.043418680841569e-05,-1.623063326405827e-05,2.7004500225302763e-05,1.5848698240006343e-05,,-2.4409087927779183e-05,1.1402728432585718e-06,2.011595370277064e-06,-1.709943899186328e-05,,6.978703459026292e-05
76.984,28.6,1.6230447727139108e-05,-1.1412735148041976e-05,3.6302242278907215e-06,3.70455818483606e-05,3.1256608963303734e-06,-1.912357947730925e-05,4.903213266516104e-06,2.0069186575710773e-05,-4.581211669574259e-06,,5.3855933401791845e-06
76.994,28.6,5.503821739694104e-05,-1.1412735148041976e-05,-5.937720288784476e-07,2.8197655410622247e-06,3.701771447595093e-06,-1.8360888134338893e-05,-4.142228590353625e-06,1.2033288840029854e-05,-1.709943899186328e-05,,3.4233023598062573e-06
77.005,28.6,0.000115202346933,-7.88184752309462e-06,1.3564007531385869e-05,4.658186662709341e-05,8.070795047387946e-06,-1.758819053065963e-05,,,-5.027343377150828e-06,,7.045521670079324e-06
77.015,28.6,9.367522579850627e-06,-7.018230007815873e-06,6.323356501525268e-06,1.1077130693593062e-05,9.711163784231758e-07,-1.5406025340780616e-05,-1.5469655636479729e-06,,,,9.072936336451676e-06
77.026,28.6,2.8454733183025382e-05,-7.018230007815873e-06,1.2009077181573955e-06,3.037316128029488e-05,8.222268661484122e-07,-2.0934807309913597e-07,,-1.015210091281915e-05,-1.709943899186328e-05,,2.1251002181088552e-05
77.036,28.6,6.726194260409102e-05,-1.4197240489011165e-05,9.776713341125289e-06,4.13118141295854e-05,2.7822973152069608e-06,-1.1438150067988316e-05,-2.5279930923716165e-05,1.034332763083512e-05,9.061564014700708e-07,,1.2086198694305494e-05
77.046,28.6,2.9910714147263207e-05,-1.4197240489011165e-05,-2.1859364096599165e-06,5.6670869525987655e-05,5.719021373806754e-06,-2.086365748255048e-05,-5.880869593966054e-06,5.8123579947277904e-05,-8.080832230916712e-06,,7.3123665060848e-06
77.057,28.6,4.430822627909947e-06,,-2.310025308815966e-07,3.5333967389306054e-05,9.798740393307526e-06,-1.7381566067342646e-05,5.493331173056504e-06,1.797804179659579e-05,-1.709943899186328e-05,,6.255677726585418e-05
77.067,28.6,0.0001316356647294,-7.018230007815873e-06,1.2186656931589823e-05,2.612595199025236e-05,-5.290080480335746e-06,-1.5507815987803042e-05,-6.523185675177956e-06,4.216447996441275e-05,-1.709943899186328e-05,,2.6412346414872445e-05
77.078,28.6,9.348618186777458e-05,-7.018230007815873e-06,1.1780845852626952e-05,2.360985263294424e-06,4.744334546558093e-06,-2.2328831619233824e-05,3.6376220577949434e-06,1.4482640835922211e-05,-1.709943899186328e-05,,1.2758233651766204e-06
77.088,28.6,2.7455400413600728e-05,-2.319608756806701e-05,2.107637010340113e-05,1.6572534150327556e-05,,-2.7460051569505595e-05,7.418138920911588e-06,6.4746709540486336e-06,-7.397939953079913e-06,,2.18818513531005e-06
77.098,28.6,0.0001050723221851,-6.044595011189813e-06,5.029932708566776e-06,1.6572534150327556e-05,-4.615768830262823e-06,-2.123820740962401e-05,-6.361813120747684e-06,2.6196459657512605e-05,-1.709943899186328e-05,,3.766083182199509e-06
77.109,28.6,2.076937744277529e-05,-2.5317420295323245e-05,9.694950676930604e-06,3.274051096013864e-06,9.099049407268468e-07,-1.4615613508794922e-05,,-2.241071342723444e-05,-1.709943899186328e-05,,6.903514076839201e-06
77.119,28.6,9.000839781947434e-05,-2.234708699688781e-05,1.9748522390727885e-05,6.314402071438963e-06,,-1.8562684999778867e-05,1.054986000781355e-06,0.0002839717490132,-1.709943899186328e-05,,7.54799339119927e-06
77.129,28.6,3.091579856118187e-05,-1.874379631772172e-05,4.317177808843553e-05,2.8509219191619195e-05,6.1097507568774745e-06,-1.455851634091232e-05,5.08611265104264e-06,3.453491081018001e-05,,,4.011918917967705e-06
77.14,28.6,0.000127004677779,-1.784698906703852e-05,2.9603097573271956e-05,1.7195017790072598e-05,7.289439167834644e-07,-1.455851634091232e-05,,,-3.5430425668891985e-06,,1.99369496840518e-05
77.15,28.6,1.7096599549404345e-05,-1.5065157640492544e-05,7.822449697414413e-05,1.2853678526880684e-05,-6.2023218561080284e-06,8.297749900521012e-07,-1.6011357502065948e-06,2.421539647912141e-06,-1.709943899186328e-05,,9.247341949958354e-06
77.161,28.6,1.6826757928356528e-05,-1.5065157640492544e-05,1.3712449799641035e-05,3.8228288758546114e-05,1.4209679648047311e-05,3.619033350332757e-06,,0.0001526318665128,-1.783283551048953e-05,,1.0208291314484086e-05
77.171,28.6,3.825616295216605e-05,-9.097380825551228e-06,-3.875400580000132e-06,1.1273156815150289e-05,1.795794378267601e-05,-1.6757123376009986e-05,-1.7376803498336812e-06,2.622979627631139e-05,2.4281865989905785e-05,,-3.9010137697914615e-06
77.181,28.6,1.6014817447285168e-05,,-1.7375510651618242e-05,3.2655738323228434e-05,1.0036304047389422e-05,-1.8518958313507028e-05,-1.5460436770808883e-05,6.461861175921513e-06,-2.27896111937298e-06,,1.891628380690236e-05
77.192,28.6,6.568770913872868e-05,-6.87924375597504e-06,1.1016572898370214e-05,3.476037454674952e-05,4.788602382177487e-06,-1.4947841918910854e-05,4.237678695062641e-06,2.9388787879724987e-05,4.8958754632622e-06,,5.041773874836508e-06
77.202,28.6,2.5064173314603977e-05,-7.497311798942974e-06,5.860369128640741e-05,3.4628243156475946e-05,7.50734898247174e-06,-1.1343895494064782e-05,5.753765435656533e-06,,-1.709943899186328e-05,,1.5525207345490344e-05
77.213,28.6,2.155326455977047e-06,,3.629754473877256e-06,4.539763176580891e-05,2.36571281675424e-06,-1.2634909580810929e-05,2.3905568014015444e-06,0.0001166680158348,-1.709943899186328e-05,,1.6483221770613454e-05
77.223,28.6,5.640494237013627e-06,-1.699958011158742e-05,8.812553460302297e-06,4.539763176580891e-05,9.601983947504776e-06,-7.268260560522322e-06,-4.143563637626357e-05,,-6.419166311388835e-06,,1.6512625734321773e-05
77.233,28.6,6.734186899848282e-05,-1.789648740668781e-05,4.0617833292344585e-06,2.324916931684129e-05,1.0900272172875702e-05,-1.824524406401906e-05,-1.1915624781977384e-05,-1.52523762153578e-05,1.954878280230332e-05,,3.0103401513770223e-06
77.244,28.6,1.7007661881507374e-05,-2.8966494937776588e-05,3.1154653697740287e-05,2.324916931684129e-05,1.385660743835615e-05,-2.4552511604269966e-05,-1.841294943005778e-05,3.884779289364815e-05,-1.709943899186328e-05,,3.082894181716256e-05
77.254,28.6,4.789122613146901e-05,-1.789648740668781e-05,2.806252086884342e-05,4.218007597955875e-05,2.7201011107536036e-05,-1.1632873793132603e-05,5.627345672110096e-06,-1.2215497008583044e-05,6.697834123770008e-06,,1.1564915439521428e-05
77.264,28.6,9.002464503282681e-05,-3.333299173391424e-05,1.972783536530187e-07,1.714289624032972e-06,7.166012437664904e-06,-5.748725470766658e-06,-2.9339350930968067e-06,6.06752928433707e-06,,,2.3744669306324795e-06
77.275,28.6,8.810099097900093e-05,-2.635557211760897e-05,4.20557535107946e-06,2.2592561435885727e-05,-1.5421472198795527e-05,-2.144387508451473e-05,1.007226615001855e-06,5.942178177065216e-06,-9.138368113781326e-06,,3.303626272099791e-06
77.285,28.6,-9.775881153473163e-06,-2.8057644158252515e-05,5.64912943445961e-06,2.2592561435885727e-05,1.2010141290375032e-06,,-2.0190848317724885e-06,2.2942625946598127e-05,1.9033670923818136e-06,,3.985298462794162e-05
77.296,28.6,2.4410375772276893e-05,-4.025865109724691e-06,-3.012090246556909e-06,1.608431375643704e-05,8.191622328013182e-05,-1.4725491382705512e-05,8.95902246611513e-07,-2.783197851385921e-05,2.121756551787257e-05,,7.587607342429692e-06
77.306,28.6,-2.70024156634463e-06,-2.083707477140706e-05,4.143340902373893e-06,1.963941213034559e-05,7.448950782418251e-06,,-5.0756483688019216e-05,2.2459631509264e-05,-1.709943899186328e-05,,1.595195681147743e-05
