longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.244,28.424,8.52283847052604e-06,9.899133874569088e-05,,,,-1.058260750141926e-05,,,1.5709058516222283e-06,2.0382269212859683e-05,-3.078083636864904e-06,,3.20942785947409e-06,3.392168218852021e-05
77.161,28.434,2.16732928493002e-06,1.4500918723570069e-06,,5.334409070201218e-05,,1.7630951560931862e-06,,,,4.045700188726187e-05,9.69169650488766e-06,,5.128741577209439e-06,6.758639301551739e-06
77.171,28.434,7.766420822008513e-06,2.5577843189239505e-05,,2.877651604649145e-05,,2.2216106572159333e-06,,,-8.577672815590631e-06,1.7735799701767974e-05,4.287403135094792e-05,,4.20307196691283e-06,3.57424869434908e-05
77.181,28.434,-6.557988285749161e-07,4.4972293835598975e-05,,,,1.1637069292191882e-05,,,-4.6756358074162563e-07,5.650413731927984e-05,4.454435475054197e-05,,-1.1170147899974836e-06,3.2203224691329524e-05
77.192,28.434,6.024240519764135e-06,1.4588647445634706e-06,,2.5303201255155727e-05,,9.683106327429414e-06,,,1.517054988653399e-05,2.4621360353194177e-05,1.2929889635415748e-05,,4.914064447802957e-06,4.486422767513432e-06
77.202,28.434,2.205652708653361e-05,8.92352982191369e-05,,,,2.766490752037498e-06,,,2.5222941985703077e-05,1.8577025912236426e-05,2.1588135496131144e-05,,6.352079253701959e-06,2.799576031975448e-05
77.213,28.434,1.945930080182734e-06,4.0153485315386206e-05,,,,-5.302304543874925e-06,,,,2.6135056032217108e-05,3.091455437242985e-05,,-8.389257288854425e-08,0.0001529864675831
77.223,28.434,9.199906344292684e-06,4.119497680221684e-05,,2.039298851741478e-05,,6.32637920716661e-06,,,,1.601266922079958e-05,3.971660407842137e-05,,1.19344595077564e-05,4.882521170657128e-05
77.233,28.434,1.026626159728039e-05,1.1344041922711767e-05,,,,2.674783900147304e-06,,,-3.109119916189229e-06,1.878471266536508e-05,0.000131780951051,,9.090499588637613e-06,2.433416966596269e-06
77.244,28.434,5.0955359256477095e-06,3.16746263706591e-05,,,,-9.21918115182052e-07,,,1.915418943099212e-05,1.444209920009598e-05,7.256152457557619e-05,,1.865167632786324e-06,2.6400535716675225e-05
77.129,28.443,-1.4857673704682384e-06,0.0001725311012705,,8.624299880466424e-06,,2.602331278467318e-06,,,3.251019006711431e-05,4.7328621803899296e-06,2.9729619200224988e-05,,-2.850370037776884e-06,1.5201743735815398e-05
77.14,28.443,3.7822740068804714e-06,5.097632674733177e-05,,,,-5.388928911997937e-06,,1.307930415350711e-05,1.1452380931586958e-05,0.0002731998974923,,,1.174283625005046e-05,1.0210048458247911e-05
77.15,28.443,5.899127700104145e-06,3.747710070456378e-05,,,,-4.095158601558069e-06,,,,2.234796920674853e-05,6.337239938147832e-06,,8.122829967760481e-06,3.3651878766249865e-05
77.161,28.443,7.398749858111842e-06,6.623433000640944e-05,,3.279835436842404e-05,,1.019590399664594e-05,,,1.9730019630515017e-05,8.202665412682109e-06,1.143428380601108e-05,,8.237490874307696e-06,4.006909148301929e-05
77.171,28.443,2.0793791009054985e-06,0.0001371229591313,,,,1.0313937309547327e-05,,3.100281173828989e-05,2.293056240887381e-05,2.3512033294537105e-05,1.2929889635415748e-05,,1.7315964214503765e-05,1.1442954928497784e-05
77.181,28.443,1.1105753401352558e-05,7.551698945462704e-05,,1.586450707691256e-05,,-3.8062689782236703e-06,,,1.3748403944191525e-06,1.3819039850204716e-05,7.77259538153885e-06,,3.20942785947409e-06,1.375326064589899e-05
77.192,28.443,6.953797310416121e-06,6.693926843581721e-05,,,,9.85894166660728e-06,,,5.677551598637365e-05,3.820426718448289e-05,4.927013287669979e-05,,8.018410881049931e-06,7.428799108311068e-06
77.202,28.443,4.521011305769207e-06,9.857743134489284e-05,,,,8.306901690957602e-06,,,6.074348220863612e-06,-1.915646862471476e-06,1.3801780369249173e-05,,-1.9882431843143422e-06,1.4146958164928948e-05
77.213,28.443,1.304699617321603e-05,2.9902859751018696e-05,,,,-2.7099902126792585e-06,,,1.1178012755408416e-05,4.1504594264552e-05,2.873228004318662e-05,,8.869705197867006e-06,8.075956429820508e-06
77.223,28.443,4.978491233487148e-06,4.877475294051692e-05,,1.9177083231625147e-05,,5.730461907660356e-06,,,1.915418943099212e-05,1.3699564988201018e-05,5.559312285186024e-06,,8.728015018277802e-06,2.522317117836792e-05
77.233,28.443,5.365372544474667e-06,4.430412809597328e-05,,,,8.72730652190512e-06,,,,9.506761671218555e-06,9.840424172580242e-05,,1.0880589798034634e-05,4.881542554358021e-05
77.244,28.443,9.796247468329966e-06,1.9361015802132897e-05,,,,7.290321718755877e-06,,,1.3203210073697846e-05,9.996637345466295e-06,1.7530224795336835e-05,,6.91000786900986e-06,0.000281846645521
77.129,28.453,2.6320196866436163e-06,1.4500918723570069e-06,,2.921928171417676e-05,,2.816235337377293e-06,,,-4.6756358074162563e-07,2.3993783543119207e-05,9.074013360077517e-05,,1.4655487575510053e-05,-2.587371000117855e-06
77.14,28.453,1.395280378346797e-05,9.362605851492845e-06,,2.3219701688503847e-05,,1.0126221241080202e-05,,2.129151289409492e-05,0.0002633300318848,1.3146848687028978e-05,6.811737694079056e-05,,6.588899850612506e-06,4.0263792470796034e-05
77.15,28.453,-2.1226720491540615e-05,3.276708230259828e-05,,3.38738682330586e-05,,2.2703146896674294e-05,,,-3.0994508506410057e-06,2.0501167455222458e-05,3.259373625041917e-05,,-8.389257288854425e-08,6.116519216448069e-05
77.161,28.453,6.169828338897787e-06,7.486958202207461e-05,,,,-1.4105665968600078e-06,,,,1.1521380656631663e-05,-2.1000347260269336e-05,,8.018410881049931e-06,4.328236627770821e-06
77.171,28.453,5.5675027397228405e-06,2.651945396792144e-05,,3.460473453742452e-05,,-6.135444436949911e-06,,,5.677551598637365e-05,1.7782389477360994e-05,2.1588135496131144e-05,,4.206212906865403e-06,3.680690497276373e-05
77.181,28.453,6.269525329116732e-06,2.435096939734649e-05,,,,6.96529787092004e-06,,2.5758336050785147e-05,1.686378709564451e-05,1.474948248869623e-06,6.875197868794203e-07,,7.662642019568011e-06,2.6713082661444787e-06
77.192,28.453,5.880011485714931e-06,6.740671233274043e-05,,,,6.32637920716661e-06,,2.0313769709900956e-05,1.967981461348245e-06,1.8289592844666917e-05,1.511207187832042e-06,,-3.3827941479103174e-06,2.034973113040905e-05
77.202,28.453,9.351154403702822e-06,1.2930813682032747e-05,,,,1.3889310821468823e-06,,,,1.561688623041846e-05,8.422603423241526e-05,,4.323702341935132e-06,1.936901026056148e-05
77.213,28.453,1.127369500864006e-06,1.4310473488876596e-05,,5.334409070201218e-05,,-9.21918115182052e-07,,,1.0581398782960603e-05,0.0002741177158895,0.0001186899316962,,4.953946245223051e-06,7.794292855578533e-07
77.223,28.453,6.719409157085465e-06,7.091629231581464e-05,,,,-2.509973739961424e-07,,,,7.696168722759467e-06,5.34963055542903e-06,,2.45067712967284e-06,2.4922075681388375e-05
77.233,28.453,7.550719146820484e-06,-4.005550636065891e-06,,,,-6.269323421292938e-06,,,1.4688690498587675e-05,2.813981336657889e-05,-5.335563855624059e-06,,2.660665359144332e-06,2.9800532502122223e-05
77.119,28.463,1.60125773618347e-06,-3.911926978616975e-05,,,,4.727342002297519e-06,,3.823748556897044e-05,7.859313882363494e-06,1.693953527137637e-05,3.273782567703165e-06,,-8.389257288854425e-08,5.56755367142614e-05
77.129,28.463,6.696570380881894e-06,8.353142038686201e-05,,,,-2.2490125957119744e-06,,,2.293056240887381e-05,0.0004122822720091,3.259373625041917e-05,,6.820437647547806e-06,1.509326739324024e-05
77.14,28.463,0.0001026029422064,0.0001046372199198,,3.8005953683750704e-05,,2.281983597640646e-06,,,,1.6816742572700605e-05,7.77259538153885e-06,,-1.9882431843143422e-06,3.166005399179994e-06
77.15,28.463,2.5218152586603537e-05,2.2204794731806032e-05,,,,2.395438787061721e-05,,,3.1609681627742248e-06,1.4239377378544305e-05,3.091455437242985e-05,,7.662642019568011e-06,-4.799114776687929e-06
77.161,28.463,5.9582093854260165e-06,1.1190555596840568e-05,,2.921928171417676e-05,,6.607741852349136e-06,,2.7676891477312893e-05,1.967981461348245e-06,2.2619604351348244e-05,1.4139349332253914e-05,,1.1847761925309896e-05,1.671846075623762e-05
77.171,28.463,5.406518539530225e-07,3.376680251676589e-05,,3.5461482184473425e-05,,1.0615445717121474e-05,,,2.191854036937002e-05,1.842108576965984e-05,-2.957593324026675e-06,,2.1232922335912008e-06,0.0001557904033688
77.181,28.463,1.063009949575644e-05,5.764778507000301e-06,,,,4.061838353663916e-06,,,,2.1858908439753577e-05,2.485973345756065e-05,,-3.158822437399067e-06,5.085399152449099e-06
77.192,28.463,1.6796191630419344e-05,4.272117075743154e-05,,,,1.249471552000614e-05,,,-1.5379585249775118e-07,1.702035115158651e-05,3.1349045457318425e-05,,6.348997885652352e-06,1.615567452972755e-05
77.202,28.463,-3.9707233554509e-06,3.66305757779628e-05,,,,1.0233562534267548e-05,,,2.2382264432962984e-05,9.811411473492626e-06,2.318401493539568e-05,,1.2295756278035697e-05,9.427226905245334e-05
77.213,28.463,4.1711235098773614e-05,5.5889155191835016e-05,,,,1.143919234891655e-05,,2.5758336050785147e-05,2.197165304096416e-05,5.582126505032647e-06,7.666712917853147e-06,,1.2565043107315432e-05,2.068176172542735e-06
77.223,28.463,3.996907707914943e-06,3.90329068977735e-06,,,,-6.9561383497784846e-06,,,2.3459057047148235e-05,3.4271048207301646e-05,0.0001442463690182,,1.5381961929961108e-05,
77.119,28.473,1.0067715265904552e-05,1.996171704377048e-05,,2.90128755295882e-05,,8.210287887777667e-06,,,-7.864126018830575e-06,1.6456329831271432e-05,7.77259538153885e-06,,1.243718452315079e-05,4.698309567174874e-05
77.129,28.473,4.521011305769207e-06,1.77128822542727e-05,,,,-8.511244232067838e-06,,6.065551133360714e-05,2.7095833502244204e-05,9.643485100241378e-06,6.875197868794203e-07,,1.0778750947793014e-05,1.084119503502734e-05
77.14,28.473,-1.481909566791728e-05,8.98153375601396e-05,,,,-3.346226549183484e-07,,,1.1178012755408416e-05,1.123257607105188e-05,2.461105032125488e-05,,2.371546088397736e-06,1.6566638805670664e-05
77.15,28.473,-1.229628651344683e-06,2.8958407710888423e-05,,3.9302321965806186e-05,,-2.1424020815175027e-05,,,3.8525275158463046e-05,-3.355458147780155e-06,5.559312285186024e-06,,6.093187039368786e-07,1.392416379530914e-05
77.161,28.473,4.5726937969448045e-06,5.725110531784594e-05,,,,-5.956878339929972e-06,,,,0.0002765293465927,,,6.348997885652352e-06,1.5715753761469387e-05
77.171,28.473,4.774671651830431e-06,3.00658375635976e-05,,3.8005953683750704e-05,,1.3256261809146965e-05,,,,8.329178854182828e-06,0.000118933043268,,3.2425421068182918e-06,-1.8822427136910849e-06
77.181,28.473,1.7263813788304105e-05,3.267484134994447e-05,,3.2759173336671665e-05,,1.2502467825470376e-06,,2.595384830783587e-05,,1.3659990145242771e-05,-6.643657002314285e-07,,1.1800759239122272e-05,9.309266715717968e-06
77.192,28.473,7.485155038011726e-06,1.9637804143712856e-05,,2.3219701688503847e-05,,1.6929554476519115e-05,,,1.5668383639422245e-05,5.33080892637372e-05,2.382226193731185e-05,,4.933054697175976e-06,3.73174152628053e-05
77.202,28.473,2.7933992896578275e-05,5.811768278363161e-05,,,,3.885430487571284e-06,,,2.3459057047148235e-05,1.8384003851679157e-05,5.980104560876498e-06,,7.44444605516037e-06,3.3727334084687755e-05
77.213,28.473,-2.101252221109462e-06,1.6237385352724232e-05,,,,4.5312785914575215e-06,,,,9.207953553413972e-06,2.6328543754061684e-06,,9.688929822004866e-06,4.284353417460807e-05
77.223,28.473,4.356274416750239e-07,3.0495382816297933e-05,,,,8.107997928163968e-06,,,2.679511226233444e-06,2.4160264729289335e-05,5.783859887742437e-05,,7.84889289207058e-06,2.266612136736512e-05
77.233,28.473,1.1448471923358738e-05,4.30867585237138e-05,,,,-3.529440618876833e-06,,,,9.499104635324327e-06,5.592330012405e-07,,-3.227987235732144e-06,-4.045847617817344e-06
77.119,28.482,3.260903440605034e-06,3.531396941980347e-05,,,,-3.601008074838319e-06,,,0.0001183335116365,2.5886803996399976e-05,4.176454240223393e-06,,-3.158822437399067e-06,4.347324284026399e-05
77.129,28.482,8.474283276882488e-06,1.522233651485294e-05,,3.0323306418722492e-05,,-2.6560876449366333e-06,,,2.191854036937002e-05,5.897204118809896e-06,,,2.45067712967284e-06,4.486422767513432e-06
77.14,28.482,-2.82583437183348e-06,6.112550909165293e-05,,2.335094904992729e-05,,4.469162377063185e-06,,,1.5400100892293267e-05,1.8740198356681503e-05,1.1051193723687902e-05,,7.625698344781995e-06,7.606154667882947e-06
77.15,28.482,-5.18811020810972e-06,7.30566171114333e-05,,2.1921301595284604e-05,,1.3431834304356016e-05,,,,1.534114016976673e-05,-1.8057348825095687e-06,,5.332242835720535e-06,1.8964248738484457e-05
77.161,28.482,1.5527399227721617e-05,3.617431138991378e-05,,1.8566910512163304e-05,,8.38688629301032e-06,,1.9726940081454813e-05,1.4688690498587675e-05,0.0001782800245564,2.8613885660888627e-05,,1.2565043107315432e-05,1.3753041457675865e-05
77.171,28.482,-5.789650003862334e-06,2.605177905934397e-05,,,,1.2354815225990023e-05,,,3.648084384622052e-05,1.937784873007331e-05,2.382226193731185e-05,,1.818617784010712e-05,1.382474511046894e-05
77.181,28.482,4.10912298320909e-06,8.386997797060758e-05,,,,1.433548368368065e-05,,,,1.720258478599135e-05,2.72219222097192e-06,,1.1494048521853983e-05,1.261515626538312e-05
77.192,28.482,1.1022548278560862e-05,7.472375000361353e-05,,,,-3.3525914204801666e-06,,2.69520896836184e-05,,1.778547630237881e-05,,,8.82160929904785e-06,1.0518588169361465e-05
77.202,28.482,9.795753612706903e-07,0.0001488399429945,,,,-2.1014329831814397e-05,,2.397673779341858e-05,3.183743046974996e-06,1.6833319023135118e-05,4.669723057304509e-05,,8.309608347190078e-06,1.121163586503826e-05
77.213,28.482,-5.669170604960527e-06,7.509597344323993e-05,,2.322011641808785e-05,,9.772603334567975e-06,,2.7676891477312893e-05,2.875361360565876e-06,1.6234951544902287e-05,2.856148603314068e-05,,5.019232503400417e-06,2.3311511540669017e-05
77.223,28.482,1.154900928668212e-05,4.4590931793209165e-05,,3.5461482184473425e-05,,1.5216524843708612e-05,,,2.337078331038356e-05,-3.1471797683479963e-06,3.52836650563404e-05,,8.608347343397327e-06,1.6747771951486357e-05
77.233,28.482,1.1431563507358078e-05,-4.0198511896960564e-07,,,,-1.372561513335313e-07,,,1.699959102552384e-05,0.0002135805843863,,,1.8889932107413188e-06,4.313237513997592e-05
77.244,28.482,-7.917485163488891e-06,3.433297388255596e-05,,,,-1.1767357364078634e-06,,1.307930415350711e-05,-1.551540208311053e-06,-5.381293135542364e-07,3.860822471324354e-05,,3.314486320959986e-06,5.620604497380555e-06
77.129,28.492,4.916463467452559e-07,3.226698754588142e-05,,,,7.647168786206748e-06,,,6.92203730068286e-06,1.474948248869623e-06,-2.55882309829758e-06,,-3.999559510248218e-07,1.518458020655089e-06
77.14,28.492,1.2456690456019714e-05,1.551602872496005e-05,,2.722274075495079e-05,,4.197684120299527e-06,,,2.1760335584986024e-05,9.250672883354127e-05,1.58019938680809e-05,,3.138241254418972e-06,2.034973113040905e-05
77.15,28.492,-8.12388134363573e-06,3.152156568830833e-05,,,,6.0435108935053e-06,,,,2.58856871369062e-05,6.379716069204733e-05,,7.085607194312615e-06,-2.9762013582512736e-06
77.161,28.492,8.586549483879935e-06,0.0001502657687524,,1.995163802348543e-05,,4.287976196337695e-07,,,1.3908485016145278e-05,1.0109925824508537e-05,1.3587048670160584e-05,,2.2742742658010684e-06,0.0001001047057798
77.171,28.492,5.319890306054731e-07,7.42640913813375e-05,,,,1.472039093641797e-05,,,,1.249858905794099e-05,-7.076710971887223e-06,,-3.227987235732144e-06,4.051294672535733e-05
77.181,28.492,-1.235431136592524e-05,0.0001508672430645,,1.4483846825896762e-05,,1.4064279639569577e-05,,,,1.3954218047729228e-05,-1.7271113392780537e-06,,4.366687335277675e-06,4.384412750368938e-05
77.192,28.492,3.411586021684343e-06,3.310503961984068e-05,,,,9.730706551636104e-06,,,2.238210799987428e-05,1.7402669982402585e-05,0.0001154455749201,,8.608347343397327e-06,1.5938872820697725e-05
77.202,28.492,6.371656581904972e-06,3.5739532904699445e-05,,3.9302321965806186e-05,,6.568560365849407e-06,,,,1.3233388926892076e-05,-1.6378004147554748e-05,,4.879933385382174e-06,1.082986273104325e-06
77.213,28.492,1.0101687621499876e-05,3.3112213714048266e-05,,1.6868207239895128e-05,,1.4973539691709448e-05,,,,1.8202088540419936e-05,9.244622924597934e-05,,6.662742180196801e-07,3.9559796277899295e-05
77.223,28.492,6.0008560467395e-06,4.645235821953975e-05,,3.8005953683750704e-05,,-1.5689212204961225e-06,,,4.793127664015629e-05,1.4892915714881385e-05,,,4.4596970383281597e-07,3.272563481004909e-05
77.233,28.492,9.158256943919696e-06,3.6396180803421885e-05,,3.2759173336671665e-05,,3.8293587749649305e-06,,,,4.424351118359482e-06,8.305114170070738e-05,,1.2996157465750002e-06,2.0447918359423056e-05
77.244,28.492,1.3294697055243889e-05,7.605937571497634e-05,,3.5461482184473425e-05,,2.3285778297577053e-05,,,1.1309474757581484e-05,2.2658658053842373e-05,3.821251448243856e-05,,6.817098437750246e-06,4.132209141971544e-05
77.254,28.492,1.0815071618708316e-05,7.663992437301204e-05,,3.5461482184473425e-05,,-3.7861609598621726e-06,,,,5.448525189422071e-05,,,7.900354830780998e-06,1.6337928173015825e-05
77.264,28.492,7.028988875390496e-06,0.0001287274062633,,1.7978649339056574e-05,,1.6089352357084863e-05,,3.101872425759211e-05,-2.605156851132051e-06,2.3527771190856583e-05,4.791598985320889e-05,,1.475311455578776e-05,1.4686481335957067e-05
77.275,28.492,-8.40841585159069e-06,0.0001168725066236,,3.460473453742452e-05,,6.929865321581019e-06,,,6.9015859480714425e-06,2.4155477149179205e-05,3.250557347200811e-05,,1.4697033293487038e-05,1.7220636436832137e-05
77.306,28.492,-6.132308044470847e-06,4.374373747850768e-05,,3.279835436842404e-05,,5.3089233915670775e-06,,,1.715470898489002e-05,1.0649876458046492e-05,,,5.2485793275991455e-06,4.188555612927303e-05
77.316,28.492,1.495585820521228e-06,4.117319258511998e-05,,,,6.505808869405882e-06,,,5.316540409694426e-05,2.111061075993348e-05,-3.6269771044317167e-06,,1.1476951840450056e-05,5.732410863856785e-05
77.327,28.492,-2.8450092486309586e-06,5.2106981456745416e-05,,2.877651604649145e-05,,6.21543449597084e-06,,,,2.0169758499832824e-05,,,9.466614301345544e-07,6.584798393305391e-05
76.891,28.502,4.234160769556183e-06,7.841796104912646e-06,,5.2967901865486056e-05,,1.03101274362416e-05,,,2.01210114028072e-05,1.1978130714851432e-05,5.993032027618028e-05,,7.1897750331118e-07,1.0001223017752636e-05
77.109,28.502,1.5527399227721617e-05,1.3457457498589063e-05,,3.7327463360270485e-05,,-2.6785403406393016e-06,,,2.2382264432962984e-05,-2.488880284090556e-07,8.422603423241526e-05,,8.735403753235005e-06,1.671846075623762e-05
77.119,28.502,8.175886250683106e-06,1.872692882898264e-05,,,,-9.001902157024234e-08,,,,2.9072103643557057e-05,3.1349045457318425e-05,,1.1196891136933118e-05,6.509027298307046e-05
77.129,28.502,1.4058251508686226e-05,1.6246922314167023e-05,,3.699258741107769e-05,,-7.862171514716465e-06,,,0.0001196118100779,1.5769806850585155e-05,0.0001147700240835,,2.2742742658010684e-06,5.085399152449099e-06
77.14,28.502,1.4300265320343897e-05,4.291759614716284e-05,,,,8.815474757284392e-06,,,2.3459057047148235e-05,2.1431806089822203e-05,,,5.6654566833458375e-06,8.259249625552911e-06
77.15,28.502,9.1816518761334e-06,8.386997797060758e-05,,2.473180938977748e-05,,9.091429092222825e-06,,,5.689103545591934e-06,1.9265058654127643e-05,1.8335838831262663e-05,,7.024313504189195e-07,-1.4126418363957782e-06
77.161,28.502,2.907365342252888e-05,2.249407953058835e-05,,,,5.585681265074527e-06,,,4.707093921751948e-06,4.28359089710284e-05,1.5434276065207087e-05,,6.586561084986897e-06,9.930271335178986e-05
77.171,28.502,8.132713446684647e-06,1.7190399375976995e-05,,2.398514152446296e-05,,1.0523403943807352e-05,,,1.92636525753187e-05,1.2555650755530223e-05,5.5078937293728814e-05,,7.380630904663121e-06,6.91694367560558e-05
77.181,28.502,5.9499907365534455e-06,0.0001360477617708,,3.192923031747341e-05,,1.6706248061382212e-05,,,1.886644895421341e-05,3.0382449040189385e-05,6.28831039648503e-05,,8.21508092485601e-06,1.194534434034722e-06
77.192,28.502,6.842309630883392e-06,4.30867585237138e-05,,,,-0.0001015621965052,,,-1.551540208311053e-06,3.663468305603601e-05,,,4.564426035358338e-06,4.1206694731954485e-05
77.202,28.502,8.816376066533849e-06,-3.158716253892635e-06,,1.4483846825896762e-05,,1.2171545677119866e-05,,1.2532188520708589e-05,-8.78545870364178e-06,4.394727147882804e-05,5.267195774649736e-06,,6.011587174725719e-06,1.924966227306868e-06
77.213,28.502,1.4096752238401676e-05,3.433297388255596e-05,,2.4394170395680703e-05,,1.9202589101041667e-05,,,1.9374696421436965e-05,4.240928683429957e-05,8.305114170070738e-05,,6.741228389728349e-06,-1.5103163377716555e-06
77.223,28.502,9.193128789775074e-06,3.849412314593792e-05,,,,7.138742148526944e-07,,2.809101715683937e-05,2.1738196664955467e-05,1.9051625713473183e-05,6.600679625989869e-05,,7.900354830780998e-06,1.7532806850795168e-06
77.233,28.502,7.826389264664613e-06,1.667045580688864e-05,,2.563546149758622e-05,,4.6041077439440414e-06,,,-2.605156851132051e-06,1.7765203665476292e-05,0.0001420571352355,,7.157794243539684e-06,0.0001069588033715
77.244,28.502,7.028988875390496e-06,1.8356989812673417e-06,,3.681431553559378e-05,,4.958270892529981e-06,,2.69520896836184e-05,,2.5521958377794363e-05,4.177635128144175e-05,,-1.9336931700308926e-07,6.145146471681073e-05
77.254,28.502,2.538726278089598e-07,4.092222661711276e-05,,,,-3.686534000735264e-06,,2.397673779341858e-05,5.985137249808759e-06,1.921616421896033e-05,8.543377043679357e-05,,3.290266704425449e-06,4.083482053829357e-05
77.264,28.502,7.706494216108695e-06,1.410717231919989e-06,,,,-1.3764346249445223e-06,,,2.4396140361204743e-05,7.639672730874736e-06,3.771818683162565e-06,,2.0413819584064186e-05,1.2388169125188142e-05
77.275,28.502,1.0647016097209416e-05,-7.067269507388119e-07,,3.5461482184473425e-05,,6.3405573200725485e-06,,,6.299244887486566e-06,1.4573279258911498e-06,6.834103987785056e-05,,5.2485793275991455e-06,2.1417750758701004e-05
77.285,28.502,1.464902879888541e-06,0.0001055317334248,,,,1.722357978906075e-06,,,,2.500694108675816e-06,6.787078746128827e-05,,1.1913402886420954e-05,3.476792699075304e-06
77.296,28.502,1.2717493973468663e-06,6.043587563908659e-05,,,,6.516481789731188e-07,,,,3.039259172510356e-05,,,9.466614301345544e-07,9.687734745966736e-06
77.306,28.502,6.136849151516799e-06,0.000118810305139,,,,3.378344672455569e-06,,,,1.0408864000055472e-05,3.773074422497302e-05,,3.8971329558989964e-06,1.9945979147451e-05
77.316,28.502,4.476667982089566e-06,0.0001365670177619,,,,6.214584118424682e-06,,,,2.353892705286853e-05,0.0001187106317956,,5.680732101609465e-06,0.0001039491835399
77.327,28.502,5.295591108733788e-06,4.140234159422107e-05,,,,9.22089020605199e-06,,,,-6.392121122189565e-06,2.35746156249661e-05,,2.815397920130636e-06,1.4763084436708596e-05
76.891,28.512,1.7468734085923645e-06,2.453703200444579e-05,,1.248550233867718e-05,,3.757692638828303e-06,,,3.805282403845922e-06,1.5446796169271693e-05,1.92122497537639e-05,,9.777892955753488e-06,1.8874688976211477e-05
76.901,28.512,5.687153134203982e-06,2.4658418624312617e-05,,,,6.029651558492333e-06,,,,3.425182876526378e-05,8.436874850303866e-06,,1.1613926290010568e-05,2.799365211103577e-05
76.922,28.512,-7.19182935426943e-06,4.286476382731053e-07,,5.2967901865486056e-05,,1.501842234574724e-05,,,,-3.109615818175371e-07,1.3414677596301772e-05,,1.1752004866139032e-05,1.1360312782926483e-05
76.932,28.512,5.063435764895985e-06,0.0002088036126224,,2.032439260801766e-05,,-1.0126890629180709e-05,,,-2.809093757605297e-06,3.5670900615514256e-06,1.8952114260173403e-05,,7.69364669395145e-06,9.554387361276897e-06
