longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.296,28.668,4.946742410538718e-05,7.395951229227649e-07,1.145350961451186e-05,1.975994928216096e-05
77.306,28.668,0.0004546152194961,6.347605085466057e-05,5.917632279306417e-06,1.7759142792783678e-05
77.316,28.668,3.283276964793913e-05,6.547123484779149e-05,0.0001558344083605,1.2402227184793446e-05
76.963,28.678,6.955034041311592e-05,,1.1545943380042443e-05,-5.725655682908837e-06
76.974,28.678,-1.1786478353315033e-06,1.7468271835241467e-05,0.0001035713721648,7.262086910486687e-06
76.984,28.678,9.780022082850336e-05,6.278889941313537e-06,0.0001538602664368,1.289768533752067e-05
76.994,28.678,1.9621835235739127e-05,,9.01046660146676e-05,1.347612055724312e-06
77.005,28.678,4.388108209241182e-06,2.094814772135578e-05,0.0001300331641687,2.280719127156772e-05
77.015,28.678,0.0004179986717645,9.075916750589386e-06,7.273982646438526e-06,1.6799136574263684e-05
77.026,28.678,2.7916607905353885e-06,3.2541378459427506e-05,1.68414662766736e-05,2.359531936235726e-05
77.036,28.678,7.063091470627114e-05,-1.96658857021248e-05,4.437085408426356e-06,1.1026726497220808e-05
77.046,28.678,1.5968760635587387e-05,3.0835326469969004e-05,-1.749083651247929e-07,6.345053407130763e-06
77.057,28.678,0.0003272528701927,-1.6677344319759868e-05,1.505125328549184e-05,1.5844829249545e-05
77.067,28.678,2.3527833036496304e-05,-5.146691182744689e-05,3.051091880479362e-05,3.1076585855771555e-06
77.078,28.678,8.059627725742757e-05,-2.0145611415500756e-05,-5.918039278185461e-06,1.696243452897761e-05
77.088,28.678,1.9489534679451026e-06,-1.7981947166845202e-05,3.3086933399317786e-05,1.260271073988406e-05
77.098,28.678,9.51092879404314e-05,,3.545840081642382e-05,2.1365984139265493e-05
77.109,28.678,3.1761755963088945e-05,3.8572048651985824e-05,1.6375955965486355e-05,6.581557954632444e-06
77.119,28.678,4.201439514872618e-05,,-1.49097115809127e-06,1.2168942703283392e-05
77.129,28.678,5.2641204092651606e-05,2.2362575691659003e-05,0.0002137726405635,1.4964021829655394e-05
77.14,28.678,9.09904993022792e-05,2.6023546524811536e-05,3.512603871058673e-05,1.830083601817023e-05
77.15,28.678,2.028606104431674e-06,4.849288416153286e-06,0.0001733804092509,2.620083796500694e-05
77.161,28.678,-1.9291983335278928e-05,2.845920971594751e-05,1.748486283759121e-05,2.400847915851045e-05
77.171,28.678,9.644119927543215e-06,,1.8394115613773465e-05,1.650850936130155e-05
77.181,28.678,8.583004273532424e-06,1.4571046449418644e-05,0.0001208857938763,1.7553900761413388e-05
77.192,28.678,7.764570000290405e-06,9.00770544376428e-07,1.0886657946684863e-05,1.2899891771667171e-05
77.202,28.678,1.638338653719984e-05,1.702655254121055e-06,3.593657675082795e-05,5.911570769967511e-05
77.213,28.678,5.9807116485899314e-05,2.1852070858585648e-05,0.0001323313190368,2.370977381360717e-05
77.223,28.678,3.521575126796961e-05,-7.519384325860301e-06,8.227369835367426e-05,1.322975367656909e-05
77.233,28.678,0.0001036737667163,,0.0001128701551351,1.0035506420535968e-05
77.244,28.678,2.0960625988664106e-05,6.300532550085336e-05,4.40895528299734e-05,2.426916034892201e-05
77.254,28.678,5.797007906949148e-05,,4.36312484453083e-06,4.415582679939689e-06
77.264,28.678,1.1899510354851373e-05,-3.7141364828130463e-06,-4.503661784838187e-06,8.300155968754552e-06
77.275,28.678,7.563982762803789e-06,,0.0001119927546824,5.7034590099647176e-06
77.285,28.678,1.679340493865311e-05,,0.000164678087458,1.2336055988271257e-05
77.296,28.678,-2.1013663626945345e-06,,2.9677568818442523e-05,1.5163233911152927e-05
77.306,28.678,4.674888987210579e-05,-6.371938070515171e-06,3.877970812027343e-05,1.874521331046708e-05
77.316,28.678,1.3374111404118594e-05,2.511745879019145e-05,1.1954751926168683e-06,2.096490061376244e-05
77.327,28.678,3.038901741092559e-05,,3.177795952069573e-05,1.5548215742455795e-05
76.963,28.688,3.515297066769563e-05,2.194847365899477e-05,5.047677404945716e-06,3.118284894298995e-06
76.974,28.688,1.7331753952021245e-06,,6.955401477171108e-05,5.069347480457509e-06
76.984,28.688,4.202358104521409e-05,5.670766404364258e-05,1.584179699420929e-06,5.984213203191757e-06
76.994,28.688,0.0001096802006941,2.4225591914728284e-05,6.795916124247015e-05,2.488970494596288e-05
77.005,28.688,5.484651774168015e-05,2.3394354684569407e-06,2.570240576460492e-05,2.613099013615283e-06
77.015,28.688,0.0001948046410689,-2.582929255368072e-06,4.60496376035735e-05,-2.7562043669604464e-06
77.026,28.688,2.2972351871430877e-05,,5.5304764146058e-07,8.98642247193493e-06
77.036,28.688,3.318598464829847e-05,3.043340711883502e-06,1.1351049579388928e-05,2.005755231948569e-05
77.046,28.688,6.489836323453346e-06,-9.00806026038481e-06,-5.356903898245946e-07,1.9625666027422994e-05
77.057,28.688,9.065150516107678e-05,,8.31627839943394e-05,1.1662162251013797e-05
77.067,28.688,5.949759361101314e-05,3.639916030806489e-05,-3.414662842260441e-06,-2.7228913950239075e-06
77.078,28.688,3.4121156204491854e-05,-5.552132734010229e-06,8.443164006166626e-06,2.1131965695531107e-05
77.088,28.688,4.538070788839832e-05,,2.275544284202624e-05,1.247686395799974e-05
77.098,28.688,5.199216843720933e-07,,7.713094305472623e-07,1.3597630641015712e-05
77.109,28.688,1.2027830052829812e-05,-1.570674248796422e-05,3.3472962968517095e-05,
77.119,28.688,-1.9089802663074806e-06,7.092308806022629e-05,2.694674185477197e-05,3.220433427486569e-05
77.129,28.688,3.270416345912963e-05,-1.776259705366101e-05,1.4527630810334811e-05,1.604332464921754e-05
77.14,28.688,6.434688839362934e-05,,2.0294908608775583e-05,1.7176696928800084e-05
77.15,28.688,5.097346729598939e-06,1.7682060615697992e-06,0.0002168371138395,1.548483851365745e-05
77.161,28.688,4.368174268165603e-05,9.282037353841588e-06,0.0001789735688362,2.2232194169191644e-05
77.171,28.688,3.398389162612148e-05,-3.687322168843821e-05,7.664099939574953e-06,9.613900147087406e-06
77.181,28.688,3.593756991904229e-05,1.0357997780374715e-05,4.714115675596986e-06,9.488841897109523e-06
77.192,28.688,4.010283373645507e-05,4.0691160393180326e-05,0.0001541201054351,1.018288457999006e-05
77.202,28.688,1.0188197848037817e-05,1.4872341125737876e-05,2.4132419639499855e-05,9.976599358196836e-06
77.213,28.688,2.6478906875126995e-05,-1.3570363080361858e-05,0.0001192636118503,2.1958961951895617e-05
77.223,28.688,5.334000161383301e-05,1.8489157810108736e-05,0.0001493864838266,2.159143696189858e-05
77.233,28.688,3.162903340125922e-06,-1.7661693618720165e-06,1.2163597602921072e-05,2.821125599439256e-05
77.244,28.688,0.0001029877676046,-2.274055077577941e-05,1.6288655388052575e-05,4.837799133383669e-05
77.254,28.688,8.871730824466795e-05,-2.941333514172584e-05,7.81102880864637e-06,3.959281968946016e-07
77.264,28.688,2.4578544980613515e-05,2.7812609914690256e-05,2.3548067474621348e-05,1.636702290852554e-05
77.275,28.688,-4.47600814368343e-06,-3.973172624682775e-06,0.0001152140757767,1.848230567702558e-05
77.285,28.688,1.3080277312838008e-05,-6.647488135058666e-06,8.444903869531117e-07,1.580082425789442e-05
77.296,28.688,3.0437999157584272e-05,,4.695894403994316e-06,7.141303740354488e-06
77.306,28.688,3.2727701182011515e-05,,8.025062925298698e-06,-3.1440604288945906e-06
77.316,28.688,2.1883350200369023e-05,-1.2962969776708633e-05,0.0001761333842296,5.939510629104916e-06
77.327,28.688,3.598832790885353e-06,2.5568324417690743e-05,3.788817775784992e-05,1.7400046999682672e-05
76.974,28.698,-3.231682967452798e-06,2.850909731932916e-05,1.128818894358119e-05,-2.4510388811904704e-06
76.984,28.698,1.527845233795233e-05,2.124534148606472e-06,1.9007380615221336e-05,-6.630632469750708e-06
76.994,28.698,4.2046525777550414e-05,-3.6781318613066105e-06,7.592822385049658e-06,2.9006064323766623e-06
77.005,28.698,-2.84760290014674e-06,,6.907260740263155e-06,3.272873436799273e-05
77.015,28.698,5.207083813729696e-05,4.148620973865036e-06,1.217049612023402e-05,1.087420605472289e-05
77.026,28.698,3.3291769796051085e-05,-1.7981947166845202e-05,2.5447452571825124e-05,-3.239195166315767e-06
77.036,28.698,5.097396206110716e-05,-2.2426234863814894e-05,5.50011100131087e-06,1.7248859876417555e-05
77.046,28.698,1.4135549463389909e-05,,9.57830488914624e-05,2.126093568222132e-05
77.057,28.698,3.4368094929959625e-05,-5.552132734010229e-06,1.2880347640020773e-05,5.119407433085144e-06
77.067,28.698,8.339950909430627e-06,,8.060806976573076e-06,5.066532594355522e-06
77.078,28.698,7.856917363824323e-06,3.8063568354118615e-05,0.0001330505183432,-3.6334699871076737e-06
77.088,28.698,1.3708365258935372e-05,1.3001505067222752e-05,1.6537947885808535e-05,6.832631697761826e-06
77.098,28.698,5.144245005794801e-05,,1.2847342986788137e-05,2.458202970956336e-06
77.109,28.698,-2.359147174502141e-06,-4.1469782445346937e-05,1.9281676486571087e-06,5.697387678083032e-06
77.119,28.698,-4.137340511078946e-06,,0.0001733804092509,2.2527989131049253e-05
77.129,28.698,1.65467026818078e-05,1.4571046449418644e-05,2.730546668772149e-07,4.12034714827314e-05
77.14,28.698,3.6458524846239015e-05,-5.554182280320674e-06,4.284096212359145e-05,1.6560145013500005e-05
77.15,28.698,1.053445248544449e-05,9.652948392613324e-06,0.0001160591782536,-1.5408373599257177e-07
77.161,28.698,0.0003415578685235,1.960618283192161e-05,2.187405880249571e-05,5.481939297169447e-06
77.171,28.698,4.801202067028498e-06,-2.024152490776032e-05,0.0001410866389051,1.820945180952549e-05
77.181,28.698,5.3580744861392304e-05,-1.3570363080361858e-05,1.5317600627895445e-05,1.002361204882618e-05
77.192,28.698,0.0001099167711799,-1.2189269000373317e-05,0.0001796047290554,5.934856017120183e-05
77.202,28.698,4.178500603302382e-05,2.4383251002291217e-05,7.033402198430849e-06,3.087397317358409e-06
77.213,28.698,1.865739477580064e-06,1.982061121452716e-06,2.296659658895805e-05,3.1995634344639257e-05
77.223,28.698,8.316079765791073e-05,1.6580726878601126e-05,4.608282324625179e-05,8.311352758028079e-06
77.233,28.698,3.341924093547277e-05,2.7719803256331943e-05,8.752835128689185e-06,6.356760422931984e-06
77.244,28.698,4.785447526955977e-05,-3.2019004720496014e-05,0.0001463422668166,2.7670253984979357e-05
77.254,28.698,6.049687272025039e-06,-3.973172624682775e-06,1.652329410717357e-05,4.3787527829408646e-05
77.264,28.698,5.786006568087032e-06,,9.334914466307964e-06,1.831215195124969e-05
77.275,28.698,0.0001938163914019,,,1.5061632439028472e-05
77.285,28.698,5.700199835700914e-05,2.879428029700648e-05,0.0001141079264925,1.529827932245098e-05
77.296,28.698,3.604078301577829e-05,7.338400109802024e-07,6.488445706054336e-06,6.512067920994014e-05
77.306,28.698,5.866901483386755e-05,2.5568324417690743e-05,1.230191060130892e-06,2.011338619922753e-05
77.316,28.698,4.446370951427525e-07,,8.665502537041903e-05,8.842099305184092e-06
76.963,28.707,1.1531193194969092e-05,1.2623952898138668e-05,2.16710614040494e-05,1.2058697393513285e-05
76.974,28.707,4.7856923629296944e-05,8.388550668314565e-06,1.854961556091439e-05,2.092776594508905e-05
76.984,28.707,9.50987814576365e-05,-4.3020545490435325e-06,2.7572528779273853e-05,9.40600784815615e-06
76.994,28.707,3.142684727208689e-05,-9.00806026038481e-06,3.3411952244932763e-06,3.0152383260428905e-05
77.005,28.707,3.768493479583413e-05,,7.39093084121123e-05,8.80308562045684e-06
77.015,28.707,2.0887760911136866e-05,-1.3723039046453778e-05,1.505125328549184e-05,1.2675943253270816e-05
77.026,28.707,2.263704482174944e-05,2.199285700044129e-05,0.0001156899816123,1.3288842637848576e-05
77.036,28.707,3.967224074585829e-06,,2.9629685741383582e-05,2.2344216631609012e-05
77.046,28.707,1.0931996257568244e-05,,3.3086933399317786e-05,1.6674788639647886e-05
77.057,28.707,9.710935046314262e-06,1.5613246432621963e-05,4.673546209232882e-05,6.056763595552184e-06
77.067,28.707,1.4310377082438208e-05,,3.310232568765059e-05,1.1509981959534343e-05
77.078,28.707,5.23808048455976e-05,7.245319920912152e-06,1.773911208147183e-05,4.960438309353776e-05
77.088,28.707,5.2982664783485234e-05,-8.670230045026983e-07,9.3542212198372e-06,1.0506902071938384e-05
77.098,28.707,3.88280204788316e-06,2.8643606128753163e-05,1.8979761080117896e-05,1.2457201592042113e-05
77.109,28.707,6.905259942868724e-05,,0.0001211713970405,1.2477326890802942e-05
77.119,28.707,5.038450126448879e-06,,3.18827460432658e-06,5.472546149576374e-07
77.129,28.707,3.751348413061351e-05,,3.8693335227435455e-05,3.0104130928521045e-05
77.14,28.707,3.067995930905454e-05,,3.055555498576723e-05,1.7751125369613876e-07
77.15,28.707,4.18541458202526e-05,1.2114473975088911e-05,5.965468881186098e-05,3.320291625641403e-06
77.161,28.707,7.511483272537589e-05,2.7862932256539352e-05,2.992233203258365e-05,1.162878379545873e-05
77.171,28.707,1.9350154616404325e-05,1.510333731857827e-06,2.543209120631218e-05,7.898926014604513e-06
77.181,28.707,4.8944417358143255e-05,2.4149558157660067e-05,1.5487299606320448e-05,1.4597147128370125e-05
77.192,28.707,5.0571077736094594e-05,-1.823902493924834e-05,1.5384188372991048e-05,3.142800778732635e-06
77.202,28.707,2.964829491247656e-06,-3.7141364828130463e-06,4.40895528299734e-05,1.0654942343535367e-05
77.213,28.707,6.808879788877675e-06,2.7719803256331943e-05,4.383590294310125e-06,1.5495619663852267e-05
77.223,28.707,1.2089514029867132e-06,,0.0001362797775072,1.6888607206055894e-05
77.233,28.707,3.252900569350459e-05,5.322050583345117e-06,1.0606634532450698e-05,6.831670361862052e-06
77.244,28.707,1.6940126442932524e-05,2.216908978880383e-05,1.9114170299872058e-06,5.407527623901842e-06
77.254,28.707,4.543142495094799e-06,-1.7619808204472065e-05,7.503618689952418e-05,9.737345862959046e-06
77.264,28.707,-8.205373660530313e-07,2.879428029700648e-05,-1.625534423510544e-06,1.0924592970695812e-05
77.275,28.707,4.796356734004803e-06,1.0704685337259434e-05,7.151531008275924e-06,1.0191921319346877e-05
77.285,28.707,3.701207333506318e-06,3.755173167974135e-07,3.371536513441242e-05,3.1008521546027623e-06
77.306,28.707,3.744842979358509e-05,1.1534071973073878e-06,2.909258000727277e-05,2.686811058083549e-05
77.316,28.707,1.1777041436289435e-05,2.07825123652583e-05,6.72390524414368e-05,-7.562563496321672e-06
76.953,28.717,4.388108209241182e-06,-4.329789135226747e-06,-9.625923667044844e-07,-1.5888108464423567e-06
76.963,28.717,1.8381539348411025e-06,1.918482121254783e-05,5.536293883778853e-06,1.2768148735631256e-05
76.974,28.717,0.0002135941322194,2.294923433510121e-05,1.5222878573695198e-05,1.0386056601419114e-05
76.984,28.717,4.897552798865945e-07,-2.4074552129604854e-05,0.0002217910805484,1.883490585896652e-05
76.994,28.717,1.430192924090079e-06,,2.0163079170743003e-05,
77.005,28.717,6.470254447776824e-05,2.199285700044129e-05,0.0002316365280421,1.1828580682049504e-05
77.015,28.717,4.552424070425332e-05,1.249814249604242e-05,0.0002083918079733,6.831655809946824e-06
77.026,28.717,1.0157763426832387e-05,3.808471592492424e-05,0.0001735367113724,2.0469451555982232e-05
77.036,28.717,8.840259397402406e-06,2.922474777733441e-05,0.0001538301148684,1.894213528430555e-05
77.046,28.717,5.6455126468790695e-05,,4.169124440522865e-05,1.630182123335544e-05
77.057,28.717,5.509348557097837e-05,6.691191174468258e-06,4.218756657792255e-05,2.5147332962660585e-06
77.067,28.717,1.922056981129572e-05,,0.0002137726405635,1.8301589079783295e-05
77.078,28.717,1.358974986942485e-05,-2.4101091185002588e-06,1.91099097719416e-05,3.229507910873508e-06
77.088,28.717,0.0001145609930972,9.282037353841588e-06,6.672168638033327e-06,1.604332464921754e-05
77.098,28.717,3.851037945423741e-06,-1.764779881341383e-05,0.0001114554470404,7.4664521889644675e-06
77.109,28.717,1.170876930700615e-05,,8.177811105269939e-05,9.487134775554296e-06
77.119,28.717,2.4460978238494132e-05,4.734013418783434e-05,1.837651630864912e-08,1.264646380150225e-05
77.129,28.717,7.228911272250116e-06,-1.3758649402006997e-05,8.153539238264784e-05,4.946551143802935e-06
77.14,28.717,3.593756991904229e-05,2.7862932256539352e-05,0.000117429808597,1.8660797650227323e-05
77.15,28.717,0.0001738784485496,3.6113102396484464e-05,9.824400876823349e-06,1.0975400982715657e-05
77.161,28.717,6.85668273945339e-05,8.439725206699222e-06,3.997615203843452e-05,3.491984898573719e-05
77.171,28.717,1.6821696817714835e-06,2.507911813154351e-05,2.3700999008724463e-05,1.6810057559268898e-06
77.181,28.717,1.4446652130573057e-05,2.5240336981369182e-05,2.9890486985095777e-05,5.342042641132139e-06
77.192,28.717,8.712011913303286e-05,-3.2019004720496014e-05,2.344757922401186e-05,1.46093434523209e-05
77.202,28.717,1.4262453760238714e-06,,0.0001644886651774,1.4451109564106446e-05
77.213,28.717,7.609425665577874e-05,2.06075310416054e-05,2.079994919768069e-05,1.2719454389298336e-05
77.223,28.717,2.292731005582027e-05,-2.438318006170448e-06,3.0249780138547067e-06,-4.423857546953514e-07
77.233,28.717,1.4127031136013102e-05,,0.0001495508477091,9.305093954026232e-06
77.244,28.717,8.250359678640962e-05,,0.000105995350168,2.2612024622503668e-05
77.254,28.717,6.91844661560026e-06,-7.22166487321374e-06,0.0001216069067595,1.874521331046708e-05
77.264,28.717,1.3374111404118594e-05,,8.8476116388847e-07,1.2739606063405516e-05
77.275,28.717,6.904814654262736e-05,,0.0001068610217771,1.0142405699298251e-05
77.285,28.717,8.746259481995367e-06,2.6384623197373003e-05,1.895432433229871e-05,1.599789538886398e-05
76.963,28.727,4.8698038881411776e-05,2.707093517528847e-05,1.4198177268553993e-05,4.023942437925143e-06
76.974,28.727,5.230818374002411e-07,1.3799538464809302e-05,0.0001033501757774,1.916671681101434e-05
76.984,28.727,3.2115970043378184e-06,2.557574407546781e-05,4.105054358660709e-06,7.090766303008422e-06
76.994,28.727,5.504326054506237e-06,-1.4093681784288492e-05,2.9248187274788503e-05,2.46680028794799e-05
77.005,28.727,-1.851450832646151e-07,4.51125597464852e-05,5.859011253050994e-06,1.1662162251013797e-05
77.015,28.727,8.206100028473884e-05,1.7225425835931674e-05,8.361296204384416e-05,7.030604592728196e-06
77.026,28.727,2.7088076421932783e-06,-8.670230045026983e-07,8.060806976573076e-06,1.9637373043224216e-05
77.036,28.727,8.901309342945751e-07,2.845920971594751e-05,0.0001261856959899,8.074733159446623e-06
77.046,28.727,5.4032966545491945e-06,7.092308806022629e-05,0.0001858551840996,1.0590018064249309e-05
77.057,28.727,1.2027830052829812e-05,1.4571046449418644e-05,7.3169298957509454e-06,-7.658366484974977e-06
77.067,28.727,7.513212949561421e-06,4.880939013673924e-05,2.235456577182049e-06,2.123433478118386e-05
77.078,28.727,0.0001773137773852,6.73660179018043e-05,5.281833182380069e-06,2.5504717996227555e-05
77.088,28.727,1.0498572464712197e-06,-3.167361137457192e-05,4.430677563505014e-06,1.118776617659023e-05
77.098,28.727,-1.4483507584373e-06,-7.519384325860301e-06,8.533764776075259e-05,2.084057632600889e-05
77.109,28.727,3.0434835935011503e-05,,4.77044413855765e-05,2.9035607440164316e-05
77.119,28.727,3.5255372495157644e-05,2.6277532015228644e-05,4.1369385144207627e-05,1.285797952732537e-05
77.129,28.727,5.526455061044544e-05,-6.322904482658487e-06,1.7589289200259373e-05,1.1032751899620052e-05
77.14,28.727,0.0001291058579226,-1.7661693618720165e-06,-1.0498105439182837e-05,1.056235942087369e-05
77.15,28.727,1.3452182429318782e-05,1.0955483048746828e-05,6.558884342666715e-05,6.770372692699311e-06
77.161,28.727,5.365792458178476e-05,1.6580726878601126e-05,2.145026655853144e-06,1.986321876756847e-05
77.171,28.727,6.832693543401547e-06,,0.0001561559038236,1.7921667677001096e-05
77.181,28.727,5.2173603762639686e-05,,5.1226223149569705e-05,-7.515633569710189e-06
77.192,28.727,7.195580110419542e-05,-6.588713404198643e-06,0.0001031185383908,5.7614643083070405e-06
77.202,28.727,3.1811182452656794e-06,,3.615728564909659e-05,3.5042179661104456e-05
77.213,28.727,1.6547415953027669e-06,,0.0002629945811349,2.173572102037724e-05
77.223,28.727,1.8830387489288117e-05,5.176369813852944e-05,4.957179498887854e-06,2.6579898985801265e-05
77.233,28.727,9.47061344049871e-05,2.0458412564039463e-06,8.596467523602769e-05,1.206762044603238e-05
77.244,28.727,5.439084998215549e-05,-4.369310317997588e-06,4.695894403994316e-06,-1.4189803323461092e-06
77.254,28.727,6.284528353717178e-06,2.2409449229598977e-05,8.878234802978113e-05,2.218279223598074e-05
77.264,28.727,1.9179149603587572e-05,2.6384623197373003e-05,6.539456080645323e-05,9.797847269510385e-06
77.275,28.727,4.749409708892927e-05,-2.8068339815945365e-05,7.044738595141098e-06,9.926419807015918e-06
76.963,28.737,9.460477303946392e-05,2.557574407546781e-05,3.192539679730544e-06,1.2375776350381784e-05
76.974,28.737,0.0002233242703368,3.5792669223155826e-05,0.0001296794216614,8.931557204050478e-06
76.984,28.737,9.470807708567008e-05,2.922474777733441e-05,1.9131237422698177e-05,1.848432293627411e-05
76.994,28.737,5.9359867009334266e-05,-1.6770814909250475e-05,7.663902215426788e-05,2.16236621781718e-05
77.005,28.737,2.4521081286366098e-05,4.849288416153286e-06,2.6485062335268594e-05,2.369797402934637e-05
77.015,28.737,8.947712922235951e-05,-3.310018655611202e-05,4.173423440079205e-05,2.5367806301801465e-05
77.026,28.737,7.856917363824323e-06,-1.152044023911003e-05,1.2304243682592642e-05,2.534476516302675e-05
77.036,28.737,6.715216386510292e-06,9.00770544376428e-07,6.380971171893179e-06,1.119825719797518e-05
77.046,28.737,1.1901974175998475e-05,-1.764779881341383e-05,5.2711970965901855e-06,1.81935649834486e-06
77.057,28.737,1.294413436880859e-06,2.7955942641710863e-05,0.0001733804092509,1.3409918210527394e-05
77.067,28.737,3.829954948741943e-05,-1.3487966498360038e-05,0.0001114554470404,1.591993532201741e-05
77.078,28.737,2.8818769351346415e-05,3.863116035063285e-06,3.18827460432658e-06,5.571785004576668e-05
77.088,28.737,7.333750545512885e-05,9.238297934643924e-06,0.0001057743502315,1.2984474778932054e-05
77.098,28.737,0.0004534171021077,-6.322904482658487e-06,7.430378445860697e-07,4.307422932470217e-05
77.109,28.737,5.954088464932283e-06,3.09419228869956e-05,0.0001758686848916,6.821138413215522e-06
77.119,28.737,5.250157119007781e-05,-3.266118073952384e-05,2.7385862267692573e-05,5.962286195426714e-06
77.129,28.737,0.0001287270570173,-3.658305649878457e-05,0.0001026629033731,8.177718882507179e-06
77.14,28.737,7.078603812260553e-05,-4.574126251100097e-06,9.122844858211463e-06,2.5424536943319254e-05
77.15,28.737,3.470630326773971e-05,5.384019095799886e-05,3.2488467240909813e-06,1.3190090612624772e-05
77.161,28.737,2.447218139423057e-05,1.7333668438368477e-05,3.02853968605632e-05,1.3420832146948667e-05
77.171,28.737,0.0002619753358885,2.216908978880383e-05,4.383590294310125e-06,2.559301174187567e-05
77.181,28.737,5.652650725096464e-05,2.1026453396189027e-05,2.2106327378423885e-05,1.0330263648938852e-05
77.192,28.737,0.0002112919610226,2.4506271074642427e-05,1.7799164197640494e-05,1.0296570508216972e-05
77.202,28.737,1.0516178917896468e-05,-4.285634076950373e-06,6.455430411733687e-05,1.685190545686055e-05
77.213,28.737,-4.574334525386803e-06,,0.0001791447721188,5.236833203525748e-06
77.223,28.737,4.070132854394615e-05,-1.453005097573623e-05,0.0001388686068821,3.80562482860114e-06
77.233,28.737,0.0001646605524001,-1.2219570635352284e-05,0.000108205138531,2.374738141952548e-05
77.244,28.737,4.137199357501231e-05,2.6384623197373003e-05,4.361025639809668e-05,-7.87795397627633e-06
77.254,28.737,2.325396764035759e-07,1.944625000760425e-05,0.0002085895830532,-3.527662784108543e-07
76.963,28.747,3.418996129767038e-05,,-4.334749064582866e-06,-4.618808816303499e-06
76.974,28.747,1.562223769724369e-05,2.6023546524811536e-05,2.5264875148423016e-05,-9.954621873475844e-07
76.984,28.747,4.881962377112359e-05,-2.064783257083036e-05,8.387679554289207e-05,2.0469451555982232e-05
76.994,28.747,-4.201702722639311e-06,2.283152389281895e-05,1.6375955965486355e-05,7.440790795953944e-06
77.005,28.747,4.538070788839832e-05,-2.137087722076103e-05,-1.3739850146521349e-06,1.630182123335544e-05
77.015,28.747,3.05044450215064e-05,-1.4683035260532051e-05,,1.1720061593223363e-05
77.026,28.747,9.297774340666363e-06,2.3302591216634028e-05,4.64386903331615e-05,-2.182950538553996e-06
77.036,28.747,6.252179446164519e-05,,1.374307248624973e-05,3.272112371632829e-05
77.046,28.747,2.5952128908102168e-06,3.94622293242719e-05,6.672168638033327e-06,2.3921051251818423e-05
77.057,28.747,6.905259942868724e-05,4.734013418783434e-05,9.678206697572024e-05,7.265756721608341e-06
77.067,28.747,-7.459560947609134e-06,9.238297934643924e-06,3.055555498576723e-05,5.386064458434703e-06
77.078,28.747,8.898825763026252e-05,2.6277532015228644e-05,1.315788449574029e-05,-1.5408373599257177e-07
77.088,28.747,5.132607475388795e-05,1.127697032643482e-05,0.0002450092870276,9.242007763532456e-06
77.098,28.747,5.2246745326556265e-05,2.4149558157660067e-05,0.0001024511147988,9.520916137262248e-06
77.109,28.747,-2.16001672015409e-06,2.5240336981369182e-05,0.0001323313190368,1.0693075637391304e-05
77.119,28.747,3.2650063985784072e-06,2.9317472581169568e-05,0.0001796047290554,1.134230478783138e-05
77.129,28.747,5.309595053404337e-06,,5.628532107948558e-06,2.27655273192795e-05
77.14,28.747,8.164475002558902e-05,,6.107725494075567e-05,1.6562689779675566e-06
77.15,28.747,3.0702565709361807e-05,2.7869709811056964e-05,3.54434123437386e-05,7.520324288634583e-06
77.161,28.747,1.3026620763412213e-05,,2.458910967106931e-05,5.343637167243287e-05
77.171,28.747,0.0001277522096643,-3.187888432876207e-05,2.9677568818442523e-05,9.025447070598602e-06
77.181,28.747,3.252900569350459e-05,3.755173167974135e-07,0.0002629945811349,1.031297961162636e-05
77.192,28.747,4.633376374840736e-05,-4.369310317997588e-06,0.0001667248143348,1.52351394717698e-05
77.202,28.747,4.543142495094799e-06,-1.453005097573623e-05,7.605225164297735e-06,1.1164911484229378e-05
77.213,28.747,7.324203124881023e-06,5.350701030693017e-06,4.540331246971618e-06,1.9518154658726417e-05
77.223,28.747,1.8181235645897686e-05,,2.8064974685548805e-05,7.62193576520076e-06
77.233,28.747,4.480590723687783e-05,2.022958142333664e-05,1.5915984477032907e-05,2.154530375264585e-05
77.244,28.747,0.0003355897206347,-2.044391476374585e-05,5.369137215893716e-05,1.1600725883909035e-05
77.254,28.747,1.3811574717692563e-05,1.730173062242102e-05,2.577160921646282e-05,1.5614827134413645e-05
76.953,28.756,5.626062193186954e-05,-1.5086933444763415e-06,5.23823982803151e-05,-4.6696291633452347e-07
76.963,28.756,6.462990859290585e-05,-2.3104956198949367e-05,9.055060218088327e-05,3.0315781259560023e-05
76.974,28.756,6.641932850470766e-05,1.7682060615697992e-06,4.169124440522865e-05,9.560794751450883e-06
76.984,28.756,6.739063246641308e-05,-2.4101091185002588e-06,9.019935305332184e-07,1.6668354874127544e-05
76.994,28.756,1.8708999050431885e-05,3.0875755783199565e-06,4.896197424386628e-06,9.242095075023826e-06
77.005,28.756,6.416592805180699e-05,-1.3570363080361858e-05,7.294952865777304e-06,1.2024496754747815e-05
77.015,28.756,7.434277193851814e-08,,1.755621997290291e-05,1.730441363179125e-05
77.026,28.756,9.562285413267093e-06,4.564848859445192e-05,0.0001892759028123,1.033724402077496e-05
77.036,28.756,6.699073855997995e-05,,2.354014759475831e-05,2.1156871298444457e-05
