longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
76.891,28.61,9.580038022249936e-05,1.8307973732589744e-05,4.756474663736299e-05,9.708910511108115e-06
76.901,28.61,7.353026740020141e-05,-1.2930015600431943e-06,2.0826533727813512e-05,1.494652224209858e-05
76.911,28.61,9.520894673187286e-05,-5.810271431982983e-06,1.4026178178028204e-05,-2.5640758849476697e-06
76.922,28.61,1.2094767498638248e-06,-1.1539658771653194e-05,9.31182785279816e-06,7.568906312371837e-06
76.932,28.61,-1.591057639416249e-06,3.7122903449926525e-05,5.149624030309496e-06,-1.3939536074758507e-05
76.943,28.61,8.550800885132048e-06,1.652781429584138e-05,3.074275082326494e-05,1.806496948120184e-05
76.953,28.61,6.836801276222104e-06,-2.424354352115188e-05,0.0002162871387554,3.3114680263679475e-05
76.963,28.61,0.0001077467604773,2.2968226403463632e-05,2.3332482669502497e-05,1.515838175691897e-05
76.974,28.61,3.756184014491737e-06,,4.021779022878036e-05,1.9418064312048955e-06
76.984,28.61,6.615827442146838e-05,,2.568538548075594e-05,1.9350687580299564e-05
76.994,28.61,-1.7228041997441323e-06,2.67522818830912e-06,1.8644586816662923e-05,2.0931609469698745e-05
77.005,28.61,2.2446061848313548e-05,7.406984514091164e-05,0.0001024102166411,6.399338417395484e-06
77.015,28.61,2.840126762748696e-05,4.040470230393112e-05,1.3693331311515068e-05,1.5849396731937304e-05
77.026,28.61,1.0997952813340817e-05,-1.0592366379569285e-06,1.9145973055856302e-05,2.616846904857084e-05
77.036,28.61,9.782996130525136e-06,-4.961197646480287e-06,0.0002154545945813,1.6600190065219067e-05
77.046,28.61,3.737493170774542e-05,4.034107860206859e-06,1.083359256881522e-05,1.820271063479595e-05
77.057,28.61,-1.186812710329832e-06,,9.733784827403724e-05,1.2928529031341895e-05
77.067,28.61,9.750165918376295e-05,,0.0001953146420419,1.1102053576905746e-05
77.078,28.61,5.266091102384962e-05,6.030615168128861e-06,0.0001035713721648,1.7267559087486006e-05
77.088,28.61,3.918333459296264e-05,5.065777486379375e-07,0.0001411710836691,1.795249590941239e-05
77.098,28.61,2.1220654161879796e-05,7.553926025138935e-06,0.0001429085095878,-1.7743044736562297e-05
77.109,28.61,9.954704000847414e-05,,0.0001721741136861,1.7880216546473093e-05
77.119,28.61,1.870544474513736e-05,1.508070999989286e-05,0.0002857944346033,2.058051541098393e-05
77.129,28.61,5.276537649478996e-06,8.059595529630315e-06,2.4855457013472915e-05,2.8955259040230885e-05
77.14,28.61,5.93576805840712e-05,-2.0962763301213272e-05,0.0001795781427063,2.1121002646395937e-05
77.15,28.61,-5.978739409329137e-06,-1.5124880519579165e-05,1.1351286048011389e-05,1.0023731192632113e-05
77.161,28.61,1.6668698663124815e-05,2.850909731932916e-05,0.0001566149876452,7.24747878848575e-05
77.171,28.61,1.640705522731878e-05,1.918482121254783e-05,1.1170990546816029e-05,1.89137408597162e-05
77.181,28.61,7.367942453129217e-05,1.4748389958185726e-06,1.0128576832357794e-05,-3.9344499782600906e-06
77.192,28.61,4.17933597418596e-06,,2.6485062335268594e-05,5.927203346800525e-06
77.202,28.61,1.1598439414228778e-05,4.936294863000512e-05,2.2547197659150697e-05,1.2899810826638712e-05
77.213,28.61,3.826923057204112e-05,,3.545840081642382e-05,5.112748112878762e-05
77.223,28.61,3.826467491307994e-06,2.199285700044129e-05,9.81917983153835e-05,1.2547192454803737e-05
77.233,28.61,1.8764252672553997e-05,-6.241001756279729e-06,3.421684232307598e-05,1.1356833056197502e-05
77.244,28.61,4.554817860480398e-05,1.4960655789764132e-06,3.072617619181983e-05,1.1420793271099685e-05
77.254,28.61,4.199560135020874e-05,5.911742391617736e-06,1.917065128509421e-05,9.831026545725765e-06
77.264,28.61,7.016204108367674e-06,7.092308806022629e-05,0.0001533901522634,1.7596077668713406e-05
77.275,28.61,0.0004798454174306,1.8433791410643607e-05,4.64386903331615e-05,2.0684838091256097e-05
77.285,28.61,2.058144218608504e-06,-5.646214503940428e-06,1.2328413504292255e-05,2.5351147996843792e-05
77.296,28.61,1.638338653719984e-05,-1.7981947166845202e-05,1.305284968111664e-05,1.6157520803972147e-05
77.306,28.61,1.4273446140578017e-05,4.564848859445192e-05,8.507781785738189e-06,-5.534127922146581e-06
77.316,28.61,7.183930574683473e-05,-1.2795493375961089e-06,9.122844858211463e-06,1.1612083653744776e-05
77.327,28.61,1.6321095245075412e-05,6.62791990180267e-06,4.489381353778299e-06,3.3312453524558805e-06
77.337,28.61,5.835046522406628e-06,6.446724455599906e-06,4.045183231937699e-05,1.2823036740883254e-05
76.891,28.619,8.53613528306596e-07,-1.9593122488004155e-05,1.2217094990774058e-05,9.295307791035157e-06
76.901,28.619,4.621534753823653e-05,,0.0001422969944542,1.6358228094759397e-05
76.911,28.619,2.1429867047118023e-05,1.7913588408191572e-06,6.954835043870844e-06,6.7801847762893885e-06
76.922,28.619,0.0002679761673789,,2.0370609490782957e-05,8.298290595121216e-06
76.932,28.619,1.9063199943047948e-05,-2.424354352115188e-05,1.8709713458520127e-06,4.602410626830533e-06
76.943,28.619,2.5342094886582345e-05,2.915055119956378e-05,3.967699012719095e-05,1.7255248167202808e-05
76.953,28.619,7.956998888403177e-05,6.950943316041958e-06,2.845969174813945e-05,3.5442830267129466e-05
76.963,28.619,1.351363789581228e-05,-3.984397608292056e-06,6.722963007632643e-05,2.2143962269183248e-05
76.974,28.619,4.298681960790418e-05,,2.8215501515660435e-05,1.0600923815218266e-05
76.984,28.619,4.332929165684618e-05,-8.144066669046879e-06,1.2395701560308224e-05,2.4063827368081547e-05
76.994,28.619,8.414727199124172e-05,,7.640544208697975e-05,2.397347270743921e-05
77.005,28.619,4.211683699395508e-05,3.531992479111068e-05,3.088332960032858e-05,1.0719238161982504e-05
77.015,28.619,6.0639100411208346e-05,-2.812628008541651e-05,1.2232384506205564e-05,1.1780286513385365e-05
77.026,28.619,8.90556038939394e-05,,5.081195558886975e-05,1.380347202939447e-05
77.036,28.619,2.25281655730214e-06,-2.4049128114711493e-05,2.6701923161454037e-06,3.0983519536675885e-05
77.046,28.619,5.249372406979092e-06,-1.675325802352745e-05,0.0001530857989564,1.464380693505518e-05
77.057,28.619,6.0826812841696665e-05,-1.194869491882855e-05,-2.054887772828806e-06,2.11667938856408e-05
77.067,28.619,4.862634341407102e-06,-6.41459791950183e-07,0.0001032840591506,2.918607606261503e-05
77.078,28.619,0.0001824978826334,-1.6952042642515153e-05,0.000136513452162,1.2736943062918726e-05
77.088,28.619,1.4287527847045569e-05,,8.668834198033437e-05,8.556827197025996e-06
77.098,28.619,5.715360020985827e-05,-2.2033971163182287e-06,,1.3808470612275414e-05
77.109,28.619,4.2307336116209626e-05,-2.243529525003396e-05,0.0001556696370244,1.9009108655154705e-05
77.119,28.619,5.230818374002411e-07,-2.14936717384262e-05,0.0001312510867137,1.5041737242427187e-05
77.129,28.619,4.877936589764431e-05,9.480313565291e-06,5.291290563036455e-06,5.090870672574965e-06
77.14,28.619,3.56173659383785e-05,-6.990832844167016e-06,1.5849149349378422e-05,7.807911970303394e-06
77.15,28.619,0.0001007225437206,4.420084951561876e-05,2.6144078219658692e-05,-7.231838026200421e-07
77.161,28.619,4.833656930713914e-06,,7.197749800980091e-05,1.1312281458231157e-05
77.171,28.619,3.33147072524298e-05,-3.6781318613066105e-06,0.0002559566637501,5.889981366635766e-06
77.181,28.619,1.628156860533636e-05,-1.3924423910793848e-05,4.618994717020541e-05,1.9907698515453376e-05
77.192,28.619,0.0003959264140576,-1.1376872862456366e-05,2.4001445126486946e-05,-3.306778125988785e-06
77.202,28.619,5.144245005794801e-05,-4.855688985117013e-06,3.328712773509324e-05,1.3298445992404597e-05
77.213,28.619,7.618526524311164e-06,-2.582929255368072e-06,1.130329656007234e-05,1.3409918210527394e-05
77.223,28.619,1.3967796803626698e-05,7.407903012790484e-06,8.74801553436555e-05,1.1733580322470516e-05
77.233,28.619,7.137451575545128e-06,-5.663132924382808e-06,4.505482593231136e-06,5.571785004576668e-05
77.244,28.619,-5.639293476633611e-07,,7.695930253248662e-05,1.157163205789402e-05
77.254,28.619,8.229679224314168e-06,-9.418476111022756e-06,4.284096212359145e-05,3.7554286791419145e-06
77.264,28.619,4.604932109941728e-05,-9.413675797986798e-06,3.843198282993399e-05,2.4118740839185197e-05
77.275,28.619,6.62584716337733e-05,6.73660179018043e-05,2.403284452157095e-05,2.595110709080473e-05
77.285,28.619,4.440526390681043e-05,,0.0001758686848916,1.87401965376921e-05
77.296,28.619,8.602934940427076e-06,,9.22950348467566e-05,7.80122081778245e-06
77.306,28.619,2.318484257557429e-05,1.960618283192161e-05,1.6574251276324503e-05,7.821564395271707e-06
77.316,28.619,0.0001757155696395,2.944769221358001e-06,8.227369835367426e-05,2.159143696189858e-05
77.327,28.619,4.316151262173662e-06,,1.787127803254407e-05,2.0637344277929515e-05
77.337,28.619,1.0245284101983998e-05,-8.448074368061498e-06,4.769971565110609e-05,4.565394192468375e-06
76.891,28.629,5.479323954205029e-05,,1.646461350901518e-05,2.456690344843082e-05
76.911,28.629,6.691495855193352e-06,3.1596748158335686e-05,2.6550278562353924e-05,1.0439827747177333e-05
76.922,28.629,5.0879523769253865e-05,,2.667759872565512e-05,1.5441886716871522e-05
76.953,28.629,-7.550064395900337e-08,1.2243229321029505e-05,2.34529343288159e-05,1.678768421697896e-05
76.963,28.629,2.7534777473192665e-05,,6.012491212459281e-06,1.4976411875977648e-05
76.974,28.629,4.994151822756976e-05,5.33652855665423e-05,2.5323693989776075e-05,8.644561603432521e-06
76.984,28.629,1.8115899365511723e-05,-1.0592366379569285e-06,2.9842291041859426e-05,4.4145240281068254e-06
76.994,28.629,8.224779594456777e-05,9.684932592790574e-06,-2.0041618427057983e-06,1.660598900343757e-05
77.005,28.629,3.548291715560481e-05,-1.2793972928193398e-05,2.4464610760333017e-05,-2.160895064662327e-06
77.015,28.629,3.460313791947556e-06,9.25226413528435e-06,-2.66712277152692e-06,1.4575518434867265e-05
77.026,28.629,4.31751977885142e-05,2.4844290237524547e-05,1.6267875253106467e-05,6.014135124132736e-06
77.036,28.629,5.157617124496028e-06,-2.9887778509873897e-05,1.4990658200986218e-05,2.4291392037412152e-05
77.046,28.629,0.0002540247805882,3.1175397452898324e-05,4.09036802011542e-05,6.375281827786239e-06
77.057,28.629,1.2083943147445098e-05,2.187361860706005e-05,3.266322892159224e-05,7.354707122431137e-06
77.067,28.629,5.129584315000102e-05,,0.0001256947725778,1.5839385014260188e-05
77.078,28.629,0.0001124254267779,-3.146818926325068e-05,3.451883458183147e-05,8.136965334415436e-06
77.088,28.629,1.5827672541490756e-05,,5.063819480710663e-05,5.705735748051666e-05
77.098,28.629,2.1908222151978407e-06,-4.82249049582606e-07,0.0001739682920742,1.0722724255174398e-05
77.109,28.629,8.550122583983466e-05,2.306922215211671e-05,2.080925878544804e-05,
77.119,28.629,1.9092237835138803e-06,,-2.375466920057079e-06,6.08794143772684e-05
77.129,28.629,1.6862846678122878e-05,,2.005910937441513e-05,1.3612936527351849e-05
77.14,28.629,2.237905164292897e-06,9.075916750589386e-06,1.797595359676052e-05,-1.5278815226338338e-06
77.15,28.629,5.337107359082438e-05,,0.0001493339514127,1.835751027101651e-05
77.161,28.629,3.196283432771452e-05,2.1154757632757537e-05,9.018566197482868e-05,2.852099896699656e-05
77.171,28.629,4.538070788839832e-05,1.5254692698363216e-05,2.6978901587426662e-05,1.2444113053788897e-05
77.181,28.629,1.4836961781838909e-05,1.9117436750093475e-05,0.0001261856959899,1.883133336377796e-05
77.192,28.629,-9.313114901488008e-07,3.5792669223155826e-05,,2.235122155980207e-05
77.202,28.629,4.492354128160514e-05,-1.0627666597429196e-05,8.438254553766456e-06,1.437034643458901e-05
77.213,28.629,3.851037945423741e-06,-9.00806026038481e-06,0.0001758403814164,5.686661552317673e-06
77.223,28.629,3.5289995139464736e-05,,0.0001499999052612,1.2620359484571964e-05
77.233,28.629,2.7407710149418563e-05,,1.748486283759121e-05,3.6553001336869775e-06
77.244,28.629,3.642949377535842e-05,8.518010872649029e-06,0.0001693673402769,1.0275616659782829e-05
77.254,28.629,-4.1428311305935495e-06,1.5613246432621963e-05,1.1927578270842789e-05,1.864951627794653e-05
77.264,28.629,7.409561658278108e-05,3.94622293242719e-05,0.0001799739984562,1.707587762211915e-05
77.275,28.629,1.9350154616404325e-05,-3.4233122278237715e-05,0.0001557216601213,4.942373379890341e-06
77.285,28.629,9.84580947260838e-06,-2.180854153266409e-06,0.000127897481434,8.583221642766148e-06
77.296,28.629,3.905007542925887e-05,,4.1369385144207627e-05,1.0566456694505176e-05
77.306,28.629,2.964829491247656e-06,9.282037353841588e-06,0.0001128701551351,1.058886823557259e-06
77.316,28.629,3.9175432902993634e-05,3.6113102396484464e-05,6.809237220295472e-06,5.343637167243287e-05
77.327,28.629,0.0002396572817815,-4.1469782445346937e-05,1.6288655388052575e-05,2.5441111120017013e-06
76.943,28.639,2.7032490834244527e-05,2.634813608892728e-05,2.919726466643624e-05,2.8182967071188614e-06
76.953,28.639,1.6965668692137115e-05,-1.1162874216097409e-05,1.5251885997713543e-05,3.896137457104487e-07
76.963,28.639,1.5607336536049843e-05,,-3.887478214892326e-06,2.6148941287829075e-06
76.974,28.639,3.660226138890721e-05,-1.3818385923514144e-05,0.0002421485842205,5.088416855869582e-06
76.984,28.639,0.0001785530475899,7.060602365527302e-05,,1.228772998729255e-05
76.994,28.639,2.1191831365285907e-06,4.034536323160864e-05,1.0162250873690937e-05,2.655544676599675e-06
77.005,28.639,4.372217517811805e-05,1.092285219783662e-05,0.0001028693804983,9.18400019145338e-06
77.015,28.639,6.888968346174806e-05,,0.0001344945922028,1.1622606507444289e-05
77.026,28.639,-8.103844265860971e-06,1.1537887985468842e-05,5.432101715996396e-06,6.44742431177292e-06
77.036,28.639,1.1491421901155263e-05,-2.025497997237835e-05,5.106195203552488e-06,2.245672840217594e-05
77.046,28.639,2.1424139049486257e-05,-2.243529525003396e-05,1.3969905921840107e-05,5.193314336793264e-06
77.057,28.639,4.388108209241182e-06,1.0122671483259182e-05,3.770159673877061e-05,2.713224785111379e-05
77.067,28.639,-1.1016751386705437e-06,9.470809345657472e-06,,2.6172709112870507e-05
77.078,28.639,5.137645530339796e-06,-1.5124880519579165e-05,9.127852536039428e-05,1.3272017895360476e-05
77.088,28.639,4.70037994091399e-05,2.4225591914728284e-05,1.5106773389561567e-05,4.104448817088269e-05
77.098,28.639,9.24224077607505e-05,2.342441575819976e-06,0.0001046670367941,6.331344138743589e-06
77.109,28.639,0.0001415704900864,-7.047874532872811e-06,0.0001033501757774,1.99979949684348e-05
77.119,28.639,1.4521477169182616e-05,1.3752274753642268e-05,,9.970457540475763e-06
77.129,28.639,1.0292815204593353e-06,1.652639730309602e-05,0.0001156899816123,6.651868261542404e-06
77.14,28.639,2.387472522968892e-05,4.148620973865036e-06,0.0001244968007085,-7.73002739151707e-06
77.15,28.639,8.792788867140189e-05,-9.737134860188236e-06,2.181580748583656e-05,2.4057228074525483e-05
77.161,28.639,8.907341907615773e-06,1.9117436750093475e-05,0.0001293852983508,1.6589678125455976e-05
77.171,28.639,-8.479895768687129e-06,,0.0001373603154206,1.0590018064249309e-05
77.181,28.639,0.0001027719044941,3.8572048651985824e-05,9.844299347605556e-05,3.0000630431459285e-05
77.192,28.639,1.266062736249296e-05,-9.418476111022756e-06,0.0002137726405635,8.531983439752366e-06
77.202,28.639,1.6363275790354237e-05,-2.6259764126734808e-05,4.393441486172378e-05,2.2877280571265143e-05
77.213,28.639,2.401606252533384e-05,-5.646214503940428e-06,2.580007958385977e-06,-8.932070159062278e-06
77.223,28.639,0.0001839416654547,3.340526745887473e-05,1.720272848615423e-05,3.7554286791419145e-06
77.233,28.639,2.428752168270876e-06,1.7225425835931674e-05,0.0001057743502315,2.983407966894447e-06
77.244,28.639,8.429973604506813e-06,-1.570674248796422e-05,1.2328413504292255e-05,1.2899891771667171e-05
77.254,28.639,1.0040666893473826e-05,,1.520824935141718e-05,4.494847871683305e-06
77.264,28.639,0.0001277710834983,9.87267958407756e-06,-4.13003277799362e-07,7.135392934287665e-06
77.275,28.639,2.2068797989049926e-05,4.734013418783434e-05,2.740221498243045e-05,1.2901159607281444e-05
77.285,28.639,7.975450898811687e-06,,1.377394892188022e-05,1.063446961779846e-05
77.296,28.639,2.1098090655868876e-05,,8.59357987792464e-06,1.1421082490414848e-05
77.306,28.639,6.043224493623711e-05,3.590945198084228e-05,0.0001389021927025,1.5733738109702244e-05
77.316,28.639,7.28867144061951e-06,,0.0001479399361414,4.200689090794185e-06
76.932,28.649,6.929811934242025e-05,,-1.431826490261301e-06,1.3997995665704366e-05
76.943,28.649,5.826903725392185e-05,8.13295628177002e-06,1.7325305634585677e-06,1.9967390471720137e-05
76.953,28.649,0.0001423446810804,-8.409889460381237e-07,1.6468848116346635e-05,6.399338417395484e-06
76.963,28.649,8.398829231737182e-05,1.74810102180345e-05,3.088332960032858e-05,1.3021653103351127e-05
76.974,28.649,4.495814209803939e-05,4.034536323160864e-05,0.0002154545945813,1.012800021271687e-05
76.984,28.649,1.1606383850448763e-05,,2.6856980184675194e-05,-4.822164783035987e-07
76.994,28.649,3.010503678524401e-05,-4.738567440654151e-06,-3.6805818126595113e-07,1.2879782843810972e-05
77.005,28.649,2.62274596707357e-07,3.1175397452898324e-05,2.61841432802612e-05,-1.5256543406394485e-07
77.015,28.649,3.8477592170238495e-06,-2.243529525003396e-05,1.2178446013422216e-05,9.279711775889156e-06
77.026,28.649,8.150794747052714e-05,-3.146818926325068e-05,3.3236294257221743e-05,1.6564057659707032e-05
77.036,28.649,5.556206815526821e-06,-1.4402750821318476e-05,1.1909602108062243e-05,-3.910283794539282e-06
77.046,28.649,2.741487605817383e-06,-2.14936717384262e-05,3.798113539232872e-05,1.1557172001630532e-05
77.057,28.649,8.56189762998838e-06,1.617367161088623e-05,5.11912321599084e-06,2.1707032828999218e-06
77.067,28.649,1.3234990547061898e-05,-4.044774323119782e-05,1.0964809149527357e-07,1.6233687347266823e-05
77.078,28.649,1.7352487702737562e-05,2.850909731932916e-05,2.7780347409134265e-06,1.804778366931714e-05
77.088,28.649,4.314653324399842e-06,,0.0001706771145109,1.2030712923660758e-06
77.098,28.649,3.247890344937332e-05,-3.891767846653238e-05,6.135176590760239e-06,2.561342262197286e-05
77.109,28.649,-1.9135982256557327e-06,,9.728367876959965e-05,3.410064266518021e-07
77.119,28.649,1.1582446859392803e-05,4.148620973865036e-06,0.0001736354024615,1.6074383893283084e-05
77.129,28.649,7.121979706425918e-06,3.043340711883502e-06,9.019935305332184e-07,1.3770786608802156e-05
77.14,28.649,5.376715489546768e-05,8.388550668314565e-06,0.000139271520311,1.9268003597971983e-05
77.15,28.649,2.1140710941836005e-06,,2.6839737984118983e-05,2.191034218412824e-05
77.161,28.649,8.173336937034037e-06,-9.418476111022756e-06,2.6787984097609296e-06,1.730441363179125e-05
77.171,28.649,2.360141479584854e-05,-1.4093681784288492e-05,1.130329656007234e-05,1.1986675417574588e-05
77.181,28.649,5.881880133529194e-05,,8.329550837515853e-06,1.843463905970566e-05
77.192,28.649,3.7357096971391e-06,-9.209325071424246e-06,3.0973875254858285e-05,1.7176696928800084e-05
77.202,28.649,0.0001242867001565,2.573158963059541e-05,1.0176204341405537e-06,1.4008486687089317e-05
77.213,28.649,1.2262243217264768e-05,,2.726514867390506e-05,3.830739842669573e-06
77.223,28.649,5.158967906027101e-05,1.011491895042127e-05,6.409409979823977e-05,-2.7018443233828293e-06
77.233,28.649,-1.6033969529871686e-07,-1.776259705366101e-05,8.941497981140856e-06,1.6464282452943735e-05
77.244,28.649,7.162267593230354e-06,2.3302591216634028e-05,3.593657675082795e-05,1.0612014875732712e-06
77.254,28.649,6.761998520232737e-05,,,7.228165941342013e-06
77.264,28.649,3.587270111893304e-05,-4.1469782445346937e-05,2.354609932808671e-05,3.251963426009752e-05
77.275,28.649,0.0001811094261938,,7.589747838210315e-05,1.7115373339038342e-05
77.285,28.649,1.2133290510973891e-05,3.863116035063285e-06,1.1582036677282304e-05,2.572834273451008e-05
77.296,28.649,0.0001428674877388,2.3329532268689945e-05,2.454715286148712e-05,5.929293251938361e-07
77.306,28.649,1.962511487363372e-05,-2.66197766904952e-05,0.0002304798836121,3.32716699631419e-05
77.316,28.649,4.856378291151486e-05,3.976189691456966e-05,4.590126627590507e-05,1.8252920199302025e-05
76.932,28.659,2.6104238713742237e-05,4.3363161239540204e-06,0.0001314966939389,1.191992578242207e-05
76.943,28.659,6.072129690437578e-05,1.74810102180345e-05,0.0001452021242585,9.333784873888362e-06
76.953,28.659,7.59118711357587e-06,-1.675325802352745e-05,4.510695725912228e-05,2.128092455677688e-05
76.963,28.659,9.22757408261532e-06,7.160436780395685e-06,5.081195558886975e-05,2.8919697797391564e-05
76.974,28.659,2.2969927158555947e-05,-4.738567440654151e-06,1.5242963854689153e-05,2.098260847560596e-05
76.984,28.659,2.25281655730214e-06,9.2598829724011e-06,-1.7276148582823223e-06,1.2928529031341895e-05
76.994,28.659,3.4817843697965145e-05,-7.187431037891656e-06,1.4990658200986218e-05,2.4747225324972533e-05
77.005,28.659,1.0969216646117277e-06,4.946033413943951e-07,8.788043487584218e-06,1.932196391862817e-05
77.015,28.659,-1.2375613778203842e-06,-3.739732710528188e-05,5.357067857403308e-05,1.004186924546957e-05
77.026,28.659,0.0001824978826334,-1.38858222271665e-05,8.386242370761465e-06,2.969096567539964e-05
77.036,28.659,7.674047810724005e-05,6.278889941313537e-06,3.451883458183147e-05,1.560454984428361e-05
77.046,28.659,1.8855304006137885e-05,,0.0001297082053497,1.062422143149888e-05
77.057,28.659,4.2307336116209626e-05,2.850909731932916e-05,2.2534448362421244e-05,1.101562702388037e-06
77.067,28.659,8.030760909605306e-06,3.2541378459427506e-05,2.471150037308689e-05,1.101057478081202e-05
77.078,28.659,2.400469566055108e-05,1.4748389958185726e-06,0.0001033501757774,-9.506757692179236e-07
77.088,28.659,3.56173659383785e-05,1.3215171748015564e-05,3.2519175874767825e-05,9.9644230431295e-06
77.098,28.659,0.0001007225437206,4.148620973865036e-06,5.859011253050994e-06,2.217625115008559e-05
77.109,28.659,1.7871727322926745e-05,-5.146691182744689e-05,5.618483100988669e-06,1.835751027101651e-05
77.119,28.659,1.2817054084734991e-05,3.092419501626864e-05,2.9504652047762647e-05,2.2846832507639192e-05
77.129,28.659,2.4635306544951163e-05,-9.418476111022756e-06,-2.6935504138236865e-06,1.6386429706471972e-05
77.14,28.659,-2.664383600858855e-06,,-6.334136287478032e-06,4.943754174746573e-05
77.15,28.659,3.90086934203282e-05,-2.7594023777055554e-06,6.695236720588582e-07,4.72215106128715e-06
77.161,28.659,3.105823998339474e-05,5.286022496875376e-05,3.084500349359587e-05,9.801976375456434e-06
77.171,28.659,4.824111965717748e-05,2.283152389281895e-05,0.0001892759028123,7.886653293098789e-06
77.181,28.659,6.719979865010828e-05,7.245319920912152e-06,0.0001259467244381,1.2620359484571964e-05
77.192,28.659,1.605290890438482e-05,-2.3104956198949367e-05,2.0294908608775583e-05,1.4486036889138632e-05
77.202,28.659,3.6262495086702975e-06,6.73660179018043e-05,2.7913796657230705e-05,1.6356345440726727e-05
77.213,28.659,5.2246745326556265e-05,9.87267958407756e-06,1.4778244803892449e-05,1.612042797205504e-05
77.223,28.659,-6.333815463221981e-07,,5.965468881186098e-05,1.3526160728360992e-05
77.233,28.659,9.362943092128262e-05,1.960618283192161e-05,2.7854983272845857e-05,1.6300837160088122e-05
77.244,28.659,9.84580947260838e-06,,3.997615203843452e-05,1.0923282388830556e-05
77.254,28.659,2.1644891603500586e-05,1.2392622011248022e-05,0.0001994672202272,2.4103141186060384e-05
77.264,28.659,7.23349967302056e-06,3.590945198084228e-05,4.0229489968623966e-05,-3.448920324444771e-06
77.275,28.659,-1.0014960025728216e-05,-1.3758649402006997e-05,0.0001809814712032,3.480753002804704e-05
77.285,28.659,1.8070517171508984e-06,,1.6288655388052575e-05,1.5978466763044707e-05
77.296,28.659,6.881489389343187e-05,,1.0386659596406387e-05,2.524363480915781e-05
77.306,28.659,1.2820717529393733e-05,-9.153276550932787e-06,3.17111016556737e-06,1.9278868421679363e-05
77.316,28.659,1.0468807886354624e-05,-1.2819062249036506e-05,1.4641859706898686e-05,4.113288741791621e-05
76.953,28.668,6.231664156075567e-05,2.998673835463705e-06,9.322275218437426e-06,1.5114662801352097e-06
76.963,28.668,0.000310175033519,-2.7317322746966965e-05,1.413591508026002e-05,7.506945166824153e-06
76.974,28.668,5.965239688521251e-05,,3.690189987537451e-05,6.213326741999481e-09
76.984,28.668,4.491280924412422e-05,-2.0962763301213272e-05,1.106025683839107e-05,3.3738672300387407e-06
76.994,28.668,1.0296238542650826e-05,1.7468271835241467e-05,7.424463547067717e-05,1.8035141692962497e-05
77.005,28.668,3.0224546208046377e-06,6.818659130658489e-07,3.337208181619644e-05,1.2736943062918726e-05
77.015,28.668,8.33530502859503e-05,,0.0001721741136861,-2.4510388811904704e-06
77.026,28.668,3.538628561727819e-06,,8.637540304334834e-06,2.276049053762108e-05
77.036,28.668,6.661512452410534e-05,,0.0001410240511177,-1.9508392142597583e-05
77.046,28.668,4.07630141125992e-05,-7.72050680097891e-06,0.0001548392610857,1.3864981156075372e-05
77.057,28.668,2.8308337277849205e-05,,3.310298097858322e-06,1.0364737136114854e-05
77.067,28.668,4.298424300941406e-06,2.124534148606472e-06,2.179801595048048e-05,2.0445890186238103e-05
77.078,28.668,0.0003896455746144,,-3.360202981639304e-06,3.2214218208537204e-06
77.088,28.668,-2.101831341860816e-06,-1.6406791473855264e-05,0.0002083918079733,1.7567386748851277e-05
77.098,28.668,2.024193963734433e-05,1.4960655789764132e-06,8.422244718531147e-05,1.5465464457520284e-05
77.109,28.668,1.8708999050431885e-05,,0.0001538301148684,1.5828343748580664e-05
77.119,28.668,3.750122004930745e-06,-1.7981947166845202e-05,1.2105857422284316e-05,8.648671609989833e-06
77.129,28.668,7.167635885707568e-06,-1.313571738137398e-05,7.177604857133701e-06,5.863275146111846e-05
77.14,28.668,1.2182672435301356e-06,-5.646214503940428e-06,7.3169298957509454e-06,-2.182950538553996e-06
77.15,28.668,3.974641367676668e-05,4.550480753096053e-06,-1.658671749282803e-06,5.5427017287001945e-06
77.161,28.668,6.288830627454445e-05,1.7225425835931674e-05,,5.697313099517487e-06
77.171,28.668,7.255093078128994e-05,-2.3104956198949367e-05,8.834533218760043e-06,3.100867252214812e-05
77.181,28.668,2.048370333795901e-05,,3.129835386062041e-05,7.03013483871473e-06
77.192,28.668,1.3174462765164208e-05,1.2226937542436644e-05,0.0001642415882088,1.4248736079025548e-05
77.202,28.668,3.865194685204187e-06,2.3302591216634028e-05,2.9563119824160825e-05,-2.654718400663114e-06
77.213,28.668,6.797511014156044e-05,-1.5086933444763415e-06,2.5080346404138254e-06,8.2236419984838e-06
77.223,28.668,6.702804967062548e-05,1.702655254121055e-06,2.417364521534182e-05,3.3958051062654704e-05
77.233,28.668,4.651699418900535e-05,2.1852070858585648e-05,0.0001344187330687,1.2104855159122964e-05
77.244,28.668,6.580051558557898e-05,5.227835936238989e-05,0.0001192636118503,-7.788865332258865e-06
77.254,28.668,6.458421557908878e-05,8.439725206699222e-06,3.567268868209794e-05,1.2823036740883254e-05
77.264,28.668,5.209977643971797e-06,-1.1289233952993529e-05,0.0001170374162029,1.9426330254646015e-05
77.275,28.668,1.2089514029867132e-06,2.9317472581169568e-05,8.752835128689185e-06,9.211037649947684e-06
77.285,28.668,-4.836598236579448e-06,-3.7141364828130463e-06,7.638322131242603e-05,5.4315860325004905e-06
