longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.233,28.443,3.5445445973891765e-05,2.544155222494737e-06,0.0001253085210919,,1.0770076187327504e-05,,0.0001432576100341,3.426985495025292e-05,3.117048890999285e-06,,8.474303285765927e-06,,,
77.244,28.443,0.0001348734658677,3.849510540021584e-05,4.879285552306101e-05,,1.0309579920431132e-05,,0.0001713235978968,6.865905015729368e-05,1.2073606740159448e-05,,,,,9.538372978568075e-06
77.129,28.453,6.903912890265929e-06,-1.3241679880593438e-05,6.39556601527147e-05,,-4.41306929133134e-06,-1.9779024569288595e-06,0.0002807421842589,8.357659680768847e-05,6.892946203151951e-06,,2.610463980090572e-06,,,1.0201392797171138e-05
77.14,28.453,-3.3498545235488564e-06,6.688028952339664e-05,3.710966484504752e-05,,5.155163762537995e-06,,0.0001839955948526,7.819214806659147e-05,-7.704653398832306e-06,,,,,-3.5084315896938285e-08
77.15,28.453,1.7899119484354742e-05,3.5302311971463496e-06,5.6271543144248426e-05,,3.881058546539862e-06,,0.0001312093081651,,1.5512012396357022e-05,,,,,1.0951699550787453e-05
77.161,28.453,-1.4464261539615109e-06,2.627742287586443e-05,3.371554703335278e-05,,2.286146263941191e-05,,7.442582864314318e-05,,5.3939561439619865e-06,,,,,1.99621390493121e-05
77.171,28.453,,2.3561233319924213e-05,4.0748313040239736e-05,,8.094531949609518e-06,,-3.528186653056764e-06,,2.562320514698513e-05,,1.135514958150452e-05,,,-6.372087568706775e-07
77.181,28.453,5.239608435658738e-05,3.3435149816796184e-05,7.538741192547604e-05,,4.0637027609591314e-07,1.2614787920028904e-05,-2.9542356060119342e-05,3.574458241928369e-05,-2.29721180744491e-07,,,,,1.011831898267701e-07
77.192,28.453,2.084631887555588e-05,0.0001263655576622,,,1.1069246284023391e-05,1.3058915101282764e-05,3.945608114008792e-05,,6.637264959863387e-06,,,,,1.2320398127485532e-05
77.202,28.453,2.363115709158592e-05,1.0026779818872456e-05,9.457828855374828e-05,,2.4886701794457625e-05,,-2.6849659207073277e-06,8.6444582848344e-05,7.329042091441806e-06,,,,,-7.035416729195276e-07
77.213,28.453,2.6363775759818964e-05,8.207754035538528e-06,7.840799662517384e-05,,-3.577236157070729e-06,,2.368344576098025e-05,5.838235301780514e-05,1.6462468721556434e-08,,8.970723683887627e-06,,,4.758611339639174e-06
77.223,28.453,3.944660056731664e-05,2.354959906369913e-05,4.107081986148842e-05,,1.256790437764721e-05,,4.07636844101944e-06,,9.018101991387084e-06,,1.2052388228767086e-05,,,-1.2915538718516473e-05
77.233,28.453,5.4930664191488177e-05,3.989200558862649e-05,0.0001071400984073,,-5.951456842012703e-06,,0.0002214554406236,,8.137845725286752e-06,,,,,9.200983186019585e-06
77.119,28.463,2.311060052306857e-05,1.22516403280315e-05,9.628857515053824e-05,,1.0250157174596096e-05,4.390539743326372e-06,0.0001844762446125,6.310320168267936e-05,5.920022886130028e-06,,7.147270025598118e-06,,,1.3301796570885926e-05
77.129,28.463,6.87909996486269e-05,8.88021349965129e-06,,,2.5545612515998076e-05,2.549334749346599e-05,5.552362563321367e-05,3.3123349567176774e-05,1.2331639481999446e-05,,6.33491026746924e-06,,,1.3177678738429677e-05
77.14,28.463,5.4355725296773016e-05,3.328185994178057e-05,4.91100836370606e-05,,8.292302027257392e-07,,5.503667580342153e-06,6.02900363446679e-05,1.8256901967106387e-05,,1.135514958150452e-05,,,3.554863724275492e-06
77.15,28.463,1.509042067482369e-05,4.8477304517291486e-05,5.235276694293134e-05,,1.2550461178761909e-05,,9.118513844441622e-06,9.032190428115427e-05,9.499965017312206e-06,,5.827914264955325e-06,,,-1.374723410663137e-07
77.161,28.463,5.239608435658738e-05,6.048191062291153e-05,3.728659066837281e-05,,1.34973861349863e-05,,0.0001501909719081,,1.0657818165782372e-05,,,,,1.3541541193262674e-05
77.171,28.463,6.812683750467841e-06,7.550584996351972e-05,9.366824087919667e-05,,1.0676836609491149e-05,1.8094960978487507e-05,2.154461617465131e-05,,-1.3447805713440175e-06,,8.52713867516286e-07,,,2.26935553655494e-05
77.181,28.463,,6.16145771346055e-05,,,-7.036923761916114e-06,,8.366515976376832e-05,7.151644240366295e-05,3.117048890999285e-06,,,,,9.832255273067858e-06
77.192,28.463,0.0005276905139908,1.5977542716427706e-05,3.2735282729845494e-05,,1.5778989109094255e-05,-3.100691856161575e-06,9.973789019568358e-06,0.0001277384435525,3.991289929672348e-07,,1.2052388228767086e-05,,,4.049545168527402e-06
77.202,28.463,2.0762881831615232e-05,9.19922149478225e-06,7.660748087801039e-05,,4.038910446979571e-06,,2.849101520041586e-06,,9.95849222817924e-06,,8.304939910885878e-06,,,5.160587079444667e-06
77.213,28.463,4.613949840859277e-06,2.853847718142788e-06,6.648550083809823e-07,,1.0309579920431132e-05,,0.0002205223427154,0.000140511765494,5.775705631094752e-06,,,,,-2.8365247999317944e-06
77.223,28.463,6.937390571692958e-05,3.6660212572314776e-06,6.502928499685368e-06,,1.1005426131305285e-05,,8.039650128921494e-05,0.000140511765494,-3.1458696412300924e-06,,9.771812983672136e-06,,,1.40264846777427e-05
77.119,28.473,,9.36844662646763e-06,9.153797145700082e-05,,-1.014650388242444e-05,,0.0003591368731576,0.0001250490895472,-4.278979304217501e-06,,,,,1.2881486327387393e-05
77.129,28.473,-1.2636365681828464e-05,1.778342607394734e-06,6.850917998235673e-05,,-3.962614937336184e-05,,1.2479621545935515e-05,,6.77785146763199e-06,,,,,1.6954645616351629e-06
77.14,28.473,1.3989126273372676e-05,1.4913830455043351e-05,8.663925837026909e-05,,-4.180325504421489e-06,,-4.302626166463597e-07,,2.807545342875528e-06,,,,,3.6441513202589695e-06
77.15,28.473,-9.215830800712864e-07,4.802493276656605e-05,0.0003546027000993,,5.875441502212198e-07,,2.337234946026001e-06,8.257440640591085e-05,5.629110546578886e-06,,1.4715280485688709e-05,,,1.220886224473361e-05
77.161,28.473,,5.280757250147872e-05,7.179380918387324e-05,,-5.067078745923936e-06,,0.000185541837709,,2.5610166630940512e-05,,1.2052388228767086e-05,,,9.832255273067858e-06
77.171,28.473,,4.70086197310593e-05,3.604409721447155e-05,,8.299894034280442e-06,,0.0002588175993878,,2.2293152142083272e-06,,8.304939910885878e-06,,,9.29171346797375e-06
77.181,28.473,6.754004425602034e-05,9.081568714464085e-05,2.9141383492969908e-05,,-1.719807187328115e-05,,6.566326192114502e-05,5.690545731340535e-05,6.412854531845369e-07,,6.1106557041057386e-06,,,1.607709054951556e-05
77.192,28.473,5.4930664191488177e-05,1.2192896065243986e-05,0.0001418340107193,,1.6615531421848573e-05,9.333833077107556e-06,0.0001713235978968,3.579874100978486e-05,3.6532533158606384e-06,,9.771812983672136e-06,,,1.7642558304942213e-05
77.202,28.473,0.000119112934044,2.356807453907095e-05,6.384047446772456e-05,,6.864765964564867e-06,,4.885312137048459e-06,,-2.724362502704025e-06,,3.865130565827712e-06,,,-7.497896604036214e-06
77.213,28.473,2.3590628188685517e-05,6.14991076872684e-05,4.501326111494564e-05,,1.2407257599988952e-05,,1.639431866351515e-05,,2.425845423204009e-06,,1.5675666872994043e-05,,,7.085064680723008e-06
77.223,28.473,4.226451437716605e-06,5.582706944551319e-05,9.562304330756888e-05,,2.195683464378817e-06,2.145449980162084e-05,9.744040289660916e-05,0.0001115150735131,2.86937938653864e-06,,1.066813274519518e-05,,,4.281484507373534e-06
77.233,28.473,,9.312445399700664e-06,5.389501529862173e-05,,7.441196430590935e-06,,0.0001019500705297,5.1609735237434506e-05,1.2357107152638491e-05,,1.8402712385068296e-06,,,1.3393834706221242e-05
77.119,28.482,1.3989126273372676e-05,9.171533747576175e-06,4.987749707652256e-05,,1.4424517758016007e-05,,1.2936895473103505e-05,,-7.089972200446937e-07,,,,,8.655919373268262e-06
77.129,28.482,-9.215830800712864e-07,6.0998117987765e-05,3.728659066837281e-05,,5.837907792738406e-06,,1.5327030268963426e-05,7.551401358796284e-05,-6.339394076348981e-06,,,,,2.077783028653357e-05
77.14,28.482,,1.766770947142504e-05,6.0146096075186506e-05,,1.921569264595746e-06,,-7.809338057995774e-06,,2.5610166630940512e-05,,8.304939910885878e-06,,,-9.890584806271365e-06
77.15,28.482,5.0745213229674846e-05,-2.3530158159701382e-06,0.000172934756847,,-3.807172834058292e-05,,0.0002984907187055,6.476301496149972e-05,1.2073606740159448e-05,,,,,2.156767550332006e-05
77.161,28.482,4.760053343488835e-05,-5.123446499055717e-06,0.0001493943273089,,2.098351797030773e-05,,1.0288713383488355e-05,,9.082662472792435e-06,,,,,1.1354854905221146e-05
77.171,28.482,0.0001348734658677,4.026390888611786e-05,6.648550083809823e-07,,1.885980054794345e-05,,7.557874050689861e-05,,-1.2578778296301609e-05,,6.946193025214598e-06,,,5.795853212475777e-06
77.181,28.482,3.680325608002022e-05,4.092956442036666e-05,4.879285552306101e-05,,3.7803395116498e-06,,5.413670442067087e-05,,1.1069353604398202e-05,,1.2271279047126882e-05,,,1.4737043784407431e-05
77.192,28.482,,1.7107116946135648e-05,0.000110231929284,,1.0326459232601335e-05,,3.6774715681531234e-06,,3.5796972952084616e-05,,8.662942491355352e-06,,,8.12717462395085e-06
77.202,28.482,1.3301457329362163e-05,1.2281241652090102e-05,1.870070627774112e-05,,1.2498766409407835e-05,2.211451828770805e-05,0.0002766574034467,,7.892484973126557e-06,,,,,2.1059365735709434e-06
77.213,28.482,1.8299802832189016e-05,0.0001353924890281,5.289604087010957e-05,,-1.56553305714624e-05,,5.6319240684388205e-06,7.226423622341827e-05,8.460046046820935e-06,,,,,-7.427715900121257e-06
77.223,28.482,,1.244927534571616e-05,6.059864608687349e-05,,1.59559931489639e-05,,5.824263644171879e-05,,-3.230847482882382e-07,,1.1954813089687376e-05,,,6.295972525549587e-06
77.233,28.482,2.469100218149833e-05,3.2977277442114428e-06,,,1.6014157608879032e-06,,6.4554537857475225e-06,6.396537355612963e-05,6.30561817160924e-06,,1.4491893125523347e-06,,,-1.5708714045103989e-06
77.244,28.482,1.8990876924362965e-05,5.042311022407375e-05,5.629500083159655e-05,,7.950226972752716e-06,,0.000326312117977,,1.536330637463834e-05,,7.314393315027701e-06,,,1.9167657228535973e-05
77.129,28.492,4.613949840859277e-06,0.0001266817998839,4.160265234531835e-05,,1.0676836609491149e-05,,9.401507122674956e-05,0.0001174415010609,-5.767321908933809e-06,,,,,1.802115912141744e-05
77.14,28.492,1.8464712411514483e-05,-1.6311625586240552e-05,,,1.1398398783057928e-05,,2.4917497285059653e-05,7.03033510944806e-05,4.3088271013402846e-06,,,,,1.2260989024071025e-05
77.15,28.492,3.904599725501612e-05,5.621675882139243e-05,5.326477548805997e-05,,-5.38671429239912e-06,,1.3546298760047648e-05,2.939316436822992e-05,-3.7424376841954654e-06,,1.2271279047126882e-05,,,-7.996906788321212e-06
77.161,28.492,2.4500488962075906e-06,2.1028627088526264e-05,7.88663310231641e-05,,-1.4342704162118023e-05,8.221658390539233e-06,1.326411893387558e-05,,-3.967052180087194e-06,,8.662942491355352e-06,,,7.003749487921596e-06
77.171,28.492,,2.157602102670353e-05,9.97491370071657e-05,,-7.220817224151688e-06,,8.039650128921494e-05,,-1.8643309829258214e-07,,,,,-8.981510291050654e-06
77.181,28.492,5.119062552694231e-05,3.465944610070437e-05,2.6626392468642734e-07,,2.259718030472868e-07,,0.0002389832807239,,4.59399598184973e-05,,1.8402712385068296e-06,,,9.202363798976876e-06
77.192,28.492,7.616997027071193e-05,0.0001179446553578,0.0002347914414713,,-1.8226515749120157e-05,,0.0001392869453411,6.310320168267936e-05,1.946416887221858e-05,,1.1954813089687376e-05,,,1.3698908333026338e-05
77.202,28.492,1.656689346418716e-05,8.490852633258328e-05,8.543597505195066e-05,,5.992460046400083e-06,,0.0004374696873128,,1.964434204637655e-06,,4.853520749747986e-06,,,7.420558176818304e-06
77.213,28.492,,4.139395605307072e-05,0.000111339490104,,2.2759131752536632e-05,,-1.794598028936889e-05,,1.167820983027923e-06,,7.314393315027701e-06,,,-3.595310147375131e-07
77.223,28.492,2.721124837989919e-05,0.0001055383181665,6.447108171414584e-05,,4.731455646833638e-06,,7.17279253876768e-05,,1.2727856528726988e-06,,2.70001055469038e-06,,,1.0016813575930428e-05
77.233,28.492,,5.169806536287069e-05,2.7005189622286707e-05,,-2.0002826204290614e-05,,8.145035826601088e-05,8.425582927884534e-05,1.0258073416480327e-05,,4.701058060163632e-06,,,-3.820978236035444e-06
77.244,28.492,3.511193426675163e-05,-1.4054519851924852e-05,2.041118932538666e-05,,4.156870829774562e-07,,7.757285493426025e-05,7.819214806659147e-05,3.980660494562471e-06,,,,,5.453222456708318e-06
77.254,28.492,2.8319698685663752e-05,6.659988866886124e-05,-7.723341695964336e-06,,1.368383254884975e-05,5.517686531675281e-06,-1.846492159529589e-05,,4.711655947176041e-06,,,,,1.5686968254158273e-05
77.264,28.492,3.5557190130930394e-05,7.890567212598398e-05,,,5.3433732318808325e-06,,2.693224996619392e-05,7.151644240366295e-05,4.589122909237631e-06,,1.019983938022051e-05,,,-8.706850167072844e-06
77.275,28.492,,9.906544437399134e-05,2.1223906514933333e-05,,2.324769775441382e-05,,1.551802779431455e-05,0.0001277384435525,2.4170183223759523e-06,,,,,1.3927823601989076e-05
77.306,28.492,6.191134889377281e-05,4.128591172047891e-05,3.9615235436940566e-05,,1.4015137821843382e-05,,3.995294537162408e-05,,4.032240667584119e-06,,5.253652034298284e-06,,,4.220419668854447e-06
77.316,28.492,3.3637756132520735e-05,1.843406425905414e-05,0.0002718843461479,,-3.7993479509168537e-06,,2.475416476954706e-05,,4.307428298488958e-06,,3.776575340452837e-06,,,1.570273525430821e-05
77.327,28.492,9.10112248675432e-06,4.802468174602837e-05,0.0002337950572837,,1.0432955605210736e-05,,7.190009637270123e-05,7.166526484070346e-05,2.0399195364007028e-06,,1.1208954674657434e-05,,,-1.2671352124016266e-05
76.891,28.502,,6.408406534319511e-06,8.799400529824197e-05,,2.4207134629250504e-05,4.211687155475374e-06,5.971014161332278e-06,9.713901090435684e-05,-5.068274731456768e-06,,1.0499571544642096e-05,,,9.903385944198815e-06
77.109,28.502,,5.058373426436447e-05,9.366824087919667e-05,,1.7431924788979813e-05,,9.011313522933052e-05,0.0001451510761398,-7.899686238488357e-07,,2.9908283067925368e-06,,,1.066848199116066e-05
77.119,28.502,1.8464712411514483e-05,5.212960240896791e-05,3.445679976721294e-05,,3.740660758921877e-06,,1.6004305507522076e-05,3.151679993607104e-05,5.636870810121764e-06,,1.2271279047126882e-05,,,-4.639656253857538e-06
77.129,28.502,,1.0189459317189176e-05,6.786738231312484e-05,,-3.745383878595021e-07,,5.910070103709586e-05,2.6374265871709213e-05,1.588008126418572e-05,,8.662942491355352e-06,,,-8.70840267452877e-06
77.14,28.502,0.0003639144706539,1.8531298337620683e-05,3.796318196691573e-05,,7.488387382181827e-06,,2.2270198314799927e-05,,9.94499077933142e-06,,1.8402712385068296e-06,,,1.5149600585573351e-05
77.15,28.502,1.0249969818687532e-05,3.276943289165501e-06,6.476236740127206e-05,,7.088658094289713e-06,,2.521919122955296e-05,,8.797824193607084e-06,,1.8402712385068296e-06,,,1.1713753337971866e-05
77.161,28.502,7.798431397532113e-06,1.4642458154412452e-05,0.0002029241877608,,1.6387217328883708e-05,,-8.065034307946917e-06,5.541907739825547e-05,9.524525808046748e-07,,1.1954813089687376e-05,,,1.5007976799097378e-06
77.171,28.502,3.6413704947335646e-05,3.667362398118712e-05,0.0001181271436507,,-1.8233675973533536e-06,,1.9612076357589103e-05,0.000126121143694,8.612359124526847e-06,,,,,4.131890818825923e-06
77.181,28.502,,4.776096830028109e-05,0.0001544830593047,,5.0026928875013255e-06,6.26710288997856e-06,5.997636253596284e-05,7.635502697667107e-05,2.600030938992859e-06,,,,,-5.261155365587911e-06
77.192,28.502,3.0408733437070623e-05,2.6697989596868865e-05,1.8443504814058546e-05,,7.96786025603069e-06,,0.0001443333603674,,-6.601329005206935e-06,,1.25182932606549e-05,,,6.77149444072711e-07
77.202,28.502,3.593878136598505e-05,3.604921403166372e-06,3.2271022064378485e-05,,-1.7723746736919568e-07,,4.059956154378597e-06,,1.0761729754449334e-05,,4.701058060163632e-06,,,9.119141395785846e-06
77.213,28.502,,2.371746995777357e-05,9.507199138170108e-05,,8.2340557128191e-06,,0.000326312117977,9.064631012734026e-05,5.364491698856e-06,,,,,3.4986458103958284e-06
77.223,28.502,3.511193426675163e-05,3.822299186140299e-05,3.873545210808516e-05,,-2.196268269472057e-06,,6.0901675169589e-06,,8.04941555543337e-06,,-7.609609156133956e-07,,,3.93935397369205e-06
77.233,28.502,4.54895052826032e-05,1.1540327250258995e-05,9.563991625327616e-05,,4.225892553222366e-06,,1.6756264813011512e-05,3.3123349567176774e-05,-6.519748239952605e-06,,1.019983938022051e-05,,,8.256088221969549e-06
77.244,28.502,8.363785127585288e-06,4.163050107308664e-05,2.9199309210525826e-05,,3.2690786611055955e-06,,5.992107617203146e-06,,9.45428473642096e-06,,,,,7.754096259304788e-06
77.254,28.502,4.625053406925872e-05,1.754301592882257e-05,1.856614471762441e-05,,1.839859214669559e-05,1.2139556019974409e-05,7.19462013876182e-06,6.02900363446679e-05,5.570632765738992e-06,,2.408036834822269e-06,,,-3.2589337024546694e-06
77.264,28.502,-6.692622264381498e-06,,6.153651338536292e-05,,-9.987349585571792e-06,,0.0001423409557901,6.275786290643737e-05,1.2621449059224688e-06,,,,,1.3855577890353745e-05
77.275,28.502,,3.095314605161548e-05,0.0001363352203043,,1.34187966978061e-05,-3.3922372040251503e-06,7.592743259010604e-06,,1.070505277311895e-05,,5.253652034298284e-06,,,5.673413397744298e-06
77.285,28.502,6.191134889377281e-05,2.835141094692517e-05,6.807498721173033e-05,,-1.1726946524959205e-08,1.2698512364295311e-05,3.367935278220102e-05,,-5.399218935053796e-06,,,,,7.0598284764855634e-06
77.296,28.502,,-1.1528449249453844e-05,0.0001222876890096,,9.60811030381592e-06,,7.138657565519679e-06,,1.5553481489405383e-06,,7.963019015733153e-06,,,2.5807181373238564e-05
77.306,28.502,-3.103136805293616e-06,5.655189306708053e-05,3.952179667976452e-06,,-1.731094380374998e-05,,1.0758944881672504e-05,0.00017450802261,1.4873088730382731e-05,,1.172990960185416e-05,,,1.966809350051335e-06
77.316,28.502,7.5065845521749e-06,1.8902528609032743e-05,5.907105878577568e-05,,7.697457476751879e-06,,-8.334783160535153e-06,,-4.059030743519543e-06,,,,,1.2491783309087625e-05
77.327,28.502,1.3011937880946787e-05,0.000498597335536,4.8340130888391286e-05,,8.481274562655017e-06,,0.0002125315804732,,1.1913714388356311e-06,,3.719550932146376e-06,,,-4.100954242858279e-07
76.891,28.512,-1.1190293662366456e-05,5.586420593317598e-05,3.835993993561715e-05,,-1.0512098924664317e-05,1.7962767060453189e-06,4.858360625803471e-06,,8.52111497806618e-06,,3.6851727145403856e-06,,,1.3238526662462393e-05
76.901,28.512,2.122171963492292e-06,3.441315857344307e-05,6.11817158642225e-05,,-1.2034864994348029e-05,1.0871125596167984e-05,0.0003933635889552,8.748876280151308e-05,3.739478870556922e-06,,8.46903640194796e-06,,,1.1619131328188814e-05
76.922,28.512,0.000360215344699,2.419560587441083e-06,3.042477510462049e-05,,3.9193782868096605e-06,,1.5947634892654605e-05,,5.840878657181747e-06,,1.1125469427497592e-05,,,1.406663614034187e-06
76.932,28.512,5.190619413042441e-05,2.786343611660413e-05,6.062792090233416e-05,,3.1248484901880147e-06,,-6.068682978366269e-06,0.0003067474463023,1.294302819587756e-05,,1.07792566268472e-05,,,6.791657938265416e-07
76.943,28.512,,1.670540041232016e-05,1.8615543012856502e-05,,2.213271181972232e-05,,9.644021338317545e-05,,1.2651747056224847e-05,,1.213229916174896e-05,,,-1.4091210687183775e-06
76.953,28.512,0.0001206390297738,1.3009596841584424e-05,1.531090310891159e-05,,9.966065590560902e-06,,-1.749785224092193e-05,0.000118189578643,5.674071871908382e-06,,,,,9.238263373845255e-06
76.963,28.512,,5.069209873909131e-05,2.7155903808306903e-05,,1.6306659745168872e-05,,-2.1041760192019865e-06,,6.804690656281309e-06,,5.434438662632601e-06,,,1.9609877199400216e-05
