longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.015,28.786,-8.4949115262134e-06,2.4125532945618037e-05,3.9062739233486354e-05,1.3156779459677637e-05,5.22526133863721e-05,2.872617005778011e-05,,,-7.2716575232334435e-06,,,
77.026,28.786,4.891493972536409e-06,,1.3674022738996428e-05,2.1918844140600413e-05,7.635950169060379e-05,5.967159086139873e-05,,,6.622693945246283e-06,,,2.1816851585754197e-05
77.036,28.786,-6.643162123509683e-06,3.069518061238341e-05,,0.0001210177870234,,5.200752639211714e-05,,,3.73820012100623e-06,2.408632644801401e-05,-1.163978231488727e-05,1.5185494703473523e-05
77.046,28.786,-7.328507308557164e-06,,-1.0637157174642198e-05,1.3258215403766371e-05,,4.191508560325019e-05,,,8.073077879089396e-06,,-3.744474815903232e-05,1.4606393051508348e-05
77.057,28.786,1.2292674682612414e-06,1.869275547505822e-05,7.922078111732844e-06,2.317529833817389e-05,,8.348472874786239e-06,,,5.935619924457569e-07,1.6890853657969274e-05,-1.2663722372963092e-05,2.0333316570031457e-05
77.067,28.786,0.0001282943267142,1.9193743355572224e-05,1.6710973795852624e-05,1.890711791929789e-05,1.1339234333718196e-05,0.0002793257299344,,,-1.4922310356269008e-06,2.0570942069753077e-05,,2.4041053620749157e-05
77.078,28.786,0.0001115867198677,,5.301995770423673e-06,1.5905989130260423e-05,4.231921411701478e-05,0.0001707377086859,9.52057325775968e-06,,-8.209357474697754e-06,3.129081233055331e-05,,2.742784818110522e-05
77.088,28.786,0.000131825232529,1.9117222109343857e-05,2.487309211574029e-05,4.810833615920274e-06,5.795771357952617e-05,1.9669876564876176e-05,9.95249047264224e-06,,-3.005172288794711e-07,,,
77.098,28.786,,,1.346015869785333e-05,1.4315704902401194e-05,7.065035606501624e-05,3.022559940291103e-05,,,-1.1134985697935915e-06,4.411648114910349e-05,-2.0548699467326514e-05,3.1602452509105206e-05
77.109,28.786,2.1458912669913843e-05,,1.2508760846685618e-05,2.548588963691145e-05,,3.3322641684208065e-05,,,-2.3011539269646164e-06,3.8602018321398646e-05,-1.752596472215373e-05,2.3144035367295143e-05
77.119,28.786,-1.1275049018877326e-06,2.1853698854101825e-05,1.5600411643390544e-05,1.8643941075424664e-06,,3.277496216469444e-05,,,1.1765629324145266e-06,2.683241655176971e-05,,1.3011928785999771e-05
77.129,28.786,-1.0059832675324287e-05,,1.5904108295217156e-05,1.7480155293014832e-05,3.040353476535529e-05,0.0002298757026437,,,1.281162326449703e-06,5.919872273807414e-05,,1.905832687043585e-05
77.14,28.786,0.0001373079721815,2.9094311685184948e-05,7.117952918633819e-06,3.424038368393667e-05,,0.0002343535597901,,,-3.627387741289567e-06,6.778839451726526e-05,,1.5362134945462458e-05
77.15,28.786,-3.584361820685445e-07,2.466105252096895e-05,7.1775848482502624e-06,-1.0508314289836562e-06,5.841502570547164e-05,7.758551510050893e-05,,,-5.053985205449862e-06,5.5505453929072246e-05,-1.0718224075390026e-05,2.9899354558438063e-05
77.161,28.786,-1.7906064613271155e-06,3.2029511203290895e-05,5.496473022503778e-05,4.031417483929545e-05,7.781066233292222e-05,0.0002385381521889,-8.213540240831207e-06,,2.3734769456496e-06,5.0700895371846855e-05,-1.6147281712619588e-05,2.9899354558438063e-05
77.171,28.786,-6.779511295462726e-06,3.2029511203290895e-05,3.594215058910777e-06,1.715071533681112e-07,,8.474926289636642e-05,,,-2.480701823515119e-06,2.284823494846933e-05,,
77.181,28.786,-1.1493903912196402e-05,2.4610293621663004e-05,-4.809613983525196e-06,1.3147508980182463e-05,,3.142907735309564e-05,,,4.219479251332814e-06,,,2.0562365534715354e-05
77.192,28.786,-1.8897277186624702e-05,2.6451862140675075e-05,1.0844042662938593e-05,5.641274128720397e-06,,5.912790220463648e-05,,,-9.65144522524497e-07,3.1879055313766e-05,,2.0562365534715354e-05
77.202,28.786,,2.6451862140675075e-05,7.913869012554642e-06,6.975551514187828e-06,4.0666516724741086e-05,1.7037409634212963e-05,,,3.6701246699522017e-06,1.9907591195078567e-05,,
77.213,28.786,6.097152072470635e-05,3.072110848734155e-05,2.3810158381820656e-05,3.8056759876781135e-06,0.0001046169563778,4.924188033328392e-05,,,9.204437105836404e-07,5.680473623215221e-05,,2.2183741748449396e-05
77.223,28.786,-1.9597566279117015e-05,,-1.1576114047784358e-05,4.793577772943536e-06,,0.0001109189761336,,,2.2481974610855104e-06,,-1.4482822734862566e-05,1.790540227375459e-05
76.953,28.795,-1.708936360955704e-05,,4.171334694547113e-06,8.501147931383457e-06,9.850035712588578e-05,1.7950223991647363e-05,,,-1.218686065840302e-05,2.19631583604496e-05,,1.5364370483439416e-05
76.963,28.795,-1.5791141777299345e-05,3.3185468055307865e-05,1.4633294085797388e-05,1.108349533751607e-05,2.4007929823710583e-05,0.0001552432659082,,,3.7243717088131234e-06,1.9477094610920176e-05,-1.8617532987263985e-05,
76.974,28.795,8.150363282766193e-05,3.523016857798211e-05,1.0333636964787727e-05,1.20451104521635e-05,3.552975249476731e-05,2.074233088933397e-05,,,2.270921186209307e-06,6.454018148360774e-05,-3.75655508833006e-05,1.442503162252251e-05
76.984,28.795,-9.833911462919788e-06,2.317143662367016e-05,8.978202458820306e-06,2.628441507113166e-06,,0.0001117881256504,,,4.502957381191664e-06,4.909922790830024e-05,-1.163978231488727e-05,3.155318700009957e-05
76.994,28.795,-8.584784154663794e-06,2.8903605198138397e-05,-2.5592793463147245e-05,-5.470051291922573e-06,,5.457981023937464e-05,9.52057325775968e-06,,-1.690356299377527e-07,2.280824628542177e-05,-2.4886821847758256e-05,1.5339637684519403e-05
77.005,28.795,-4.949953108734917e-06,2.9883714887546372e-05,1.3029793990426697e-05,4.958907993568573e-06,8.02435097284615e-05,0.0002567906340118,,,-1.2563643849716757e-06,5.755589518230408e-05,,1.878013245004695e-05
77.015,28.795,-6.643162123509683e-06,2.5563425879227e-05,1.6013085769372992e-05,2.998710078827571e-05,3.421432484174147e-05,0.0001040725546772,,,2.534951136112795e-06,,-1.4763951185159384e-05,
77.026,28.795,3.0381714168470356e-05,2.4125532945618037e-05,2.706083068915177e-05,1.0214202120550908e-05,1.8562643163022585e-05,8.720662299310789e-05,,,-1.634874479350401e-06,,,4.560783418128267e-05
77.036,28.795,1.6672991478117183e-05,2.4125532945618037e-05,6.541931725223549e-06,2.101591417158488e-05,,4.3967032979708165e-05,,,5.750383024860639e-06,2.1646817913278937e-05,-1.6350788428098895e-05,1.6358084394596517e-05
77.046,28.795,4.811881444766186e-05,,1.1131859537272248e-05,-1.461805914004799e-05,4.094862742931582e-05,0.0001241247518919,,,3.88876787837944e-06,3.4774449886754155e-05,-1.6039475667639636e-05,
77.057,28.795,7.843769708415493e-05,,-1.7494833173259394e-06,1.3978367860545404e-05,5.22526133863721e-05,0.0002335788158234,-8.213540240831207e-06,,2.619803126435727e-06,,,1.671298741712235e-05
77.067,28.795,-8.907736628316343e-06,3.069518061238341e-05,1.3172966646379791e-05,0.0001660426205489,,7.978929352248088e-05,-4.68428734166082e-05,,1.9809012883342803e-06,8.28155389172025e-05,-1.0893621038121635e-05,1.500755206507165e-05
77.078,28.795,-8.592621270508971e-06,3.134354847134091e-05,1.5666955732740462e-06,4.711053770733997e-05,4.292644007364288e-05,0.000141410564538,,,3.6574747355189166e-06,,-2.457472510286607e-05,
77.088,28.795,4.8147071538551245e-06,3.535798896336928e-05,1.311312644247664e-05,1.0095982361235656e-05,7.635950169060379e-05,1.4017482499184553e-05,,,2.92404411084135e-06,3.0303353923955e-05,-2.243634480691981e-05,
77.098,28.795,-2.00912600121228e-05,1.9193743355572224e-05,-1.0932412664033109e-07,6.922836746525718e-06,0.0001182148625957,0.000107620464405,,,2.8533520435303217e-06,,-2.283989124407526e-05,2.1213447325862944e-05
77.109,28.795,-5.99682380197919e-06,,1.2646255527215544e-05,-1.6723559383535758e-05,,9.839250196819194e-06,,,6.529836809932021e-06,3.4559681807877496e-05,,1.5155300388869364e-05
77.119,28.795,-9.907987077895086e-06,,6.623547506023897e-07,8.478081326757092e-06,,1.979018998099491e-05,,,3.5115501759719336e-06,3.129081233055331e-05,,
77.129,28.795,-5.191657237446634e-06,,,8.928416718845256e-06,7.065035606501624e-05,6.06993526162114e-05,,,5.885108748771017e-06,,,1.3807310097035952e-05
77.14,28.795,-7.145577569644956e-07,1.6766145563451573e-05,-3.4435172437952133e-06,0.0001968102442333,,7.569467561552301e-05,,,5.5925161177583504e-06,3.471035597613081e-05,-2.318083534191828e-05,1.8786015061778016e-05
77.15,28.795,1.4649473996541928e-05,2.614219738461543e-05,-6.980797934375005e-06,5.130881618242711e-06,7.518949860241264e-05,5.307795072440058e-05,,,-4.197452199150575e-06,3.8602018321398646e-05,,1.8666101823328063e-05
77.161,28.795,-2.3230277292896066e-05,2.9094311685184948e-05,1.6202910046558827e-05,1.2143647154516657e-06,3.84640516131185e-05,7.686467870371416e-05,,,-3.679926976474235e-06,5.919872273807414e-05,,1.5362134945462458e-05
77.171,28.795,1.4410843505174851e-05,3.161579297739081e-05,8.192838322429452e-06,4.316624199418584e-06,3.054941043956205e-05,8.077987149590626e-05,,,-9.19615831662668e-06,,,1.737537604640238e-05
77.181,28.795,-8.446312676824164e-06,2.5219747840310447e-05,1.0794453373819124e-05,2.807121745718177e-05,3.040353476535529e-05,5.214074190007523e-05,,,4.155611350142863e-06,5.5505453929072246e-05,-1.4482822734862566e-05,2.9899354558438063e-05
77.192,28.795,4.517278739513131e-06,3.2029511203290895e-05,-2.079876821881044e-06,1.1346815881552176e-05,2.9056564017082565e-05,4.761703894473612e-05,,,-7.38520111553953e-06,1.7334534277324565e-05,-1.3398996998148505e-05,1.3196237887314057e-05
77.202,28.795,-1.3090445463603828e-05,2.555871469667181e-05,-2.385121479164809e-05,1.2560089999169575e-05,,0.0001102837122743,,,1.0777667966976878e-06,,,1.759833685355261e-05
76.953,28.805,3.979484608862549e-05,3.3314598113065585e-05,1.0479354386916384e-05,-4.4112434807175305e-06,0.0001417172752553,7.831682887626812e-05,-9.22618892218452e-06,,1.933173507495667e-06,,-2.4886821847758256e-05,3.274663686170243e-05
76.963,28.805,-9.833911462919788e-06,3.3314598113065585e-05,7.148264558054507e-06,7.883064972702414e-05,,7.369177183136344e-05,,,-1.1253140428379993e-06,2.4442622816422958e-05,-1.4763951185159384e-05,2.288925134052988e-05
76.974,28.805,7.666397141292691e-05,2.8969097911613065e-05,4.218939648126252e-05,5.3338957513915375e-05,,4.253695806255564e-05,-4.68428734166082e-05,,1.7811100860853912e-06,2.237957960460335e-05,,1.85364369826857e-05
76.984,28.805,8.517789683537558e-05,,-8.879788992999238e-07,2.073581890726928e-05,2.6452333258930597e-05,1.9754084860323928e-05,-4.68428734166082e-05,,3.73820012100623e-06,3.449341966188513e-05,,5.3013660362921655e-05
76.994,28.805,-1.2126894034736324e-05,2.2116741092759185e-05,8.139467354340013e-06,5.956208042334765e-06,4.394992356537841e-05,0.0001777791039785,,,-6.074159397684298e-09,7.644973084097728e-05,-2.7010437406715937e-05,
77.005,28.805,-1.334929675067542e-05,2.317143662367016e-05,4.517864454101073e-06,1.2329640412644949e-05,2.4007929823710583e-05,0.0001486030814703,,,5.750383024860639e-06,1.435624926671153e-05,-1.968836113519501e-05,1.2569765203807036e-05
77.015,28.805,1.6672991478117183e-05,2.317143662367016e-05,1.824773221414944e-06,3.7358515783125767e-06,,7.726000330876559e-05,,,6.523637807731575e-07,2.8509335606941025e-05,-2.0548699467326514e-05,3.155318700009957e-05
77.026,28.805,5.909912033530418e-06,,,1.059354326571338e-05,4.316616104915738e-05,9.381693234900013e-05,,,1.008107210509479e-05,,-1.8736705897026692e-05,1.5872059520916082e-05
77.036,28.805,3.9001417462714016e-05,2.9883714887546372e-05,1.3574399417848326e-05,0.0002029886090895,2.4602475605206564e-05,5.334586239769124e-05,,,-7.547430982413061e-07,6.77959033055231e-05,-2.457472510286607e-05,
77.046,28.805,-4.707006155513227e-06,2.5563425879227e-05,1.5028690540930256e-05,1.5558576706098393e-05,8.02435097284615e-05,4.5925080485176295e-06,,,9.95533810055349e-06,1.40748588819406e-05,-1.0718224075390026e-05,
77.057,28.805,-8.592621270508971e-06,2.4125532945618037e-05,2.310745912836865e-05,2.1487132926267805e-06,0.000174572749529,0.0001029808627208,,,2.00946442419081e-06,,,4.560783418128267e-05
77.067,28.805,-6.0242573454161175e-06,2.730925370997284e-05,-1.3039739314990584e-05,1.7957961972570047e-05,1.8562643163022585e-05,3.944828858948313e-05,,,9.34146828512894e-06,9.092831169255078e-05,,1.6358084394596517e-05
77.078,28.805,2.454059358569793e-05,2.581611079222057e-05,-2.8447357180994004e-06,1.508241803094279e-05,,1.4886293683957774e-05,,,1.92285097000422e-06,,,1.587295082572382e-05
77.088,28.805,-7.937410373415332e-06,1.995109050767496e-05,2.994518808918656e-06,9.577855962561443e-06,8.591546793468297e-05,4.058883496327326e-05,,,2.464086037434754e-07,5.393579704104923e-05,-1.289512056246167e-05,1.5185494703473523e-05
77.098,28.805,-8.025333045225125e-06,3.069518061238341e-05,-6.052538992662448e-06,4.847088348469697e-06,0.0001017459435388,8.546708704670891e-05,,,7.360496852015785e-07,2.661229700606782e-05,,1.500755206507165e-05
77.109,28.805,-1.2978439372091088e-05,3.134354847134091e-05,3.1281283554562837e-06,1.878490911622066e-05,5.22526133863721e-05,9.0316629211884e-05,,,-9.251730261894408e-07,2.374376890657004e-05,-2.5570538127794865e-05,2.0333316570031457e-05
77.119,28.805,2.061133727693232e-06,2.688196036615409e-05,7.703397386649158e-06,1.346107183053391e-05,3.31608607666567e-05,7.154404738685116e-05,,,-4.197452199150575e-06,,-2.3535876607638784e-05,
77.129,28.805,5.198586222832091e-05,2.5116456527030092e-05,1.0379325431131292e-05,5.624448476737598e-06,,0.0001261045399587,,,-2.580327418399975e-07,3.0303353923955e-05,-2.152369779651053e-05,2.5026945877471007e-05
77.14,28.805,-8.198857358365785e-06,1.9117222109343857e-05,9.15342661755858e-06,5.569297627516789e-06,6.07267975283321e-05,3.293563349870965e-05,,,-1.6065372392404242e-06,,,1.5155300388869364e-05
77.15,28.805,-2.858137804651051e-06,,1.85104290721938e-05,2.7266449251328595e-05,5.697715096175671e-05,6.183765799505636e-05,-1.814167808333877e-05,,4.088177774974611e-06,2.515871346986387e-05,-1.3795256563753355e-05,
77.161,28.805,,,8.551820428692736e-06,3.328863749629818e-05,7.635950169060379e-05,5.285284714773297e-05,,,3.934484084311407e-06,,,1.3807310097035952e-05
77.171,28.805,5.726186645915732e-05,2.614219738461543e-05,1.903469183162088e-06,-6.824549927841872e-06,8.722896018298343e-05,8.783819794189185e-06,,,-1.4219785953173414e-06,2.683241655176971e-05,-1.9475493900245056e-05,1.8786015061778016e-05
77.181,28.805,-1.3090445463603828e-05,1.6766145563451573e-05,-1.223252638737904e-05,8.29523560241796e-06,5.795771357952617e-05,0.0001128008880186,,,-5.054929715697654e-06,3.133132486254908e-05,-2.471195512043778e-05,1.8666101823328063e-05
77.192,28.805,2.912895297413342e-06,,1.0329643373552244e-05,1.5892074998191674e-06,,0.0001042404401232,,,-1.628011858656464e-07,5.9406815125839785e-05,-2.439999661874026e-05,1.4576006833522117e-05
76.953,28.815,-8.584784154663794e-06,2.256558036606293e-05,1.0010439837060405e-05,8.358398918062449e-05,4.018306208308786e-05,3.221956649213098e-05,,,2.908697069869959e-06,6.58077624393627e-05,-2.7010437406715937e-05,1.59143382916227e-05
76.963,28.815,-2.157298922611517e-06,,,1.6163332475116476e-05,0.000111293826194,0.0001039175258483,,,4.169443400314776e-06,3.1273728382075205e-05,,1.6672747733537108e-05
76.974,28.815,7.932964649626228e-07,2.705107908695936e-05,9.266032066079788e-06,8.346952199644875e-06,2.5816743800533004e-05,1.7838707208284177e-05,,,-4.470440160275757e-07,4.176147922407836e-05,-2.0548699467326514e-05,2.6348012397647835e-05
76.984,28.815,-1.334929675067542e-05,3.3314598113065585e-05,-4.110029294679407e-06,2.4343939003301784e-05,4.250534038874321e-05,1.8862849174183797e-05,,,3.747267328435555e-06,2.797127854137216e-05,,1.889386294351425e-05
76.994,28.815,4.74478438263759e-05,2.8969097911613065e-05,-2.137840198201957e-07,1.9998677089461125e-05,1.4377088518813252e-05,9.697311179479584e-05,1.2888173159808505e-06,,1.6390663404308723e-06,,-2.457472510286607e-05,2.288925134052988e-05
77.005,28.815,0.0001176693767774,2.6763133064378053e-05,-2.430991571600316e-06,2.065868329736986e-06,,0.0001585115096531,,,5.483271706907544e-06,2.237957960460335e-05,,1.5364370483439416e-05
77.015,28.815,5.367119229049422e-06,,1.3217506420915017e-05,1.6117963241413236e-05,7.961598021211103e-05,1.982223693630658e-05,,,4.942170562571846e-06,2.2910244297236204e-05,-1.0541430128796492e-05,2.0643381503759883e-05
77.026,28.815,-9.000251566249062e-07,3.523016857798211e-05,3.21077968692407e-05,6.343739369185641e-05,,2.589461655588821e-05,,,2.433237341392669e-06,2.2802230887464248e-05,-2.283989124407526e-05,1.442503162252251e-05
77.036,28.815,-8.592621270508971e-06,2.317143662367016e-05,1.1313363756926265e-05,3.021334123332053e-06,6.565763032995164e-05,7.001512130955234e-05,1.3863053027307616e-05,,1.1174979590578005e-05,2.87748989649117e-05,,1.918621637742035e-05
77.046,28.815,8.532641004421748e-06,2.8903605198138397e-05,1.8952268874272704e-05,2.788037636491936e-05,,0.0002141356380889,,,1.1394524790375726e-06,6.454018148360774e-05,-1.845032420533244e-05,
77.057,28.815,9.510142263025044e-05,2.9883714887546372e-05,8.863578841555864e-06,8.433665357188147e-07,3.552975249476731e-05,0.0001699171843938,,,-1.8971331883221865e-06,2.1825326257385317e-05,,
77.067,28.815,,2.3283015252673067e-05,1.7578537153895013e-05,2.980079807457514e-05,,6.486017082352191e-05,,,2.967682803500793e-06,2.2364372853189707e-05,,
77.078,28.815,8.068692113738507e-05,2.4125532945618037e-05,2.573425990703981e-05,-6.156719337013783e-06,8.02435097284615e-05,0.0002088576147798,,,-1.1137081855849829e-05,5.289481850923039e-05,-2.5570538127794865e-05,4.560783418128267e-05
77.088,28.815,-1.355751919618342e-05,2.4125532945618037e-05,1.2847385733039118e-05,1.791935028450098e-05,,1.0056609426101204e-05,,,5.5925161177583504e-06,,-1.3095867871015798e-05,1.6358084394596517e-05
77.098,28.815,1.7599366401555017e-05,2.730925370997284e-05,8.090627488854807e-06,7.334988367801998e-07,1.9818735381704755e-05,5.0885628297692165e-05,,,5.475129455589922e-06,4.097440978512168e-05,,1.587295082572382e-05
77.109,28.815,-2.5465275030001067e-05,2.581611079222057e-05,6.684276013402268e-05,0.0001968102442333,,5.4860051022842526e-05,-4.2145231418544427e-05,,-1.1238550541747829e-05,6.25803368166089e-05,-1.3905269042879809e-05,2.4607365048723292e-05
77.119,28.815,0.0001901765353977,2.799968387989793e-05,8.7668477135594e-06,7.395673492283095e-06,7.238946272991598e-05,0.0001448628172511,-2.904635766753927e-05,,6.266075729399745e-07,9.874903298623394e-06,,1.500755206507165e-05
77.129,28.815,-2.858137804651051e-06,3.069518061238341e-05,2.2524727683048692e-05,1.9060737031395547e-05,0.000174572749529,1.8653579900274053e-05,,,4.409332177601755e-06,9.779432730283588e-06,,1.4606393051508348e-05
77.14,28.815,5.457530278363265e-06,3.134354847134091e-05,,0.0001577219518367,,1.372570295643527e-05,,,-8.167167493411398e-07,,-2.471195512043778e-05,2.4041053620749157e-05
77.15,28.815,6.861759175080806e-05,2.456207766954321e-05,9.862939805316271e-06,1.723269269859884e-05,3.1546362151857466e-05,1.088075714505976e-05,,,7.494848887290573e-06,1.6890853657969274e-05,-1.3698552720597943e-05,2.1213447325862944e-05
77.161,28.815,5.60871121706441e-05,2.5116456527030092e-05,2.635431883390993e-05,2.141258300980553e-05,5.22526133863721e-05,2.9546019504778087e-05,,,-1.628011858656464e-07,,-1.922914816532284e-05,2.5026945877471007e-05
