longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
76.943,28.639,3.352406929479912e-05,4.363229163573124e-05,4.498357520787977e-05,5.216812951402972e-06,1.728741335682571e-05,1.758531288942322e-05,,,5.783490905741928e-06,2.5244073185604066e-05,,1.464719207433518e-05
76.953,28.639,-1.234612568623561e-06,2.4586190193076615e-05,1.146659633377567e-05,8.245610843005124e-06,0.0001145164715126,7.545745756942779e-05,,,2.039252649410628e-06,3.5879482311429456e-05,-2.0352292267489247e-05,2.584831599961035e-05
76.963,28.639,-3.80436540581286e-06,2.079462865367532e-05,-1.6850840438564774e-06,1.6058318578870967e-05,3.3042753784684464e-05,0.0001013137589325,-7.555794127256377e-06,,2.2061281015339773e-06,2.0907735233777203e-05,-2.4985027266666293e-05,2.4072018277365714e-05
76.974,28.639,,,8.62983779370552e-06,3.632319931057282e-05,,7.728614582447335e-05,,,1.680424588812457e-06,6.585106166312471e-05,-4.955868644174189e-05,1.340955168416258e-05
76.984,28.639,4.769982842844911e-05,,1.8360400645178743e-05,1.4215967894415373e-05,4.296065526432358e-05,4.233536310493946e-05,,,5.173288627702277e-06,,-1.3943037629360331e-05,1.529122528154403e-05
76.994,28.639,-1.5524998161708936e-05,2.8173190003144555e-05,2.562192776167649e-06,1.648443503654562e-05,,7.315545371966437e-05,,,3.2938883123279084e-06,7.659613766008988e-05,,1.8023454686044715e-05
77.005,28.639,4.381055259727873e-05,2.375630720052868e-05,8.411816452280618e-06,1.9476417946862057e-05,0.0001227195898536,6.905904592713341e-05,,,2.4769396986812357e-06,3.6072509828954935e-05,,2.068100729957223e-05
77.015,28.639,-1.1545201232365798e-05,2.375630720052868e-05,,2.4363662305404432e-05,,0.0002143550518667,,,4.908040409645764e-06,7.545421976828948e-05,-6.584933089470724e-06,2.6799243642017245e-05
77.026,28.639,-1.1825481124105863e-05,2.1479838324012235e-05,1.4621333548348048e-06,1.0848413694475312e-05,,7.651122359675355e-06,1.2709439261016089e-06,,-2.382297452641069e-06,9.033446258399636e-05,-1.3724465134146158e-05,
77.036,28.639,,1.7470871171099134e-05,1.6993091776384972e-05,5.895760295970831e-06,,7.732360973022878e-05,-9.520827006781474e-06,,6.103327450546203e-06,2.041465268121101e-05,,2.094702358590439e-05
77.046,28.639,-1.3811458302370738e-05,1.602504744369071e-05,1.149443596659694e-05,2.632723953865934e-05,1.936628541443497e-05,2.5547897166688927e-05,,,-3.683604290927178e-06,,,4.467532198759727e-05
77.057,28.639,-1.2110062925785314e-06,2.980334647872951e-05,-3.501184437482152e-06,8.86428006197093e-06,,5.1377730414969847e-05,5.318493663253321e-07,,1.2914583180645425e-07,3.2029787689680234e-05,-3.320242103654891e-05,2.389616383879911e-05
77.067,28.639,-2.048294300038833e-05,1.9135217371513136e-05,5.762112414231524e-05,1.8068391000269912e-05,3.6914578231517226e-05,0.0001611249754205,,,-4.737461495096795e-06,2.8342850782792084e-05,-2.7615684302872975e-05,2.1618539904011413e-05
77.078,28.639,-1.5840450942050666e-05,2.3415746909449808e-05,1.3755206964560784e-05,7.9661316704005e-05,6.545044743688777e-05,5.050044637755491e-05,,,-7.464315103788977e-07,1.7288741219090298e-05,,2.5514114895486276e-05
77.088,28.639,,2.3415746909449808e-05,-3.6508536140900105e-05,8.928582246880978e-05,2.3251179300132208e-05,3.064098200411536e-05,,,8.101055755105335e-06,5.175936530577019e-05,,
77.098,28.639,-1.4231625755201094e-05,1.879560841189232e-05,,2.5368328351760283e-05,2.8499820473371077e-05,0.0001099860674003,-2.2332376374833984e-06,,6.014258360664826e-06,,,
77.109,28.639,-1.077277192962356e-05,2.409098851785529e-05,5.300084012560546e-05,2.4718663553358056e-05,0.0001080956863006,5.248873640084639e-05,1.814504321373533e-05,,4.357073976279935e-06,2.046737245109398e-05,,7.352931788773276e-06
77.119,28.639,6.00694002059754e-05,2.409098851785529e-05,1.3764014511252752e-05,6.0691214457619935e-05,2.100613528455142e-05,0.0001174825374619,1.318633894697996e-05,,8.809838618617505e-06,4.043876106152311e-05,-1.3618271623272449e-05,
77.129,28.639,8.109345799311996e-05,2.5810120860114694e-05,2.253086495329626e-05,5.414478437160142e-06,5.7060111430473626e-05,4.97346009069588e-05,,,2.865534270313219e-06,2.7827367375721224e-05,-1.945765507116448e-05,1.3997032510815188e-05
77.14,28.639,7.343263132497668e-05,1.710418837319594e-05,1.2486828381952364e-05,1.397055257257307e-05,4.401375554152765e-05,1.3448516256175935e-05,,,4.645283297577407e-06,,,1.7796877727960236e-05
77.15,28.639,7.958084461279213e-05,4.579763117362745e-05,1.0944245332211722e-06,2.464596400386654e-05,4.140457167522982e-05,5.526263703359291e-05,-1.0872740858758334e-05,,-1.9134658941766247e-06,0.0001610889594303,-1.025571964419214e-05,1.7495527572464198e-05
77.161,28.639,-2.6197599254373927e-06,3.0357636205735616e-05,1.293280456593493e-05,-6.597620654247294e-07,4.437391180545092e-05,6.0006721469108015e-05,,,6.135927378636552e-06,,-7.381027899100445e-06,1.581584001542069e-05
77.171,28.639,-2.0045081328134984e-06,2.881703039747663e-05,-4.51654977950966e-06,8.767190593061969e-06,9.057478746399283e-05,0.0001256823161384,-7.294830083992565e-06,,1.463139483348641e-06,2.5201868993462995e-05,,4.030550189781934e-05
77.181,28.639,,2.694606155273505e-05,8.347420589416288e-06,1.9585750123951584e-05,,7.806488429196179e-05,,,-2.6409165911900345e-06,2.0662911992985755e-05,,4.030550189781934e-05
77.192,28.639,4.598430223268224e-06,,2.7044472517445683e-05,1.8379783796262927e-05,4.882579742115922e-05,0.0001056392648024,,,-1.1509634532558266e-05,1.8981998437084258e-05,,
77.202,28.639,-9.87857401923975e-06,,-5.225407676334726e-06,1.926215372805018e-05,,2.2092872313805856e-05,,,-1.36562533725737e-07,,-3.3795276976889e-05,2.6340152544435117e-05
77.213,28.639,-2.2269172404776327e-05,2.01366055989638e-05,-2.17716865336115e-06,2.409898843325209e-05,5.078793765278533e-05,1.7411266526323743e-05,,,5.157178748049773e-06,,-1.7188382116728462e-05,1.264636557607446e-05
77.223,28.639,-6.0516422308865e-06,2.320010753464885e-05,9.028231943375433e-06,2.105747080349829e-05,,8.997949043987319e-05,,,1.160402098321356e-05,5.032196349930018e-05,-1.092286311177304e-05,
77.233,28.639,9.43035956879612e-06,2.1378587916842665e-05,3.0753690225537862e-06,1.743965367495548e-05,3.590733467717655e-05,1.9754084860323928e-05,,,7.034558166196803e-06,,,2.865160240617115e-05
77.244,28.639,-2.0004716134280898e-05,2.8338972697383724e-05,1.0421453225717414e-05,6.184822268551216e-05,3.803894651355222e-05,0.0001101626185118,,,1.113970938604325e-06,6.997395394137129e-05,,1.4604404896090273e-05
77.254,28.639,,2.520045381970704e-05,1.5146953955991194e-05,8.284034265670925e-06,,0.0001007234750431,,,8.638397048343904e-06,2.199192749685608e-05,-1.790518217603676e-05,2.074363328574691e-05
77.264,28.639,,2.289164149260614e-05,,1.1248291230003817e-05,0.0001286070619244,0.0002318365586688,8.270998478110414e-06,,7.369191280304221e-06,2.270367076562252e-05,-1.5566058209515177e-05,1.4429700058826713e-05
77.275,28.639,3.316333459224552e-05,2.539471279305872e-05,1.4284808457887266e-05,2.3287066142074764e-05,6.440115248551592e-05,6.270480662351474e-05,,,5.752792162638798e-07,3.317152368254028e-05,,1.7873886463348754e-05
77.285,28.639,8.45829417812638e-05,1.914056520035956e-05,1.6349227735190652e-05,1.826326479203999e-05,,3.9201826439239085e-05,,,-2.9471095785993384e-06,,-1.2848574442614336e-05,1.082042854250176e-05
77.296,28.639,-3.5749551443586824e-06,1.914056520035956e-05,1.751932018123625e-06,5.406419222708792e-05,,1.1409438229748048e-05,,,3.175099664076697e-06,3.681611269712448e-05,,2.0322133423178457e-05
77.306,28.639,-1.755371158651542e-05,3.381543137948029e-05,-1.7494833173259394e-06,2.1714593003707705e-06,,0.0001486030814703,,,3.586368848118582e-06,2.0960465917596597e-05,-1.6185082131414674e-05,
77.316,28.639,-6.351304364216048e-06,2.4509974537068047e-05,1.6830628737807274e-05,8.166309271473438e-06,3.1931478588376194e-05,8.937090024119243e-05,,,2.637890247569885e-06,3.153577927150764e-05,-1.2199669072288089e-05,1.9377383068786003e-05
76.932,28.649,5.3775384003529325e-05,2.818214488797821e-05,-2.709448153837002e-06,5.11788721269113e-06,3.84866252716165e-05,4.555796112981625e-05,,,-1.916029987114598e-06,1.542476275062654e-05,-1.8021688447333872e-05,2.0957959350198507e-05
76.943,28.649,-1.413557129126275e-05,2.8081827622372657e-05,-3.2856498819455737e-06,7.35002549845376e-06,,2.0128452888457105e-05,-9.520827006781474e-06,,-2.792667373796576e-06,2.8140189897385422e-05,,3.53455325239338e-05
76.953,28.649,-5.665003754984355e-06,,6.464023044827627e-06,5.704695468011778e-06,3.766795271076262e-05,0.0001584817800903,-9.520827006781474e-06,,-3.340458761158516e-06,3.368164470884949e-05,,2.0549330656649545e-05
76.963,28.649,-1.4828255189058837e-05,2.950643829535693e-05,3.651235965662636e-05,-1.7760953596734907e-06,,4.6777993702562526e-05,,,4.735869879368693e-06,,,2.3629503630218096e-05
76.974,28.649,-1.5442938092746772e-05,,2.7039206543122415e-05,1.58799175551394e-05,,2.358070923946798e-05,,,-4.492104380915407e-06,3.4859109291573986e-05,,2.257158485008404e-05
76.984,28.649,8.060895197559148e-05,2.1035295503679663e-05,9.10861217562342e-06,1.6512540241819806e-05,8.093497308436781e-05,5.383364259614609e-05,5.318493663253321e-07,,4.908040409645764e-06,4.898073530057445e-05,-1.6462014173157513e-05,2.0400548237375915e-05
76.994,28.649,-4.413734586705687e-06,2.079462865367532e-05,3.781211125897244e-05,1.2176687050668988e-05,5.096759196021594e-05,0.0001154425845015,,,-8.751329005463049e-06,2.0907735233777203e-05,,1.340955168416258e-05
77.005,28.649,6.033004683558829e-05,,1.1518811334099157e-05,8.258619345724583e-06,,0.0001922221417771,1.318633894697996e-05,,1.7302961623499868e-06,2.119002783729229e-05,,2.3419001081492752e-05
77.015,28.649,0.0001840095064835,,3.6576352613337808e-06,3.2653231301083e-06,,2.336436591576785e-05,,,2.935738393716747e-06,2.3621245418326e-05,-1.6970932847470976e-05,
77.026,28.649,-1.6865111319930293e-05,,7.449590611940948e-06,5.876000614080112e-06,,0.000105838451418,1.814504321373533e-05,,8.562788025301415e-07,2.345502434764057e-05,,1.8023454686044715e-05
77.036,28.649,-1.2110062925785314e-06,2.67333507508738e-05,,8.896088729670737e-06,5.350061837816611e-05,7.4129093263763934e-06,,,-4.737461495096795e-06,1.5213084225251803e-05,,1.80012848431943e-05
77.046,28.649,1.0678134003683226e-06,1.898336995509453e-05,4.645436092687305e-06,1.4251739230530802e-05,,0.0001056473411154,-1.0872740858758334e-05,,5.598330517386785e-06,5.170479926164262e-05,-1.2749444977089295e-05,1.664707815507427e-05
77.057,28.649,-6.156642029964132e-06,2.1479838324012235e-05,-3.957205478855031e-07,3.249739529564977e-05,4.409071698319167e-05,3.168390321661718e-05,,,-7.940613500068139e-07,,-1.7332709830952808e-05,
77.067,28.649,-2.6741797682916517e-06,1.602504744369071e-05,7.397785338980611e-06,4.265860297891777e-06,6.735542410751805e-05,2.288405812578276e-05,,,-3.417727157284389e-06,,,2.094702358590439e-05
77.078,28.649,9.15341570362216e-06,2.980334647872951e-05,,4.438824544195086e-05,5.363697709981352e-05,0.0001042313524521,,,3.83486303690006e-06,7.109701982699335e-05,,1.797653385438025e-05
77.088,28.649,7.871530215197708e-06,3.025601290573832e-05,1.2122964108129963e-05,1.5061403246363623e-05,2.72358756774338e-05,0.0001145844580605,,,-2.7297294309391877e-06,3.176299651386216e-05,,2.071137168968562e-05
77.098,28.649,-1.7674245100351982e-05,2.4708460841793567e-05,4.78328558983776e-07,7.3214637268392835e-06,4.566528878058307e-05,5.540620622923598e-05,,,-1.117753754442674e-06,2.3160286218626425e-05,-1.945765507116448e-05,1.962984424608294e-05
77.109,28.649,0.0001065456381184,,1.006821889859566e-06,8.680515747983009e-06,3.9508409827249125e-05,7.223331340355799e-05,,,1.289717238250887e-05,3.012856177520007e-05,-2.050049988611136e-05,1.991993485717103e-05
77.119,28.649,-9.928758117894176e-06,,8.568906196160242e-06,6.23559026280418e-06,,6.93025067448616e-05,,,2.8479214506660355e-06,5.607229468296282e-05,,2.1496201952686533e-05
77.129,28.649,3.7079837056808174e-05,2.409098851785529e-05,-1.202807015943108e-05,1.6365291230613366e-05,2.3251179300132208e-05,8.528543548891321e-05,,,-6.420101072990293e-08,2.153476634703111e-05,,
77.14,28.649,-2.6197599254373927e-06,2.409098851785529e-05,2.399447839707136e-05,9.661787771619856e-06,5.329853593138978e-05,7.654939690837637e-05,,,-1.919353508128552e-06,2.086320091621019e-05,,
77.15,28.649,-6.8347412707225885e-06,2.5810120860114694e-05,1.4406554328161292e-05,4.037929102196358e-06,,1.412438814440975e-05,,,7.474593530787388e-06,3.975251456722617e-05,,1.3997032510815188e-05
77.161,28.649,4.859161344938912e-05,2.193650288973004e-05,1.523863375041401e-05,3.830108653346542e-06,,3.2476407795911655e-05,,,-1.1509634532558266e-05,2.6229239665553905e-05,-2.8400178052834235e-05,
77.171,28.649,4.598430223268224e-06,2.244959614472464e-05,9.35032767301891e-06,1.1361894394212868e-05,,0.0002569664793554,,,1.616841245777323e-06,2.7229929401073605e-05,-1.0767810636025388e-05,2.2484740838990547e-05
77.181,28.649,0.0001195501026813,4.579763117362745e-05,1.6299514754791744e-05,8.557284672860987e-06,,6.502176984213293e-05,,,-2.2629396880802237e-06,1.1736919077520724e-05,,2.443368975946214e-05
77.192,28.649,,3.0357636205735616e-05,1.018470629787771e-05,4.865160371991806e-05,,0.0001841747725848,,,9.14241263672011e-06,4.1886945837177336e-05,,2.211170613009017e-05
77.202,28.649,4.388449815451168e-05,2.694606155273505e-05,1.6017556845326908e-05,1.0199764801654965e-05,3.6958008422516286e-05,0.0001983136316994,,,7.034558166196803e-06,3.179013583576307e-05,-1.617137240828015e-05,4.030550189781934e-05
77.213,28.649,-6.145857241790509e-06,2.178398972318973e-05,8.74821580509888e-06,9.240266990673264e-06,4.437391180545092e-05,0.0001117881256504,,,1.291142325499095e-05,7.035856833681464e-05,-2.3229713406180963e-05,4.030550189781934e-05
77.223,28.649,1.3493054211721756e-05,,8.04452156444313e-06,1.950943078554701e-05,1.8396716768620536e-05,3.730410389835015e-05,,,7.672893843846396e-06,4.134032496949658e-05,,1.410401819157414e-05
77.233,28.649,0.0001473773445468,2.740135278145317e-05,-4.970086138200713e-06,2.8415717679308727e-05,,7.083234959281981e-05,,,7.369191280304221e-06,4.628708484233357e-05,,2.6340152544435117e-05
77.244,28.649,-1.8003625882556662e-05,2.320010753464885e-05,4.953715233568801e-06,3.076911752941669e-06,,6.450849468819797e-05,,,-2.009251289791792e-07,1.2923193935421295e-05,,2.69558368017897e-05
77.254,28.649,,2.1378587916842665e-05,5.9890226111747324e-06,5.982351467537228e-06,,7.536893826909363e-05,-5.50765207663062e-06,,-2.118789325322723e-06,,,2.3762630007695407e-05
77.264,28.649,-4.4838279791292734e-06,2.8501313863671385e-05,-2.210845923400484e-05,2.2129765056888573e-05,3.346862649777904e-05,2.6689760488807224e-05,-5.50765207663062e-06,,4.343404270912288e-06,,,
77.275,28.649,8.517789683537558e-05,,2.245068390038796e-05,1.0671653399185743e-05,3.590733467717655e-05,3.725803617271595e-05,,,-3.493562871881295e-06,2.434720954624936e-05,-2.1416366507764906e-05,
77.285,28.649,-3.651558927231235e-06,2.355655124119949e-05,5.854350092704408e-06,8.612274541519582e-06,4.218888716422953e-05,0.0001530001900391,,,4.822856681130361e-06,,-2.2292993890005164e-05,1.7986472812481225e-05
77.296,28.649,-2.448102350172121e-05,2.1442989236675203e-05,1.726619871078583e-06,5.755170423071832e-05,9.1896639787592e-05,1.4017482499184553e-05,,,5.5965451792872045e-06,2.6539784812484868e-05,,3.187296897522174e-05
77.306,28.649,-1.0215309885097668e-05,3.5071076126769185e-05,9.82690607997938e-07,-6.602212579309708e-06,8.39815620565787e-05,0.0001585115096531,,,-1.4761196325707717e-05,1.762109241099097e-05,,1.5450634236913174e-05
77.316,28.649,0.000131825232529,1.914056520035956e-05,1.2646255527215544e-05,8.291143785754684e-06,0.0001008667895803,3.3322641684208065e-05,,,2.4678438421688043e-06,2.4948238205979575e-05,-1.0558555914030876e-05,2.0322133423178457e-05
76.932,28.659,-5.665003754984355e-06,1.6758958736318164e-05,2.487676624696178e-07,1.2003049050690606e-05,9.144298019236883e-06,8.222382894018665e-05,-2.2332376374833984e-06,,8.545685545868764e-07,2.953907460323535e-05,,1.882523429230787e-05
76.943,28.659,-1.1817772247013636e-05,,1.5760148016852327e-05,2.284671427332796e-05,3.299294621683657e-05,0.0002642713952809,-1.0872740858758334e-05,,3.147445340800914e-06,,,2.508181023586076e-05
76.953,28.659,6.362270596582675e-06,3.016319897142239e-05,,7.027519313851371e-05,4.297797568142414e-05,4.233536310493946e-05,,,4.908040409645764e-06,,,1.613752647244837e-05
76.963,28.659,-6.687527729809517e-06,2.8081827622372657e-05,-1.7018999187712325e-06,1.4593309970223343e-05,,7.315545371966437e-05,,,2.963474798889365e-06,0.0001760810846462,-1.4177594493958168e-05,1.5235487808240578e-05
76.974,28.659,-1.874605004559271e-05,2.8081827622372657e-05,4.0102231650962494e-06,4.746952072309796e-06,6.47890628897585e-05,2.5060329789994285e-05,,,-9.625886150388396e-07,5.832909664604813e-05,-9.13901658350369e-06,3.53455325239338e-05
76.984,28.659,-1.0790835403895471e-05,2.563448470027652e-05,5.775596036983188e-06,2.043845597654581e-05,4.037747567053884e-05,0.000238566644839,,,2.228536914117285e-06,,,2.4903030862333253e-05
76.994,28.659,3.870396176353097e-05,2.950643829535693e-05,-6.248158751986921e-05,4.084041211172007e-05,3.84866252716165e-05,1.9033515854971483e-05,,,7.635879228473641e-06,6.496903370134532e-05,-9.60042598308064e-06,2.3629503630218096e-05
77.005,28.659,8.34312304505147e-05,2.736179703788366e-05,9.63119964580983e-06,1.0748782187874896e-05,,6.683855463052168e-05,,,-4.737461495096795e-06,3.4859109291573986e-05,,2.2388318029697984e-05
77.015,28.659,-1.2110062925785314e-06,2.1035295503679663e-05,1.949112265720032e-05,1.7430416846764274e-05,3.3443680877098814e-05,2.2610151063418016e-05,,,-2.803867360512413e-08,,,
77.026,28.659,-6.959041911613895e-06,2.079462865367532e-05,-3.4646238873392576e-06,1.483522373746382e-05,0.0001236483658431,7.579520024592057e-05,8.270998478110414e-06,,6.633437351410976e-06,,,2.4072018277365714e-05
77.036,28.659,-4.240260750520974e-06,,1.7834272512118332e-05,2.1714951799367554e-05,8.370317664230242e-05,6.618164479732513e-05,,,6.014258360664826e-06,6.826408935012296e-05,,2.3419001081492752e-05
77.046,28.659,-2.6741797682916517e-06,2.8173190003144555e-05,6.726923402311513e-06,2.071323615382425e-05,5.096759196021594e-05,2.5295454179286025e-05,,,8.51213735586498e-06,3.4579770726850256e-05,,1.8023454686044715e-05
77.057,28.659,-8.630860065750312e-06,2.375630720052868e-05,2.610515548440162e-05,2.1896685211686417e-05,,0.0001897629117593,,,-3.642602223408176e-06,5.251093170954846e-05,-3.666780321509577e-05,2.068100729957223e-05
77.067,28.659,7.871530215197708e-06,2.67333507508738e-05,1.3022032362641768e-05,1.3633653907163534e-05,3.1804022000869736e-05,0.0001846740196924,,,-1.117753754442674e-06,,-3.120397377642803e-05,1.80012848431943e-05
77.078,28.659,5.81953972869087e-05,1.898336995509453e-05,1.8143007764592767e-05,1.1473466656752862e-05,,0.0001433086581528,,,-1.376068553327059e-06,5.170479926164262e-05,-1.912249717861414e-05,2.6799243642017245e-05
77.088,28.659,4.390853064251132e-05,2.1479838324012235e-05,1.6621774193481542e-05,9.900343684421388e-06,5.959079135209322e-05,5.2873532695230097e-05,,,6.801836207159795e-06,2.440272510284558e-05,-1.988954136322718e-05,2.094702358590439e-05
77.098,28.659,-6.525760454678675e-06,1.602504744369071e-05,9.838680853135884e-06,7.348294457187876e-05,4.55925110145472e-05,4.460325362742879e-05,,,-4.006778908660635e-06,1.5053279639687387e-05,-1.8009905033977702e-05,1.8120790628017858e-05
77.109,28.659,4.925705070490949e-05,2.333958946110215e-05,1.5372468624264002e-05,3.176591917508631e-06,4.163892663200386e-05,6.395378295565024e-05,,,1.463139483348641e-06,2.447806218697224e-05,,2.302538814547006e-05
77.119,28.659,0.0001126967254094,3.025601290573832e-05,6.159974645925104e-07,1.9990427972516045e-05,5.363697709981352e-05,5.578965283348225e-05,-1.0411475159344263e-05,,-5.926758603891358e-07,,-2.48978740273742e-05,2.071137168968562e-05
77.129,28.659,-6.8347412707225885e-06,2.5918589017237537e-05,3.121470217593014e-05,1.0831281542778017e-05,,1.9552006051526405e-05,,,2.1430075491934986e-07,3.176299651386216e-05,-2.8400178052834235e-05,1.962984424608294e-05
77.14,28.659,0.0001291244116146,,1.4382134395418689e-05,2.782126830425113e-05,,8.518234244547784e-05,,,3.0619100925832754e-06,7.837018347345293e-05,-1.617137240828015e-05,
77.15,28.659,4.598430223268224e-06,1.879560841189232e-05,1.043965221469989e-05,2.0364293959573843e-05,,2.488647078280337e-05,,,3.028814717254136e-06,3.012856177520007e-05,,
77.161,28.659,-9.87857401923975e-06,2.409098851785529e-05,0.0001932425948325,1.245889416168211e-05,4.572356920107268e-05,8.762919605942443e-05,,,-4.606778475135798e-06,5.175936530577019e-05,-1.3841513464285526e-05,
77.171,28.659,-1.1464708222774789e-05,2.409098851785529e-05,-1.3691806998394895e-05,-1.115823806685512e-06,2.3251179300132208e-05,-3.68272558262106e-05,,,1.160402098321356e-05,5.016068462282419e-05,,1.6508096450706944e-05
77.181,28.659,,2.5810120860114694e-05,1.747592250467278e-06,1.3159413356333973e-05,,7.831682887626812e-05,,,-8.973713647719705e-07,2.5471368644502945e-05,-2.1827529053553008e-05,1.3997032510815188e-05
77.192,28.659,-1.770567541825585e-05,1.710418837319594e-05,6.424519597203471e-06,7.977770337674883e-07,4.140276359976269e-06,1.396752031723736e-05,-5.573125235969201e-06,,6.470355401688721e-06,2.6229239665553905e-05,-7.710920726822224e-06,
77.202,28.659,-6.7896653490606695e-06,2.6200446882285174e-05,1.6036834495025687e-05,2.572207449702546e-05,4.8738918849267066e-05,8.470957254758105e-05,-5.573125235969201e-06,,3.50175537278119e-06,1.674239683779888e-05,-2.0948831661371518e-05,1.7495527572464198e-05
77.213,28.659,-1.3493297046807127e-05,,2.0762974600074813e-05,7.644546712981537e-06,,3.93629634345416e-05,,,3.2215864393947413e-06,2.138433228537906e-05,,1.581584001542069e-05
77.223,28.659,-1.1447406905062962e-05,,6.677614692307543e-06,1.0070823009300511e-05,5.798809070256539e-05,0.0001007234750431,2.884495006583165e-05,,-6.1222431213536765e-06,4.1886945837177336e-05,,
77.233,28.659,,2.694606155273505e-05,,1.5313533367589116e-05,2.654432501003612e-05,0.0002390749723417,,,-3.485202114461572e-06,0.0001015472298604,,4.030550189781934e-05
77.244,28.659,-1.3335688890947496e-05,2.178398972318973e-05,6.304815178737044e-05,2.022434455284383e-05,2.5322950023110025e-05,5.4163861932465807e-05,,,7.012178230070276e-06,2.4443643269478343e-05,-1.125348990171915e-05,2.2820768208475783e-05
77.254,28.659,-3.5749551443586824e-06,,-1.899439752151011e-07,1.7062782717403024e-05,8.716098818695173e-05,1.878153852885589e-05,,,-5.060390321887098e-06,2.275548104080372e-05,-1.4820119758951478e-05,1.410401819157414e-05
77.264,28.659,-7.773566608193505e-07,,1.947330019902438e-05,-2.4588364340161206e-06,4.437391180545092e-05,4.397304655867629e-05,,,-2.270186087116599e-06,6.031265729689039e-05,-2.1749747247667983e-05,1.2131861694797408e-05
77.275,28.659,,2.320010753464885e-05,1.1335484487062786e-05,5.228544978308491e-06,1.8396716768620536e-05,8.893129415810108e-05,,,9.78086427494418e-06,2.071963172056712e-05,-1.421961951564299e-05,2.69558368017897e-05
77.285,28.659,1.10864682767442e-07,2.1378587916842665e-05,6.22286279394757e-06,2.860233962564962e-06,5.0106416892958805e-05,1.1772909601859284e-05,,,1.814347911022196e-06,4.70256527478341e-05,-5.667070581694134e-06,1.2798095667676536e-05
77.296,28.659,-6.85589793647523e-06,2.8501313863671385e-05,-1.0328062671760565e-06,3.827134605671745e-06,5.0106416892958805e-05,5.642858741339296e-05,-1.939498542924412e-05,,3.180502517352579e-06,5.032196349930018e-05,,
77.306,28.659,-5.552846687351121e-06,,-4.060738137923181e-05,2.4670647690072656e-05,3.346862649777904e-05,3.651750012068078e-05,,,-5.673736268363427e-06,,-2.023351589741651e-05,
77.316,28.659,-1.7302270862273872e-05,2.355655124119949e-05,1.7699602494758435e-06,2.4453895093756728e-05,5.078793765278533e-05,3.2197120162891224e-05,,,1.8278437892149668e-06,0.0001023688309942,-1.3072683941572905e-05,1.4429700058826713e-05
76.953,28.668,-2.870966682166909e-06,,1.402137513650814e-06,4.532101684162626e-06,6.210512947291136e-05,6.975158612476662e-05,,,6.357998699968448e-06,,-9.60042598308064e-06,2.00410868274048e-05
76.963,28.668,0.0001356643770122,2.541437061154284e-05,1.3583706277131569e-05,2.7860854970640503e-05,5.1203154725953937e-05,0.0002486297744326,,,3.6723093899126986e-08,1.757174322847277e-05,-9.01297062227968e-06,6.207531987456605e-05
76.974,28.668,,2.8019770979881287e-05,1.5149474165809806e-05,-9.550221875542777e-07,,9.406029130332172e-05,,,1.1191296835022513e-05,6.178682087920606e-05,-1.7454634871683083e-05,1.613752647244837e-05
76.984,28.668,0.0001339162117801,2.6746985895442776e-05,1.4020474736753386e-05,2.661556027305778e-05,,6.604667578358203e-05,-4.965729749528691e-05,,1.15461762106861e-05,1.837333184084855e-05,-2.5430790628888644e-05,2.0957959350198507e-05
76.994,28.668,-1.0305445357516874e-05,2.8081827622372657e-05,-1.0015882253355812e-05,2.5056594950001454e-06,,-1.8085931515088305e-05,,,3.609660780057311e-06,0.0001760810846462,,1.9592644093791023e-05
77.005,28.668,-1.968475226021837e-05,2.8081827622372657e-05,3.405129518796457e-06,2.158869756385684e-05,7.678421388845891e-05,6.715904601151124e-05,-5.50765207663062e-06,,-2.5419649318791926e-06,2.091531314363237e-05,-1.025571964419214e-05,3.53455325239338e-05
77.015,28.668,-9.73245369095821e-06,,-4.393038580019493e-06,1.568477091495879e-05,4.824996358365752e-05,7.060480857035145e-05,-5.50765207663062e-06,,1.2663042525673518e-06,2.0836856492678635e-05,-1.1615350558713544e-05,1.892526779556647e-05
77.026,28.668,-2.6741797682916517e-06,,1.681665344221983e-05,8.209984116547275e-06,4.824996358365752e-05,2.960838537546806e-05,,,3.186081130479579e-06,6.496903370134532e-05,,2.3629503630218096e-05
77.036,28.668,-8.630860065750312e-06,2.484351171005983e-05,5.623954621114535e-06,9.454395330976696e-05,6.47890628897585e-05,8.003237780940253e-06,,,2.865534270313219e-06,3.4859109291573986e-05,-3.120397377642803e-05,2.2388318029697984e-05
77.046,28.668,4.016028185560572e-07,2.484351171005983e-05,5.931657142355107e-06,8.728026841708925e-06,6.813185609644279e-05,8.838005669531412e-06,,,7.009744876995683e-06,2.0907735233777203e-05,-2.8089161787647757e-05,
77.057,28.668,3.1562319691147422e-06,2.079462865367532e-05,6.86748080624966e-06,4.788661954080453e-06,3.661447044578381e-05,5.2880077419104055e-05,,,3.960805770475417e-06,,-8.048757081269287e-06,2.3419001081492752e-05
