longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.233,28.531,,,,5.414067345554941e-05,6.753836350981146e-05,,,,2.40760637097992e-05,4.289389835321344e-06
77.244,28.531,,,,,8.826176781440154e-05,,,,7.28136683392222e-06,1.271127530344529e-05
77.254,28.531,,1.1774476661230436e-05,,,2.8202221074025147e-05,,,,0.0001419570471625,4.0740651456872e-05
77.264,28.531,,-1.5199360859696752e-05,,5.963218427496031e-05,4.875785816693679e-05,,,,9.876420335785951e-06,3.857360934489407e-05
77.275,28.531,,-7.2825800998543855e-06,,0.0002335838798899,3.987775562563911e-05,,,,-4.746550075651612e-06,2.5973185984184965e-06
77.285,28.531,,,,5.348951526684687e-05,8.693664858583361e-05,,,,7.808456757629756e-06,1.9223542039981112e-05
77.296,28.531,,,,5.737785977544263e-05,0.0001539607183076,,,,4.84747988593881e-06,2.303188739460893e-05
77.306,28.531,,,,6.344194844132289e-05,2.452336467229088e-08,,,,5.756928658229299e-05,-1.2288115613046102e-05
77.316,28.531,,-2.6360097763244997e-05,,,6.721606769133359e-05,,,,5.90543459111359e-06,5.025927384849638e-05
77.327,28.531,,,,0.0002442575932946,4.726496626972221e-05,,,,2.8797828690585447e-06,-1.2933710422657896e-05
76.87,28.541,,,,,5.407461139839143e-05,,,,4.18262925450108e-06,-2.6299436285626143e-05
76.88,28.541,,1.3729706552112477e-05,,5.493441494763829e-05,0.0001077592678484,,,,1.0211185326625127e-05,-7.876058953115717e-05
76.891,28.541,,-2.2261323465500027e-05,,,0.000128155836137,,,,2.658878656802699e-05,
76.901,28.541,,-1.9306795365992e-05,,,8.310851990245283e-05,,,,2.247493966933689e-06,5.607703133136965e-05
76.911,28.541,,,,5.838454671902582e-05,0.0002344434033147,,,,6.918404324096628e-06,4.21628137701191e-05
76.922,28.541,,,,0.0002622460888233,2.1084404124849243e-06,,,,-6.69433666189434e-06,6.01823594479356e-05
76.932,28.541,,,,5.921291449340061e-05,1.0669740731827916e-05,,,,3.139067757729208e-06,8.078613973339088e-06
76.943,28.541,,-3.329197716084309e-05,,0.0002328884875169,0.0001871233544079,,,,1.5070125300553627e-05,-7.631509106431622e-06
76.953,28.541,,,,0.0002328884875169,9.41223988775164e-05,,,,2.7328884243615903e-05,-8.808968914308934e-07
76.963,28.541,,-2.809119541780092e-05,,6.060406667529605e-05,9.803287639442717e-07,,,,5.361556395655498e-05,3.492048563202843e-06
76.974,28.541,,3.6539659049594775e-06,,,4.102610546397045e-05,,,,7.909939449746162e-05,-1.2109187991882209e-05
76.984,28.541,,-4.846908723266097e-07,,,5.186631460674107e-05,,,,0.0001151367541751,-5.153503479959909e-06
76.994,28.541,,-1.958060602191836e-05,,4.671384522225708e-05,0.0001221995771629,,,,6.848938483017264e-06,-2.0428931748028845e-05
77.005,28.541,,-6.624376965191914e-06,,0.0001314476394327,2.6738362066680565e-06,,,,5.793243417429039e-06,-1.870300002337899e-05
77.015,28.541,,-7.284516868821811e-06,,0.0002152942761313,-1.6921170754358172e-05,,,,-6.995897365413839e-06,-1.8323999029234983e-05
77.026,28.541,,,,,5.259761019260623e-05,,,,1.413712561770808e-05,7.964504766277969e-05
77.036,28.541,,-2.458368044244708e-06,,,-2.3453433186659822e-06,,,,1.4881909464747878e-06,3.222476834707777e-06
77.046,28.541,,-2.4151659090421163e-05,,,1.8697954146773554e-05,,,,2.976452378788963e-06,1.5259385008903337e-06
77.057,28.541,,,,,0.0001120141459978,,,,2.1303027097019367e-05,
77.067,28.541,,,,0.0002428794687148,5.702243652194738e-05,,,,0.00029321105103,6.20985301793553e-05
77.078,28.541,,-5.969223366264487e-06,,0.000221782742301,-6.7436085373628885e-06,,,,1.3829932868247852e-05,1.7630438378546387e-05
77.088,28.541,,5.169684663997032e-05,,6.224456592462957e-05,0.0001614921056898,,,,0.0001555757626192,4.479858034756035e-06
77.098,28.541,,1.3341819794732146e-05,,0.0001769584196154,0.0001427195529686,,,,7.47146041248925e-05,
77.109,28.541,,,,0.0001869846892077,8.781289943726733e-05,,,,1.4492062291537875e-05,
77.119,28.541,,,,0.000195334185264,0.0001222108112415,,,,-8.24711150926305e-06,-8.045687718549743e-05
77.129,28.541,,,,,0.0002876885992009,,,,-1.6286618119920604e-05,0.0002379949291935
77.14,28.541,,-1.8800405086949468e-05,,,6.811387720517814e-05,,,,1.6704239897080697e-05,-1.5462075680261478e-05
77.15,28.541,,2.231999133073259e-05,,,7.791462849127129e-05,,,,1.2912345482618548e-05,5.7548259064788e-06
77.161,28.541,,-1.7060136087820865e-05,,0.0002623312175273,-1.670041456236504e-05,,,,0.0002671261026989,0.0002706511586438
77.171,28.541,,-2.0133003999944776e-05,,7.427228410961106e-05,4.94099767820444e-05,,,,1.2996398254472297e-05,6.77894422551617e-05
77.181,28.541,,5.266676453175023e-06,,,4.347326466813684e-05,,,,2.8450651370803826e-05,-1.687010126261157e-06
77.192,28.541,,3.3763535611797124e-06,,0.0002135243994416,6.037845741957426e-05,,,,2.779879423542297e-06,1.7489288438810036e-05
77.202,28.541,,-6.190977728692815e-06,,6.496032438008115e-05,-5.592237812379608e-06,,,,1.4581297591576003e-06,0.0002209659432992
77.213,28.541,,-4.938884012517519e-05,,0.0001330196391791,5.370561120798811e-05,,,,2.6347812308813445e-05,-9.518454135104548e-06
77.223,28.541,,-5.197706923354417e-05,,0.0001968033466255,6.197707261890173e-05,,,,1.1914433343918064e-05,3.899882358382456e-06
77.233,28.541,,-1.0081786967930384e-05,,0.0001762785977916,0.0001498569617979,,,,1.8605978766572665e-05,3.642733281594701e-05
77.244,28.541,,,,,0.0001035173409036,,,,-6.851756552350707e-06,0.0001374600396957
77.254,28.541,,,,0.0001673368969932,8.378974598599598e-05,,,,4.0645565604791045e-05,1.3090252650727052e-05
77.264,28.541,,,,6.35006363154389e-05,3.103462518083689e-07,,,,0.000131729786517,5.246122600510717e-05
77.275,28.541,,-1.828765016398393e-05,,,2.3428050553775392e-05,,,,1.934304782480467e-05,0.0003034423280041
77.285,28.541,,-5.277116088109324e-06,,,0.0002074698277283,,,,-2.426422270218609e-06,-1.2288115613046102e-05
77.296,28.541,,-2.6080509996972975e-05,,4.19876778323669e-05,7.047838880680501e-05,,,,1.754681215970777e-05,0.0002638980804476
77.306,28.541,,-1.900437928270549e-05,,0.0002335838798899,5.416595377027989e-05,,,,1.0962083251797594e-05,5.241294275037944e-06
77.316,28.541,,-2.5256020308006555e-05,,5.881542892893776e-05,0.0001095637853723,,,,5.722502100979909e-05,-1.1704574717441574e-05
76.849,28.551,,,,,4.043475928483531e-05,,,,1.5931674113289773e-07,6.50354559184052e-05
76.86,28.551,,,,5.396688356995583e-05,-2.020529109358904e-06,,,,7.497565093217418e-06,-1.2992618394491728e-05
76.87,28.551,,,,0.0002206500648753,0.00018779624952,,,,7.167270268837456e-06,-4.227711542625912e-05
76.88,28.551,,2.0121080524404533e-05,,3.911135718226433e-05,0.0001752763491822,,,,1.941663504112512e-05,2.493473630238441e-06
76.891,28.551,,,,0.0002567503834143,-6.87264275711641e-07,,,,5.330288786353776e-06,-1.977332794922404e-05
76.901,28.551,,,,,5.145810428075493e-05,,,,3.0244264053180814e-06,-9.643764315114822e-06
76.911,28.551,,3.633301957961521e-06,,5.493441494763829e-05,-7.863803148211446e-06,,,,,0.0001303140743402
76.922,28.551,,-2.889292409236077e-05,,,0.0002745989477261,,,,3.445076572461403e-06,7.64748256187886e-05
76.932,28.551,,-3.6027649912284687e-06,,5.838454671902582e-05,5.849974331795238e-05,,,,6.605880571441958e-06,4.460566287889378e-06
76.943,28.551,,,,5.838454671902582e-05,3.69315457646735e-05,,,,1.854178117355332e-05,3.492048563202843e-06
76.953,28.551,,3.494674092507921e-05,,,2.2607739083468917e-05,,,,1.053383130056318e-05,0.0001936832413775
76.963,28.551,,-5.032412082073279e-05,,5.921291449340061e-05,1.4100962289376184e-05,,,,0.0001175350625999,
76.974,28.551,,-6.624376965191914e-06,,0.0002328884875169,8.789066487224773e-05,,,,2.299448533449322e-05,9.562480954627972e-06
76.984,28.551,,1.823758975660894e-05,,0.0002328884875169,0.0002439401723677,,,,3.7466011235665056e-06,-1.1463437658676412e-05
76.994,28.551,,-8.417915523750708e-05,,,0.0003213688905816,,,,0.0002288930409122,-1.527352287666872e-05
77.005,28.551,,-2.711425850066007e-06,,,0.0002258342137793,,,,4.8929668992059305e-05,0.0001101272282539
77.015,28.551,,-5.848887212778209e-06,,5.069544567959383e-05,4.544361581793055e-05,,,,1.480040191381704e-05,
77.026,28.551,,-1.203055307996692e-05,,5.212154792388901e-05,7.290778739843517e-06,,,,8.933734352467582e-05,
77.036,28.551,,-1.0380404091847597e-05,,0.0001745471381582,2.419361953798216e-05,,,,2.3644901375519112e-05,0.0002587165799923
77.046,28.551,,,,0.0002887508308049,6.178493640618399e-05,,,,1.2357989362499213e-05,0.0002092868671752
77.057,28.551,,-2.0801589926122688e-05,,0.0001384857896482,7.921062206150964e-05,,,,1.9785924450843595e-05,4.8728386900620535e-05
77.067,28.551,,-3.362258576089516e-05,,,0.0001728672796161,,,,5.550888818106614e-05,7.389908569166437e-05
77.078,28.551,,-1.2290160157135688e-05,,0.0002229710080428,5.62809182156343e-05,,,,2.1001491404604167e-05,
77.088,28.551,,7.581609793305688e-07,,6.887209019623697e-05,-4.367152996564983e-06,,,,1.276435432373546e-05,
77.098,28.551,,-2.565088107076008e-05,,0.0002428794687148,3.940283204428852e-05,,,,-1.943634515555459e-06,-1.7535339793539606e-05
77.109,28.551,,-1.3004010725126136e-05,,0.0001708426570985,7.498865306843072e-05,,,,6.361505802487954e-05,-1.8140990505344234e-05
77.119,28.551,,-2.589416180853732e-05,,0.0001418744504917,6.408015178749338e-05,,,,3.606874088291079e-05,6.90655042490107e-07
77.129,28.551,,8.528473358637711e-07,,0.0001869846892077,-5.904082172492053e-06,,,,7.366849331447156e-06,0.0002175388508476
77.14,28.551,,2.831960955518298e-06,,0.0001638403482502,4.629350223694928e-05,,,,4.2815631786652375e-06,0.0001765031338436
77.15,28.551,,,,0.000209403980989,8.105916640488431e-05,,,,9.463147762289736e-06,3.0496788895106874e-05
77.161,28.551,,-3.375325468368828e-05,,5.5287386203417554e-05,-2.481588489899877e-05,,,,0.0001755192351993,
77.171,28.551,,2.413916718069231e-06,,5.014645284973085e-05,0.0001283706224057,,,,2.00893100554822e-05,-5.308075287757674e-06
77.181,28.551,,-6.190977728692815e-06,,,5.752223296440207e-05,,,,6.281991772993933e-06,-2.9600087145809084e-05
77.192,28.551,,-1.957930180651601e-05,,,5.645236524287611e-05,,,,8.883372260015676e-08,0.0001234419323736
77.202,28.551,,-3.0492146834149025e-06,,0.0002093742950819,8.966088353190571e-05,,,,4.4790249376092106e-05,-2.174349447159329e-06
77.213,28.551,,,,,9.147544005827513e-06,,,,1.032091495289933e-05,4.13904563174583e-05
77.223,28.551,,,,0.0002135243994416,0.0001015166781144,,,,4.7262481530196965e-05,7.69335892982781e-05
77.233,28.551,,1.810166759241838e-05,,0.000204739277251,-1.959425935638137e-05,,,,5.520362719835248e-06,3.4473472624085844e-05
77.244,28.551,,-1.6449568647658452e-05,,0.0001968033466255,3.3794560295064e-05,,,,0.0001191787014249,5.246122600510717e-05
77.254,28.551,,-5.277116088109324e-06,,0.0001968033466255,0.0001182254054583,,,,-7.396618457278237e-06,-4.007106690551154e-05
77.264,28.551,,-2.6360097763244997e-05,,,-2.3959544250828912e-06,,,,1.2605915799213108e-05,-7.0388682615885045e-06
77.275,28.551,,,,0.0002175463450839,4.8182806494878605e-05,,,,1.89365691767307e-05,3.902336175087839e-06
77.285,28.551,,-5.3570033742289525e-06,,5.414067345554941e-05,0.0001888808183139,,,,6.351750471367268e-06,
77.296,28.551,,3.814019510173239e-05,,0.0002450346946716,4.765025005326606e-05,,,,4.373359843157232e-05,9.425457392353565e-06
77.306,28.551,,,,,0.0002380759542575,,,,-1.1428612197050825e-05,-1.2177592907391954e-05
77.316,28.551,,3.133359598450625e-07,,,2.9518352675950155e-05,,,,3.916480181942461e-06,-4.044003162562149e-06
76.849,28.561,,-1.2870742466475347e-05,,7.524614193243906e-05,3.850213761324994e-05,,,,2.186883830290753e-05,
76.86,28.561,,,,0.0001830652181524,2.6527164664003067e-05,,,,1.1646294296951964e-05,1.6719346604077145e-05
76.87,28.561,,,,,-8.635551239422057e-06,,,,6.821398073952878e-06,
76.88,28.561,,-4.085459659108892e-05,,0.0002048572205239,0.0005309240077622,,,,-6.460257282014936e-06,-1.5176608940237202e-05
76.891,28.561,,-3.329197716084309e-05,,5.396688356995583e-05,6.798489721404621e-06,,,,5.683636481990106e-05,8.483665442327037e-05
76.901,28.561,,-3.6027649912284687e-06,,6.421221769414842e-05,3.260119410697371e-05,,,,6.965433567529544e-05,
76.911,28.561,,-3.144616857753135e-05,,3.911135718226433e-05,4.716694456874393e-05,,,,1.3452457096718716e-05,-3.207403551641619e-06
76.922,28.561,,-1.9368870198377408e-05,,,0.0001711696968413,,,,4.645165972760879e-06,4.917683781968663e-06
76.932,28.561,,3.494674092507921e-05,,4.620053005055525e-05,5.845783380209468e-05,,,,-3.711740646394901e-06,7.996440399438143e-05
76.943,28.561,,-6.624376965191914e-06,,,3.4328790206927806e-05,,,,2.0921253963024355e-05,-5.153503479959909e-06
76.953,28.561,,,,4.97901055496186e-05,0.0001320320443483,,,,-1.0666584785212764e-05,
76.963,28.561,,,,,0.0001221995771629,,,,-8.300370950564684e-07,-1.1463437658676412e-05
76.974,28.561,,,,0.0002622460888233,8.300752961076796e-05,,,,8.136522410495672e-06,0.0001418740430381
76.984,28.561,,-1.895511377369985e-05,,,-2.4598393792985007e-05,,,,1.11887766252039e-05,2.9221630029496737e-05
76.994,28.561,,,,4.984977567801252e-05,0.0002223570336354,,,,7.941680451040156e-06,-2.3240871087182317e-05
77.005,28.561,,6.1476653172576334e-06,,,0.0001785606291377,,,,2.000432687054854e-05,6.097666846471839e-05
77.015,28.561,,-3.717358595167752e-06,,,-1.2407580470608082e-05,,,,5.94093899053405e-06,1.8473096133675423e-05
77.026,28.561,,-2.483100979588926e-05,,,0.000329851580318,,,,1.743059510772582e-05,-4.102686489204643e-06
77.036,28.561,,-5.508028607437154e-06,,5.4273466957965866e-05,0.0001872760767582,,,,1.7317155652563088e-05,1.3287062756717203e-05
77.046,28.561,,,,5.069544567959383e-05,0.0002472293563187,,,,7.066012130962918e-06,0.0002346630208194
77.057,28.561,,1.729616997181438e-05,,5.212154792388901e-05,8.571004582336172e-05,,,,6.345714155031601e-06,0.0002006660797633
77.067,28.561,,,,0.0002379208308411,1.899709786812309e-05,,,,4.5563956518890336e-05,-7.439700766553869e-06
77.078,28.561,,,,,0.0001913814921863,,,,1.70059829542879e-05,-1.8211449059890583e-05
77.088,28.561,,-3.16463629133068e-05,,0.0002648367371875,0.0002772003354039,,,,3.0057499316171743e-05,0.000270028685918
77.098,28.561,,-1.9168488506693396e-05,,,1.4040494534128811e-05,,,,3.956753857892181e-07,-3.720931090356317e-06
77.109,28.561,,2.231999133073259e-05,,0.000185358148883,5.476465230458416e-05,,,,1.5649629858671688e-05,-2.8779240892617963e-05
77.119,28.561,,-2.2446814909926616e-05,,0.0001716381084406,0.0002470920735504,,,,2.2710721168550663e-05,-3.97661233364488e-06
77.129,28.561,,-2.148328712792136e-05,,0.0002527646720409,0.000159704912221,,,,0.0003659357898868,-7.587783784401836e-06
77.14,28.561,,1.9982333014922915e-06,,6.128248787717894e-05,0.0001686043542576,,,,2.972368065456976e-06,3.8041473544581095e-06
77.15,28.561,,-3.5417913295532344e-06,,0.0001769584196154,0.0002782851515803,,,,-7.995938176463824e-06,-6.12407120570424e-06
77.161,28.561,,-6.190977728692815e-06,,,5.3096307965461165e-05,,,,1.0460547855473123e-05,-2.9600087145809084e-05
77.171,28.561,,,,0.000195334185264,0.0002430702443234,,,,-5.222782206715237e-08,0.0003139262844342
77.181,28.561,,-5.698261247744085e-06,,0.0001626691810088,9.159935143543409e-05,,,,5.521225102711469e-05,-2.174349447159329e-06
77.192,28.561,,,,,0.0001909087586682,,,,1.089623947336804e-05,6.0852093156427145e-05
77.202,28.561,,,,,7.115510379662737e-05,,,,3.00204021641548e-07,0.000248556752922
77.213,28.561,,-1.2970351235708222e-05,,0.0002623312175273,0.0001247759209945,,,,0.0002383107930654,1.445471298211487e-05
77.223,28.561,,-5.277116088109324e-06,,5.825940388604067e-05,8.378974598599598e-05,,,,1.647380122449249e-05,1.030847488436848e-05
77.233,28.561,,-1.3173737897886896e-05,,0.0002093742950819,4.7962912503862754e-05,,,,1.168248309113551e-05,0.000123660385725
77.244,28.561,,,,0.0002439247618895,2.883657725760713e-05,,,,6.332369957817718e-05,-5.145812792761717e-06
77.254,28.561,,-1.7470949387643486e-05,,,0.0001823190541472,,,,1.6411153183071292e-06,-1.2606822565430775e-05
77.264,28.561,,1.2132056326663587e-05,,7.362292672041804e-05,2.472881715220865e-05,,,,2.5382396415807307e-05,2.866934664780274e-06
77.275,28.561,,,,0.0001968033466255,0.0003175499150529,,,,1.5645022358512506e-05,-1.251371713806293e-06
77.285,28.561,,,,0.0001968033466255,0.0002429792075417,,,,1.5798990716575645e-05,-3.525347710819915e-05
77.296,28.561,,-1.4362719412019942e-05,,4.8799000069266185e-05,0.0002193210093537,,,,-3.971269507019315e-06,
77.306,28.561,,1.9095671177638e-06,,5.795594552182593e-05,5.8231529692420736e-05,,,,-3.992471647507045e-06,0.0002319058694411
76.849,28.571,,-2.338992999284528e-05,,5.393775063566864e-05,0.0001788108929758,,,,6.428758933907375e-05,-1.0352414392400531e-05
76.86,28.571,,5.537624929274898e-06,,,0.0002344434033147,,,,7.474734502466163e-06,0.0001004640143946
76.87,28.571,,-2.9098759114276614e-05,,0.0001912589505081,-7.863803148211446e-06,,,,1.3883738574804738e-05,-4.508976417127997e-06
76.88,28.571,,,,,2.1084404124849243e-06,,,,5.607284401776269e-05,7.973418178153224e-06
76.891,28.571,,,,0.0001830652181524,0.0001001047858153,,,,4.0333303331863135e-05,7.55771470721811e-05
76.901,28.571,,-2.3826361939427443e-05,,,1.8593185814097524e-05,,,,3.496270801406354e-05,-1.343502663075924e-05
76.911,28.571,,-5.032412082073279e-05,,6.071265306673013e-05,6.003679663990624e-05,,,,2.0921735995216292e-05,-1.8846050807042047e-05
76.922,28.571,,-2.7934804165852256e-05,,,9.02254178072326e-05,,,,1.0987958376063034e-05,0.0002534489904064
76.932,28.571,,,,,0.0002170708030462,,,,1.4458641089731827e-05,1.04052351161954e-05
76.943,28.571,,-4.75209963042289e-05,,0.0002567503834143,6.582573405466974e-05,,,,0.000301819469314,-1.1463437658676412e-05
76.953,28.571,,-1.553830770717468e-05,,,5.9556423366302624e-05,,,,0.0001197911988128,2.071658400382148e-06
76.963,28.571,,-1.1947130360567826e-06,,4.620053005055525e-05,9.317805961472914e-05,,,,8.12035141279921e-05,-3.214626485714689e-05
76.974,28.571,,,,,0.0001088676799554,,,,7.305118742806371e-06,0.0001906696124933
76.984,28.571,,,,4.97901055496186e-05,7.868559623602778e-05,,,,5.563004378927872e-06,-1.097797940019518e-05
76.994,28.571,,-3.800529839281808e-06,,,-2.3453433186659822e-06,,,,7.092089799698442e-05,-1.4535851732944138e-05
77.005,28.571,,,,5.5423846788471565e-05,7.350093073910102e-05,,,,1.4206047126208432e-05,4.279142740415409e-05
77.015,28.571,,,,5.5423846788471565e-05,0.0001231895876117,,,,2.1303027097019367e-05,
77.026,28.571,,,,,0.0001263805897906,,,,6.529342044814257e-06,-3.91354005842004e-05
77.036,28.571,,-1.0943092092929874e-05,,,4.812064798898064e-05,,,,1.7625414329813793e-05,-1.446932765247766e-05
77.046,28.571,,4.840286237595137e-06,,6.353072240017354e-05,8.357214028364979e-06,,,,-7.911284228612203e-06,-3.4609881822689204e-06
77.057,28.571,,,,,0.0001347951038042,,,,6.385779215634102e-06,0.0002249659446533
77.067,28.571,,8.528473358637711e-07,,5.4273466957965866e-05,5.831976523040794e-05,,,,5.205348497838713e-05,3.430457354625105e-06
77.078,28.571,,,,4.671384522225708e-05,0.0002327758702449,,,,-8.24711150926305e-06,6.90655042490107e-07
77.088,28.571,,-3.375681990291923e-05,,0.0001770852832123,6.408015178749338e-05,,,,-9.562771083437838e-06,-4.9556783778825775e-05
77.098,28.571,,-1.8060532966046597e-05,,,-4.29210149377468e-06,,,,-6.4506634771532845e-06,0.000125223523355
77.109,28.571,,-3.8021949876565486e-05,,0.0001384857896482,-2.201883035013452e-05,,,,-1.4907946024322882e-06,
77.119,28.571,,5.18961360285175e-06,,0.0002851848257705,2.1443031073431484e-05,,,,-2.5900403670675587e-06,3.8041473544581095e-06
77.129,28.571,,,,0.0002229710080428,5.4894753702683374e-05,,,,7.868843567848671e-06,3.068914156756364e-05
77.14,28.571,,-6.190977728692815e-06,,,2.681133264559321e-05,,,,3.149942494928837e-05,-9.78994557954138e-06
77.15,28.571,,-5.462205081130378e-05,,0.0002428794687148,-1.1115609595435672e-05,,,,2.1863138499611523e-06,
77.161,28.571,,2.176473026338499e-05,,0.000221782742301,5.241834878688678e-05,,,,3.9600399759365246e-05,3.35075928887818e-05
77.171,28.571,,,,0.0003326739533804,6.780648982385173e-05,,,,2.6347812308813445e-05,1.9594652258092538e-05
77.181,28.571,,,,,0.0001571597240399,,,,6.2254689510155e-06,4.0740651456872e-05
77.192,28.571,,-2.0026378479087725e-05,,,-1.959425935638137e-05,,,,0.0002898971433751,1.3090252650727052e-05
77.202,28.571,,,,,0.0002947221219073,,,,4.541048383543966e-06,1.030847488436848e-05
77.213,28.571,,,,0.0002493785868864,8.758614421822131e-05,,,,6.8673989517265e-06,7.596341311000288e-05
77.223,28.571,,-1.7470949387643486e-05,,,0.0001161955588031,,,,1.653676554269623e-05,-7.0388682615885045e-06
77.233,28.571,,-1.0027432836068328e-05,,,6.918094004504383e-05,,,,1.7658287106314674e-05,-5.310059350449592e-06
77.244,28.571,,5.5042146414052695e-06,,0.0002623312175273,8.450058521702886e-05,,,,2.137522642442491e-05,5.599918586085551e-05
77.254,28.571,,-1.6472813513246365e-05,,0.0002244527713628,9.72636407823302e-05,,,,-7.344974619627464e-06,-2.451815271342639e-05
77.264,28.571,,-2.116139285135432e-06,,,0.0001487569097662,,,,2.8932732675457373e-05,
77.275,28.571,,-3.066893987124786e-05,,,-1.564472768222913e-05,,,,1.3688207218365278e-05,-4.044003162562149e-06
77.285,28.571,,-1.4190321962814778e-05,,6.496032438008115e-05,0.0001422900968464,,,,4.2361712075944524e-06,-3.296527938800864e-05
77.296,28.571,,-2.9360002372413877e-05,,0.0001330196391791,4.098972931387834e-05,,,,1.0995004231517669e-05,1.7180676877615042e-05
76.849,28.58,,-2.0915651475661438e-05,,,6.892477540532127e-05,,,,5.727076131734066e-05,-4.508976417127997e-06
76.86,28.58,,,,0.0002520577982068,0.0002640342863742,,,,-1.2360146683931816e-05,7.973418178153224e-06
76.87,28.58,,,,5.339420022210106e-05,1.8847651517717168e-05,,,,1.5812534911674447e-05,7.64748256187886e-05
76.88,28.58,,-1.2174875337223057e-05,,0.0002307547983946,-1.6543293895665556e-05,,,,-3.0822168355371105e-06,-8.797563168627676e-06
76.891,28.58,,,,,0.0001711696968413,,,,2.3057646103552543e-05,-1.1601669939409476e-05
76.901,28.58,,-2.011605647567194e-05,,,0.0001463856460759,,,,2.7328884243615903e-05,0.0001746466296026
76.911,28.58,,-1.5511694073211402e-05,,6.518102600239217e-05,-5.722397690988146e-05,,,,1.022097421810031e-05,2.55436771112727e-05
76.922,28.58,,-8.417915523750708e-05,,,0.0001978420623345,,,,2.377548662479967e-05,0.0003890016814693
76.932,28.58,,-3.14393423650472e-06,,0.0002048572205239,9.970902465283872e-05,,,,-7.749335054541007e-06,
76.943,28.58,,-1.7624071915633976e-05,,,0.0003213688905816,,,,6.233319709281204e-06,2.462736858888093e-07
76.953,28.58,,-1.0277455658069812e-05,,,6.658182974206284e-05,,,,1.1136856301163787e-05,2.9221630029496737e-05
76.963,28.58,,-3.800529839281808e-06,,,6.641020263487008e-06,,,,7.330336302402429e-06,
76.974,28.58,,2.0703000700450502e-06,,,8.595104009145871e-05,,,,1.413712561770808e-05,
76.984,28.58,,-1.529576002212707e-05,,0.0002129636413883,0.0003250534646213,,,,7.341390755755128e-06,-6.954443961149082e-06
76.994,28.58,,,,,0.000116536153655,,,,2.976452378788963e-06,7.743693277006969e-05
77.005,28.58,,,,,0.000175155364559,,,,3.2770971301943064e-05,-3.91354005842004e-05
77.015,28.58,,-1.3004010725126136e-05,,5.838454671902582e-05,0.0001760390587151,,,,0.0001171239709947,0.0002346630208194
77.026,28.58,,-2.565088107076008e-05,,0.0002622460888233,9.47490698308684e-05,,,,2.1006444512750026e-05,-3.4609881822689204e-06
77.036,28.58,,,,,0.0001165708963526,,,,7.957196066854522e-05,-2.8133827072451822e-06
77.046,28.58,,-3.833951041087858e-07,,,6.402514554793015e-05,,,,0.0002104190498357,6.327614300971618e-06
77.057,28.58,,-1.7060136087820865e-05,,,0.0001222108112415,,,,1.841312223405112e-05,9.642518853070214e-05
77.067,28.58,,-7.227368041640148e-05,,0.0002020614774664,3.40483347827103e-05,,,,0.0001300512085435,8.703572530066594e-05
77.078,28.58,,-3.375325468368828e-05,,6.353072240017354e-05,8.986992907011881e-05,,,,1.7023317923303694e-05,6.829782250861172e-06
77.088,28.58,,7.432586244249251e-06,,,0.0001258334523299,,,,5.77624814468436e-05,-2.2350905055645853e-05
77.098,28.58,,-2.0008617866551504e-05,,5.069544567959383e-05,5.983830851619132e-05,,,,9.602948557585478e-05,5.545827661990188e-06
77.109,28.58,,2.413916718069231e-06,,0.0002117785916198,0.0001686043542576,,,,,-1.9772684026975185e-05
77.119,28.58,,1.314904602622846e-05,,0.0002379208308411,0.000111255540105,,,,-1.4776228454138618e-05,
77.129,28.58,,,,0.00029956488288,3.814090814557858e-05,,,,6.104599015088752e-05,0.0002220960450358
77.14,28.58,,,,,5.829496512888e-05,,,,4.684726263803896e-06,4.6947557166276965e-06
77.15,28.58,,,,6.891450175317004e-05,0.0002750841085799,,,,1.4027579709363636e-05,-5.351224899641238e-05
77.161,28.58,,-1.2970351235708222e-05,,0.000185358148883,0.0001564684207551,,,,-3.341235014886479e-06,3.642733281594701e-05
77.171,28.58,,6.644660061283503e-06,,,0.0001296523259952,,,,1.1193702448508702e-05,-8.498317356497864e-07
77.181,28.58,,-1.3173737897886896e-05,,,0.0002244767529191,,,,1.7058678167813923e-06,3.4473472624085844e-05
77.192,28.58,,,,,8.739311306271702e-05,,,,1.8863225932364005e-06,4.276348136045272e-06
77.202,28.58,,-2.9491769964806736e-05,,,4.256254032952711e-05,,,,4.206820813124068e-05,2.866011709556915e-05
77.213,28.58,,-3.751672193175182e-05,,,8.678666199557483e-05,,,,-2.3238230824063062e-06,1.201188979393919e-06
77.223,28.58,,3.814019510173239e-05,,0.000209403980989,-1.0236874004476704e-05,,,,1.934304782480467e-05,0.0002043563872575
77.233,28.58,,4.795876520802267e-06,,,0.0001686258765403,,,,1.1350218755978858e-06,-6.865817704237998e-05
77.244,28.58,,-1.1499480024212971e-05,,5.5287386203417554e-05,6.062257307348773e-05,,,,1.5954117770888843e-05,1.28163910630974e-05
77.254,28.58,,,,0.0002065452281385,0.0001095637853723,,,,1.1091275155195037e-05,4.101727881788975e-06
77.264,28.58,,7.979189831530675e-05,,0.0001568400039104,6.41503429505974e-05,,,,1.4709598872286732e-05,0.0002029828756349
