longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.327,28.619,1.9113291273242797e-05,,5.578753530244285e-07,1.861699092842173e-05,1.281571439903928e-05,1.573908048158046e-05,,-5.001008503313642e-06,-4.535806056082947e-06,-7.794000339345075e-06,6.563573697349057e-05,1.14254698928562e-05,5.417838474386372e-05
77.337,28.619,-3.1732802199258003e-06,,3.2119474781211466e-05,0.0001670412020757,1.3269786904857028e-05,3.447219933150336e-05,-1.8088792785420083e-05,-2.535827434257953e-06,-1.4840949916106185e-05,,2.4965313059510663e-05,6.5101703512482345e-06,3.966835356550291e-05
76.891,28.629,0.00019943274674,,-2.6966251880367054e-06,-2.077526232824312e-06,6.86287421558518e-06,1.4159166312310845e-05,-1.982113826670684e-05,-1.1070538619151193e-07,-1.0158089025935624e-05,,8.764920949033694e-07,2.7360458716430003e-06,2.0532339476631023e-05
76.911,28.629,8.550212805857882e-05,-6.5005908254534e-05,4.42876716988394e-06,2.582919114502147e-05,3.008089879585896e-05,5.1407692808425054e-05,-5.035204958403483e-05,0.0002523371367715,-9.95486152532976e-06,-3.055570414289832e-05,3.522322731441818e-05,1.1959840776398778e-05,3.967038719565608e-05
76.922,28.629,3.816921525867656e-05,1.659583176660817e-05,1.082235303329071e-05,1.6895446606213227e-05,-4.2916203710774425e-06,3.1585015676682815e-05,-4.277367770555429e-05,-9.6113835752476e-06,-1.2473626156861428e-05,-9.518904334981926e-06,1.6537567717023194e-05,-2.0056793346157065e-06,2.2093483494245447e-05
76.953,28.629,3.928763362637255e-06,-1.3847995433025062e-05,-9.590326044417452e-06,-1.196825542137958e-05,5.151339792064391e-06,5.555078314500861e-05,-1.4765893183721346e-06,3.9902765820443165e-06,-9.706989658297973e-06,-3.606766404118389e-05,1.925863944052253e-05,-7.39046936359955e-06,3.756003206945024e-05
76.963,28.629,5.5853804951766506e-05,-4.075674951309338e-05,1.1003481631632894e-05,7.410465332213789e-05,1.1363862540747505e-05,1.5924006220302545e-05,-1.4765893183721346e-06,6.830221991549479e-06,-9.706989658297973e-06,-8.70111307449406e-06,5.796131517854519e-06,8.190878361347131e-06,6.590703560505062e-05
76.974,28.629,1.4258572264225222e-05,-7.501554591726744e-06,3.61816296390316e-06,8.993718074634671e-05,7.468323474313365e-06,5.096744644106366e-05,,0.0004573808109853,,-1.5462026567547582e-05,-5.552316906687338e-06,-1.7812540136219468e-06,4.300864020478912e-05
76.984,28.629,-9.9767737538059e-07,9.055459486262407e-06,6.853816557850223e-06,2.7333544494467787e-05,6.8541639848263e-06,1.738458377076313e-05,-1.5056566553539596e-05,1.167378286481835e-06,,-2.2630945750279352e-05,2.825055162247736e-05,2.749931445578113e-05,4.036092650494538e-05
76.994,28.629,-3.2195571293414105e-06,-1.6612146282568574e-05,1.5189918940450298e-06,1.0966223271680064e-05,3.640750946942717e-05,5.748429612140171e-05,-1.1982358046225272e-05,-2.809616262311465e-06,-5.4676338550052606e-06,-9.31285921978997e-06,3.475696939858608e-05,3.5855259739037137e-06,2.635470445966348e-05
77.005,28.629,0.000318956648698,-4.561396417557262e-05,1.2183949365862644e-05,5.065066488896264e-06,-5.296651579556055e-06,2.4866132662282325e-05,2.752287582552526e-05,4.025981525046518e-06,-7.071797881508246e-06,-2.1026564354542643e-05,1.841649282141589e-05,2.817728727677604e-06,6.746679719071835e-05
77.015,28.629,0.0001276297407457,2.0710018361569386e-05,6.376530564011773e-06,9.355971997138111e-05,1.1509187970659696e-05,3.40200676873792e-05,1.3427385056274945e-05,-3.879340965795564e-06,-1.1036330761271527e-05,-7.857035961933434e-05,1.8062493836623617e-05,2.4115279302350245e-05,2.6916024580714293e-05
77.026,28.629,0.0005802548257634,1.141765278589446e-05,1.056303403856873e-06,3.644511525635608e-05,4.693376922659809e-06,1.5972129403962754e-05,-1.4315133967102156e-06,-6.984436186030507e-05,-2.949136251118034e-05,-1.556737879582215e-05,1.3923595361120532e-05,4.712268491857685e-06,2.7136507924296893e-05
77.036,28.629,1.937723754963372e-05,1.64444627444027e-05,3.146037443002569e-06,1.3544328794523608e-05,9.017544471134896e-06,1.559816337248776e-05,-3.707337236846797e-05,6.63018226987333e-06,-7.109050784492865e-06,-2.883269371523056e-05,1.6143223547260277e-05,4.875685044680722e-05,5.4002372053219005e-05
77.046,28.629,3.605934762163088e-05,-1.8946129785035737e-05,2.752983709797263e-05,0.0002078812976833,1.0103842214448376e-05,5.211655661696568e-05,-2.8726783057209104e-05,-1.07794621726498e-05,-3.385022409929661e-06,1.589529711054638e-05,1.8809905668604188e-05,6.250260412343778e-06,3.338940587127581e-05
77.057,28.629,0.0002199450100306,5.224079359322786e-06,,2.3942538973642517e-05,1.983676884265151e-05,7.538156933151186e-05,-2.3145250452216715e-05,2.7365431378711943e-05,-9.960222996596713e-06,-1.829851680668071e-05,1.4279463357524946e-05,3.943185583921149e-05,2.1043882952653803e-05
77.067,28.629,2.1662268409272656e-05,-2.195830165874213e-05,3.886253125529038e-06,1.3583739928435534e-05,9.427525583305396e-06,6.661886436631903e-05,-2.3145250452216715e-05,-5.183792836760404e-06,-9.960222996596713e-06,-7.407349130517105e-06,1.4284839380707126e-05,1.394555965816835e-05,3.7048150261398405e-05
77.078,28.629,0.000132057495648,-9.46891032072017e-06,-1.0312489393982103e-05,1.574454472574871e-05,5.306478124111891e-05,3.640275099314749e-05,-2.8390733859851025e-05,1.2207417057652492e-05,-4.339841325418092e-05,-2.197091089328751e-05,2.6086550860782157e-05,1.18497137009399e-05,1.1608434761001265e-05
77.088,28.629,-1.4713558812218253e-05,-2.1415364244603552e-05,2.0339307411632035e-06,1.865250669652596e-05,1.0876127817027736e-05,4.823875133297406e-05,1.181283460027771e-05,1.470553434046451e-05,,-1.656558561080601e-05,2.9826433092239316e-05,-1.0667085007298738e-05,6.451002991525456e-05
77.098,28.629,3.194412784068845e-05,-3.3023850846802816e-05,1.4188079148880206e-05,1.697707557468675e-05,1.5909485227894038e-05,3.5413584555499256e-05,-2.512609717086889e-05,-1.062497995008016e-05,,-1.5560459587504738e-06,4.696293217421044e-06,6.465058504545596e-06,3.225435284548439e-05
77.109,28.629,0.0001209563852171,-1.3812738870910836e-05,8.936472113418858e-06,8.076104677456897e-06,8.697070006746799e-05,3.39398902724497e-05,-3.4356075047980994e-05,-3.297450348327402e-06,,-2.8696536901406944e-05,3.7797499317093752e-06,2.408560976618901e-05,1.9865497961291112e-05
77.119,28.629,0.0001790198002709,1.8596306290419309e-06,1.0878097782551777e-05,2.512186074454803e-05,4.521128357737325e-05,1.5574983990518376e-05,6.441720415750751e-06,2.373556071688654e-06,,-1.1244294910284223e-05,8.259202672888932e-07,2.0983279682695866e-05,6.002273948979564e-05
77.129,28.629,-7.418615950882668e-06,1.5914150935714133e-05,6.671343726338819e-06,3.088221637881361e-05,4.820184585696552e-06,3.704546907101758e-05,-1.8088792785420083e-05,-2.894332465075422e-05,-1.5196088497759774e-05,-7.1087129072111566e-06,1.2035858162562365e-05,5.377602064982057e-06,2.030729956459254e-05
77.14,28.629,-2.089396275550825e-06,7.989666301000398e-06,-6.879333795950515e-07,9.075413254322484e-05,0.0001920280919875,2.1025518435635604e-05,-1.8088792785420083e-05,-1.092846014216775e-05,-1.0788507097458933e-05,-1.4017264220456129e-05,8.259202672888932e-07,-3.0422024792642333e-06,2.8319525881670412e-05
77.15,28.629,8.631082891952246e-06,1.2821262771467443e-06,-1.9049097090828584e-06,2.1863956135348417e-05,3.3757882192730904e-05,2.4237093384726904e-05,,1.759474571372266e-06,-8.480069482175168e-06,,8.284847717732191e-05,1.3627250154968353e-05,5.639585288008675e-05
77.161,28.629,7.041546155051037e-07,-1.3693270375370048e-05,2.760942606983008e-06,1.5404653822770342e-05,3.9718586776871234e-05,2.4237093384726904e-05,-2.5524528609821573e-05,5.122782113176072e-06,,-8.033621270442382e-06,3.8497291825478896e-05,6.9249690568540245e-06,3.89846354664769e-05
77.171,28.629,0.0006327182636596,-1.0626653420331422e-05,1.928916753968224e-05,8.409413567278534e-06,5.181218512007035e-06,6.687957647955045e-05,1.0040993402071765e-05,3.655337195596076e-06,-4.535806056082947e-06,-9.591380148776809e-06,-8.172900379577186e-06,1.899188464449253e-05,1.6549047359148972e-05
77.181,28.629,0.0005504086147993,-1.335714478045702e-05,4.367947440186981e-06,2.226437027275097e-05,3.931557512260042e-05,2.0765002773259766e-05,-3.7321933632483706e-05,9.647429578762969e-06,-4.535806056082947e-06,-6.438916898332536e-05,-8.172900379577186e-06,4.469890427571954e-06,3.412166188354604e-05
77.192,28.629,-1.7637880773690997e-06,1.0234161891276017e-05,-2.077380304399412e-05,6.231498991837725e-05,1.104763214243576e-05,2.295762715220917e-05,-4.358812930149725e-06,-1.202341422867903e-06,-1.268421510758344e-05,-1.2397827049426269e-05,1.880501804407686e-05,1.4050987374503164e-05,2.363048588449601e-05
77.202,28.629,0.0001906734687509,-3.627480691648088e-05,5.117939053889131e-06,2.195376146119088e-05,1.0468140317243524e-05,4.0622511733090505e-05,-4.358812930149725e-06,-3.048916551051661e-05,-6.95513563186978e-07,-5.029243311582832e-06,1.7170516002806835e-05,-8.460410754196346e-06,3.0324286854011007e-05
77.213,28.629,3.300135722383857e-05,3.419447239139117e-05,1.1769098819058854e-05,1.486189830757212e-05,2.3041271560941823e-05,2.076634882541839e-05,1.718728697142069e-07,-1.6419648090959527e-05,-2.6486415663384832e-05,,2.0197168851154856e-05,-5.955304231974878e-07,6.906997441546991e-05
77.223,28.629,8.487987543048803e-06,-5.156013230589451e-06,-4.855498900724342e-06,2.635812597873155e-05,7.642372111149598e-06,4.138318763580173e-05,1.718728697142069e-07,8.536308087059297e-06,-1.6048767292886623e-06,-6.977653538342565e-05,1.3135326298652217e-05,-3.938513600587612e-06,3.5783938074018806e-05
77.233,28.629,0.0001733818062348,,5.7879233281710185e-06,3.5070665035163984e-05,4.686948159360327e-06,5.455036080093123e-05,1.718728697142069e-07,4.726777547148231e-07,-2.0420899090822783e-05,,1.0102598935191054e-05,3.316677612019703e-05,1.674649683991447e-05
77.244,28.629,0.0001418391766492,-1.7632284652790986e-05,-2.5671886305644875e-06,0.0001710306387394,2.224993113486562e-05,1.342328505415935e-05,1.6282099750242196e-05,1.0395762728876434e-05,-9.798346582101658e-06,-2.020060674112756e-05,2.2147378331283107e-05,2.2573328806174686e-06,3.241977537982166e-05
77.254,28.629,0.0001082950402633,8.085557055892423e-06,2.7517737635207595e-06,-1.6045056327129714e-05,9.55547238845611e-06,2.1721174562117085e-05,,2.741289972618688e-05,,-2.4854791263351217e-05,9.91736669675447e-06,1.736450576572679e-05,3.586326783988625e-05
77.264,28.629,-8.996330507216044e-06,-3.771645060623996e-05,8.748386790102813e-06,2.0038443835801445e-05,1.1033852388209198e-05,1.583799166837707e-05,-2.8112486688769422e-05,3.6776532397198025e-06,-1.6942798538366333e-05,-1.4206155356077945e-05,9.91736669675447e-06,1.6289332052110694e-05,1.9803801478701644e-05
77.275,28.629,2.5256922526750717e-05,5.067785878054565e-06,5.36864172318019e-06,3.250415466027334e-05,2.606437192298472e-05,1.8341379472985864e-05,-1.170472205558326e-05,7.094680768204853e-06,-8.309292752528563e-06,-6.419355031539453e-06,1.076260559784714e-05,3.650380904218764e-06,1.7973268768400885e-05
77.285,28.629,-6.054967798263533e-06,,1.726619075270719e-06,2.27308992180042e-05,3.976113021053607e-06,5.391433660406619e-05,,4.056241778016556e-06,-2.775530992948916e-05,,1.1215491213079076e-05,4.166014605289092e-06,5.907255035708658e-05
77.296,28.629,0.0003631847794167,,5.196680831431877e-06,2.48265678237658e-05,8.796711881586816e-06,5.1499708206392825e-05,3.158655317747616e-06,5.854714345332468e-06,-7.284223102033138e-06,-7.000701589277014e-05,1.0277420187776444e-05,6.481097898358712e-06,1.883112781797536e-05
77.306,28.629,1.1613093192863744e-05,6.739435320923803e-06,1.094250092137372e-05,9.610585038899444e-06,3.181274450980709e-06,6.286771531449631e-05,2.094104274874553e-05,6.777591352147283e-06,-1.6994948964565992e-05,-6.808337730035419e-06,-2.3681807306275005e-06,7.931326763355173e-06,2.9119999453541823e-05
77.316,28.629,1.91371491382597e-05,1.874270338930728e-07,1.2966428585059475e-05,1.124077880376717e-05,1.9075940144830383e-05,2.9233791792648844e-05,6.854404546174919e-06,-3.462233871687204e-05,-2.301148379046936e-05,1.4334456864162348e-05,8.49614752951311e-06,1.3800115993944928e-05,4.59292896266561e-05
77.327,28.629,0.0005669984384439,3.95276329072658e-05,1.9944709492847323e-06,4.336390702519566e-05,0.0001634193467907,1.4658070540463086e-05,2.8225254027347546e-06,1.6428538174295682e-06,-1.2448468623915687e-05,,2.3496329959016293e-05,6.590358225366799e-06,6.903430039528757e-05
76.943,28.639,5.706944648409262e-05,5.698017957911361e-06,-3.729769014171325e-05,4.447625542525202e-06,-2.973540631501237e-06,5.1407692808425054e-05,5.127542408445152e-06,-1.2876029359176757e-05,-1.0571401617198715e-05,-9.31285921978997e-06,1.6284031971736113e-06,6.16364332017838e-06,2.049814065685496e-05
76.953,28.639,5.282058918965049e-05,-8.134319955388492e-07,1.2685378351307008e-05,2.4336861315532587e-05,2.0912225409119856e-06,3.1585015676682815e-05,-1.8088792785420083e-05,-1.6624740055704024e-06,-1.4421162632061169e-05,-2.609684452181682e-05,1.341245024377713e-05,1.8626931705512103e-05,3.3596075809327886e-05
76.963,28.639,0.0001656137465033,-6.900189646330546e-07,-1.8449827621225268e-05,8.806090363577823e-07,9.33027513383422e-06,1.4731090232089628e-05,1.6245809320025728e-06,1.5511565152337423e-06,-7.109050784492865e-06,,2.5810184524743814e-05,2.7580768801271915e-05,2.0532339476631023e-05
76.974,28.639,9.59493627306074e-05,9.28284862311557e-06,8.210931810026523e-06,2.4374450731556863e-05,1.2921496818307787e-05,2.538499575166497e-05,-8.369060196855571e-06,2.095356421705219e-06,-8.480069482175168e-06,3.4845677419070853e-06,3.71809073840268e-05,2.8062449928256683e-06,1.012752363749314e-05
76.984,28.639,2.647445762704592e-05,-4.624411758413771e-06,-2.9572099720098777e-06,3.1210973247652873e-05,2.5969097805500496e-06,5.555078314500861e-05,,2.13643961615162e-05,-7.472357538063079e-06,-1.829851680668071e-05,1.897592119348701e-05,1.4628551980422344e-05,3.8743808545405045e-05
76.994,28.639,5.55265651200898e-05,2.686610969249159e-05,8.873886145011056e-06,1.8384522263659164e-05,4.881560471403645e-06,2.9456958145601675e-05,-2.512609717086889e-05,-7.300173479052319e-07,-7.472357538063079e-06,-1.2139467798988337e-05,4.196488589514047e-05,6.895831575093325e-06,3.0586284992750734e-05
77.005,28.639,-3.058012680412503e-06,5.988142106616579e-07,2.2857279873278458e-06,1.748338581819553e-05,0.0001419577602064,1.7312020645476878e-05,-4.463458935788367e-06,3.990272034570808e-06,-3.388936875126092e-06,-4.981227175449021e-05,4.9606856919126585e-05,-6.962830667589516e-08,3.4164320823038e-05
77.015,28.639,0.0004792375257238,6.733884674758883e-06,1.014813460642472e-05,1.6705471352906898e-05,4.864430593443103e-06,5.748429612140171e-05,9.9400040198816e-06,7.333272606047103e-06,-1.5196088497759774e-05,1.1775484381360002e-05,1.6537567717023194e-05,2.7685460736393e-05,4.300864020478912e-05
77.026,28.639,-1.1355876267771237e-05,3.0343610433192225e-06,-5.515081738849403e-06,2.023387969529722e-05,1.8477459207133504e-06,1.6711908756406046e-05,-1.414793615595045e-07,4.456366241356591e-06,-4.535806056082947e-06,-1.2279945622140076e-05,1.145582973549608e-05,-2.771620984276524e-06,3.099149398622103e-05
77.036,28.639,6.578314059879631e-05,5.224079359322786e-06,-4.27686018156237e-06,2.114909148076549e-05,8.851879101712257e-06,3.19753416988533e-05,-1.414793615595045e-07,3.6224630548531422e-06,-1.9234823412261903e-05,-8.566331416659523e-06,8.764920949033694e-07,1.3023359315411652e-05,3.378371911821887e-05
77.046,28.639,-1.4383179404831026e-05,-4.047280526719987e-06,1.014291228784714e-05,2.088947621814441e-05,5.815207714476856e-06,3.40200676873792e-05,-1.0603379450913051e-05,-6.2336230257642455e-06,-1.0788507097458933e-05,-2.819888140948024e-05,1.935627187776845e-05,3.390487677279453e-07,6.796622619731352e-05
77.057,28.639,9.725658310344444e-05,-5.2669838623842224e-06,1.5324167179642245e-05,2.1205921711953124e-06,2.9534166969824582e-05,3.541918704286218e-05,-1.0603379450913051e-05,5.567677021645068e-07,,-4.372469902591547e-06,1.0596741049084812e-05,1.3355597729969304e-05,5.1736289606196806e-05
77.067,28.639,-7.861506674089469e-06,5.148409059074766e-07,6.16747001913609e-06,2.4664695956744254e-05,1.1944848665734751e-05,2.6665626137400977e-05,-3.1438873975275783e-06,0.0001088224598788,-3.379693964689068e-07,-2.594926445453893e-05,5.796131517854519e-06,1.5373900168924592e-05,2.7136507924296893e-05
77.078,28.639,4.79711961816065e-05,-1.3726761608268134e-05,2.792351551761385e-06,9.834050615609158e-06,1.808966044336557e-05,5.211655661696568e-05,2.8050457331119105e-05,7.278015345946187e-06,,-2.1064244720037092e-05,5.796131517854519e-06,3.599621095418115e-06,1.457312100683339e-05
77.088,28.639,-2.511153979867231e-05,1.041676205204567e-05,-2.1386842490755956e-05,1.0947200280497782e-05,1.0699787708290389e-05,1.958126449608244e-05,1.922298724821303e-05,-3.162288339808583e-05,-6.1721016209048685e-06,-1.0960796316794584e-05,5.796131517854519e-06,2.2554208953806665e-06,2.922471503552515e-05
77.098,28.639,0.0002772236766759,-2.083427898469381e-05,-2.580433829280082e-06,2.167750426451676e-05,1.2173654795333276e-05,1.4432134776143355e-05,-3.7321933632483706e-05,1.2545422123366734e-07,-2.273491190862842e-05,-3.002871744683944e-05,1.6075153325800784e-05,-2.215435188190895e-06,3.700062370626256e-05
77.109,28.639,-7.43957789381966e-05,-6.573377049789997e-06,-2.7974037948297337e-06,1.6157415302586742e-05,1.6729067283449695e-05,2.9852983061573468e-05,2.423469595669303e-05,-1.5183135474217124e-05,-2.8427037250366997e-05,,1.481419621995883e-05,1.334793705609627e-05,2.668132583494298e-05
77.119,28.639,3.4674740163609385e-05,,-8.433914445049595e-06,0.0001002564749796,3.379705231054686e-05,4.823875133297406e-05,-1.4765893183721346e-06,-2.9511489628930576e-05,-7.284223102033138e-06,-1.2397827049426269e-05,2.074981966870837e-05,1.4025018572283445e-05,2.479685099388007e-05
77.129,28.639,4.412221096572466e-05,-1.69999293575529e-05,6.282925369305303e-06,0.0001384742499794,8.998696102935355e-06,3.679415749502368e-05,4.183917098998791e-06,1.202893145091366e-05,-2.6486415663384832e-05,-8.737560165172908e-06,3.836747055174783e-06,5.747984687332064e-06,1.3683421457244547e-05
77.14,28.639,3.9906182792037725e-05,5.034506557421992e-06,-2.912368699981016e-06,1.4556605492543896e-05,1.1626352716120891e-05,3.39398902724497e-05,6.798188678658335e-07,-1.1580973477975933e-05,-4.511970018938882e-06,-2.1613815988530405e-05,1.558994517836254e-05,3.4683403100643773e-06,1.3824958841723856e-05
77.15,28.639,-1.768832191828551e-07,-3.924901193386177e-06,2.377290547883604e-05,2.1387520973803475e-05,4.407865344546735e-05,3.704546907101758e-05,6.172909706947394e-06,3.655337195596076e-06,-6.405715248547494e-05,,5.294989023241215e-05,4.03697094952804e-06,1.537297612230759e-05
77.161,28.639,-1.2392894859658554e-05,2.076482996926643e-05,5.589865850197384e-06,2.013136872847099e-05,1.0337363164580893e-05,3.704546907101758e-05,,1.690475437499117e-05,-1.457580492569832e-05,,-5.552316906687338e-06,-1.0548227692197544e-05,3.79995399271138e-05
77.171,28.639,5.5416316172340885e-05,3.834046765405219e-06,-6.999487141001737e-06,0.0001226236345246,5.873429927305551e-06,2.9309043384273537e-05,1.181283460027771e-05,5.910074833082035e-06,-1.0475242561369669e-05,-3.183234002790414e-05,-5.552316906687338e-06,9.772992598300334e-06,6.575653969775885e-05
77.181,28.639,4.134168648306513e-06,-2.610444244055543e-05,9.934568879543804e-06,7.343824563577073e-06,1.298743245570222e-05,3.380239286343567e-05,-3.1438873975275783e-06,-6.656355708400952e-06,-4.4570355385076255e-05,-3.179602936143056e-05,8.284847717732191e-05,4.828415512747597e-06,2.030729956459254e-05
77.192,28.639,-1.241073914570734e-05,1.1643118341453372e-05,1.256312316399999e-05,6.038414085196564e-06,1.1633587746473497e-05,2.0367475372040644e-05,-2.8112486688769422e-05,4.160738626524108e-06,-6.184750418469776e-06,-3.224642568966374e-05,2.330261668248568e-05,2.0335035515017807e-05,5.156554107088596e-05
77.202,28.639,-1.9114830138278197e-05,-1.1732345228665508e-05,-3.742850094567984e-05,7.547215318481903e-06,4.592017830873374e-06,3.9689952245680615e-05,-8.141268335748464e-05,1.7331898561678827e-05,-4.394385996420169e-06,,1.2035858162562365e-05,2.998862692038529e-05,2.1938878489891067e-05
77.213,28.639,2.973395021399483e-05,1.646840928515303e-06,-1.569145570101682e-05,0.0001973878970602,9.431239959667437e-06,1.9435305148363117e-05,-3.1438873975275783e-06,-9.537898222333752e-06,-6.184750418469776e-06,-2.020060674112756e-05,1.088810313376598e-05,-2.9100388019287493e-06,2.258433232782409e-05
77.223,28.639,0.0002935540105681,-3.771645060623996e-05,4.113743216294097e-06,1.9082033759332265e-05,3.094886415055953e-05,3.02963253488997e-05,6.441720415750751e-06,1.348829118796857e-05,-1.0525452125875743e-05,,3.9137143176048994e-05,8.143024388118647e-06,2.0093339117011052e-05
77.233,28.639,2.626054538268363e-07,1.3772634702036156e-05,-9.156270607491024e-06,3.185551759088412e-05,4.5883814891567454e-05,2.295762715220917e-05,1.014071222016355e-05,4.38658389612101e-05,-2.05095002456801e-05,-8.058590537984855e-06,5.5319109378615394e-05,-2.5824951080721803e-05,4.4195359805598855e-05
77.244,28.639,1.8413095403957411e-06,-4.664931111619808e-05,1.1282106243015733e-05,9.49214336287696e-06,1.9168031940353103e-05,1.59917490236694e-05,7.727128945589357e-07,-7.640573471690004e-07,,-6.808337730035419e-06,3.512280818540603e-05,-2.237917442471371e-06,2.70236014330294e-05
77.254,28.639,3.925072815036401e-05,-4.455334055819549e-05,1.1789243217208424e-05,7.259374342538649e-06,4.291762161301449e-05,2.0211266019032337e-05,-3.1438873975275783e-06,9.397576832270715e-06,-9.699585461930836e-06,-5.560152203543112e-05,1.880501804407686e-05,2.659342953847954e-06,2.0351993953227066e-05
77.264,28.639,6.904857855261071e-06,1.6779405996203423e-05,-6.865428076707758e-06,2.234940984635614e-05,6.220825162017718e-05,4.848740354645997e-05,1.1417935638746712e-05,-1.54539302457124e-05,-9.699585461930836e-06,-5.560152203543112e-05,6.423982267733663e-05,1.2773923117492814e-05,3.075062340940349e-05
77.275,28.639,0.0005629453225992,5.029742169426754e-06,-6.670346124337811e-07,1.2267313650227152e-05,5.40547443961259e-06,1.3431613297143484e-05,4.698150405602064e-06,-1.4380957509274594e-05,-7.051832199067576e-06,,2.25745425268542e-05,-5.046158094046405e-06,3.3598014852032065e-05
77.285,28.639,4.80417838844005e-05,7.790378731442615e-06,4.258502031007083e-06,1.8244481907458976e-05,6.15005919826217e-05,2.1271933292155157e-05,4.3460486267576925e-06,1.754329332470661e-06,-9.51805941440398e-06,,1.727756898617372e-05,1.9428714949754067e-05,5.962249997537583e-05
77.296,28.639,0.0004412150301504,-4.505226752371527e-05,-4.259666820871644e-05,1.9424964193603955e-05,5.878031515749171e-06,2.261720146634616e-05,-1.8747454305412248e-05,9.950211961040625e-07,-1.5266490663634613e-05,,1.7170516002806835e-05,-4.754560450237477e-06,3.586326783988625e-05
77.306,28.639,8.573202876505093e-07,3.95276329072658e-05,6.316180360954604e-07,4.508477650233544e-05,1.2577024790516589e-05,1.664535557210911e-05,1.934738975251093e-05,-2.874261099350406e-06,,-3.3029904443537816e-05,2.2147378331283107e-05,5.976930879114661e-06,5.016412978875451e-05
77.316,28.639,0.0001740431180223,8.598960654637722e-09,1.4761262718820944e-05,2.3712585971225053e-05,6.74293232805212e-06,2.283282810822129e-05,-9.278504876419902e-06,8.441506338385807e-07,-1.6755358956288546e-05,-1.0007136552303564e-05,1.1272201845713424e-05,9.600465091352817e-06,2.8102942451369017e-05
76.932,28.649,2.9952461773063987e-05,1.5940857338136993e-05,3.0225162390706828e-06,6.453027162933722e-05,3.147407551296055e-05,1.7666632629698142e-05,1.8088411479766364e-06,6.763840701751178e-06,-2.4234976081061177e-05,,1.9456076188362204e-05,1.1218723557249176e-05,1.5006906323833393e-05
76.943,28.649,0.0005087561439722,-1.681119465501979e-05,-1.8449827621225268e-05,4.578109655994922e-05,1.1644649021036456e-05,3.407965414226055e-05,-9.278504876419902e-06,3.0009175588929797e-06,-8.845293450576719e-06,-1.081779191736132e-05,3.651999941212125e-05,2.924583350250032e-05,3.022385863005184e-05
76.953,28.649,8.30795252113603e-05,-1.0048353942693213e-05,1.0582245522527955e-05,4.691345907303912e-07,7.267363253049552e-05,1.7264794223592617e-05,3.046375422854908e-05,1.948985982380691e-06,-4.511970018938882e-06,-1.3194531675253527e-05,9.249649156117812e-05,-2.580256250439561e-06,6.290656892815605e-05
76.963,28.649,2.517429857107345e-05,8.22585843707202e-06,-1.2018856978102122e-05,2.010066782531794e-05,9.953535482054576e-06,2.215475433331449e-05,-4.690024525189074e-06,-1.6523577869520523e-05,-4.511970018938882e-06,-2.7191126719117165e-06,6.698452921227727e-07,1.022319065668853e-05,3.675873449537903e-05
76.974,28.649,0.0002342517254874,1.3921153367846271e-05,5.125025836605346e-06,0.0001988895091926,1.2675445759668946e-05,5.1407692808425054e-05,6.899115760461427e-06,6.658323400188237e-06,-6.184750418469776e-06,-1.1346092833264264e-05,2.543848950153915e-06,3.081445356656332e-06,2.55832292168634e-05
76.984,28.649,1.3433521417027803e-05,1.6408324881922454e-05,8.138015800795984e-06,3.163576184306294e-05,-4.358806563686812e-06,3.644163007265888e-05,-8.170043656718917e-06,9.175481864076572e-06,-6.184750418469776e-06,-1.5560459587504738e-06,2.977318763441872e-05,1.281751519854879e-05,2.7525518817128614e-05
76.994,28.649,5.146278635947965e-05,-2.1232013750704937e-05,-4.458040621102555e-06,3.673134779091925e-05,1.266313120140694e-05,5.478371895151213e-05,-7.041264325380325e-06,7.5166108217672445e-06,-1.0552870662650092e-05,-1.270371922146296e-05,1.7559685147716664e-05,9.085802048502956e-06,1.9626724679255855e-05
77.005,28.649,6.997914624662371e-06,-2.9736860597040504e-05,1.882364244920609e-06,1.2792766938218849e-05,1.2110811439924872e-05,2.343818960071076e-05,-7.041264325380325e-06,-2.6632767458067974e-07,-1.1173148777743336e-05,-4.372469902591547e-06,1.905047429318074e-05,1.3780584595224354e-05,2.0532339476631023e-05
77.015,28.649,3.061974348383956e-05,-2.1415364244603552e-05,-5.602503847512708e-07,0.0001448491966584,3.7499028167076176e-06,1.5924006220302545e-05,-5.718596639781026e-06,1.3455051885102876e-05,-3.379693964689068e-07,,3.295626083854586e-05,1.5255982361850329e-05,3.842408113996498e-05
77.026,28.649,0.0002199450100306,1.0333220416214315e-05,2.931495828306652e-06,2.22365324589191e-05,1.568197512824554e-05,2.9456958145601675e-05,1.126855204347521e-05,3.125280954918708e-06,-2.8427037250366997e-05,-2.594926445453893e-05,2.170401603507344e-05,-1.4091946241023834e-06,1.82520343514625e-05
77.036,28.649,2.488866130079259e-06,-6.290524197538616e-06,9.399275882060464e-07,2.486674566171132e-05,0.0001865885133156,2.751387546595652e-05,-4.690024525189074e-06,1.3834834135195706e-05,-1.4840949916106185e-05,-7.1087129072111566e-06,-1.002037970465608e-05,1.817294833017513e-05,7.328092760872096e-05
