longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.098,28.815,5.525953019969165e-05,1.622726813366171e-05,9.368764040118547e-06,,2.421151918952092e-07,2.2569613065570596e-05,
77.109,28.815,,1.3736779692408165e-05,4.5288315959624015e-06,,,,
77.119,28.815,1.1327696483931504e-05,1.0562423994997516e-05,-2.711205524974502e-06,,1.528382085780322e-06,,
77.129,28.815,2.150124782929197e-05,2.0006016711704436e-05,3.70813904737588e-06,6.348926945065614e-06,,,
77.14,28.815,-2.2754043129680213e-06,1.6084131857496686e-05,5.033807610743679e-06,4.656958844861947e-05,1.085685198631836e-06,1.2632527614186984e-05,
77.15,28.815,0.0001023545410134,1.7246997231268324e-05,3.525876479670842e-07,,,8.266033546533436e-06,
77.161,28.815,1.9992223315057345e-05,9.1855508799199e-06,1.8503795899960096e-06,2.598183164082002e-05,,1.7258074876735918e-05,
77.171,28.815,8.1844293163158e-05,1.634862201171927e-05,3.728327101271134e-06,7.500144420191646e-05,2.477748466844787e-06,1.7258074876735918e-05,
77.181,28.815,5.108737695991295e-06,8.372005140699912e-06,1.3499403394234832e-05,1.4174285752233118e-05,-4.676933713199105e-06,,
77.192,28.815,2.922744442912517e-06,1.156275175162591e-05,6.843099254183471e-05,,2.904499342548661e-05,1.7258074876735918e-05,
77.202,28.815,2.8555579774547368e-05,8.964891094365157e-06,5.3271719480108e-06,1.1024006198567804e-05,5.988800239720149e-06,1.7258074876735918e-05,
77.213,28.815,1.8043780073639937e-05,1.8105834897141904e-05,5.71157079320983e-06,,-5.875427177670645e-06,0.0001579675881657,
76.974,28.825,2.865967871912289e-05,1.3182842849346343e-05,2.830462835845537e-05,6.275258056120947e-05,1.0968279639200771e-05,1.1222793546039613e-05,
76.984,28.825,-1.78264072019374e-05,1.2295567103137728e-05,-7.092253508744761e-05,1.2761023754137568e-05,-1.947341615959885e-06,,
76.994,28.825,2.554585807956755e-05,1.3240838597994298e-05,,5.289194086799398e-05,2.8069185646018013e-05,1.8759565136861056e-05,
77.005,28.825,-3.237186774640577e-06,9.57958854996832e-06,,,-4.775552952196449e-05,,
77.015,28.825,3.407113354114699e-06,1.113595953938784e-05,-6.402274834726995e-07,,,1.275261638511438e-05,
77.026,28.825,2.448077066219412e-05,8.21084813651396e-06,1.1219829048059182e-06,5.381210576160811e-05,9.111703548114749e-06,0.0001225840096594,
77.036,28.825,7.70040787756443e-06,5.471129043144174e-05,2.6064137273351665e-05,2.0276727809687145e-05,-1.093405717256246e-05,1.8759565136861056e-05,
77.046,28.825,-8.583348062529694e-06,1.0146152817469556e-05,-2.711205524974502e-06,,-4.874323167314287e-06,1.2007880286546424e-05,
77.057,28.825,2.8653239496634345e-05,2.0929866877850145e-05,,5.669494566973299e-05,-1.4887084944348317e-05,1.516479369456647e-05,
77.067,28.825,-2.463705641275737e-05,1.4566928257409018e-05,2.6038865144073498e-06,,3.005077633133624e-05,1.516479369456647e-05,
77.078,28.825,5.525953019969165e-05,1.0463704711582976e-05,5.033807610743679e-06,1.955891821125988e-05,,1.131870612880448e-05,
77.088,28.825,,1.344730753771728e-05,,6.81963938404806e-05,,2.0977297026547603e-05,
77.098,28.825,8.057901141000912e-06,2.6700436137616634e-05,-7.429327069985447e-06,7.563350663986057e-05,-2.4958670110208917e-05,,
77.109,28.825,1.1020868441846687e-05,8.753506335779093e-06,6.0356201174727175e-06,1.67250691447407e-05,,1.8759565136861056e-05,
77.119,28.825,0.0001016828246065,7.274830568348989e-05,1.874026793302619e-06,2.473666063451674e-05,8.566769338358426e-07,2.0669238438131288e-05,
77.129,28.825,1.29730078697321e-05,1.157374481408624e-05,3.788506091950694e-06,1.885786150523927e-05,2.686036850718665e-06,2.0669238438131288e-05,
77.14,28.825,0.0001842410711105,1.3736779692408165e-05,5.3271719480108e-06,2.199464688601438e-05,,2.0669238438131288e-05,
77.15,28.825,2.93724824587116e-05,1.0562423994997516e-05,6.843099254183471e-05,0.0001230737107107,5.381678420235403e-06,1.8759565136861056e-05,
77.161,28.825,8.30152475828072e-06,1.7616657714825124e-05,1.611495463293977e-05,7.847593951737508e-05,-1.5059340796597098e-07,1.8759565136861056e-05,
77.171,28.825,1.2446488653949928e-05,1.3461974958772773e-05,7.451931196555961e-06,,8.535023880540393e-06,,
77.181,28.825,2.8555579774547368e-05,5.022067853133194e-06,-2.588103370726458e-06,,,1.8759565136861056e-05,
77.192,28.825,1.7867419956019148e-05,9.1855508799199e-06,6.054699042579159e-06,8.289506513392553e-05,-7.100732091203099e-07,2.759808921837248e-05,
77.202,28.825,1.1533847100508863e-05,9.242477972293273e-06,1.051320487022167e-05,,,,
77.213,28.825,9.256244084099308e-06,1.894025808724109e-05,,4.81704919366166e-05,,1.4779494449612685e-05,
77.223,28.825,2.669616878847592e-05,1.156275175162591e-05,,2.70103682851186e-05,1.0453534741827752e-05,1.4779494449612685e-05,
76.994,28.835,2.578838211775292e-05,1.983518450288102e-05,2.0948934889020165e-06,2.6796033125719987e-06,-5.932914746153983e-07,,
77.005,28.835,7.017895404715091e-05,1.0109462891705334e-05,,,9.71260669757612e-06,,
77.015,28.835,,1.6831358152558096e-05,5.8319096751802135e-06,6.83837934047915e-05,2.685201707208762e-06,,
77.026,28.835,1.5644369341316633e-05,1.5290279407054186e-05,,2.031501207966357e-05,2.421151918952092e-07,1.5697829439886846e-05,
77.046,28.835,1.999037885980215e-05,1.0030014891526662e-05,2.9545085453719366e-06,,2.767508703982457e-06,,
77.057,28.835,,8.21084813651396e-06,7.719122550042812e-06,,3.7401430745376274e-05,,
77.067,28.835,1.1327696483931504e-05,2.556818253651727e-05,1.305892328673508e-05,2.209335070801899e-05,1.0068511073768605e-05,,
77.078,28.835,-2.598824551114376e-07,7.433907285303576e-06,5.517702902579913e-06,3.447052222327329e-05,-7.98864675743971e-06,,
77.088,28.835,1.3384772501012776e-05,1.408222578902496e-05,,,6.032922101439908e-06,,
77.098,28.835,0.0001096349296858,9.694927939563058e-06,,1.178083948616404e-05,2.3482982669520425e-06,0.0001225840096594,
77.109,28.835,0.0001359191082883,1.9911949493689463e-05,-2.197275961179912e-07,1.955891821125988e-05,3.262942527726409e-06,,
77.119,28.835,-6.14689906797139e-06,6.813700565544423e-06,6.393197054421762e-06,4.9127222155220807e-05,1.3158163710613737e-05,,
77.129,28.835,2.93724824587116e-05,7.618581093993271e-06,-2.588103370726458e-06,,3.5091379686491564e-05,,
77.14,28.835,4.169396925135516e-05,2.6700436137616634e-05,3.2359384931623936e-06,2.0276727809687145e-05,6.840161404397804e-06,,
77.15,28.835,2.153638206436881e-06,,1.803492523322348e-05,6.81963938404806e-05,2.338156446057837e-05,9.307161235483365e-05,
77.161,28.835,4.581946268444881e-05,1.0325446055503562e-05,,1.5287898349924944e-05,1.3000436638321844e-06,5.3057792683830485e-05,
77.171,28.835,2.693918031582143e-05,1.6392659745179117e-05,,,1.4309626749309244e-05,8.021891517273616e-06,
77.181,28.835,1.1533847100508863e-05,1.4579434719053095e-05,5.321217940945644e-06,8.02329886937514e-05,1.260295721294824e-05,1.221181173605146e-05,
77.192,28.835,6.725525599904358e-05,1.183887798106298e-05,,,-2.2686970169161214e-06,1.381144829792902e-05,
77.202,28.835,2.669616878847592e-05,1.751009222061839e-05,,2.0173292796243917e-05,6.8771778387599625e-06,,
77.213,28.835,0.0001262593723367,1.7502996342955157e-05,3.0121127565507777e-06,1.885786150523927e-05,8.815963155939244e-06,,
77.046,28.844,0.0001103657778003,4.084251486347057e-05,7.451931196555961e-06,2.6135146981687285e-05,-1.2753774171869736e-05,,
77.057,28.844,-2.2754043129680213e-06,,8.627114766568411e-06,2.638303703861311e-05,,,
77.067,28.844,1.0436038792249748e-05,,6.054699042579159e-06,2.031501207966357e-05,-1.3444019941744043e-06,,
77.078,28.844,0.0003422031004447,1.3240838597994298e-05,-2.588103370726458e-06,1.057319332176121e-05,-1.5237532124956488e-06,,
77.088,28.844,0.000357330602128,8.21084813651396e-06,-2.106405645463383e-06,5.058542228653096e-05,1.04728987935232e-05,,
77.098,28.844,2.2979553250479512e-05,8.434287883574143e-05,1.660296220507007e-05,5.289194086799398e-05,-8.158426680893172e-06,1.2597506611200515e-05,
77.109,28.844,2.93724824587116e-05,6.670476523140678e-06,2.515728283469798e-06,1.313079246756388e-05,,1.150571188190952e-05,
77.119,28.844,0.0001065863689291,5.471129043144174e-05,,6.046365524525754e-05,2.170503876186558e-06,1.005134436127264e-05,
77.129,28.844,1.2446488653949928e-05,1.2789369066013023e-05,-9.518848855805118e-06,5.853459515492432e-05,2.904499342548661e-05,,
77.14,28.844,2.8555579774547368e-05,9.928455256158486e-06,,,9.528514510748208e-07,1.5697829439886846e-05,
77.171,28.844,,2.607611713756341e-05,3.8497096284118015e-06,1.2723920917778742e-05,-4.265061215846799e-05,,
77.181,28.844,2.669616878847592e-05,8.753506335779093e-06,1.9248871467425488e-05,7.05959610058926e-05,8.90731462277472e-06,1.1222793546039613e-05,
77.192,28.844,-7.0037817749835085e-06,1.0325446055503562e-05,,1.67250691447407e-05,-1.5379951037175488e-06,,
77.202,28.844,0.0001168984672403,1.157374481408624e-05,,1.5287898349924944e-05,1.1629597793216815e-05,1.2183137187093962e-05,
77.213,28.844,1.7619946447666734e-05,7.274830568348989e-05,,,-4.39079531133757e-06,,
77.057,28.854,2.101278369082138e-05,1.460478779335972e-05,,1.6851745385793038e-05,3.262942527726409e-06,,
77.067,28.854,1.9992223315057345e-05,1.5832109056646004e-05,1.391420369145635e-06,6.512969412142411e-05,5.381678420235403e-06,1.4168987036100589e-05,
77.078,28.854,-1.4875856322760228e-05,1.0109462891705334e-05,1.0021137768490007e-06,2.979269811476115e-05,-1.8258150475958248e-06,1.2787761079380289e-05,
77.088,28.854,2.9533646738855168e-05,2.070419941446744e-05,6.146417490526801e-06,1.3820904314343352e-05,1.382130812999094e-05,9.808065078686924e-05,
77.098,28.854,0.0001243184087797,1.0275010026816744e-05,-8.975944183475804e-06,1.770617200236302e-05,2.767015757854097e-05,7.075449502735864e-06,
77.109,28.854,,,,6.075238707126118e-05,1.4067773918213788e-05,0.0001027207472361,
77.119,28.854,,1.0030014891526662e-05,,3.772002310142853e-05,-1.7930148032974105e-06,1.2787761079380289e-05,
77.129,28.854,9.364939614897594e-07,,3.530662797857076e-05,1.7891155948746018e-05,-4.265061215846799e-05,,
77.14,28.854,6.737700459780172e-05,9.041110752150416e-05,1.9248871467425488e-05,1.975795930775348e-05,-8.11620702734217e-06,,
77.181,28.854,1.474140753998654e-05,2.351826151425485e-05,2.922700332419481e-05,1.178083948616404e-05,-4.39079531133757e-06,8.978146070148796e-06,
77.192,28.854,8.725689986022189e-05,2.1686988475266844e-05,2.232459701190237e-05,,,1.0110326911672018e-05,
77.202,28.854,1.8221135178464465e-05,1.3287187357491348e-05,4.708723281510174e-06,1.3046279491391031e-05,,8.978146070148796e-06,
77.057,28.864,0.0001029224076773,,,8.56085625855485e-06,-7.100732091203099e-07,1.030726434692042e-05,
77.067,28.864,4.476536196307279e-05,9.28121244214708e-06,2.714854417718016e-05,2.5586117772036232e-05,2.0214454707456756e-05,0.0001264537277165,
77.078,28.864,-1.915778011607472e-05,,1.1781753528339324e-05,8.145386527758092e-05,-9.945512829290236e-06,5.853953553014435e-05,
77.088,28.864,,1.7481443137512542e-05,4.396521035232581e-06,4.929743590764701e-05,3.175429083057679e-05,,
77.098,28.864,0.000232060367125,1.2413347576512024e-05,1.9639500692392176e-08,2.6796033125719987e-06,,,
77.109,28.864,0.0001176024015876,1.8217071556136943e-05,,,2.674358074727934e-05,,
77.088,28.874,3.286846185801551e-05,1.8268434359924868e-05,1.404592353537737e-06,1.415260794601636e-05,,,
