longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.285,28.59,2.3702454200247303e-05,,8.154546776495408e-06,1.2803482604795136e-05,4.181727035756922e-07
77.296,28.59,9.664968274591956e-06,,-2.027834625550895e-06,5.744966983911581e-06,1.083460347217624e-06
77.306,28.59,2.4158645828720186e-05,,1.890275234472938e-05,1.7029131413437426e-05,5.718345164495986e-06
76.88,28.6,6.412099173758179e-05,,2.51298229159147e-06,1.3084470992907882e-05,5.7136085160891525e-06
76.891,28.6,5.657206202158704e-05,,3.733055109478301e-06,-1.0062088222184684e-05,4.342690829162166e-07
76.901,28.6,0.0001098602515412,,-9.84377766144462e-06,1.3894550647819416e-05,-5.402723218139727e-06
76.911,28.6,4.358125806902535e-05,,1.7487158388007632e-08,2.59570442722179e-05,-2.6786551643454004e-06
76.922,28.6,2.48334417847218e-05,,6.562418548128335e-06,-6.2876188167138025e-06,2.9642121717188274e-06
76.932,28.6,0.0003298787341918,,1.682774836808676e-06,1.0370345080445986e-05,7.24539586371975e-06
76.943,28.6,1.505521413491806e-05,6.241192750167102e-05,2.103775074147052e-07,1.0885605661314912e-05,3.827612090390176e-06
76.953,28.6,7.919416020740755e-06,,1.6814999980852008e-05,5.810763468616642e-06,1.9472785425023176e-05
76.963,28.6,0.0001172068659798,,8.956141755334102e-06,1.098145185096655e-05,4.778130914928624e-06
76.974,28.6,1.7522384951007552e-05,,2.380640580668114e-06,9.233026503352448e-06,-1.673215365372016e-06
76.984,28.6,1.7062029655789956e-05,,1.2723492545774208e-05,3.8991192923276685e-06,-5.229244834481506e-06
76.994,28.6,6.25261600362137e-05,,1.7658323486102745e-05,9.307994332630187e-06,5.532871000468731e-06
77.005,28.6,4.375732169137336e-05,,1.2715898265014404e-05,1.131693920797261e-06,4.349396476754919e-06
77.015,28.6,7.268681656569242e-05,,4.151444954914041e-06,4.83246958538075e-06,-4.617512331606122e-06
77.026,28.6,5.6301640142919496e-05,,1.2984484783373771e-05,3.237838939185167e-07,4.369996077002725e-06
77.036,28.6,8.078767859842628e-05,,9.748734555614648e-06,1.9465796867734756e-05,1.1194288163096644e-05
77.046,28.6,0.0001521191734354,,6.584385573660256e-06,7.703424671490211e-06,2.2273968625086127e-06
77.057,28.6,8.52893790579401e-05,,1.4328848919831216e-05,2.365572981943842e-05,1.040530946738727e-06
77.067,28.6,1.1897551303263754e-05,,9.008272172650322e-06,7.796999852871522e-06,5.438141215563519e-06
77.078,28.6,3.8433809095295146e-05,,9.901302291837055e-06,1.4368589290825184e-05,1.2039388820994644e-05
77.088,28.6,0.0001015567831927,,5.500791758095147e-06,2.4417753593297675e-05,4.222990355629008e-06
77.098,28.6,9.259691432816908e-05,,1.1044220627809407e-05,4.152333531237673e-06,8.238758709921967e-06
77.109,28.6,9.892582056636456e-06,,1.5700403309892863e-05,1.0803109034895895e-05,7.488263690902386e-06
77.119,28.6,4.357310899649747e-05,,7.64471224101726e-06,1.2033447092107965e-05,6.979566023801453e-06
77.129,28.6,-5.89767296332866e-06,5.387794226408005e-05,1.0922762157861143e-05,-1.0206091246800495e-05,5.463141860673204e-06
77.14,28.6,0.0001836011506384,,9.093985681829508e-06,1.3631295587401835e-05,1.2105584573873784e-05
77.15,28.6,3.279116072008037e-06,,1.8773518604575656e-05,1.4988644579716492e-05,2.23923780140467e-06
77.161,28.6,9.852735820459202e-05,3.4227094147354364e-05,-1.1159964685703017e-07,2.8405860575730912e-05,6.792562089685816e-06
77.171,28.6,0.0006854923558421,,-2.734353756750352e-06,-9.628113730286714e-06,1.020353283820441e-05
77.181,28.6,9.426872566109523e-06,,-5.277247964841081e-06,2.0413224319781875e-06,5.491566753335064e-06
77.192,28.6,9.831153874984012e-05,,1.0323081369278952e-05,-2.1041796571807936e-06,5.860397777723847e-06
77.202,28.6,7.660923438379541e-05,,1.666891648710589e-06,2.184692448281566e-06,-1.5295338471332798e-06
77.213,28.6,4.694297967944294e-05,,1.430961310688872e-05,1.7956328520085663e-05,-2.717480072078615e-07
77.223,28.6,0.0001667015312705,,6.256142569327494e-06,2.64933959215341e-07,1.223115759785287e-05
77.233,28.6,1.8965731214848347e-05,,-2.8761360226781107e-06,4.708858796220738e-06,2.8842625852121277e-06
77.244,28.6,2.628595439091441e-06,,-1.0500752978259698e-06,7.19538456905866e-06,5.236224296822911e-06
77.254,28.6,9.838749065238517e-06,,1.2050601981172804e-05,1.5013147276476955e-05,5.842159680469194e-06
77.264,28.6,2.159958239644766e-05,,8.106210771074984e-06,3.265100474436622e-07,
77.275,28.6,2.2789312424720265e-05,,6.3817756199568976e-06,1.639144102227874e-05,2.3472455723094757e-05
77.285,28.6,1.5252235243679024e-05,,9.2192021838855e-06,3.60596168320626e-05,4.6405516513914336e-06
77.296,28.6,0.0001630655460758,,6.058886810933473e-06,1.7100937839131802e-05,9.064512596523857e-06
77.306,28.6,8.686921319167595e-06,,4.744875241158297e-06,3.918893071386265e-06,5.903169039811473e-06
77.316,28.6,1.637221430428326e-05,,2.1657865545421373e-06,1.0270141501678154e-05,8.535439519619104e-06
77.327,28.6,2.4071372536127456e-05,6.196647882461548e-05,8.29801047075307e-06,-3.3619687656027963e-06,1.3469885743688792e-05
76.88,28.61,2.151913031411823e-05,,2.813404080370674e-06,8.745771992835216e-06,3.992911388195353e-06
76.891,28.61,0.0001047160185407,,1.493876516178716e-05,1.4911587413735106e-06,-1.3040913700024248e-06
76.901,28.61,2.266616684210021e-05,,6.008695436321432e-06,1.3705904166272376e-05,5.004851573175984e-06
76.911,28.61,2.1474435925483704e-05,,-1.166079641734541e-06,9.725792551762424e-06,1.5045850886963308e-05
76.922,28.61,1.726173832139466e-05,,1.715218968456611e-05,-1.4544825717166532e-05,3.242825187044218e-06
76.932,28.61,6.910360389156267e-05,,6.092644525779178e-06,2.3560516638099216e-05,7.120448117348133e-06
76.943,28.61,5.293716458254494e-05,,9.602703130440204e-07,3.2673837267793715e-05,8.116460776363965e-06
76.953,28.61,1.3241029250821157e-07,,3.8950697671680246e-06,2.0413664969964884e-05,7.127543995011365e-06
76.963,28.61,9.179154585581271e-05,,1.304328179685399e-05,-4.6720820989776264e-08,8.57141367305303e-06
76.974,28.61,1.801313010219019e-05,,5.3492931328946725e-06,-1.0446148053233628e-06,1.5744474239909325e-06
76.984,28.61,1.1279392310825642e-05,,-4.437680445334991e-08,9.679219147074036e-06,2.698743082873989e-05
76.994,28.61,1.163035358331399e-05,,4.790242655872135e-06,2.0229332221788358e-05,2.167391244256578e-07
77.005,28.61,2.9406530302367173e-05,,-9.170575481221022e-07,1.167856953543378e-05,1.4129101373328012e-06
77.015,28.61,7.946826372062787e-05,,1.5728992366348393e-05,8.925101610657293e-06,6.193250101205194e-06
77.026,28.61,9.491728997090831e-05,,1.2134890994275338e-06,1.2782064004568385e-05,3.2845848636497976e-06
77.036,28.61,0.000120267708553,,1.4063813068787567e-05,1.3404177479969803e-05,1.564759440952912e-05
77.046,28.61,0.0001770242524798,,1.1622664715105202e-05,-4.614984447925963e-07,8.384124157601036e-06
77.057,28.61,2.165964360756334e-05,,1.0920684871962294e-05,1.5473733583348803e-05,9.78647221927531e-06
77.067,28.61,1.1548222573765088e-05,4.054188320878893e-05,,1.2342503396212123e-05,1.4202334568835797e-05
77.078,28.61,0.00012077667634,,9.803768989513628e-06,5.377779234549962e-05,-3.501201263134135e-06
77.088,28.61,6.663545354967937e-05,,4.0445206650474574e-06,6.447864052461227e-06,8.23826758278301e-06
77.098,28.61,2.270186087116599e-05,,5.340161806088872e-06,-5.12201779656607e-07,1.3490985111275222e-05
77.109,28.61,9.392906940774992e-05,,1.6896507077035494e-05,9.017408046929631e-06,-1.4448581850956543e-06
77.119,28.61,0.0001725174370221,,7.677939720451832e-06,7.1048107201932e-06,8.501683623762801e-06
77.129,28.61,4.363774678495247e-06,,1.096602591132978e-05,1.869360130513087e-05,1.6999192666844465e-05
77.14,28.61,7.951024599606171e-05,,1.1534064469742589e-05,3.216107143089175e-05,5.470581072586356e-06
77.15,28.61,0.0002172235253965,5.387794226408005e-05,9.40571044338867e-06,-5.3473836487683e-06,8.68619508764823e-07
77.161,28.61,1.6326472177752294e-05,5.387794226408005e-05,-3.2072534850158263e-06,1.1601438927755224e-05,1.78436948772287e-05
77.171,28.61,7.955963519634679e-05,,1.30107637232868e-05,1.1046025974792428e-05,-1.1731847848750478e-07
77.181,28.61,1.4157519217405934e-05,,1.3590446542366408e-05,4.022987013740931e-06,1.3823245353705715e-05
77.192,28.61,2.484070137143135e-05,3.4227094147354364e-05,1.8570042357168857e-06,1.173165310319746e-05,1.0282927178195678e-05
77.202,28.61,2.3629096176591705e-05,,-4.294743575883331e-06,6.654747267020866e-06,1.6553532987018116e-05
77.213,28.61,0.0002060914121102,,1.3398263945418876e-05,-2.2234144125832245e-06,8.84621749719372e-06
77.223,28.61,2.381695776421111e-05,,1.0842961273738185e-05,1.2488568245316856e-05,2.0156627215328623e-05
77.233,28.61,0.0001291255612159,,3.5980863231088733e-06,-2.817444965330651e-06,-1.8570467545941936e-06
77.244,28.61,2.433646477584261e-05,5.146781768416986e-05,-2.027834625550895e-06,1.6707665054127574e-05,7.729200319772644e-07
77.254,28.61,1.287832947127754e-05,,-9.465951734455302e-06,1.112749487219844e-05,5.357794066185306e-07
77.264,28.61,3.368202305864543e-05,,4.598775376507547e-06,5.008429525332758e-06,9.553237759973854e-06
77.275,28.61,8.707471715752035e-05,,-2.3676989258092362e-07,2.414033406239469e-05,7.963305506564211e-06
77.285,28.61,1.027034977596486e-05,,5.514609256351832e-06,3.3746607641660376e-06,6.241038590815151e-06
77.296,28.61,0.0001606985606485,,-1.2872940260422183e-06,1.3751166989095507e-05,8.762161087361164e-06
77.306,28.61,0.0002215988060925,,8.34965339890914e-06,2.434368798276409e-05,-5.465693902806379e-06
77.316,28.61,2.719527219596785e-05,,7.448382348229643e-06,9.750086974236185e-06,4.223572432238143e-06
77.327,28.61,1.2954199519299436e-05,,1.3501703506335616e-06,1.3597099496109877e-05,4.815516376766027e-07
77.337,28.61,3.161558197462e-05,,8.625896043668035e-06,5.742297616961878e-06,6.298645871538611e-07
76.891,28.619,7.140684829209931e-06,,5.243946816335665e-06,7.1293684413831215e-06,1.447660480380364e-07
76.901,28.619,5.156116458238103e-06,,5.799180144094862e-06,5.632227384921862e-06,1.059087571775308e-05
76.911,28.619,1.8640565031091683e-05,,1.1522370186867192e-06,2.303101064171642e-05,2.723103989410447e-06
76.922,28.619,4.629357863450423e-05,5.570408029598184e-05,-6.216048404894536e-07,3.25147520925384e-05,5.595638867816888e-06
76.932,28.619,1.085638450604165e-05,,8.639347470307257e-06,2.3629007046110928e-05,6.04720980845741e-06
76.943,28.619,3.38540157827083e-05,,6.603481779166032e-06,-1.5786247331561754e-06,1.2561328048832363e-06
76.953,28.619,5.917538146604784e-05,,-6.476027010648977e-06,4.49792332801735e-06,8.138891644193791e-06
76.963,28.619,0.0003842964651994,,-4.874957994616125e-06,1.5237733350659257e-05,1.6505173334735446e-05
76.974,28.619,0.0001603308046469,,1.083372626453638e-05,1.736024205456488e-05,4.429007276485208e-06
76.984,28.619,0.0001233875664183,,1.0274410669808276e-05,2.023688466579188e-05,9.994562788051551e-06
76.994,28.619,3.474213008303195e-05,,8.136492397170514e-06,5.02521561429603e-06,3.0078153940849006e-06
77.005,28.619,2.2028722014511004e-05,,4.993544280296192e-06,1.391898240399314e-05,6.095409389672568e-06
77.015,28.619,7.690190977882594e-05,,-1.3693509117729263e-06,4.726086990558542e-05,7.989543519215658e-06
77.026,28.619,3.556117371772416e-05,,1.7720580217428505e-05,1.7654874682193622e-05,5.512129519047448e-06
77.036,28.619,3.67760585504584e-05,,3.7723719970017566e-07,-1.0177330977967358e-06,-1.8415108797853463e-06
77.046,28.619,4.694944072980434e-05,,1.071627229976002e-05,2.4666011086083017e-05,-1.033547619044839e-06
77.057,28.619,2.860491986211855e-05,,2.556150320742745e-06,4.796649591298774e-06,5.866872925253119e-06
77.067,28.619,1.745552071952261e-05,,-1.5730297491245435e-06,4.883953806711361e-06,6.5893113969650585e-06
77.078,28.619,6.905715417815372e-05,,1.0386830581410322e-05,1.3764122741122264e-05,7.992523023858666e-06
77.088,28.619,5.106933167553507e-05,,1.49279621837195e-05,3.7448764942382695e-06,8.883467671694234e-06
77.098,28.619,2.267339186801109e-05,,4.789954800799023e-06,4.116423497180222e-06,5.228150257607922e-06
77.109,28.619,3.974069386458723e-06,,1.2818574759876356e-05,2.8862395993201065e-05,-1.1093017064922606e-06
77.119,28.619,2.4151127945515327e-05,,-2.237767603219254e-06,1.2681896805588622e-05,3.0165024327288847e-06
77.129,28.619,1.2344056813162751e-05,,1.3874306205252653e-05,1.798493212845642e-05,7.478891802747967e-06
77.14,28.619,1.9749562852666717e-05,,2.748796532614506e-06,2.875837708415929e-05,-4.244825504429173e-06
77.15,28.619,2.3424148821504787e-05,,-1.0627877600200009e-06,2.7597307052928954e-05,6.455066341004567e-06
77.161,28.619,2.228569792350754e-05,,4.773074124386767e-06,2.5594157705199905e-05,5.872210294910474e-06
77.171,28.619,2.206034150731284e-05,,1.4096800441620871e-05,1.8449727576808076e-05,7.645767823305505e-07
77.181,28.619,1.7273790945182554e-05,5.387794226408005e-05,1.3733544619753957e-05,-9.909603448932105e-08,1.9960536519647576e-05
77.192,28.619,7.575011750304839e-06,,6.146149189589778e-06,-8.703725143277552e-06,5.642720680043567e-06
77.202,28.619,9.281976417696567e-06,,2.043052063527284e-06,3.08169073832687e-05,-4.500637714954792e-06
77.213,28.619,2.758111440925859e-05,3.4227094147354364e-05,6.461369139287854e-06,1.835941111494321e-05,3.4509419037931366e-06
77.223,28.619,1.878529837995302e-05,,-5.716934992960887e-06,2.262675297970418e-05,-2.539097749831853e-06
77.233,28.619,0.000140895426739,,1.3411124655249296e-06,2.5505660232738592e-05,8.700847502041142e-06
77.244,28.619,5.1883096602978185e-05,,-5.111552582093282e-06,1.0990640475938562e-05,1.4304646356322335e-05
77.254,28.619,1.4542048120347316e-05,,1.080279798770789e-05,2.9744616767857224e-05,-5.311018867359962e-06
77.264,28.619,1.3880280675948595e-06,,4.277871994418092e-06,2.030519681284204e-06,3.4610366128617898e-06
77.275,28.619,4.409513348946348e-05,5.146781768416986e-05,5.545952603824844e-07,1.3902536920795685e-05,1.1233937584620436e-05
77.285,28.619,2.836946987372357e-05,,-6.305415354290744e-07,2.053856405836996e-05,7.2481302595406305e-06
77.296,28.619,8.662642358103767e-05,,1.2065132068528328e-05,1.1995727618341334e-05,1.1728433491953185e-05
77.306,28.619,6.090741862863069e-06,,1.0260647286486346e-05,-1.5311879906221293e-05,5.8913606153510045e-06
77.316,28.619,0.0002920692495536,,-6.158561518532224e-07,2.2459984393208288e-05,8.343715308001265e-06
77.327,28.619,5.475182206282625e-06,,-1.8622803281687084e-06,1.1299875950498972e-05,9.70269047684269e-06
77.337,28.619,2.4755619961069897e-05,,1.3150202903489117e-05,1.1313348295516334e-05,4.9317063712805975e-06
76.891,28.629,2.7433770810603164e-05,,2.954298906843178e-06,8.190504559024703e-06,1.9244262148276903e-05
76.911,28.629,2.564375563451904e-06,,4.450974756764481e-06,7.13461031409679e-06,6.04720980845741e-06
76.922,28.629,1.1013337825716008e-05,,4.426226496434538e-06,-5.1228043957962655e-06,-5.229244834481506e-06
76.953,28.629,5.2823750593233854e-05,,1.835398506955244e-05,1.122907724493416e-05,1.011112271953607e-05
76.963,28.629,1.7397938790963963e-05,,-2.2246194930630736e-06,-1.8575564126877e-06,6.981843853282044e-06
76.974,28.629,1.8171020201407373e-05,,1.7721402400638908e-05,1.3451481208903717e-05,-4.36637219536351e-06
76.984,28.629,2.4332039174623787e-05,,3.025851356142084e-06,1.212838924402604e-06,8.247864570876118e-06
76.994,28.629,2.1533964172704145e-05,,4.799672751687467e-06,-1.0745359759312125e-05,1.746938892210892e-06
77.005,28.629,1.212152619700646e-05,,1.9752271782635944e-06,1.0259677765134256e-05,-6.169952030177228e-06
77.015,28.629,1.3916946954850571e-05,,2.6973696094501065e-06,1.528875327494461e-05,7.954018656164408e-06
77.026,28.629,0.0001551323803141,,3.360084065207048e-06,5.696349489880959e-06,6.830414349678904e-06
77.036,28.629,9.548517118673772e-05,,3.3980772968789097e-06,1.8370288671576415e-05,2.1016274331486784e-05
77.046,28.629,1.4246048522181807e-05,,2.402536483714357e-05,-7.826425644452684e-06,-3.266124167566886e-06
77.057,28.629,2.03077397600282e-05,,-1.4862794728287557e-07,1.962334499694407e-05,4.430989974935073e-06
77.067,28.629,2.6595236704451963e-05,,6.137002401374048e-06,-5.12201779656607e-07,6.573046448465902e-06
77.078,28.629,0.0001037718611769,,1.5922982129268348e-05,2.909654904215131e-05,1.080664060282288e-05
77.088,28.629,1.0890851626754738e-05,,5.9440103541419376e-06,6.785927325836383e-06,-1.368618427477486e-06
77.098,28.629,1.4193654351402074e-05,,7.310111413971754e-06,1.848431202233769e-05,1.2963953849975953e-05
77.109,28.629,2.322485488548409e-05,,3.3889750739035662e-06,2.022338958340697e-05,
77.119,28.629,0.0001094282488338,4.054188320878893e-05,-1.2998333431823994e-06,1.1294619071122725e-05,4.3014333641622216e-06
77.129,28.629,1.732857163005974e-05,,6.035003480064916e-06,1.828737003961578e-05,1.0242225471301936e-05
77.14,28.629,0.0002521758433431,,-1.276046077691717e-07,1.6891484847292304e-05,6.256900178414071e-06
77.15,28.629,1.3635388313559815e-05,,1.5036342119856272e-05,1.0232733984594232e-05,1.3128986893207184e-06
77.161,28.629,3.667654164019041e-05,,-1.0500752978259698e-06,2.198356378357857e-05,3.4881197734648595e-06
77.171,28.629,4.977828211849555e-06,,1.131093995354604e-05,-2.3778804916219087e-06,-3.7253198570397217e-07
77.181,28.629,1.7361067875754088e-05,,4.570213150145719e-06,-2.5751876364665804e-06,2.971761659864569e-06
77.192,28.629,5.981154572509695e-06,,1.6957301340880804e-05,1.5568042726954445e-05,2.0207273792038905e-06
77.202,28.629,-3.0267879083112348e-06,5.387794226408005e-05,-9.204405273521844e-07,1.1123602234874852e-05,2.204094926128164e-06
77.213,28.629,0.000142353150295,5.387794226408005e-05,3.737935458048014e-06,-1.3909952031099238e-05,-1.5911808759483392e-08
77.223,28.629,2.2075553715694696e-05,,3.300926891824929e-06,1.2853033695137128e-05,8.822531526675448e-06
77.233,28.629,1.4799019481870346e-05,3.4227094147354364e-05,8.29801047075307e-06,1.2908511052955872e-05,5.339002655091463e-06
77.244,28.629,5.909467290621251e-05,,4.01035185859655e-06,1.1165103387611452e-05,1.8301690943189897e-05
77.254,28.629,5.224983397056349e-06,,8.34965339890914e-06,1.715964390314184e-05,1.510696989726057e-07
77.264,28.629,9.575942385708912e-06,,-4.455781436263351e-06,1.3296963516040703e-05,4.770258783537429e-06
77.275,28.629,1.6627715012873523e-05,,8.449238521279767e-06,-5.531529154723103e-07,2.862316023310996e-06
77.285,28.629,2.579450301709585e-05,,-2.326582034584135e-06,7.306132943085687e-08,1.5890775102889165e-05
77.296,28.629,-1.8994657011717209e-06,5.146781768416986e-05,3.536241138135665e-06,1.1637224815785883e-05,2.566185912655783e-06
77.306,28.629,3.929238664568402e-05,,3.793530595430639e-06,9.331170076620763e-06,-2.4715061499591684e-06
77.316,28.629,1.210583832289558e-05,,1.2308340046729429e-05,1.3805871276417749e-05,-1.2003175697827828e-06
77.327,28.629,2.58719373960048e-05,,6.1249870668689255e-06,-2.3657439669477758e-06,-1.793148840079084e-06
76.943,28.639,0.0001217247190652,,3.929922058887314e-06,7.041472599667031e-06,4.998948952561477e-06
76.953,28.639,3.1981428037397563e-05,,2.78618790616747e-06,1.6054880688898265e-05,-4.012654244434089e-07
76.963,28.639,3.822836333711166e-06,,1.5200071175058838e-05,5.02521561429603e-06,8.657783837406896e-06
76.974,28.639,0.0004769614897668,5.570408029598184e-05,-1.269429048988968e-06,2.8668649974861186e-05,8.466842700727284e-06
76.984,28.639,7.976327469805256e-05,,4.012056706415024e-06,4.268788870831486e-06,1.4036911579751177e-06
76.994,28.639,2.028117523877881e-05,,5.176754257263383e-06,-2.617205836941139e-06,2.315093979632365e-06
77.005,28.639,3.3152369724120945e-05,,9.862559636530932e-06,8.503076060151216e-06,4.740954409498954e-06
77.015,28.639,1.1897551303263754e-05,,1.8120752429240383e-05,1.6449810573249124e-05,7.506961082981434e-06
77.026,28.639,9.886543011816684e-06,,1.0870862752199171e-05,-6.917560995134409e-07,-3.266124167566886e-06
77.036,28.639,2.009701574934297e-06,,1.2415936907927971e-05,1.72500622284133e-05,7.662981261091772e-06
77.046,28.639,5.194997356738895e-06,,7.395745342364535e-06,2.215333370259032e-05,8.035723112698179e-06
77.057,28.639,8.6442942119902e-06,,6.41599854134256e-06,-5.055569090473e-06,1.034903289109934e-05
77.067,28.639,1.921249167935457e-05,,9.40571044338867e-06,6.946040684852051e-06,8.560841706639621e-06
77.078,28.639,1.3557325473811945e-05,,6.9109387368371245e-06,2.2377938876161352e-05,1.3874565638616332e-06
77.088,28.639,1.751065610733349e-05,,1.9791255908785388e-05,6.096553988754749e-06,9.900298209686298e-06
77.098,28.639,2.040293111349456e-05,,1.430961310688872e-05,6.7369273892836645e-06,-4.565706603898434e-06
77.109,28.639,9.77583749772748e-06,,6.021509761922061e-06,2.003177542064805e-05,7.007804924796801e-06
77.119,28.639,0.0001727306225802,,1.5396115031762747e-06,8.647001777717378e-06,1.1116694622614888e-05
77.129,28.639,5.9321977460058406e-05,,2.726477532632998e-06,2.434920588711975e-06,1.4393721357919276e-05
77.14,28.639,0.0001300875592278,,-4.413594979268964e-06,4.117702701478265e-06,3.4881197734648595e-06
77.15,28.639,4.673554940382019e-05,,1.4374220882018562e-05,1.5972641449479852e-06,2.636281533341389e-05
77.161,28.639,6.221260991878808e-05,,1.6933483493630774e-05,2.2507834728457965e-05,1.1258626727794764e-05
77.171,28.639,2.475674045854248e-05,,-3.6362143873702735e-06,9.90264834399568e-06,1.588180566614028e-05
77.181,28.639,9.57438714976888e-06,,-2.2315839487419e-07,4.771427938976558e-06,-4.064714630658273e-06
77.192,28.639,2.134653004759457e-05,,1.5029168935143389e-05,3.4334823340032017e-07,1.0441450285725296e-05
77.202,28.639,0.000407850544434,,4.337202881288249e-06,1.6707665054127574e-05,6.4212481447611935e-06
77.213,28.639,2.2873458874528296e-05,,3.2436892070109025e-06,-2.5803094558796147e-06,1.2961102584085891e-05
77.223,28.639,2.483812022546772e-05,,1.1344754966557956e-05,2.9744616767857224e-05,3.964995357819134e-06
77.233,28.639,0.000168040554854,5.387794226408005e-05,4.495700977713568e-06,1.102333226299379e-05,1.5442736184922978e-05
77.244,28.639,3.792068810071214e-06,5.387794226408005e-05,-3.7883553432038752e-06,9.006918844534084e-06,7.930367246444803e-06
77.254,28.639,1.117233023251174e-05,,4.501695002545603e-06,3.975147137680324e-06,8.15414205135312e-06
77.264,28.639,6.719921657349914e-05,3.4227094147354364e-05,-2.417295263512642e-06,2.164209581678733e-05,7.910232852736954e-06
77.275,28.639,0.0002347716945223,,6.937676516827196e-06,-2.182597199862357e-05,5.090613740321714e-06
77.285,28.639,2.731622771534603e-05,,1.5067729691509156e-05,4.4230346247786656e-05,7.832200935808942e-06
77.296,28.639,4.720775905298069e-05,,4.215082753944444e-06,1.16457486001309e-05,-1.2003175697827828e-06
77.306,28.639,1.0155374184250832e-05,,1.1988462574663572e-05,1.668868208071217e-05,3.741148248082027e-06
77.316,28.639,1.6399804735556245e-05,,-8.09988193850586e-07,1.3067752661299892e-05,7.762647328490857e-06
76.932,28.649,2.0547608073684387e-05,,4.799672751687467e-06,1.7617274352232926e-05,1.0680471859814132e-05
76.943,28.649,0.0001725501351756,,-5.312481334840413e-06,4.729324246000033e-06,3.2845848636497976e-06
76.953,28.649,3.351929990458302e-06,,-5.740801952924812e-06,3.6221244954504073e-06,7.037010618660133e-06
76.963,28.649,5.470545147545636e-06,,-6.13060535670229e-07,-2.496423405773385e-07,1.1340342098264957e-05
76.974,28.649,9.15957298275316e-06,,7.79323818278499e-06,9.243258318747394e-06,-6.771871881028346e-07
76.984,28.649,1.9499835616443303e-05,,6.430883786379127e-06,-1.0876618034671992e-05,1.2645316928683314e-05
76.994,28.649,5.432004400063306e-05,,9.253647476725746e-06,6.589709300897084e-06,5.866872925253119e-06
77.005,28.649,3.374947846168652e-05,5.570408029598184e-05,1.2415936907927971e-05,7.286596883204766e-06,1.286401766265044e-05
77.015,28.649,1.5647801774321124e-05,,1.2660392712859904e-05,1.479715410823701e-05,-7.37230649860976e-08
77.026,28.649,2.3087073714123107e-05,,7.037268915155437e-06,2.8056714654667303e-05,-5.278023309074342e-06
77.036,28.649,5.167762083146954e-06,,1.3526773727789989e-05,1.233269813383231e-06,5.228150257607922e-06
77.046,28.649,0.0002068186440737,,1.2499021977419034e-05,3.825959538517054e-06,1.0668870800145669e-06
77.057,28.649,7.30731335352175e-05,,2.1009458578191698e-05,9.808024515223224e-06,-1.3883512792745023e-06
77.067,28.649,0.0001119443695642,,7.756108857392974e-07,4.7709877435409e-06,2.861057737391093e-07
77.078,28.649,9.589747605787124e-06,,1.8570042357168857e-06,1.4566808204108384e-05,3.872845354635501e-06
77.088,28.649,7.22795375622809e-05,,1.0438904610055031e-05,3.02667249343358e-05,1.72055990788067e-07
77.098,28.649,2.909985778387636e-05,,1.361493741569575e-05,5.124705694470322e-06,1.3112679880578073e-05
77.109,28.649,3.146686140098609e-06,,1.2509087355283556e-05,-8.583277121942956e-06,4.999324119125959e-06
77.119,28.649,0.0001084504183381,,-5.187364877201617e-06,-2.3251034235727275e-06,4.192027518001851e-06
77.129,28.649,1.9059003534493968e-05,,5.3488925004785415e-06,1.5993133274605498e-05,3.2113682664203225e-06
77.14,28.649,3.845684841508046e-05,,6.801476047257893e-06,2.34528815781232e-05,1.1394543435017113e-05
77.15,28.649,0.0002136824041372,,7.536249995609978e-06,7.185390131780878e-06,8.017973129881285e-08
77.161,28.649,2.775113534880802e-05,,1.7584519810043275e-05,4.258881745045073e-06,1.2473179594962858e-05
77.171,28.649,0.0001190103794215,,2.168984337913571e-06,5.847994543728419e-06,9.351853805128483e-06
77.181,28.649,0.0002277550665894,,1.1245896530454049e-05,1.1110901141364591e-05,2.456544962115004e-06
77.192,28.649,7.078117960190866e-06,,7.78011894908559e-07,-4.332927801442565e-06,1.0025373740063516e-05
77.202,28.649,0.0001214153089676,,9.769791176950092e-06,1.5641446680092486e-06,7.2858242674556095e-06
77.213,28.649,0.0002158000133931,,-5.047975264460547e-07,2.050586226687301e-05,1.1233937584620436e-05
77.223,28.649,0.0001666204916546,,3.315059302622103e-06,2.5440913304919377e-06,4.138572421652498e-06
77.233,28.649,1.0220564945484512e-05,,9.986823897634167e-06,2.46507152041886e-05,2.270500544909737e-06
77.244,28.649,5.840706580784172e-05,,4.459097908693366e-06,1.2195228919154031e-05,1.835536750149913e-05
77.254,28.649,3.166625901940279e-05,5.387794226408005e-05,4.475635705603054e-06,1.52378597704228e-05,1.0413565178168938e-05
77.264,28.649,4.712706504506059e-05,,-3.875208562931221e-07,1.4934224054741208e-05,5.120500645716675e-06
77.275,28.649,1.2369325304462109e-05,,5.8967511762375586e-08,3.0416094887186773e-06,9.45896408666158e-06
77.285,28.649,6.094498985476093e-06,3.4227094147354364e-05,1.462532782170456e-05,-3.117409619335376e-07,3.565417500794865e-06
77.296,28.649,0.0001665132003836,3.4227094147354364e-05,4.5477208914235234e-06,4.5118572415958624e-06,1.3238101928436665e-05
77.306,28.649,0.0001029640334309,,1.7981056998905842e-07,9.915790542436298e-06,5.098538167658262e-06
