longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.046,28.815,0.0002347716945223,,4.093136340088677e-06,4.116942727705464e-05,5.717446128983283e-06
77.057,28.815,8.759218872000929e-06,,1.2987110494577792e-05,1.931453516590409e-05,6.581583420484094e-06
77.067,28.815,4.720775905298069e-05,,6.6922161749971565e-06,7.35087678549462e-06,2.34144340538478e-06
77.078,28.815,2.642698382260278e-05,,4.489487309911056e-06,3.1200015655485917e-06,8.83730422174267e-07
77.088,28.815,2.712973400775809e-05,,9.558281817589886e-06,1.8755739574771724e-06,2.169209074054379e-05
77.098,28.815,0.000261864013737,,9.790070180315524e-06,1.7165848475997336e-05,7.922018085082527e-06
77.109,28.815,7.739277498330921e-05,,6.6166235228593e-06,2.742897231655661e-05,5.275599619380955e-07
77.119,28.815,0.0005025026621297,,6.411220965674147e-06,1.0663498869689649e-05,1.316700945608318e-05
77.129,28.815,2.9427847039187327e-05,,9.266567758459132e-06,-1.6794816474430263e-05,2.444752453811816e-06
77.14,28.815,8.360192623513285e-06,,1.1005601663782729e-05,-1.1179190551047212e-05,1.1908869964827318e-05
77.15,28.815,4.198571332381107e-05,,1.4047638615011238e-05,1.895019886433147e-05,2.170249354094267e-05
77.161,28.815,8.51549248181982e-06,,5.800649887532927e-06,1.3099414900352713e-05,1.0671402378648054e-05
77.171,28.815,3.215881952201016e-05,,-6.770344953110907e-06,1.178803177026566e-05,1.7445628373025102e-06
77.181,28.815,6.861620931886137e-05,,6.4675296016503125e-06,1.4361723970068851e-06,4.631445790437283e-06
77.192,28.815,1.6441666730315774e-06,,7.905880011094268e-06,7.214989182102727e-06,5.831358521390939e-06
77.202,28.815,1.7721178664942272e-05,,1.9075076806984725e-07,-4.96437996844179e-06,2.4173894416890107e-05
77.213,28.815,0.0001081329683074,,3.7630481983796926e-06,1.4386770999408329e-05,1.3551697520597372e-05
76.974,28.825,1.7672953617875464e-05,,1.053679716278566e-05,1.102333226299379e-05,4.8496294766664505e-06
76.984,28.825,2.707096246012952e-05,,5.4945658121141605e-06,2.499314723536372e-05,2.541668891353765e-06
76.994,28.825,6.163216312415898e-06,,1.178120328404475e-05,9.427926670468878e-06,2.430407676001778e-06
77.005,28.825,1.6598913134657778e-05,3.2985750294756144e-05,-1.6946422647379222e-06,7.718153938185424e-06,2.702086021599825e-06
77.015,28.825,4.192450796836056e-05,,1.045131284627132e-05,3.856506282318151e-06,5.992271212562628e-07
77.026,28.825,7.568390719825402e-05,,6.08391928835772e-07,1.1565703971427864e-05,5.717446128983283e-06
77.036,28.825,9.553081326885147e-06,,1.691652141744271e-05,4.244579940859694e-06,-1.944553389421344e-07
77.046,28.825,2.551855504862033e-05,,-1.698887103884772e-06,1.3814509657095186e-05,9.435325978301988e-07
77.057,28.825,1.54938406922156e-05,,1.0066076356451958e-05,1.8678676497074772e-05,-2.6930301828542724e-06
77.067,28.825,1.4283023119787686e-05,,9.790070180315524e-06,6.750545253453311e-06,4.404667834023712e-06
77.078,28.825,9.218810191669036e-06,,4.423013706400525e-06,3.255688352510333e-05,1.750801493471954e-05
77.088,28.825,0.0001059184796758,,9.404324373463169e-06,1.578900082677137e-05,1.5501969755860046e-05
77.098,28.825,2.676043368410319e-05,,8.368304406758398e-06,2.123211379512213e-05,1.4200339137460103e-05
77.109,28.825,1.6245337974396534e-05,,-3.544903393049026e-06,1.3377440154727084e-05,1.2454880788936862e-06
77.119,28.825,3.079042289755307e-05,,-7.349478892137995e-06,1.221725506184157e-05,3.220097141820588e-06
77.129,28.825,1.4785354323976208e-05,,-1.245436692443036e-06,2.3318394596572037e-05,1.1831076562884846e-06
77.14,28.825,2.210668935731519e-05,,1.2385155969241168e-05,1.3607979781227186e-05,8.635359336039983e-06
77.15,28.825,0.0001485629763919,,4.7420544433407485e-06,1.4016373825143091e-05,4.351570169092156e-06
77.161,28.825,1.0861131158890204e-05,,1.1210519005544484e-05,6.319580734270858e-06,3.2576174362475285e-06
77.171,28.825,1.1703960808517875e-05,4.826994336326607e-05,-5.7987135733128525e-06,8.503679055138491e-06,8.886629984772298e-06
77.181,28.825,1.0547117199166678e-05,,1.531996895209886e-05,1.5556992366327904e-05,1.5618381439708173e-05
77.192,28.825,8.299203909700736e-05,,1.130347413891286e-06,-9.710402991913725e-06,-8.187063031073194e-06
77.202,28.825,1.7257250874536112e-05,,8.665462587487127e-07,2.3114116629585624e-05,6.0094416767242365e-06
77.213,28.825,-1.1947281564061996e-06,,1.1561629435163924e-05,1.7130098058260046e-05,9.051101983459376e-07
77.223,28.825,0.0002119565324392,,7.867603926570155e-06,7.019745225989027e-06,1.4080663277127314e-05
76.994,28.835,8.267486919066869e-06,,-4.701435045717517e-06,8.160134711943101e-06,8.766000064497348e-06
77.005,28.835,8.891829929780215e-05,,9.134173524216749e-06,4.1449874288446164e-07,1.0888018550758716e-05
77.015,28.835,2.697485069802497e-05,,8.387253728869837e-06,2.040494655375369e-05,8.514234650647268e-06
77.026,28.835,7.276721589732915e-05,3.2985750294756144e-05,7.778739927744027e-06,8.237499059760012e-06,9.359111572848631e-06
77.046,28.835,8.53574529173784e-05,,5.764886736869812e-07,1.0159767043660397e-05,6.994710020080674e-06
77.057,28.835,1.3691108506463934e-05,,-5.103302100906149e-07,8.207143764593638e-06,2.657278628248605e-06
77.067,28.835,2.5547920813551173e-05,,6.066369223844959e-06,-6.846076757938135e-06,5.275599619380955e-07
77.078,28.835,2.2610802261624485e-05,,7.623630438047257e-08,7.393266059807502e-06,1.4200339137460103e-05
77.088,28.835,1.6811072782729752e-05,,4.147605068283156e-06,1.391917408000154e-06,9.12679752218537e-06
77.098,28.835,0.0001147867878898,7.362722953985212e-06,-2.431725079077296e-06,1.601256190042477e-05,3.2024671803299043e-09
77.109,28.835,0.0005154807586222,,1.6959634194790851e-06,-2.6901723231276264e-06,1.4643891518062446e-05
77.119,28.835,5.654944288835395e-06,,5.866947958566016e-06,-5.155231974640628e-06,1.4385836948349606e-05
77.129,28.835,1.064218031388009e-05,,1.312322638113983e-05,1.4658766303909944e-05,1.4801513543716285e-06
77.14,28.835,3.3689136671455344e-06,,6.464907983172452e-06,8.789878847892396e-06,-8.461404831905384e-06
77.15,28.835,1.3442143426800612e-05,,1.3325942745723296e-05,2.779149326670449e-05,5.568781489273533e-06
77.161,28.835,5.5858083214843646e-05,,-1.7671954992692918e-05,1.2715839147858787e-05,1.037530523717578e-06
77.171,28.835,3.233887400710955e-05,,4.534485469775973e-06,2.982574415000272e-06,-6.36896766081918e-06
77.181,28.835,3.579075200832449e-05,,1.1948398423555773e-05,5.720331046177307e-06,-1.3445921922539128e-06
77.192,28.835,2.4096912966342643e-05,,1.3951183973404112e-05,1.941977825481445e-05,1.196905031974893e-05
77.202,28.835,1.7977894458454102e-05,,1.2357570994936395e-05,1.549350781715475e-05,1.2885951946373098e-05
77.213,28.835,2.0724977730424143e-05,,4.544202965917066e-06,1.6284557204926386e-05,6.383915206242818e-06
77.046,28.844,4.647145942726638e-06,3.2985750294756144e-05,6.411220965674147e-06,4.306609753257362e-06,2.2083197109168395e-05
77.057,28.844,7.336049748118967e-05,3.2985750294756144e-05,-1.193849584524287e-06,-2.9689269922528183e-06,1.7669897715677507e-05
77.067,28.844,4.568755230138777e-06,5.214429165789625e-06,-4.412681846588384e-06,8.316037565236911e-06,5.008719199395273e-06
77.078,28.844,1.208088633575244e-05,,9.007096650748281e-07,1.894868728413712e-05,1.535018782305997e-05
77.088,28.844,2.019741441472433e-05,,7.67043911764631e-06,-2.069629772449844e-06,
77.098,28.844,1.5626123058609664e-05,,6.394614501914475e-06,7.664304575882852e-06,8.920766049413942e-06
77.109,28.844,1.389841600030195e-05,,1.9075076806984725e-07,1.1530076335475314e-05,1.4801513543716285e-06
77.119,28.844,1.628802237974014e-05,,1.202244766318472e-05,5.981493814033456e-06,5.897404207644286e-06
77.129,28.844,7.732023732387462e-08,,1.488436828367412e-05,4.7325313062174246e-05,-3.8375333133444656e-06
77.14,28.844,2.2235353753785603e-05,,-1.277818114431284e-06,1.0232247404928785e-05,4.182312295597512e-06
77.171,28.844,1.57393587869592e-05,,1.0350723641749935e-05,1.2934690857946409e-05,4.062154857820133e-06
77.181,28.844,2.6994037398253568e-05,,2.988565029227175e-06,3.1031206162879243e-05,2.3848966520745307e-05
77.192,28.844,8.786654507275671e-05,,7.074853783706203e-06,-1.1579478268686216e-05,1.6184878404601477e-05
77.202,28.844,6.938138540135697e-05,,1.2838335351261776e-05,2.573431993369013e-05,3.7563829664577497e-06
77.213,28.844,6.952162038942333e-06,,9.131072147283705e-06,7.559519872302189e-06,1.0420468242955394e-05
77.057,28.854,1.5755309505038895e-05,,5.817954843223561e-06,1.046769739332376e-05,1.758085454639513e-05
77.067,28.854,-5.575694103754358e-06,,-6.770344953110907e-06,1.0340946573705878e-05,1.512277412984986e-05
77.078,28.854,1.7054484487744048e-05,3.2985750294756144e-05,3.599247520469362e-06,2.074840995192062e-05,5.368943220673828e-06
77.088,28.854,4.6288405428640544e-05,3.2985750294756144e-05,1.4301481314760169e-05,9.97658571577631e-06,-2.89093281935493e-06
77.098,28.854,2.1281515728333037e-05,,1.8832497516996227e-05,1.6757245248300023e-05,2.569890114045848e-07
77.109,28.854,8.51549248181982e-06,,1.1973557775490916e-05,-3.119260099992971e-06,7.463114798156312e-06
77.119,28.854,7.046199698379496e-06,,1.549960143165663e-05,1.2680251529673114e-05,4.182312295597512e-06
77.129,28.854,0.0001092188686016,,2.4925900561356684e-06,-3.364080612300313e-06,2.4173894416890107e-05
77.14,28.854,8.076089579844847e-05,5.387515921029262e-05,5.193232482270105e-06,1.809907189453952e-05,1.216665850733989e-06
77.181,28.854,0.0002938485413324,,4.032834567624377e-06,5.130043973622378e-06,3.80724350179662e-06
77.192,28.854,2.091507485602051e-05,,8.895376595319249e-06,2.5110501155722886e-05,1.1769362572522368e-05
77.202,28.854,2.6326947590860077e-06,,1.6625879652565345e-05,2.044472967099864e-05,1.2074322512489744e-05
77.057,28.864,7.142512185964733e-05,,3.810255293501541e-06,3.3319893191219307e-06,3.0895259897079086e-06
77.067,28.864,1.3151761777407955e-05,,3.04221612168476e-06,1.2766377039952204e-05,1.8355960492044687e-05
77.078,28.864,2.209209014836233e-05,,-1.7671954992692918e-05,2.0712019249913283e-05,8.890168828656897e-06
77.088,28.864,6.078865044401027e-05,,1.3006080735067371e-05,9.148867320618592e-06,1.2356718798400834e-05
77.098,28.864,1.2330468962318264e-05,3.2985750294756144e-05,5.650602361129131e-06,1.3211771147325637e-05,8.816003855827148e-07
77.109,28.864,1.1811816875706428e-05,3.2985750294756144e-05,9.949331797542982e-06,5.785637313238112e-06,1.2406325367919637e-05
77.088,28.874,9.998184395954011e-06,,5.840537596668582e-06,4.6437660785159096e-05,1.5011071809567513e-05
